productId	standardCode	standard
Drainage_of_right_temporal_artery_with_drainage_device_open_approach	85502717	UNSPSC
Drainage_of_right_temporal_artery_with_drainage_device_percutaneous_approach	85503075	UNSPSC
Drainage_of_right_temporal_artery_with_drainage_device_percutaneous_endoscopic_approach	85503408	UNSPSC
Drainage_of_right_temporal_bone_open_approach	85682715	UNSPSC
Drainage_of_right_temporal_bone_percutaneous_approach	85683058	UNSPSC
Drainage_of_right_temporal_bone_percutaneous_endoscopic_approach	85683357	UNSPSC
Drainage_of_right_temporal_bone_with_drainage_device_open_approach	85682716	UNSPSC
Drainage_of_right_temporal_bone_with_drainage_device_percutaneous_approach	85683059	UNSPSC
Drainage_of_right_temporal_bone_with_drainage_device_percutaneous_endoscopic_approach	85683358	UNSPSC
Drainage_of_right_temporomandibular_joint_open_approach	85714852	UNSPSC
Drainage_of_right_temporomandibular_joint_percutaneous_approach	85715034	UNSPSC
Drainage_of_right_temporomandibular_joint_percutaneous_endoscopic_approach	85715234	UNSPSC
Drainage_of_right_temporomandibular_joint_with_drainage_device_open_approach	85714853	UNSPSC
Drainage_of_right_temporomandibular_joint_with_drainage_device_percutaneous_approach	85715035	UNSPSC
Drainage_of_right_temporomandibular_joint_with_drainage_device_percutaneous_endoscopic_approach	85715235	UNSPSC
Drainage_of_right_testis_open_approach	85753165	UNSPSC
Drainage_of_right_testis_percutaneous_approach	85753329	UNSPSC
Drainage_of_right_testis_percutaneous_endoscopic_approach	85753565	UNSPSC
Drainage_of_right_testis_with_drainage_device_open_approach	85753166	UNSPSC
Drainage_of_right_testis_with_drainage_device_percutaneous_approach	85753330	UNSPSC
Drainage_of_right_testis_with_drainage_device_percutaneous_endoscopic_approach	85753566	UNSPSC
Drainage_of_right_thorax_bursa_and_ligament_open_approach	85672563	UNSPSC
Drainage_of_right_thorax_bursa_and_ligament_percutaneous_approach	85672628	UNSPSC
Drainage_of_right_thorax_bursa_and_ligament_percutaneous_endoscopic_approach	85672763	UNSPSC
Drainage_of_right_thorax_bursa_and_ligament_with_drainage_device_open_approach	85672564	UNSPSC
Drainage_of_right_thorax_bursa_and_ligament_with_drainage_device_percutaneous_approach	85672629	UNSPSC
Drainage_of_right_thorax_bursa_and_ligament_with_drainage_device_percutaneous_endoscopic_approach	85672764	UNSPSC
Drainage_of_right_thorax_muscle_open_approach	85651833	UNSPSC
Drainage_of_right_thorax_muscle_percutaneous_approach	85651927	UNSPSC
Drainage_of_right_thorax_muscle_percutaneous_endoscopic_approach	85652133	UNSPSC
Drainage_of_right_thorax_muscle_with_drainage_device_open_approach	85651834	UNSPSC
Drainage_of_right_thorax_muscle_with_drainage_device_percutaneous_approach	85651928	UNSPSC
Drainage_of_right_thorax_muscle_with_drainage_device_percutaneous_endoscopic_approach	85652134	UNSPSC
Drainage_of_right_thorax_tendon_open_approach	85661237	UNSPSC
Drainage_of_right_thorax_tendon_percutaneous_approach	85661331	UNSPSC
Drainage_of_right_thorax_tendon_percutaneous_endoscopic_approach	85661537	UNSPSC
Drainage_of_right_thorax_tendon_with_drainage_device_open_approach	85661238	UNSPSC
Drainage_of_right_thorax_tendon_with_drainage_device_percutaneous_approach	85661332	UNSPSC
Drainage_of_right_thorax_tendon_with_drainage_device_percutaneous_endoscopic_approach	85661538	UNSPSC
Drainage_of_right_thumb_phalanx_open_approach	85694819	UNSPSC
Drainage_of_right_thumb_phalanx_percutaneous_approach	85695073	UNSPSC
Drainage_of_right_thumb_phalanx_percutaneous_endoscopic_approach	85695273	UNSPSC
Drainage_of_right_thumb_phalanx_with_drainage_device_open_approach	85694820	UNSPSC
Drainage_of_right_thumb_phalanx_with_drainage_device_percutaneous_approach	85695074	UNSPSC
Drainage_of_right_thumb_phalanx_with_drainage_device_percutaneous_endoscopic_approach	85695274	UNSPSC
Drainage_of_right_thyroid_artery_open_approach	85502712	UNSPSC
Drainage_of_right_thyroid_artery_percutaneous_approach	85503070	UNSPSC
Drainage_of_right_thyroid_artery_percutaneous_endoscopic_approach	85503403	UNSPSC
Drainage_of_right_thyroid_artery_with_drainage_device_open_approach	85502713	UNSPSC
Drainage_of_right_thyroid_artery_with_drainage_device_percutaneous_approach	85503071	UNSPSC
Drainage_of_right_thyroid_artery_with_drainage_device_percutaneous_endoscopic_approach	85503404	UNSPSC
Drainage_of_right_thyroid_gland_lobe_open_approach	85622382	UNSPSC
Drainage_of_right_thyroid_gland_lobe_percutaneous_approach	85622457	UNSPSC
Drainage_of_right_thyroid_gland_lobe_percutaneous_endoscopic_approach	85622582	UNSPSC
Drainage_of_right_thyroid_gland_lobe_with_drainage_device_open_approach	85622383	UNSPSC
Drainage_of_right_thyroid_gland_lobe_with_drainage_device_percutaneous_approach	85622458	UNSPSC
Drainage_of_right_thyroid_gland_lobe_with_drainage_device_percutaneous_endoscopic_approach	85622583	UNSPSC
Drainage_of_right_tibia_open_approach	85703427	UNSPSC
Drainage_of_right_tibia_percutaneous_approach	85703927	UNSPSC
Drainage_of_right_tibia_percutaneous_endoscopic_approach	85704427	UNSPSC
Drainage_of_right_tibia_with_drainage_device_open_approach	85703428	UNSPSC
Drainage_of_right_tibia_with_drainage_device_percutaneous_approach	85703928	UNSPSC
Drainage_of_right_tibia_with_drainage_device_percutaneous_endoscopic_approach	85704428	UNSPSC
Drainage_of_right_toe_phalangeal_joint_open_approach	85721719	UNSPSC
Drainage_of_right_toe_phalangeal_joint_percutaneous_approach	85722219	UNSPSC
Drainage_of_right_toe_phalangeal_joint_percutaneous_endoscopic_approach	85722719	UNSPSC
Drainage_of_right_toe_phalangeal_joint_with_drainage_device_open_approach	85721720	UNSPSC
Drainage_of_right_toe_phalangeal_joint_with_drainage_device_percutaneous_approach	85722220	UNSPSC
Drainage_of_right_toe_phalangeal_joint_with_drainage_device_percutaneous_endoscopic_approach	85722720	UNSPSC
Drainage_of_right_toe_phalanx_open_approach	85705147	UNSPSC
Drainage_of_right_toe_phalanx_percutaneous_approach	85705343	UNSPSC
Drainage_of_right_toe_phalanx_percutaneous_endoscopic_approach	85705543	UNSPSC
Drainage_of_right_toe_phalanx_with_drainage_device_open_approach	85705148	UNSPSC
Drainage_of_right_toe_phalanx_with_drainage_device_percutaneous_approach	85705344	UNSPSC
Drainage_of_right_toe_phalanx_with_drainage_device_percutaneous_endoscopic_approach	85705544	UNSPSC
Drainage_of_right_trunk_bursa_and_ligament_open_approach	85672568	UNSPSC
Drainage_of_right_trunk_bursa_and_ligament_open_approachdrainage_of_right_trunk_bursa_and_ligament_open_approach	85672567	UNSPSC
Drainage_of_right_trunk_bursa_and_ligament_percutaneous_approach	85672632	UNSPSC
Drainage_of_right_trunk_bursa_and_ligament_percutaneous_endoscopic_approach	85672767	UNSPSC
Drainage_of_right_trunk_bursa_and_ligament_with_drainage_device_open_approach	85672569	UNSPSC
Drainage_of_right_trunk_bursa_and_ligament_with_drainage_device_percutaneous_endoscopic_approach	85672768	UNSPSC
Drainage_of_right_trunk_muscle_open_approach	85651837	UNSPSC
Drainage_of_right_trunk_muscle_percutaneous_approach	85651931	UNSPSC
Drainage_of_right_trunk_muscle_percutaneous_endoscopic_approach	85652137	UNSPSC
Drainage_of_right_trunk_muscle_with_drainage_device_open_approach	85651838	UNSPSC
Drainage_of_right_trunk_muscle_with_drainage_device_percutaneous_approach	85651932	UNSPSC
Drainage_of_right_trunk_muscle_with_drainage_device_percutaneous_endoscopic_approach	85652138	UNSPSC
Drainage_of_right_trunk_tendon_open_approach	85661241	UNSPSC
Drainage_of_right_trunk_tendon_percutaneous_approach	85661335	UNSPSC
Drainage_of_right_trunk_tendon_percutaneous_endoscopic_approach	85661541	UNSPSC
Drainage_of_right_trunk_tendon_with_drainage_device_open_approach	85661242	UNSPSC
Drainage_of_right_trunk_tendon_with_drainage_device_percutaneous_approach	85661336	UNSPSC
Drainage_of_right_trunk_tendon_with_drainage_device_percutaneous_endoscopic_approach	85661542	UNSPSC
Drainage_of_right_tunica_vaginalis_open_approach	85753169	UNSPSC
Drainage_of_right_tunica_vaginalis_percutaneous_approach	85753333	UNSPSC
Drainage_of_right_tunica_vaginalis_percutaneous_endoscopic_approach	85753569	UNSPSC
Drainage_of_right_tunica_vaginalis_with_drainage_device_open_approach	85753170	UNSPSC
Drainage_of_right_tunica_vaginalis_with_drainage_device_percutaneous_approach	85753334	UNSPSC
Drainage_of_right_tunica_vaginalis_with_drainage_device_percutaneous_endoscopic_approach	85753570	UNSPSC
Drainage_of_right_tympanic_membrane_open_approach	85561911	UNSPSC
Drainage_of_right_tympanic_membrane_percutaneous_approach	85562064	UNSPSC
Drainage_of_right_tympanic_membrane_percutaneous_endoscopic_approach	85562317	UNSPSC
Drainage_of_right_tympanic_membrane_via_natural_or_artificial_opening	85561243	UNSPSC
Drainage_of_right_tympanic_membrane_via_natural_or_artificial_opening_endoscopic	85561241	UNSPSC
Drainage_of_right_tympanic_membrane_with_drainage_device_open_approach	85561912	UNSPSC
Drainage_of_right_tympanic_membrane_with_drainage_device_percutaneous_approach	85562065	UNSPSC
Drainage_of_right_tympanic_membrane_with_drainage_device_percutaneous_endoscopic_approach	85562318	UNSPSC
Drainage_of_right_tympanic_membrane_with_drainage_device_via_natural_or_artificial_opening	85561244	UNSPSC
Drainage_of_right_tympanic_membrane_with_drainage_device_via_natural_or_artificial_opening_endoscopic	85561242	UNSPSC
Drainage_of_right_ulna_open_approach	85693423	UNSPSC
Drainage_of_right_ulna_percutaneous_approach	85693923	UNSPSC
Drainage_of_right_ulna_percutaneous_endoscopic_approach	85694423	UNSPSC
Drainage_of_right_ulna_with_drainage_device_open_approach	85693424	UNSPSC
Drainage_of_right_ulna_with_drainage_device_percutaneous_approach	85693924	UNSPSC
Drainage_of_right_ulna_with_drainage_device_percutaneous_endoscopic_approach	85694424	UNSPSC
Drainage_of_right_ulnar_artery_open_approach	85504151	UNSPSC
Drainage_of_right_ulnar_artery_percutaneous_approach	85504781	UNSPSC
Drainage_of_right_ulnar_artery_percutaneous_endoscopic_approach	85505151	UNSPSC
Drainage_of_right_ulnar_artery_with_drainage_device_open_approach	85504152	UNSPSC
Drainage_of_right_ulnar_artery_with_drainage_device_percutaneous_approach	85504782	UNSPSC
Drainage_of_right_ulnar_artery_with_drainage_device_percutaneous_endoscopic_approach	85505152	UNSPSC
Drainage_of_right_upper_arm_muscle_open_approach	85653441	UNSPSC
Drainage_of_right_upper_arm_muscle_percutaneous_approach	85653535	UNSPSC
Drainage_of_right_upper_arm_muscle_percutaneous_endoscopic_approach	85653741	UNSPSC
Drainage_of_right_upper_arm_muscle_with_drainage_device_open_approach	85653442	UNSPSC
Drainage_of_right_upper_arm_muscle_with_drainage_device_percutaneous_approach	85653536	UNSPSC
Drainage_of_right_upper_arm_muscle_with_drainage_device_percutaneous_endoscopic_approach	85653742	UNSPSC
Drainage_of_right_upper_arm_open_approach	85771211	UNSPSC
Drainage_of_right_upper_arm_percutaneous_approach	85771417	UNSPSC
Drainage_of_right_upper_arm_percutaneous_endoscopic_approach	85771617	UNSPSC
Drainage_of_right_upper_arm_skin_external_approach	85631541	UNSPSC
Drainage_of_right_upper_arm_skin_with_drainage_device_external_approach	85631542	UNSPSC
Drainage_of_right_upper_arm_subcutaneous_tissue_and_fascia_open_approach	85642035	UNSPSC
Drainage_of_right_upper_arm_subcutaneous_tissue_and_fascia_percutaneous_approach	85642423	UNSPSC
Drainage_of_right_upper_arm_subcutaneous_tissue_and_fascia_with_drainage_device_open_approach	85642036	UNSPSC
Drainage_of_right_upper_arm_subcutaneous_tissue_and_fascia_with_drainage_device_percutaneous_approach	85642424	UNSPSC
Drainage_of_right_upper_arm_tendon_open_approach	85663451	UNSPSC
Drainage_of_right_upper_arm_tendon_percutaneous_approach	85663543	UNSPSC
Drainage_of_right_upper_arm_tendon_percutaneous_endoscopic_approach	85663751	UNSPSC
Drainage_of_right_upper_arm_tendon_with_drainage_device_open_approach	85663452	UNSPSC
Drainage_of_right_upper_arm_tendon_with_drainage_device_percutaneous_approach	85663544	UNSPSC
Drainage_of_right_upper_arm_tendon_with_drainage_device_percutaneous_endoscopic_approach	85663752	UNSPSC
Drainage_of_right_upper_arm_with_drainage_device_open_approach	85771212	UNSPSC
Drainage_of_right_upper_arm_with_drainage_device_percutaneous_approach	85771418	UNSPSC
Drainage_of_right_upper_arm_with_drainage_device_percutaneous_endoscopic_approach	85771618	UNSPSC
Drainage_of_right_upper_extremity_bursa_and_ligament_open_approach	85672936	UNSPSC
Drainage_of_right_upper_extremity_bursa_and_ligament_percutaneous_approach	85673022	UNSPSC
Drainage_of_right_upper_extremity_bursa_and_ligament_with_drainage_device_open_approach	85672937	UNSPSC
Drainage_of_right_upper_extremity_bursa_and_ligament_with_drainage_device_percutaneous_approach	85673023	UNSPSC
Drainage_of_right_upper_extremity_bursa_and_ligament_with_drainage_device_percutaneous_endoscopic_approach	85673136	UNSPSC
Drainage_of_right_upper_extremity_lymphatic_open_approach	85542970	UNSPSC
Drainage_of_right_upper_extremity_lymphatic_percutaneous_approach	85543137	UNSPSC
Drainage_of_right_upper_extremity_lymphatic_percutaneous_endoscopic_approach	85543437	UNSPSC
Drainage_of_right_upper_extremity_lymphatic_with_drainage_device_open_approach	85542971	UNSPSC
Drainage_of_right_upper_extremity_lymphatic_with_drainage_device_percutaneous_approach	85543138	UNSPSC
Drainage_of_right_upper_extremity_lymphatic_with_drainage_device_percutaneous_endoscopic_approach	85543438	UNSPSC
Drainage_of_right_upper_extremity_open_approach	85771851	UNSPSC
Drainage_of_right_upper_extremity_percutaneous_approach	85771941	UNSPSC
Drainage_of_right_upper_extremity_percutaneous_endoscopic_approach	85772047	UNSPSC
Drainage_of_right_upper_extremity_with_drainage_device_open_approach	85771852	UNSPSC
Drainage_of_right_upper_extremity_with_drainage_device_percutaneous_approach	85771942	UNSPSC
Drainage_of_right_upper_extremity_with_drainage_device_percutaneous_endoscopic_approach	85772048	UNSPSC
Drainage_of_right_upper_eyelid_external_approach	85552561	UNSPSC
Drainage_of_right_upper_eyelid_open_approach	85552737	UNSPSC
Drainage_of_right_upper_eyelid_percutaneous_approach	85552931	UNSPSC
Drainage_of_right_upper_eyelid_with_drainage_device_external_approach	85552562	UNSPSC
Drainage_of_right_upper_eyelid_with_drainage_device_open_approach	85552738	UNSPSC
Drainage_of_right_upper_eyelid_with_drainage_device_percutaneous_approach	85552932	UNSPSC
Drainage_of_right_upper_femur_open_approach	85703439	UNSPSC
Drainage_of_right_upper_femur_percutaneous_approach	85703939	UNSPSC
Drainage_of_right_upper_femur_percutaneous_endoscopic_approach	85704439	UNSPSC
Drainage_of_right_upper_femur_with_drainage_device_open_approach	85703440	UNSPSC
Drainage_of_right_upper_femur_with_drainage_device_percutaneous_approach	85703940	UNSPSC
Drainage_of_right_upper_femur_with_drainage_device_percutaneous_endoscopic_approach	85704440	UNSPSC
Drainage_of_right_upper_leg_muscle_open_approach	85652841	UNSPSC
Drainage_of_right_upper_leg_muscle_percutaneous_approach	85652935	UNSPSC
Drainage_of_right_upper_leg_muscle_percutaneous_endoscopic_approach	85653141	UNSPSC
Drainage_of_right_upper_leg_muscle_with_drainage_device_open_approach	85652842	UNSPSC
Drainage_of_right_upper_leg_muscle_with_drainage_device_percutaneous_approach	85652936	UNSPSC
Drainage_of_right_upper_leg_muscle_with_drainage_device_percutaneous_endoscopic_approach	85653142	UNSPSC
Drainage_of_right_upper_leg_open_approach	85782319	UNSPSC
Drainage_of_right_upper_leg_percutaneous_approach	85782511	UNSPSC
Drainage_of_right_upper_leg_percutaneous_endoscopic_approach	85782711	UNSPSC
Drainage_of_right_upper_leg_skin_external_approach	85631529	UNSPSC
Drainage_of_right_upper_leg_skin_with_drainage_device_external_approach	85631530	UNSPSC
Drainage_of_right_upper_leg_subcutaneous_tissue_and_fascia_open_approach	85642023	UNSPSC
Drainage_of_right_upper_leg_subcutaneous_tissue_and_fascia_percutaneous_approach	85642411	UNSPSC
Drainage_of_right_upper_leg_subcutaneous_tissue_and_fascia_with_drainage_device_open_approach	85642024	UNSPSC
Drainage_of_right_upper_leg_subcutaneous_tissue_and_fascia_with_drainage_device_percutaneous_approach	85642412	UNSPSC
Drainage_of_right_upper_leg_tendon_open_approach	85662343	UNSPSC
Drainage_of_right_upper_leg_tendon_percutaneous_approach	85662467	UNSPSC
Drainage_of_right_upper_leg_tendon_percutaneous_endoscopic_approach	85662743	UNSPSC
Drainage_of_right_upper_leg_tendon_with_drainage_device_open_approach	85662344	UNSPSC
Drainage_of_right_upper_leg_tendon_with_drainage_device_percutaneous_approach	85662468	UNSPSC
Drainage_of_right_upper_leg_tendon_with_drainage_device_percutaneous_endoscopic_approach	85662744	UNSPSC
Drainage_of_right_upper_leg_with_drainage_device_open_approach	85782320	UNSPSC
Drainage_of_right_upper_leg_with_drainage_device_percutaneous_approach	85782512	UNSPSC
Drainage_of_right_upper_leg_with_drainage_device_percutaneous_endoscopic_approach	85782712	UNSPSC
Drainage_of_right_upper_lobe_bronchus_open_approach	85572013	UNSPSC
Drainage_of_right_upper_lobe_bronchus_percutaneous_approach	85572313	UNSPSC
Drainage_of_right_upper_lobe_bronchus_percutaneous_endoscopic_approach	85572713	UNSPSC
Drainage_of_right_upper_lobe_bronchus_via_natural_or_artificial_opening	85571447	UNSPSC
Drainage_of_right_upper_lobe_bronchus_via_natural_or_artificial_opening_drainage_device_via_natural_or_artificial_opening	85571448	UNSPSC
Drainage_of_right_upper_lobe_bronchus_via_natural_or_artificial_opening_drainage_device_via_natural_or_artificial_opening_endoscopic	85571446	UNSPSC
Drainage_of_right_upper_lobe_bronchus_via_natural_or_artificial_opening_endoscopic	85571445	UNSPSC
Drainage_of_right_upper_lobe_bronchus_with_drainage_device_open_approach	85572014	UNSPSC
Drainage_of_right_upper_lobe_bronchus_with_drainage_device_percutaneous_approach	85572314	UNSPSC
Drainage_of_right_upper_lobe_bronchus_with_drainage_device_percutaneous_endoscopic_approach	85572714	UNSPSC
Drainage_of_right_upper_lung_lobe_open_approach	85573453	UNSPSC
Drainage_of_right_upper_lung_lobe_percutaneous_approach	85573653	UNSPSC
Drainage_of_right_upper_lung_lobe_percutaneous_endoscopic_approach	85573880	UNSPSC
Drainage_of_right_upper_lung_lobe_via_natural_or_artificial_opening	85573035	UNSPSC
Drainage_of_right_upper_lung_lobe_via_natural_or_artificial_opening_drainage_device_via_natural_or_artificial_opening	85573036	UNSPSC
Drainage_of_right_upper_lung_lobe_via_natural_or_artificial_opening_drainage_device_via_natural_or_artificial_opening_endoscopic	85573034	UNSPSC
Drainage_of_right_upper_lung_lobe_via_natural_or_artificial_opening_endoscopic	85573033	UNSPSC
Drainage_of_right_upper_lung_lobe_with_drainage_device_open_approach	85573454	UNSPSC
Drainage_of_right_upper_lung_lobe_with_drainage_device_percutaneous_approach	85573654	UNSPSC
Drainage_of_right_upper_lung_lobe_with_drainage_device_percutaneous_endoscopic_approach	85573881	UNSPSC
Drainage_of_right_ureter_open_approach	85732719	UNSPSC
Drainage_of_right_ureter_percutaneous_approach	85733430	UNSPSC
Drainage_of_right_ureter_percutaneous_endoscopic_approach	85733719	UNSPSC
Drainage_of_right_ureter_via_natural_or_artificial_opening	85732324	UNSPSC
Drainage_of_right_ureter_via_natural_or_artificial_opening_drainage_device_via_natural_or_artificial_opening	85732325	UNSPSC
Drainage_of_right_ureter_via_natural_or_artificial_opening_drainage_device_via_natural_or_artificial_opening_endoscopic	85732323	UNSPSC
Drainage_of_right_ureter_via_natural_or_artificial_opening_endoscopic	85732322	UNSPSC
Drainage_of_right_ureter_with_drainage_device_open_approach	85732720	UNSPSC
Drainage_of_right_ureter_with_drainage_device_percutaneous_approach	85733431	UNSPSC
Drainage_of_right_ureter_with_drainage_device_percutaneous_endoscopic_approach	85733720	UNSPSC
Drainage_of_right_vas_deferens_open_approach	85752319	UNSPSC
Drainage_of_right_vas_deferens_percutaneous_approach	85752566	UNSPSC
Drainage_of_right_vas_deferens_percutaneous_endoscopic_approach	85752717	UNSPSC
Drainage_of_right_vas_deferens_with_drainage_device_open_approach	85752320	UNSPSC
Drainage_of_right_vas_deferens_with_drainage_device_percutaneous_approach	85752567	UNSPSC
Drainage_of_right_vas_deferens_with_drainage_device_percutaneous_endoscopic_approach	85752718	UNSPSC
Drainage_of_right_vertebral_artery_open_approach	85501125	UNSPSC
Drainage_of_right_vertebral_artery_percutaneous_approach	85501325	UNSPSC
Drainage_of_right_vertebral_artery_percutaneous_endoscopic_approach	85501525	UNSPSC
Drainage_of_right_vertebral_artery_with_drainage_device_open_approach	85501126	UNSPSC
Drainage_of_right_vertebral_artery_with_drainage_device_percutaneous_approach	85501326	UNSPSC
Drainage_of_right_vertebral_artery_with_drainage_device_percutaneous_endoscopic_approach	85501526	UNSPSC
Drainage_of_right_vertebral_vein_open_approach	85521103	UNSPSC
Drainage_of_right_vertebral_vein_percutaneous_approach	85521303	UNSPSC
Drainage_of_right_vertebral_vein_percutaneous_endoscopic_approach	85521503	UNSPSC
Drainage_of_right_vertebral_vein_with_drainage_device_open_approach	85521104	UNSPSC
Drainage_of_right_vertebral_vein_with_drainage_device_percutaneous_approach	85521304	UNSPSC
Drainage_of_right_vertebral_vein_with_drainage_device_percutaneous_endoscopic_approach	85521504	UNSPSC
Drainage_of_right_vitreous_percutaneous_approach	85552463	UNSPSC
Drainage_of_right_vitreous_with_drainage_device_percutaneous_approach	85552464	UNSPSC
Drainage_of_right_vocal_cord_open_approach	85583363	UNSPSC
Drainage_of_right_vocal_cord_percutaneous_approach	85583432	UNSPSC
Drainage_of_right_vocal_cord_percutaneous_endoscopic_approach	85583526	UNSPSC
Drainage_of_right_vocal_cord_via_natural_or_artificial_opening	85583755	UNSPSC
Drainage_of_right_vocal_cord_via_natural_or_artificial_opening_endoscopic	85583753	UNSPSC
Drainage_of_right_vocal_cord_with_drainage_device_open_approach	85583364	UNSPSC
Drainage_of_right_vocal_cord_with_drainage_device_percutaneous_approach	85583433	UNSPSC
Drainage_of_right_vocal_cord_with_drainage_device_percutaneous_endoscopic_approach	85583527	UNSPSC
Drainage_of_right_vocal_cord_with_drainage_device_via_natural_or_artificial_opening	85583756	UNSPSC
Drainage_of_right_vocal_cord_with_drainage_device_via_natural_or_artificial_opening_endoscopic	85583754	UNSPSC
Drainage_of_right_wrist_bursa_and_ligament_open_approach	85673431	UNSPSC
Drainage_of_right_wrist_bursa_and_ligament_percutaneous_approach	85673547	UNSPSC
Drainage_of_right_wrist_bursa_and_ligament_percutaneous_endoscopic_approach	85673739	UNSPSC
Drainage_of_right_wrist_bursa_and_ligament_with_drainage_device_open_approach	85673432	UNSPSC
Drainage_of_right_wrist_bursa_and_ligament_with_drainage_device_percutaneous_approach	85673548	UNSPSC
Drainage_of_right_wrist_bursa_and_ligament_with_drainage_device_percutaneous_endoscopic_approach	85673740	UNSPSC
Drainage_of_right_wrist_joint_open_approach	85712277	UNSPSC
Drainage_of_right_wrist_joint_percutaneous_approach	85712549	UNSPSC
Drainage_of_right_wrist_joint_percutaneous_endoscopic_approach	85712849	UNSPSC
Drainage_of_right_wrist_joint_with_drainage_device_open_approach	85712278	UNSPSC
Drainage_of_right_wrist_joint_with_drainage_device_percutaneous_approach	85712550	UNSPSC
Drainage_of_right_wrist_joint_with_drainage_device_percutaneous_endoscopic_approach	85712850	UNSPSC
Drainage_of_right_wrist_region_open_approach	85773147	UNSPSC
Drainage_of_right_wrist_region_percutaneous_approach	85773231	UNSPSC
Drainage_of_right_wrist_region_percutaneous_endoscopic_approach	85773343	UNSPSC
Drainage_of_right_wrist_region_with_drainage_device_open_approach	85773148	UNSPSC
Drainage_of_right_wrist_region_with_drainage_device_percutaneous_approach	85773232	UNSPSC
Drainage_of_right_wrist_region_with_drainage_device_percutaneous_endoscopic_approach	85773344	UNSPSC
Drainage_of_right_zygomatic_bone_open_approach	85681431	UNSPSC
Drainage_of_right_zygomatic_bone_percutaneous_approach	85681817	UNSPSC
Drainage_of_right_zygomatic_bone_percutaneous_endoscopic_approach	85682217	UNSPSC
Drainage_of_right_zygomatic_bone_with_drainage_device_open_approach	85681432	UNSPSC
Drainage_of_right_zygomatic_bone_with_drainage_device_percutaneous_approach	85681818	UNSPSC
Drainage_of_right_zygomatic_bone_with_drainage_device_percutaneous_endoscopic_approach	85682218	UNSPSC
Drainage_of_sacral_nerve_open_approach	85481740	UNSPSC
Drainage_of_sacral_nerve_percutaneous_approach	85481940	UNSPSC
Drainage_of_sacral_nerve_percutaneous_endoscopic_approach	85482140	UNSPSC
Drainage_of_sacral_nerve_with_drainage_device_open_approach	85481739	UNSPSC
Drainage_of_sacral_nerve_with_drainage_device_percutaneous_approach	85481939	UNSPSC
Drainage_of_sacral_nerve_with_drainage_device_percutaneous_endoscopic_approach	85482139	UNSPSC
Drainage_of_sacral_plexus_open_approach	85481738	UNSPSC
Drainage_of_sacral_plexus_percutaneous_approach	85481938	UNSPSC
Drainage_of_sacral_plexus_percutaneous_endoscopic_approach	85482138	UNSPSC
Drainage_of_sacral_plexus_with_drainage_device_open_approach	85481737	UNSPSC
Drainage_of_sacral_plexus_with_drainage_device_percutaneous_approach	85481937	UNSPSC
Drainage_of_sacral_plexus_with_drainage_device_percutaneous_endoscopic_approach	85482137	UNSPSC
Drainage_of_sacral_sympathetic_nerve_open_approach	85481736	UNSPSC
Drainage_of_sacral_sympathetic_nerve_percutaneous_approach	85481936	UNSPSC
Drainage_of_sacral_sympathetic_nerve_percutaneous_endoscopic_approach	85482136	UNSPSC
Drainage_of_sacral_sympathetic_nerve_with_drainage_device_open_approach	85481735	UNSPSC
Drainage_of_sacral_sympathetic_nerve_with_drainage_device_percutaneous_approach	85481935	UNSPSC
Drainage_of_sacral_sympathetic_nerve_with_drainage_device_percutaneous_endoscopic_approach	85482135	UNSPSC
Drainage_of_sacrococcygeal_joint_open_approach	85725023	UNSPSC
Drainage_of_sacrococcygeal_joint_percutaneous_approach	85725523	UNSPSC
Drainage_of_sacrococcygeal_joint_percutaneous_endoscopic_approach	85726023	UNSPSC
Drainage_of_sacrococcygeal_joint_with_drainage_device_open_approach	85725024	UNSPSC
Drainage_of_sacrococcygeal_joint_with_drainage_device_percutaneous_approach	85725524	UNSPSC
Drainage_of_sacrococcygeal_joint_with_drainage_device_percutaneous_endoscopic_approach	85726024	UNSPSC
Drainage_of_sacrum_open_approach	85702270	UNSPSC
Drainage_of_sacrum_percutaneous_approach	85702369	UNSPSC
Drainage_of_sacrum_percutaneous_endoscopic_approach	85702469	UNSPSC
Drainage_of_sacrum_with_drainage_device_open_approach	85702271	UNSPSC
Drainage_of_sacrum_with_drainage_device_percutaneous_approach	85702370	UNSPSC
Drainage_of_sacrum_with_drainage_device_percutaneous_endoscopic_approach	85702470	UNSPSC
Drainage_of_scalp_skin_external_approach	85631679	UNSPSC
Drainage_of_scalp_skin_with_drainage_device_external_approach	85631680	UNSPSC
Drainage_of_scalp_subcutaneous_tissue_and_fascia_open_approach	85642683	UNSPSC
Drainage_of_scalp_subcutaneous_tissue_and_fascia_percutaneous_approach	85642783	UNSPSC
Drainage_of_scalp_subcutaneous_tissue_and_fascia_with_drainage_device_open_approach	85642684	UNSPSC
Drainage_of_scalp_subcutaneous_tissue_and_fascia_with_drainage_device_percutaneous_approach	85642784	UNSPSC
Drainage_of_sciatic_nerve_open_approach	85481730	UNSPSC
Drainage_of_sciatic_nerve_percutaneous_approach	85481930	UNSPSC
Drainage_of_sciatic_nerve_percutaneous_endoscopic_approach	85482130	UNSPSC
Drainage_of_sciatic_nerve_with_drainage_device_open_approach	85481729	UNSPSC
Drainage_of_sciatic_nerve_with_drainage_device_percutaneous_approach	85481929	UNSPSC
Drainage_of_sciatic_nerve_with_drainage_device_percutaneous_endoscopic_approach	85482129	UNSPSC
