url	ns	type	id	code	name	description	soc_code	career_cluster_id	subcluster_id
	graph.org.ai	SOC_CareerCluster_Mapping					17-3024	advanced-manufacturing	advanced-manufacturing/robotics
	graph.org.ai	SOC_CareerCluster_Mapping					17-3025	advanced-manufacturing	advanced-manufacturing/safety-quality-assurance
	graph.org.ai	SOC_CareerCluster_Mapping					17-3025	agriculture	agriculture/water-systems
	graph.org.ai	SOC_CareerCluster_Mapping					17-3025	energy-natural-resources	energy-natural-resources/ecological-research-development
	graph.org.ai	SOC_CareerCluster_Mapping					17-3026	advanced-manufacturing	advanced-manufacturing/production-automation
	graph.org.ai	SOC_CareerCluster_Mapping					17-3026	advanced-manufacturing	advanced-manufacturing/engineering
	graph.org.ai	SOC_CareerCluster_Mapping					17-3026	energy-natural-resources	energy-natural-resources/resource-extraction
	graph.org.ai	SOC_CareerCluster_Mapping					17-3027	advanced-manufacturing	advanced-manufacturing/industrial-machinery
	graph.org.ai	SOC_CareerCluster_Mapping					17-3027	advanced-manufacturing	advanced-manufacturing/production-automation
	graph.org.ai	SOC_CareerCluster_Mapping					17-3027	supply-chain-transportation	supply-chain-transportation/maintenance-repair
	graph.org.ai	SOC_CareerCluster_Mapping					17-3028	advanced-manufacturing	advanced-manufacturing/safety-quality-assurance
	graph.org.ai	SOC_CareerCluster_Mapping					17-3028	advanced-manufacturing	advanced-manufacturing/production-automation
	graph.org.ai	SOC_CareerCluster_Mapping					17-3028	energy-natural-resources	energy-natural-resources/resource-extraction
	graph.org.ai	SOC_CareerCluster_Mapping					17-3029	advanced-manufacturing	advanced-manufacturing/production-automation
	graph.org.ai	SOC_CareerCluster_Mapping					17-3029	advanced-manufacturing	advanced-manufacturing/engineering
	graph.org.ai	SOC_CareerCluster_Mapping					17-3029	arts-entertainment-design	arts-entertainment-design/lighting-sound-technology
	graph.org.ai	SOC_CareerCluster_Mapping					17-3029	construction	construction/architecture-civil-engineering
	graph.org.ai	SOC_CareerCluster_Mapping					17-3029	construction	construction/skilled-trades
	graph.org.ai	SOC_CareerCluster_Mapping					17-3029	energy-natural-resources	energy-natural-resources/resource-extraction
	graph.org.ai	SOC_CareerCluster_Mapping					17-3029	energy-natural-resources	energy-natural-resources/clean-alternative-energy
	graph.org.ai	SOC_CareerCluster_Mapping					17-3029	energy-natural-resources	energy-natural-resources/utilities
	graph.org.ai	SOC_CareerCluster_Mapping					17-3029	public-service-safety	public-service-safety/military-national-security
	graph.org.ai	SOC_CareerCluster_Mapping					17-3029	supply-chain-transportation	supply-chain-transportation/maintenance-repair
	graph.org.ai	SOC_CareerCluster_Mapping					17-3031	energy-natural-resources	energy-natural-resources/conservation-land-management
	graph.org.ai	SOC_CareerCluster_Mapping					17-3031	energy-natural-resources	energy-natural-resources/utilities
	graph.org.ai	SOC_CareerCluster_Mapping					19-1011	agriculture	agriculture/animal-systems
	graph.org.ai	SOC_CareerCluster_Mapping					19-1011	agriculture	agriculture/food-science-processing
	graph.org.ai	SOC_CareerCluster_Mapping					19-1012	agriculture	agriculture/food-science-processing
	graph.org.ai	SOC_CareerCluster_Mapping					19-1013	agriculture	agriculture/plant-systems
	graph.org.ai	SOC_CareerCluster_Mapping					19-1013	energy-natural-resources	energy-natural-resources/ecological-research-development
	graph.org.ai	SOC_CareerCluster_Mapping					19-1021	advanced-manufacturing	advanced-manufacturing/engineering
	graph.org.ai	SOC_CareerCluster_Mapping					19-1022	agriculture	agriculture/plant-systems
	graph.org.ai	SOC_CareerCluster_Mapping					19-1022	energy-natural-resources	energy-natural-resources/ecological-research-development
	graph.org.ai	SOC_CareerCluster_Mapping					19-1023	energy-natural-resources	energy-natural-resources/conservation-land-management
	graph.org.ai	SOC_CareerCluster_Mapping					19-1023	energy-natural-resources	energy-natural-resources/ecological-research-development
	graph.org.ai	SOC_CareerCluster_Mapping					19-1029	agriculture	agriculture/water-systems
	graph.org.ai	SOC_CareerCluster_Mapping					19-1029	agriculture	agriculture/plant-systems
	graph.org.ai	SOC_CareerCluster_Mapping					19-1029	agriculture	agriculture/animal-systems
	graph.org.ai	SOC_CareerCluster_Mapping					19-1029	energy-natural-resources	energy-natural-resources/ecological-research-development
	graph.org.ai	SOC_CareerCluster_Mapping					19-1029	energy-natural-resources	energy-natural-resources/conservation-land-management
	graph.org.ai	SOC_CareerCluster_Mapping					19-1029	energy-natural-resources	energy-natural-resources/environmental-protection
	graph.org.ai	SOC_CareerCluster_Mapping					19-1029	healthcare-human-services	healthcare-human-services/biotechnology-research-development
	graph.org.ai	SOC_CareerCluster_Mapping					19-1031	energy-natural-resources	energy-natural-resources/conservation-land-management
	graph.org.ai	SOC_CareerCluster_Mapping					19-1031	energy-natural-resources	energy-natural-resources/ecological-research-development
	graph.org.ai	SOC_CareerCluster_Mapping					19-1031	energy-natural-resources	energy-natural-resources/environmental-protection
	graph.org.ai	SOC_CareerCluster_Mapping					19-1031	public-service-safety	public-service-safety/local-state-federal-services
	graph.org.ai	SOC_CareerCluster_Mapping					19-1032	advanced-manufacturing	advanced-manufacturing/production-automation
	graph.org.ai	SOC_CareerCluster_Mapping					19-1032	agriculture	agriculture/plant-systems
	graph.org.ai	SOC_CareerCluster_Mapping					19-1032	energy-natural-resources	energy-natural-resources/conservation-land-management
	graph.org.ai	SOC_CareerCluster_Mapping					19-1032	energy-natural-resources	energy-natural-resources/ecological-research-development
	graph.org.ai	SOC_CareerCluster_Mapping					19-1041	public-service-safety	public-service-safety/local-state-federal-services
	graph.org.ai	SOC_CareerCluster_Mapping					19-1042	healthcare-human-services	healthcare-human-services/biotechnology-research-development
	graph.org.ai	SOC_CareerCluster_Mapping					19-1099	energy-natural-resources	energy-natural-resources/ecological-research-development
	graph.org.ai	SOC_CareerCluster_Mapping					19-1099	energy-natural-resources	energy-natural-resources/conservation-land-management
	graph.org.ai	SOC_CareerCluster_Mapping					19-1099	healthcare-human-services	healthcare-human-services/biotechnology-research-development
	graph.org.ai	SOC_CareerCluster_Mapping					19-1099	healthcare-human-services	healthcare-human-services/behavioral-mental-health
	graph.org.ai	SOC_CareerCluster_Mapping					19-1099	healthcare-human-services	healthcare-human-services/physical-health
	graph.org.ai	SOC_CareerCluster_Mapping					19-1099	public-service-safety	public-service-safety/local-state-federal-services
	graph.org.ai	SOC_CareerCluster_Mapping					19-2011	public-service-safety	public-service-safety/local-state-federal-services
	graph.org.ai	SOC_CareerCluster_Mapping					19-2011	public-service-safety	public-service-safety/military-national-security
	graph.org.ai	SOC_CareerCluster_Mapping					19-2012	advanced-manufacturing	advanced-manufacturing/engineering
	graph.org.ai	SOC_CareerCluster_Mapping					19-2012	energy-natural-resources	energy-natural-resources/clean-alternative-energy
	graph.org.ai	SOC_CareerCluster_Mapping					19-2012	healthcare-human-services	healthcare-human-services/biotechnology-research-development
	graph.org.ai	SOC_CareerCluster_Mapping					19-2012	public-service-safety	public-service-safety/local-state-federal-services
	graph.org.ai	SOC_CareerCluster_Mapping					19-2012	public-service-safety	public-service-safety/military-national-security
	graph.org.ai	SOC_CareerCluster_Mapping					19-2021	public-service-safety	public-service-safety/local-state-federal-services
	graph.org.ai	SOC_CareerCluster_Mapping					19-2021	public-service-safety	public-service-safety/military-national-security
	graph.org.ai	SOC_CareerCluster_Mapping					19-2031	advanced-manufacturing	advanced-manufacturing/engineering
	graph.org.ai	SOC_CareerCluster_Mapping					19-2032	advanced-manufacturing	advanced-manufacturing/engineering
	graph.org.ai	SOC_CareerCluster_Mapping					19-2041	advanced-manufacturing	advanced-manufacturing/safety-quality-assurance
	graph.org.ai	SOC_CareerCluster_Mapping					19-2041	energy-natural-resources	energy-natural-resources/ecological-research-development
	graph.org.ai	SOC_CareerCluster_Mapping					19-2041	energy-natural-resources	energy-natural-resources/conservation-land-management
	graph.org.ai	SOC_CareerCluster_Mapping					19-2041	healthcare-human-services	healthcare-human-services/biotechnology-research-development
	graph.org.ai	SOC_CareerCluster_Mapping					19-2041	public-service-safety	public-service-safety/local-state-federal-services
	graph.org.ai	SOC_CareerCluster_Mapping					19-2042	energy-natural-resources	energy-natural-resources/resource-extraction
	graph.org.ai	SOC_CareerCluster_Mapping					19-2043	agriculture	agriculture/water-systems
	graph.org.ai	SOC_CareerCluster_Mapping					19-2043	energy-natural-resources	energy-natural-resources/ecological-research-development
	graph.org.ai	SOC_CareerCluster_Mapping					19-2043	energy-natural-resources	energy-natural-resources/resource-extraction
	graph.org.ai	SOC_CareerCluster_Mapping					19-2043	energy-natural-resources	energy-natural-resources/conservation-land-management
	graph.org.ai	SOC_CareerCluster_Mapping					19-2099	energy-natural-resources	energy-natural-resources/ecological-research-development
	graph.org.ai	SOC_CareerCluster_Mapping					19-2099	energy-natural-resources	energy-natural-resources/conservation-land-management
	graph.org.ai	SOC_CareerCluster_Mapping					19-3011	agriculture	agriculture/agribusiness
	graph.org.ai	SOC_CareerCluster_Mapping					19-3011	management-entrepreneurship	management-entrepreneurship/business-information-management
	graph.org.ai	SOC_CareerCluster_Mapping					19-3011	management-entrepreneurship	management-entrepreneurship/leadership-operations
	graph.org.ai	SOC_CareerCluster_Mapping					19-3011	public-service-safety	public-service-safety/local-state-federal-services
	graph.org.ai	SOC_CareerCluster_Mapping					19-3022	education	education/education-administration-leadership
	graph.org.ai	SOC_CareerCluster_Mapping					19-3022	energy-natural-resources	energy-natural-resources/ecological-research-development
	graph.org.ai	SOC_CareerCluster_Mapping					19-3022	healthcare-human-services	healthcare-human-services/biotechnology-research-development
	graph.org.ai	SOC_CareerCluster_Mapping					19-3022	public-service-safety	public-service-safety/local-state-federal-services
	graph.org.ai	SOC_CareerCluster_Mapping					19-3032	management-entrepreneurship	management-entrepreneurship/leadership-operations
	graph.org.ai	SOC_CareerCluster_Mapping					19-3033	healthcare-human-services	healthcare-human-services/behavioral-mental-health
	graph.org.ai	SOC_CareerCluster_Mapping					19-3034	education	education/learner-support-community-engagement
	graph.org.ai	SOC_CareerCluster_Mapping					19-3039	healthcare-human-services	healthcare-human-services/behavioral-mental-health
	graph.org.ai	SOC_CareerCluster_Mapping					19-3041	marketing-sales	marketing-sales/market-research-analytics-ethics
	graph.org.ai	SOC_CareerCluster_Mapping					19-3041	public-service-safety	public-service-safety/local-state-federal-services
	graph.org.ai	SOC_CareerCluster_Mapping					19-3051	construction	construction/construction-planning-development
	graph.org.ai	SOC_CareerCluster_Mapping					19-3051	public-service-safety	public-service-safety/local-state-federal-services
	graph.org.ai	SOC_CareerCluster_Mapping					19-3051	supply-chain-transportation	supply-chain-transportation/planning-logistics
	graph.org.ai	SOC_CareerCluster_Mapping					19-3091	education	education/teaching-training-facilitation
	graph.org.ai	SOC_CareerCluster_Mapping					19-3091	healthcare-human-services	healthcare-human-services/biotechnology-research-development
	graph.org.ai	SOC_CareerCluster_Mapping					19-3091	healthcare-human-services	healthcare-human-services/physical-health
	graph.org.ai	SOC_CareerCluster_Mapping					19-3091	public-service-safety	public-service-safety/local-state-federal-services
	graph.org.ai	SOC_CareerCluster_Mapping					19-3092	education	education/teaching-training-facilitation
	graph.org.ai	SOC_CareerCluster_Mapping					19-3092	healthcare-human-services	healthcare-human-services/physical-health
	graph.org.ai	SOC_CareerCluster_Mapping					19-3092	public-service-safety	public-service-safety/local-state-federal-services
	graph.org.ai	SOC_CareerCluster_Mapping					19-3093	education	education/teaching-training-facilitation
	graph.org.ai	SOC_CareerCluster_Mapping					19-3093	healthcare-human-services	healthcare-human-services/physical-health
	graph.org.ai	SOC_CareerCluster_Mapping					19-3093	healthcare-human-services	healthcare-human-services/health-data-administration
	graph.org.ai	SOC_CareerCluster_Mapping					19-3094	management-entrepreneurship	management-entrepreneurship/leadership-operations
	graph.org.ai	SOC_CareerCluster_Mapping					19-3094	public-service-safety	public-service-safety/local-state-federal-services
	graph.org.ai	SOC_CareerCluster_Mapping					19-3094	public-service-safety	public-service-safety/military-national-security
	graph.org.ai	SOC_CareerCluster_Mapping					19-3099	education	education/education-administration-leadership
	graph.org.ai	SOC_CareerCluster_Mapping					19-3099	education	education/teaching-training-facilitation
	graph.org.ai	SOC_CareerCluster_Mapping					19-3099	energy-natural-resources	energy-natural-resources/ecological-research-development
	graph.org.ai	SOC_CareerCluster_Mapping					19-3099	energy-natural-resources	energy-natural-resources/environmental-protection
	graph.org.ai	SOC_CareerCluster_Mapping					19-3099	energy-natural-resources	energy-natural-resources/conservation-land-management
	graph.org.ai	SOC_CareerCluster_Mapping					19-3099	healthcare-human-services	healthcare-human-services/physical-health
	graph.org.ai	SOC_CareerCluster_Mapping					19-3099	healthcare-human-services	healthcare-human-services/behavioral-mental-health
	graph.org.ai	SOC_CareerCluster_Mapping					19-3099	healthcare-human-services	healthcare-human-services/health-data-administration
	graph.org.ai	SOC_CareerCluster_Mapping					19-3099	healthcare-human-services	healthcare-human-services/biotechnology-research-development
	graph.org.ai	SOC_CareerCluster_Mapping					19-3099	public-service-safety	public-service-safety/local-state-federal-services
	graph.org.ai	SOC_CareerCluster_Mapping					19-4012	agriculture	agriculture/plant-systems
	graph.org.ai	SOC_CareerCluster_Mapping					19-4012	agriculture	agriculture/food-science-processing
	graph.org.ai	SOC_CareerCluster_Mapping					19-4012	agriculture	agriculture/animal-systems
	graph.org.ai	SOC_CareerCluster_Mapping					19-4013	agriculture	agriculture/food-science-processing
	graph.org.ai	SOC_CareerCluster_Mapping					19-4021	healthcare-human-services	healthcare-human-services/biotechnology-research-development
	graph.org.ai	SOC_CareerCluster_Mapping					19-4031	advanced-manufacturing	advanced-manufacturing/engineering
	graph.org.ai	SOC_CareerCluster_Mapping					19-4031	advanced-manufacturing	advanced-manufacturing/production-automation
	graph.org.ai	SOC_CareerCluster_Mapping					19-4042	energy-natural-resources	energy-natural-resources/ecological-research-development
	graph.org.ai	SOC_CareerCluster_Mapping					19-4042	public-service-safety	public-service-safety/local-state-federal-services
	graph.org.ai	SOC_CareerCluster_Mapping					19-4043	energy-natural-resources	energy-natural-resources/resource-extraction
	graph.org.ai	SOC_CareerCluster_Mapping					19-4043	energy-natural-resources	energy-natural-resources/ecological-research-development
	graph.org.ai	SOC_CareerCluster_Mapping					19-4043	public-service-safety	public-service-safety/local-state-federal-services
	graph.org.ai	SOC_CareerCluster_Mapping					19-4044	agriculture	agriculture/water-systems
	graph.org.ai	SOC_CareerCluster_Mapping					19-4044	energy-natural-resources	energy-natural-resources/environmental-protection
	graph.org.ai	SOC_CareerCluster_Mapping					19-4044	energy-natural-resources	energy-natural-resources/resource-extraction
	graph.org.ai	SOC_CareerCluster_Mapping					19-4044	energy-natural-resources	energy-natural-resources/ecological-research-development
	graph.org.ai	SOC_CareerCluster_Mapping					19-4044	energy-natural-resources	energy-natural-resources/conservation-land-management
	graph.org.ai	SOC_CareerCluster_Mapping					19-4051	advanced-manufacturing	advanced-manufacturing/engineering
	graph.org.ai	SOC_CareerCluster_Mapping					19-4051	energy-natural-resources	energy-natural-resources/clean-alternative-energy
	graph.org.ai	SOC_CareerCluster_Mapping					19-4051	energy-natural-resources	energy-natural-resources/utilities
	graph.org.ai	SOC_CareerCluster_Mapping					19-4051	public-service-safety	public-service-safety/military-national-security
	graph.org.ai	SOC_CareerCluster_Mapping					19-4061	healthcare-human-services	healthcare-human-services/behavioral-mental-health
	graph.org.ai	SOC_CareerCluster_Mapping					19-4061	public-service-safety	public-service-safety/local-state-federal-services
	graph.org.ai	SOC_CareerCluster_Mapping					19-4071	agriculture	agriculture/plant-systems
	graph.org.ai	SOC_CareerCluster_Mapping					19-4071	energy-natural-resources	energy-natural-resources/conservation-land-management
	graph.org.ai	SOC_CareerCluster_Mapping					19-4071	energy-natural-resources	energy-natural-resources/ecological-research-development
	graph.org.ai	SOC_CareerCluster_Mapping					19-4092	public-service-safety	public-service-safety/judicial-systems
	graph.org.ai	SOC_CareerCluster_Mapping					19-4099	education	education/teaching-training-facilitation
	graph.org.ai	SOC_CareerCluster_Mapping					19-5011	advanced-manufacturing	advanced-manufacturing/safety-quality-assurance
	graph.org.ai	SOC_CareerCluster_Mapping					19-5011	management-entrepreneurship	management-entrepreneurship/regulation
	graph.org.ai	SOC_CareerCluster_Mapping					19-5012	advanced-manufacturing	advanced-manufacturing/safety-quality-assurance
	graph.org.ai	SOC_CareerCluster_Mapping					19-5012	management-entrepreneurship	management-entrepreneurship/regulation
	graph.org.ai	SOC_CareerCluster_Mapping					21-1012	education	education/learner-support-community-engagement
	graph.org.ai	SOC_CareerCluster_Mapping					21-1012	healthcare-human-services	healthcare-human-services/community-social-services
	graph.org.ai	SOC_CareerCluster_Mapping					21-1013	healthcare-human-services	healthcare-human-services/behavioral-mental-health
	graph.org.ai	SOC_CareerCluster_Mapping					21-1015	healthcare-human-services	healthcare-human-services/behavioral-mental-health
	graph.org.ai	SOC_CareerCluster_Mapping					21-1018	healthcare-human-services	healthcare-human-services/behavioral-mental-health
	graph.org.ai	SOC_CareerCluster_Mapping					21-1019	healthcare-human-services	healthcare-human-services/behavioral-mental-health
	graph.org.ai	SOC_CareerCluster_Mapping					21-1021	education	education/learner-support-community-engagement
	graph.org.ai	SOC_CareerCluster_Mapping					21-1021	healthcare-human-services	healthcare-human-services/community-social-services
	graph.org.ai	SOC_CareerCluster_Mapping					21-1022	healthcare-human-services	healthcare-human-services/community-social-services
	graph.org.ai	SOC_CareerCluster_Mapping					21-1023	healthcare-human-services	healthcare-human-services/community-social-services
	graph.org.ai	SOC_CareerCluster_Mapping					21-1029	healthcare-human-services	healthcare-human-services/community-social-services
	graph.org.ai	SOC_CareerCluster_Mapping					21-1091	healthcare-human-services	healthcare-human-services/community-social-services
	graph.org.ai	SOC_CareerCluster_Mapping					21-1092	public-service-safety	public-service-safety/public-safety
	graph.org.ai	SOC_CareerCluster_Mapping					21-1093	healthcare-human-services	healthcare-human-services/community-social-services
	graph.org.ai	SOC_CareerCluster_Mapping					21-1094	healthcare-human-services	healthcare-human-services/community-social-services
	graph.org.ai	SOC_CareerCluster_Mapping					21-1094	public-service-safety	public-service-safety/local-state-federal-services
	graph.org.ai	SOC_CareerCluster_Mapping					21-1099	education	education/early-childhood-development
	graph.org.ai	SOC_CareerCluster_Mapping					21-1099	healthcare-human-services	healthcare-human-services/community-social-services
	graph.org.ai	SOC_CareerCluster_Mapping					21-1099	public-service-safety	public-service-safety/local-state-federal-services
	graph.org.ai	SOC_CareerCluster_Mapping					21-2011	healthcare-human-services	healthcare-human-services/community-social-services
	graph.org.ai	SOC_CareerCluster_Mapping					21-2021	healthcare-human-services	healthcare-human-services/community-social-services
	graph.org.ai	SOC_CareerCluster_Mapping					21-2099	healthcare-human-services	healthcare-human-services/community-social-services
	graph.org.ai	SOC_CareerCluster_Mapping					23-1011	public-service-safety	public-service-safety/judicial-systems
	graph.org.ai	SOC_CareerCluster_Mapping					23-1012	public-service-safety	public-service-safety/judicial-systems
	graph.org.ai	SOC_CareerCluster_Mapping					23-1021	public-service-safety	public-service-safety/judicial-systems
	graph.org.ai	SOC_CareerCluster_Mapping					23-1022	public-service-safety	public-service-safety/judicial-systems
	graph.org.ai	SOC_CareerCluster_Mapping					23-1023	public-service-safety	public-service-safety/judicial-systems
	graph.org.ai	SOC_CareerCluster_Mapping					23-2011	public-service-safety	public-service-safety/judicial-systems
	graph.org.ai	SOC_CareerCluster_Mapping					23-2093	financial-services	financial-services/insurance
	graph.org.ai	SOC_CareerCluster_Mapping					23-2099	public-service-safety	public-service-safety/judicial-systems
	graph.org.ai	SOC_CareerCluster_Mapping					25-1011	education	education/teaching-training-facilitation
	graph.org.ai	SOC_CareerCluster_Mapping					25-1021	education	education/teaching-training-facilitation
	graph.org.ai	SOC_CareerCluster_Mapping					25-1022	education	education/teaching-training-facilitation
	graph.org.ai	SOC_CareerCluster_Mapping					25-1031	education	education/teaching-training-facilitation
	graph.org.ai	SOC_CareerCluster_Mapping					25-1032	education	education/teaching-training-facilitation
	graph.org.ai	SOC_CareerCluster_Mapping					25-1041	education	education/teaching-training-facilitation
	graph.org.ai	SOC_CareerCluster_Mapping					25-1042	education	education/teaching-training-facilitation
	graph.org.ai	SOC_CareerCluster_Mapping					25-1043	education	education/teaching-training-facilitation
	graph.org.ai	SOC_CareerCluster_Mapping					25-1051	education	education/teaching-training-facilitation
	graph.org.ai	SOC_CareerCluster_Mapping					25-1052	education	education/teaching-training-facilitation
	graph.org.ai	SOC_CareerCluster_Mapping					25-1053	education	education/teaching-training-facilitation
	graph.org.ai	SOC_CareerCluster_Mapping					25-1054	education	education/teaching-training-facilitation
	graph.org.ai	SOC_CareerCluster_Mapping					25-1061	education	education/teaching-training-facilitation
	graph.org.ai	SOC_CareerCluster_Mapping					25-1062	education	education/teaching-training-facilitation
	graph.org.ai	SOC_CareerCluster_Mapping					25-1063	education	education/teaching-training-facilitation
	graph.org.ai	SOC_CareerCluster_Mapping					25-1064	education	education/teaching-training-facilitation
	graph.org.ai	SOC_CareerCluster_Mapping					25-1065	education	education/teaching-training-facilitation
	graph.org.ai	SOC_CareerCluster_Mapping					25-1066	education	education/teaching-training-facilitation
	graph.org.ai	SOC_CareerCluster_Mapping					25-1067	education	education/teaching-training-facilitation
	graph.org.ai	SOC_CareerCluster_Mapping					25-1069	education	education/teaching-training-facilitation
	graph.org.ai	SOC_CareerCluster_Mapping					25-1071	education	education/teaching-training-facilitation
	graph.org.ai	SOC_CareerCluster_Mapping					25-1072	education	education/teaching-training-facilitation
	graph.org.ai	SOC_CareerCluster_Mapping					25-1081	education	education/teaching-training-facilitation
	graph.org.ai	SOC_CareerCluster_Mapping					25-1082	education	education/teaching-training-facilitation
	graph.org.ai	SOC_CareerCluster_Mapping					25-1111	education	education/teaching-training-facilitation
	graph.org.ai	SOC_CareerCluster_Mapping					25-1112	education	education/teaching-training-facilitation
	graph.org.ai	SOC_CareerCluster_Mapping					25-1113	education	education/teaching-training-facilitation
	graph.org.ai	SOC_CareerCluster_Mapping					25-1121	education	education/teaching-training-facilitation
	graph.org.ai	SOC_CareerCluster_Mapping					25-1122	education	education/teaching-training-facilitation
	graph.org.ai	SOC_CareerCluster_Mapping					25-1123	education	education/teaching-training-facilitation
	graph.org.ai	SOC_CareerCluster_Mapping					25-1124	education	education/teaching-training-facilitation
	graph.org.ai	SOC_CareerCluster_Mapping					25-1125	education	education/teaching-training-facilitation
	graph.org.ai	SOC_CareerCluster_Mapping					25-1126	education	education/teaching-training-facilitation
	graph.org.ai	SOC_CareerCluster_Mapping					25-1192	education	education/teaching-training-facilitation
	graph.org.ai	SOC_CareerCluster_Mapping					25-1193	education	education/teaching-training-facilitation
	graph.org.ai	SOC_CareerCluster_Mapping					25-1194	education	education/teaching-training-facilitation
	graph.org.ai	SOC_CareerCluster_Mapping					25-1199	education	education/teaching-training-facilitation
	graph.org.ai	SOC_CareerCluster_Mapping					25-2011	education	education/teaching-training-facilitation
	graph.org.ai	SOC_CareerCluster_Mapping					25-2011	education	education/early-childhood-development
	graph.org.ai	SOC_CareerCluster_Mapping					25-2012	education	education/teaching-training-facilitation
	graph.org.ai	SOC_CareerCluster_Mapping					25-2021	education	education/teaching-training-facilitation
	graph.org.ai	SOC_CareerCluster_Mapping					25-2022	education	education/teaching-training-facilitation
	graph.org.ai	SOC_CareerCluster_Mapping					25-2023	education	education/teaching-training-facilitation
	graph.org.ai	SOC_CareerCluster_Mapping					25-2031	education	education/teaching-training-facilitation
	graph.org.ai	SOC_CareerCluster_Mapping					25-2032	education	education/teaching-training-facilitation
	graph.org.ai	SOC_CareerCluster_Mapping					25-2051	education	education/learner-support-community-engagement
	graph.org.ai	SOC_CareerCluster_Mapping					25-2051	education	education/teaching-training-facilitation
	graph.org.ai	SOC_CareerCluster_Mapping					25-2052	education	education/learner-support-community-engagement
	graph.org.ai	SOC_CareerCluster_Mapping					25-2052	education	education/teaching-training-facilitation
	graph.org.ai	SOC_CareerCluster_Mapping					25-2057	education	education/learner-support-community-engagement
	graph.org.ai	SOC_CareerCluster_Mapping					25-2057	education	education/teaching-training-facilitation
	graph.org.ai	SOC_CareerCluster_Mapping					25-2058	education	education/learner-support-community-engagement
	graph.org.ai	SOC_CareerCluster_Mapping					25-2058	education	education/teaching-training-facilitation
	graph.org.ai	SOC_CareerCluster_Mapping					25-2059	education	education/learner-support-community-engagement
	graph.org.ai	SOC_CareerCluster_Mapping					25-2059	education	education/teaching-training-facilitation
	graph.org.ai	SOC_CareerCluster_Mapping					25-3011	education	education/teaching-training-facilitation
	graph.org.ai	SOC_CareerCluster_Mapping					25-3021	education	education/teaching-training-facilitation
	graph.org.ai	SOC_CareerCluster_Mapping					25-3031	education	education/teaching-training-facilitation
	graph.org.ai	SOC_CareerCluster_Mapping					25-3041	education	education/teaching-training-facilitation
	graph.org.ai	SOC_CareerCluster_Mapping					25-3099	education	education/teaching-training-facilitation
	graph.org.ai	SOC_CareerCluster_Mapping					25-4011	education	education/learner-support-community-engagement
	graph.org.ai	SOC_CareerCluster_Mapping					25-4011	public-service-safety	public-service-safety/local-state-federal-services
	graph.org.ai	SOC_CareerCluster_Mapping					25-4012	arts-entertainment-design	arts-entertainment-design/fine-arts
	graph.org.ai	SOC_CareerCluster_Mapping					25-4013	hospitality-events-tourism	hospitality-events-tourism/travel-leisure
	graph.org.ai	SOC_CareerCluster_Mapping					25-4022	education	education/learner-support-community-engagement
	graph.org.ai	SOC_CareerCluster_Mapping					25-4031	education	education/learner-support-community-engagement
	graph.org.ai	SOC_CareerCluster_Mapping					25-9021	education	education/teaching-training-facilitation
	graph.org.ai	SOC_CareerCluster_Mapping					25-9031	education	education/teaching-training-facilitation
	graph.org.ai	SOC_CareerCluster_Mapping					25-9044	education	education/teaching-training-facilitation
	graph.org.ai	SOC_CareerCluster_Mapping					25-9045	education	education/teaching-training-facilitation
	graph.org.ai	SOC_CareerCluster_Mapping					25-9045	education	education/early-childhood-development
	graph.org.ai	SOC_CareerCluster_Mapping					25-9099	education	education/learner-support-community-engagement
	graph.org.ai	SOC_CareerCluster_Mapping					27-1011	arts-entertainment-design	arts-entertainment-design/fine-arts
	graph.org.ai	SOC_CareerCluster_Mapping					27-1012	arts-entertainment-design	arts-entertainment-design/fine-arts
	graph.org.ai	SOC_CareerCluster_Mapping					27-1013	arts-entertainment-design	arts-entertainment-design/fine-arts
	graph.org.ai	SOC_CareerCluster_Mapping					27-1014	arts-entertainment-design	arts-entertainment-design/design-digital-arts
	graph.org.ai	SOC_CareerCluster_Mapping					27-1019	arts-entertainment-design	arts-entertainment-design/performing-arts
	graph.org.ai	SOC_CareerCluster_Mapping					27-1021	advanced-manufacturing	advanced-manufacturing/engineering
	graph.org.ai	SOC_CareerCluster_Mapping					27-1021	energy-natural-resources	energy-natural-resources/clean-alternative-energy
	graph.org.ai	SOC_CareerCluster_Mapping					27-1022	arts-entertainment-design	arts-entertainment-design/fashion-interiors
	graph.org.ai	SOC_CareerCluster_Mapping					27-1023	marketing-sales	marketing-sales/retail-customer-experience
	graph.org.ai	SOC_CareerCluster_Mapping					27-1024	arts-entertainment-design	arts-entertainment-design/design-digital-arts
	graph.org.ai	SOC_CareerCluster_Mapping					27-1025	arts-entertainment-design	arts-entertainment-design/fashion-interiors
	graph.org.ai	SOC_CareerCluster_Mapping					27-1026	arts-entertainment-design	arts-entertainment-design/fashion-interiors
	graph.org.ai	SOC_CareerCluster_Mapping					27-1027	arts-entertainment-design	arts-entertainment-design/performing-arts
	graph.org.ai	SOC_CareerCluster_Mapping					27-1029	advanced-manufacturing	advanced-manufacturing/engineering
	graph.org.ai	SOC_CareerCluster_Mapping					27-1029	arts-entertainment-design	arts-entertainment-design/design-digital-arts
	graph.org.ai	SOC_CareerCluster_Mapping					27-1029	construction	construction/architecture-civil-engineering
	graph.org.ai	SOC_CareerCluster_Mapping					27-2011	arts-entertainment-design	arts-entertainment-design/performing-arts
