id	type	code	parent	name	description	level	hierarchy
Urea	ServiceSubclass	272111	27211	Urea	This subclass comprises urea for all uses.	3	Subclass
Urea2721111	Service	2721111	272111	Urea	Urea for all uses.	4	Detail
OrganicNitrogenousFertilizerMaterials	ServiceSubclass	272112	27211	Organic and nitrogenous fertilizer materials	This subclass comprises organic and nitrogenous fertilizer materials.	3	Subclass
FertilizerMaterialsOrganicOrigin	Service	2721121	272112	Fertilizer materials of organic origin (including activated sewage sludge and processed tankage)	Fertilizer materials of organic origin	4	Detail
NitricAcid	Service	2721122	272112	Nitric acid	Nitric acid	4	Detail
AmmoniaAnhydrous	Service	2721123	272112	Ammonia anhydrous	Ammonia anhydrous	4	Detail
AmmoniumNitrate	Service	2721124	272112	Ammonium nitrate	Ammonium nitrate	4	Detail
AmmoniumPhosphate	Service	2721125	272112	Ammonium phosphate	Ammonium phosphate	4	Detail
OtherNitricAcid	Service	2721126	272112	Other nitric acid		4	Detail
PhosphoricAcidPhosphaticFertilizerMaterials	ServiceSubclass	272113	27211	Phosphoric acid and phosphatic fertilizer materials	This subclass comprises phosphoric acid and phosphatic fertilizer materials.	3	Subclass
PhosphoricAcidWetProcess	Service	2721131	272113	Phosphoric acid; wet process	Phosphoric acid; wet process	4	Detail
OtherPhosphoricAcidPhosphaticFertilizerMaterials	Service	2721132	272113	Other phosphoric acid and phosphatic fertilizer materials	Other phosphoric acid and phosphatic fertilizer materials.	4	Detail
MixedFertilizers	ServiceSubclass	272114	27211	Mixed fertilizers	This subclass comprises mixed fertilizers.	3	Subclass
Agricultural	Service	2721141	272114	Agricultural		4	Detail
MixedFertilizers2721142	Service	2721142	272114	Mixed fertilizers		4	Detail
PesticidesOtherAgriculturalChemicals	ServiceClass	27212	272	Pesticides and other agricultural chemicals	This class comprises pesticides and other agricultural chemicals.	2	Class
PesticidesOtherAgriculturalChemicals272121	ServiceSubclass	272121	27212	Pesticides and other agricultural chemicals	This subclass comprises pesticides and other agricultural chemicals.	3	Subclass
Agricultural2721211	Service	2721211	272121	Agricultural		4	Detail
PesticidesChemicals	Service	2721212	272121	Pesticides and chemicals		4	Detail
ChemicalProducts	ServiceClass	27213	272	Chemical products		2	Class
AutomotiveFluids	ServiceSubclass	272131	27213	Automotive fluids	polishes and additives	3	Subclass
AutomotiveFluids2721311	Service	2721311	272131	Automotive fluids	polishes and additives	4	Detail
Printing	ServiceSubclass	272132	27213	Printing		3	Subclass
InkJetCartridgesRefillKits	Service	2721321	272132	Ink jet cartridges and refill kits	Ink jet cartridges and refill kits.	4	Detail
OtherPrintingInks	Service	2721322	272132	Other printing inks	Other printing inks.	4	Detail
WritingInksStampPadInks	Service	2721323	272132	Writing inks and stamp-pad inks	Writing inks and stamp-pad inks.	4	Detail
Explosives	ServiceSubclass	272133	27213	Explosives		3	Subclass
Explosives2721331	Service	2721331	272133	Explosives		4	Detail
WaterTreatmentCompounds	ServiceSubclass	272134	27213	Water treatment compounds	This subclass comprises water treatment compounds and chemicals.	3	Subclass
WaterTreatmentCompounds2721341	Service	2721341	272134	Water treatment compounds	Water treatment compounds and chemicals.	4	Detail
Toner	ServiceSubclass	272135	27213	Toner		3	Subclass
TonerCartridgesCartridgeRefillKits	Service	2721351	272135	Toner cartridges and cartridge refill kits	Toner cartridges and cartridge refill kits.	4	Detail
BulkToner	Service	2721352	272135	Bulk toner	and sensitized film	4	Detail
OtherChemicalProducts	ServiceSubclass	272136	27213	Other chemical products	This subclass comprises other chemical products.	3	Subclass
MetalTreatingPlatingCompounds	Service	2721361	272136	Metal-treating and -plating compounds	Metal-treating and -plating compounds.	4	Detail
ConcreteCuringMaterialsDrillingMudPreparations	Service	2721362	272136	Concrete curing materials and drilling mud preparations	Concrete curing materials and drilling mud (fluid) preparations.	4	Detail
AnimalVegetableWaxesEssentialOils	Service	2721363	272136	Animal and vegetable waxes and essential oils	Animal and vegetable waxes and essential oils.	4	Detail
PlasticizersRubberProcessingChemicals	Service	2721364	272136	Plasticizers and rubber-processing chemicals	Plasticizers and rubber-processing chemicals.	4	Detail
Matches	Service	2721365	272136	Matches	Matches.	4	Detail
OtherChemicalProducts2721368	Service	2721368	272136	Other chemical products		4	Detail
PharmaceuticalMedicinalProducts	ServiceGroup	273		Pharmaceutical and medicinal products	This group comprises pharmaceutical and medicinal products.	1	Group
PharmaceuticalMedicinalProducts27311	ServiceClass	27311	273	Pharmaceutical and medicinal products	This class comprises pharmaceutical and medicinal products.	2	Class
MedicinalChemicalsVitamins	ServiceSubclass	273111	27311	Medicinal chemicals and vitamins		3	Subclass
MedicinalChemicalsVitamins2731111	Service	2731111	273111	Medicinal chemicals and vitamins		4	Detail
PharmaceuticalPreparations	ServiceSubclass	273112	27311	Pharmaceutical preparations		3	Subclass
PharmaceuticalPreparations2731121	Service	2731121	273112	Pharmaceutical preparations		4	Detail
PharmaceuticalPreparations273113	ServiceSubclass	273113	27311	Pharmaceutical preparations		3	Subclass
PharmaceuticalPreparations2731131	Service	2731131	273113	Pharmaceutical preparations		4	Detail
PharmaceuticalPreparations2731132	Service	2731132	273113	Pharmaceutical preparations		4	Detail
PharmaceuticalPreparations273114	ServiceSubclass	273114	27311	Pharmaceutical preparations		3	Subclass
PharmaceuticalPreparations2731141	Service	2731141	273114	Pharmaceutical preparations		4	Detail
PharmaceuticalPreparationsAffectingHumanEndocrineSystem	ServiceSubclass	273115	27311	Pharmaceutical preparations affecting the human endocrine system		3	Subclass
PharmaceuticalPreparationsAffectingHumanEndocrineSystem2731151	Service	2731151	273115	Pharmaceutical preparations affecting the human endocrine system		4	Detail
PharmaceuticalPreparationsAffectingParasiticInfectiveDiseasesHuman	ServiceSubclass	273116	27311	Pharmaceutical preparations affecting parasitic and infective diseases in human	This subclass comprises pharmaceutical preparations affecting parasitic and infective diseases in human.	3	Subclass
PharmaceuticalPreparationsAffectingParasiticInfectiveDiseasesHuman2731161	Service	2731161	273116	Pharmaceutical preparations affecting parasitic and infective diseases in human	Pharmaceutical preparations affecting parasitic and infective diseases in human.	4	Detail
OtherPharmaceuticalPreparationsHumanUse	ServiceSubclass	273117	27311	Other pharmaceutical preparations for human use	This subclass comprises other pharmaceutical preparations for human use.	3	Subclass
PharmaceuticalPreparations2731171	Service	2731171	273117	Pharmaceutical preparations	for human use	4	Detail
Vitamin	Service	2731172	273117	Vitamin	and hematinic preparations	4	Detail
VeterinaryPharmaceuticalPreparations	ServiceSubclass	273118	27311	Veterinary pharmaceutical preparations	This subclass comprises pharmaceutical preparations for veterinary use.	3	Subclass
VeterinaryPharmaceuticalPreparations2731181	Service	2731181	273118	Veterinary pharmaceutical preparations	Pharmaceutical preparations for veterinary use.	4	Detail
DiagnosticSubstances	ServiceSubclass	273119	27311	Diagnostic substances	and other biological products	3	Subclass
VivoVitroDiagnosticSubstances	Service	2731191	273119	In-vivo and in-vitro diagnostic substances	In-vivo and in-vitro diagnostic substances and reagents.	4	Detail
BloodBloodDerivatives	Service	2731192	273119	Blood and blood derivatives	toxoids	4	Detail
OtherBiologicalProductsVeterinary	Service	2731193	273119	Other biological products (except diagnostic) for veterinary	and other uses	4	Detail
CleaningProductsToiletries	ServiceGroup	274		Cleaning products and toiletries	This group comprises cleaning products and toiletries.	1	Group
SoapsCleaningCompounds	ServiceClass	27411	274	Soaps and cleaning compounds	This class comprises soaps and cleaning compounds.	2	Class
HouseholdLaundrySoaps	ServiceSubclass	274111	27411	Household laundry soaps		3	Subclass
HouseholdLaundrySoaps2741111	Service	2741111	274111	Household laundry soaps		4	Detail
SpecialtyCleanersPolishes	ServiceSubclass	274112	27411	Specialty cleaners and polishes	This subclass comprises specialty cleaners and polishes.	3	Subclass
SpecialtyCleanersPolishes2741121	Service	2741121	274112	Specialty cleaners and polishes	Specialty cleaners and polishes.	4	Detail
Commercial	ServiceSubclass	274113	27411	Commercial	and institutional cleaning products	3	Subclass
Commercial2741131	Service	2741131	274113	Commercial	and institutional cleaning products	4	Detail
Surfactants	ServiceSubclass	274114	27411	Surfactants		3	Subclass
Surfactants2741141	Service	2741141	274114	Surfactants		4	Detail
Bath	ServiceSubclass	274115	27411	Bath	and hand soaps	3	Subclass
Bath2741151	Service	2741151	274115	Bath	and hand soaps	4	Detail
OralHygieneProducts	ServiceSubclass	274116	27411	Oral hygiene products	This subclass comprises oral hygiene products.	3	Subclass
OralHygieneProducts2741161	Service	2741161	274116	Oral hygiene products	Oral hygiene products.	4	Detail
PerfumesToiletries	ServiceClass	27412	274	Perfumes and toiletries	This class comprises perfumes and toiletries.	2	Class
HairCareProducts	ServiceSubclass	274121	27412	Hair care products	This subclass comprises hair care products.	3	Subclass
HairCareProducts2741211	Service	2741211	274121	Hair care products	Hair care products.	4	Detail
PersonalCreams	ServiceSubclass	274122	27412	Personal creams		3	Subclass
PersonalCreams2741221	Service	2741221	274122	Personal creams		4	Detail
PerfumesColognes	ServiceSubclass	274123	27412	Perfumes and colognes	This subclass comprises perfumes and colognes.	3	Subclass
PerfumesColognes2741231	Service	2741231	274123	Perfumes and colognes	Perfumes and colognes.	4	Detail
CosmeticsToiletries	ServiceSubclass	274124	27412	Cosmetics and toiletries		3	Subclass
CosmeticsToiletries2741241	Service	2741241	274124	Cosmetics and toiletries		4	Detail
PlasticResins	ServiceGroup	281		Plastic resins	This group comprises plastic resins.	1	Group
ThermoplasticResins	ServiceClass	28112	281	Thermoplastic resins		2	Class
ThermoplasticPolyesterResins	ServiceSubclass	281121	28112	Thermoplastic polyester resins	This subclass comprises thermoplastic polyester resins.	3	Subclass
PolyethyleneTerephthalateResins	Service	2811211	281121	Polyethylene terephthalate (PET) resins	Polyethylene terephthalate (PET) resins.	4	Detail
OtherThermoplasticPolyesterResins	Service	2811219	281121	Other thermoplastic polyester resins	Other thermoplastic polyester resins.	4	Detail
PolyethyleneResins	ServiceSubclass	281122	28112	Polyethylene resins	This subclass comprises polyethylene resins.	3	Subclass
LowDensityPolyethyleneResins	Service	2811221	281122	Low-density polyethylene (LDPE) resins	Low-density polyethylene (LDPE) resins.	4	Detail
LinearLowDensityPolyethyleneResins	Service	2811222	281122	Linear low-density polyethylene (LLDPE) resins	Linear low-density polyethylene (LLDPE) resins.	4	Detail
HighDensityPolyethyleneResins	Service	2811223	281122	High-density polyethylene (HDPE) resins	High-density polyethylene (HDPE) resins.	4	Detail
OtherPolyethyleneResins	Service	2811229	281122	Other polyethylene resins	Other polyethylene resins.	4	Detail
PolystyreneResins	ServiceSubclass	281123	28112	Polystyrene (PS) resins	This subclass comprises polystyrene (PS) resins.	3	Subclass
PolystyreneResins2811231	Service	2811231	281123	Polystyrene (PS) resins	Polystyrene (PS) resins.	4	Detail
OtherThermoplasticResins	ServiceSubclass	281129	28112	Other thermoplastic resins	This subclass comprises other thermoplastic resins.	3	Subclass
AcrylonitrileButadieneStyreneResins	Service	2811291	281129	Acrylonitrile-butadiene-styrene (ABS) resins	Acrylonitrile-butadiene-styrene (ABS) resins.	4	Detail
PolyvinylChlorideResins	Service	2811292	281129	Polyvinyl chloride (PVC) resins	Polyvinyl chloride (PVC) resins.	4	Detail
PolypropyleneResins	Service	2811293	281129	Polypropylene (PP) resins	Polypropylene (PP) resins.	4	Detail
ThermoplasticPolyurethaneResins	Service	2811294	281129	Thermoplastic polyurethane (TPU) resins	Thermoplastic polyurethane (TPU) resins.	4	Detail
PolyamidePA	Service	2811295	281129	Polyamide (PA		4	Detail
AllOtherThermoplasticResins	Service	2811299	281129	All other thermoplastic resins		4	Detail
ThermosettingResins	ServiceClass	28113	281	Thermosetting resins		2	Class
PhenolFormaldehydeResins	ServiceSubclass	281131	28113	Phenol-formaldehyde resins	This subclass comprises phenol-formaldehyde resins.	3	Subclass
PhenolicResins	Service	2811311	281131	Phenolic (PF) resins	Phenolic (PF) resins.	4	Detail
UreaFormaldehydeResins	Service	2811312	281131	Urea formaldehyde (UF) resins	Urea formaldehyde (UF) resins.	4	Detail
AllOtherFormaldehydeBasedResins	Service	2811319	281131	All other formaldehyde based resins	All other formaldehyde based resins.	4	Detail
OtherThermosettingResins	ServiceSubclass	281139	28113	Other thermosetting resins	This subclass comprises other thermosetting resins.	3	Subclass
ThermosettingUnsaturatedPolyesterResins	Service	2811391	281139	Thermosetting unsaturated polyester (UPR) resins	Thermosetting unsaturated polyester (UPR) resins.	4	Detail
ThermosettingPolyurethaneResins	Service	2811392	281139	Thermosetting polyurethane (PU) resins	Thermosetting polyurethane (PU) resins.	4	Detail
OtherThermosettingResins2811399	Service	2811399	281139	Other thermosetting resins		4	Detail
BiodegradablePlasticResins	ServiceClass	28114	281	Biodegradable plastic resins	This class comprises biodegradable plastic resins.	2	Class
BiodegradablePlasticResins281141	ServiceSubclass	281141	28114	Biodegradable plastic resins	This subclass comprises biodegradable plastic resins.	3	Subclass
BioBasedThermoplasticResins	Service	2811411	281141	Bio-based thermoplastic resins	Bio-based thermoplastic resins.	4	Detail
PetroleumBasedBiodegradableThermoplasticResins	Service	2811412	281141	Petroleum-based biodegradable thermoplastic resins	Petroleum-based biodegradable thermoplastic resins.	4	Detail
BioBasedThermosetResins	Service	2811413	281141	Bio-based thermoset resins	Bio-based thermoset resins.	4	Detail
PetroleumBasedBiodegradableThermosetResins	Service	2811414	281141	Petroleum-based biodegradable thermoset resins	Petroleum-based biodegradable thermoset resins.	4	Detail
PlasticRubberBasicProductsNotPackagingUse	ServiceGroup	282		Plastic and rubber basic products not for packaging use (except plastic resins)	This group comprises basic plastic and rubber products not for packaging use	1	Group
RubberRubberCompoundsMixtures	ServiceClass	28211	282	Rubber and rubber compounds and mixtures	This class comprises rubber and rubber compounds and mixtures.	2	Class
NaturalRubber	ServiceSubclass	282111	28211	Natural rubber	This subclass comprises natural rubber.	3	Subclass
NaturalRubber2821111	Service	2821111	282111	Natural rubber	Natural rubber.	4	Detail
SyntheticRubber	ServiceSubclass	282112	28211	Synthetic rubber	This subclass comprises synthetic rubber (vulcanizable elastomers).	3	Subclass
SyntheticRubber2821121	Service	2821121	282112	Synthetic rubber	Synthetic rubber (vulcanizable elastomers).	4	Detail
RubberCompoundsMixtures	ServiceSubclass	282113	28211	Rubber compounds and mixtures	This subclass comprises compounds or mixtures of vulcanized rubber.	3	Subclass
RubberCompoundsMixtures2821131	Service	2821131	282113	Rubber compounds and mixtures	Compounds and mixtures of vulcanized rubber.	4	Detail
ArtificialSyntheticFibresFilaments	ServiceClass	28221	282	Artificial and synthetic fibres and filaments	This class comprises artificial and synthetic fibres and filaments.	2	Class
ArtificialSyntheticStapleFibres	ServiceSubclass	282211	28221	Artificial and synthetic staple fibres	This subclass comprises synthetic (non-cellulosic) and artificial (cellulosic) staple fibres	3	Subclass
ArtificialSyntheticStapleFibres2822111	Service	2822111	282211	Artificial and synthetic staple fibres	Synthetic (non-cellulosic) and artificial (cellulosic) staple fibres	4	Detail
ArtificialSyntheticFilamentYarns	ServiceSubclass	282212	28221	Artificial and synthetic filament yarns	This subclass comprises artificial (cellulosic) and synthetic (non-cellulosic) filament yarns	3	Subclass
ArtificialSyntheticFilamentYarns2822121	Service	2822121	282212	Artificial and synthetic filament yarns	Artificial (cellulosic) and synthetic (non-cellulosic) filament yarns	4	Detail
PlasticFilmNonRigidSheetsNotPackagingUse	ServiceClass	28231	282	Plastic film and non-rigid sheets not for packaging use	This class comprises plastic film and non-rigid sheets	2	Class
PlasticFilmSheetsNotPackagingUse	ServiceSubclass	282311	28231	Plastic film and sheets not for packaging use		3	Subclass
PlasticFilmSheetsNotPackagingUse2823111	Service	2823111	282311	Plastic film and sheets not for packaging use		4	Detail
PlasticFilmSheetsNotPackagingUse282312	ServiceSubclass	282312	28231	Plastic film and sheets not for packaging use (except polyethylene)	This subclass comprises plastic film and sheets	3	Subclass
PlasticFilmSheetsNotPackagingUse2823121	Service	2823121	282312	Plastic film and sheets not for packaging use (except polyethylene)	Plastic film and sheets	4	Detail
PlasticProfileShapes	ServiceClass	28232	282	Plastic profile shapes	This class comprises plastic profile shapes.	2	Class
LaminatedPlasticProfileShapes	ServiceSubclass	282321	28232	Laminated plastic profile shapes	This subclass comprises laminated plastic profile shapes.	3	Subclass
LaminatedPlasticProfileShapes2823211	Service	2823211	282321	Laminated plastic profile shapes	Laminated plastic profile shapes.	4	Detail
UnlaminatedPlasticProfileShapes	ServiceSubclass	282322	28232	Unlaminated plastic profile shapes	This subclass comprises unlaminated plastic profile shapes.	3	Subclass
UnlaminatedPlasticProfileShapes2823221	Service	2823221	282322	Unlaminated plastic profile shapes	Unlaminated plastic profile shapes.	4	Detail
Tires	ServiceGroup	283		Tires	This group comprises tires.	1	Group
Tires28311	ServiceClass	28311	283	Tires	This class comprises tires.	2	Class
PneumaticTiresPassengerCarsSimilarVehicles	ServiceSubclass	283111	28311	Pneumatic tires for passenger cars and similar vehicles	This subclass comprises pneumatic tires for passenger cars and similar vehicles.	3	Subclass
PneumaticTiresPassengerCarsSimilarVehicles2831111	Service	2831111	283111	Pneumatic tires for passenger cars and similar vehicles	Pneumatic tires for passenger cars and similar vehicles.	4	Detail
PneumaticTiresBusesTrucks	ServiceSubclass	283112	28311	Pneumatic tires for buses and trucks	This subclass comprises pneumatic tires for buses and	3	Subclass
PneumaticTiresBusesTrucks2831121	Service	2831121	283112	Pneumatic tires for buses and trucks	Pneumatic tires for buses and	4	Detail
OtherPneumatic	ServiceSubclass	283113	28311	Other pneumatic	and retreaded tires and tire repair materials	3	Subclass
Pneumatic	Service	2831131	283113	Pneumatic	n.e.c.	4	Detail
InnerTubes	Service	2831132	283113	Inner tubes	tire sundries and repair materials	4	Detail
RebuiltRetreadedTires	Service	2831133	283113	Rebuilt or retreaded tires	Rebuilt or retreaded tires.	4	Detail
PlasticRubberFinishedProducts	ServiceGroup	284		Plastic and rubber finished products	This group comprises plastic and rubber finished products.	1	Group
RubberPlasticHosesBelts	ServiceClass	28411	284	Rubber and plastic hoses and belts	This class comprises rubber and plastic hoses and belts.	2	Class
RubberPlasticTransmissionBeltsBelting	ServiceSubclass	284111	28411	Rubber and plastic transmission belts and belting	This subclass comprises rubber and plastic transmission belts and belting.	3	Subclass
RubberPlasticTransmissionBeltsBelting2841111	Service	2841111	284111	Rubber and plastic transmission belts and belting	Rubber and plastic transmission belts and belting.	4	Detail
RubberFlexiblePlasticPipes	ServiceSubclass	284112	28411	Rubber and flexible plastic pipes		3	Subclass
Hoses	Service	2841121	284112	Hoses	plastic	4	Detail
Hoses2841122	Service	2841122	284112	Hoses	plastic	4	Detail
PlasticProducts	ServiceClass	28412	284	Plastic products (except for packaging and construction)		2	Class
PlasticDinnerware	ServiceSubclass	284121	28412	Plastic dinnerware	kitchenware and ovenware (including microwave-ware)	3	Subclass
PlasticDinnerware2841211	Service	2841211	284121	Plastic dinnerware	kitchenware and ovenware (including microwave-ware)	4	Detail
OtherConsumer	ServiceSubclass	284122	28412	Other consumer		3	Subclass
OtherConsumer2841221	Service	2841221	284122	Other consumer		4	Detail
PlasticPartsComponents	ServiceSubclass	284123	28412	Plastic parts and components		3	Subclass
ReinforcedPlasticFibreglassPartsComponents	Service	2841231	284123	Reinforced plastic and fibreglass parts and components (except for motor vehicles)	Reinforced plastic and fibreglass parts and components	4	Detail
FabricatedPlasticPartsOtherTransportationEquipment	Service	2841232	284123	Fabricated plastic parts for other transportation equipment		4	Detail
PlasticShapesFurnitureFurnishings	Service	2841233	284123	Plastic shapes for furniture and furnishings (except foam and reinforced plastics)	Plastic shapes for furniture and furnishings	4	Detail
FabricatedPlasticProductsElectrical	Service	2841234	284123	Fabricated plastic products for electrical		4	Detail
RubberProducts	ServiceClass	28413	284	Rubber products		2	Class
RubberSponge	ServiceSubclass	284131	28413	Rubber sponge		3	Subclass
RubberSponge2841311	Service	2841311	284131	Rubber sponge		4	Detail
RubberMechanicalGoods	ServiceSubclass	284132	28413	Rubber mechanical goods	This subclass comprises rubber mechanical goods.	3	Subclass
RubberMechanicalGoods2841321	Service	2841321	284132	Rubber mechanical goods	Rubber mechanical goods.	4	Detail
OtherRubberProducts	ServiceSubclass	284133	28413	Other rubber products		3	Subclass
RubberProductsIndustrialUse	Service	2841331	284133	Rubber products for industrial use		4	Detail
RubberMembraneRoofing	Service	2841332	284133	Rubber membrane roofing	Rubber membrane roofing.	4	Detail
CondomsRubberHealthProducts	Service	2841333	284133	Condoms and rubber health products		4	Detail
OtherMiscellaneousRubberProducts	Service	2841334	284133	Other miscellaneous rubber products (except rubber boats)		4	Detail
FoamProducts	ServiceClass	28414	284	Foam products (except for packaging and construction)		2	Class
PlasticFoamShapesPolystyrenePolyurethane	ServiceSubclass	284141	28414	Plastic foam shapes of polystyrene or polyurethane		3	Subclass
PlasticFoamShapesPolystyrenePolyurethane2841411	Service	2841411	284141	Plastic foam shapes of polystyrene or polyurethane		4	Detail
PlasticFoamShapesPolystyrenePolyurethane2841412	Service	2841412	284141	Plastic foam shapes of polystyrene or polyurethane		4	Detail
PlasticFoamShapesPolystyrenePolyurethane284142	ServiceSubclass	284142	28414	Plastic foam shapes of polystyrene or polyurethane		3	Subclass
PlasticFoamShapesPolystyrenePolyurethane2841421	Service	2841421	284142	Plastic foam shapes of polystyrene or polyurethane		4	Detail
PlasticFoamShapesPolystyrenePolyurethane2841422	Service	2841422	284142	Plastic foam shapes of polystyrene or polyurethane		4	Detail
ConsumerCommercialFoamProductsPolystyrenePolyurethane	ServiceSubclass	284143	28414	Consumer and commercial foam products of polystyrene or polyurethane (including dinnerware and tableware)	This subclass comprises consumer and commercial foam products of polystyrene or polyurethane	3	Subclass
ConsumerCommercialFoamProductsPolystyrenePolyurethane2841431	Service	2841431	284143	Consumer and commercial foam products of polystyrene or polyurethane (including dinnerware and tableware)	Consumer and commercial foam products of polystyrene or polyurethane	4	Detail
OtherFoamProducts	ServiceSubclass	284144	28414	Other foam products	This subclass comprises other foam products.	3	Subclass
PlasticFoamShapesMotorVehicles	Service	2841441	284144	Plastic foam shapes for motor vehicles (except polystyrene or polyurethane)	Plastic foam shapes for motor vehicles	4	Detail
PlasticFoamShapesOtherTransportationEquipment	Service	2841442	284144	Plastic foam shapes for other transportation equipment		4	Detail
PlasticFoamShapesFurnitureFurnishings	Service	2841443	284144	Plastic foam shapes for furniture and furnishings (except polystyrene or polyurethane)	Plastic foam shapes for furniture and furnishings	4	Detail
ConsumerCommercialFoamProductsIncludingDinnerwareTableware	Service	2841444	284144	Consumer and commercial foam products including dinnerware and tableware (except polystyrene or polyurethane)	Consumer and commercial foam products including dinnerware and tableware	4	Detail
PlasticFoamShapesOtherProducts	Service	2841445	284144	Plastic foam shapes for other products		4	Detail
NonMetallicMineralProducts	ServiceGroup	291		Non-metallic mineral products	This group comprises non-metallic mineral products.	1	Group
ClayCeramicProductsRefractories	ServiceClass	29111	291	Clay and ceramic products and refractories	This class comprises clay and ceramic products as well as refractories.	2	Class
Refractories	ServiceSubclass	291111	29111	Refractories	This subclass comprises refractories.	3	Subclass
ClayRefractories	Service	2911111	291111	Clay refractories	Clay refractories.	4	Detail
NonClayRefractories	Service	2911112	291111	Non-clay refractories	Non-clay refractories.	4	Detail
CeramicTile	ServiceSubclass	291112	29111	Ceramic tile		3	Subclass
CeramicFloorWallTile	Service	2911121	291112	Ceramic floor and wall tile (including quarry tile)	Ceramic floor and wall tiles	4	Detail
BuildingBricks	Service	2911122	291112	Building bricks	clay sewer pipes and other structural and architectural ceramic products	4	Detail
VitreousEnamelledSanitaryWare	ServiceSubclass	291113	29111	Vitreous enamelled sanitary ware	semi-vitreous and earthenware products n.e.c.	3	Subclass
VitreousPlumbingFixtures	Service	2911131	291113	Vitreous plumbing fixtures	Plumbing fixtures made of vitreous china.	4	Detail
VitreousSemiVitreousTableKitchenwareProducts	Service	2911132	291113	Vitreous and semi-vitreous table and kitchenware products	Vitreous and semi-vitreous ceramic tableware and kitchenware products.	4	Detail
VitreousChinaFineEarthenwareProducts	Service	2911133	291113	Vitreous china and fine earthenware products	Vitreous china and fine earthenware products.	4	Detail
CeramicDecorativeArticles	Service	2911134	291113	Ceramic decorative articles	Ceramic decorative articles.	4	Detail
Electrical	Service	2911135	291113	Electrical	steatite and other ceramics	4	Detail
ConcreteProducts	ServiceClass	29112	291	Concrete products	This class comprises concrete products.	2	Class
ConcreteBlocksBricks	ServiceSubclass	291121	29112	Concrete blocks and bricks	This subclass comprises concrete blocks and bricks.	3	Subclass
ConcreteDecorativeBlocksBricks	Service	2911211	291121	Concrete decorative blocks and bricks	Concrete decorative blocks and bricks.	4	Detail
ConcreteStructuralBlocksBricks	Service	2911212	291121	Concrete structural blocks and bricks	Concrete structural blocks and bricks.	4	Detail
ConcretePipesFittings	ServiceSubclass	291122	29112	Concrete pipes and fittings	This subclass comprises concrete pipes and fittings.	3	Subclass
ConcretePipesFittings2911221	Service	2911221	291122	Concrete pipes and fittings	Concrete pipes and fittings.	4	Detail
OtherPrecastPrestressedConcreteProducts	ServiceSubclass	291123	29112	Other precast and prestressed concrete products	This subclass comprises other precast and prestressed concrete products.	3	Subclass
PrecastConcreteProducts	Service	2911231	291123	Precast concrete products		4	Detail
PrestressedConcreteProducts	Service	2911232	291123	Prestressed concrete products		4	Detail
GlassGlassProducts	ServiceClass	29113	291	Glass and glass products (except automotive glass and automotive mirrors)	This class comprises glass and glass products	2	Class
FlatGlass	ServiceSubclass	291131	29113	Flat glass (except automotive)	This subclass comprises flat glass	3	Subclass
FlatGlass2911311	Service	2911311	291131	Flat glass (except automotive)	Flat glass	4	Detail
LaminatedTemperedGlass	ServiceSubclass	291132	29113	Laminated and tempered glass (except automotive)	This subclass comprises laminated and tempered glass	3	Subclass
LaminatedGlass	Service	2911321	291132	Laminated glass (except automotive)	Laminated glass	4	Detail
TemperedGlass	Service	2911322	291132	Tempered glass (except automotive)	Tempered glass	4	Detail
TextileTypeGlassFibre	ServiceSubclass	291133	29113	Textile-type glass fibre	This subclass comprises textile-type glass fibre.	3	Subclass
TextileTypeGlassFibre2911331	Service	2911331	291133	Textile-type glass fibre	Textile-type glass fibre.	4	Detail
MultipleWalledInsulatingUnitsGlass	ServiceSubclass	291134	29113	Multiple-walled insulating units of glass	This subclass comprises multiple-walled insulating units of glass.	3	Subclass
MultipleWalledInsulatingUnitsGlass2911341	Service	2911341	291134	Multiple-walled insulating units of glass	Multiple-walled insulating units of glass.	4	Detail
GlassProducts	ServiceSubclass	291135	29113	Glass products		3	Subclass
MachineMadePressedBlownTable	Service	2911351	291135	Machine-made pressed and blown table	and decorative glassware	4	Detail
MachineMadePressedBlownGlasswareLighting	Service	2911352	291135	Machine-made pressed and blown glassware for lighting	and industrial applications	4	Detail
HandMadePressedBlownGlassware	Service	2911353	291135	Hand-made pressed and blown glassware	Hand-made pressed and blown glassware.	4	Detail
GlassMirrors	Service	2911354	291135	Glass mirrors (except automotive)	Glass mirrors	4	Detail
OtherGlassProducts	Service	2911355	291135	Other glass products		4	Detail
NonMetallicMineralProducts29114	ServiceClass	29114	291	Non-metallic mineral products		2	Class
DressedDimensionStone	ServiceSubclass	291141	29114	Dressed dimension stone	This subclass comprises dressed dimension stone.	3	Subclass
DressedDimensionGranite	Service	2911411	291141	Dressed dimension granite	Dressed dimension granite.	4	Detail
DressedDimensionLimestone	Service	2911412	291141	Dressed dimension limestone	Dressed dimension limestone.	4	Detail
DressedDimensionMarble	Service	2911413	291141	Dressed dimension marble	sandstone	4	Detail
MineralWool	ServiceSubclass	291142	29114	Mineral wool	This subclass comprises mineral wool.	3	Subclass
MineralWoolThermalAcousticalEnvelopeInsulation	Service	2911421	291142	Mineral wool for thermal and acoustical envelope insulation		4	Detail
MineralWoolIndustrial	Service	2911422	291142	Mineral wool for industrial		4	Detail
