id	type	code	parent	name	description	level	hierarchy
BrokeringDealingDerivatives	ServiceSubclass	761615	76161	Brokering and dealing of derivatives	This subclass comprises brokering and dealing in derivative instruments	3	Subclass
BrokeringDealingProducts7616151	Service	7616151	761615	Brokering and dealing products	exchange-traded	4	Detail
BrokeringDealingProducts7616152	Service	7616152	761615	Brokering and dealing products	exchange-traded	4	Detail
BrokeringDealingProducts7616153	Service	7616153	761615	Brokering and dealing products	traded over-the-counter	4	Detail
BrokeringDealingProducts7616154	Service	7616154	761615	Brokering and dealing products	traded over-the-counter	4	Detail
BrokeringDealingProducts7616155	Service	7616155	761615	Brokering and dealing products	traded over-the-counter	4	Detail
BrokeringDealingProducts7616156	Service	7616156	761615	Brokering and dealing products	traded over-the-counter	4	Detail
ForeignCurrencyWholesaleBrokeringDealing	ServiceSubclass	761616	76161	Foreign currency wholesale brokering and dealing	This subclass comprises brokering and dealing foreign currencies	3	Subclass
ForeignCurrencyWholesaleBrokeringDealing7616161	Service	7616161	761616	Foreign currency wholesale brokering and dealing	Brokering and dealing foreign currencies	4	Detail
BrokeringDealingInvestmentCompanySecurities	ServiceSubclass	761617	76161	Brokering and dealing of investment company securities	This subclass comprises brokering and dealing investment company securities.	3	Subclass
BrokeringDealingInvestmentCompanySecurities7616171	Service	7616171	761617	Brokering and dealing of investment company securities	Brokering and dealing investment company securities.	4	Detail
BrokeringDealingOtherFinancialInstruments	ServiceSubclass	761618	76161	Brokering and dealing of other financial instruments	This subclass comprises brokering and dealing other financial instruments.	3	Subclass
BrokerageDealingServicesCryptocurrency	Service	7616182	761618	Brokerage or dealing services of cryptocurrency (virtual currency)	Brokerage or dealing services of cryptocurrency (virtual currency).	4	Detail
BrokeringDealingOtherFinancialInstruments7616189	Service	7616189	761618	Brokering and dealing of other financial instruments	Brokering and dealing of other financial instruments.	4	Detail
BrokerageCorrespondentProducts	ServiceSubclass	761619	76161	Brokerage correspondent products	This subclass comprises the service consisting of one broker-dealer carrying out trades on behalf of another	3	Subclass
BrokerageCorrespondentProducts7616191	Service	7616191	761619	Brokerage correspondent products	Service consisting of one broker-dealer carrying out trades on behalf of another	4	Detail
PersonalTrustFinancialPlanningServices	ServiceClass	76171	761	Personal trust and financial planning services	This class comprises trust services and financial planning and investment management services intended for private individuals.	2	Class
PersonalTrustFinancialPlanningServices761711	ServiceSubclass	761711	76171	Personal trust and financial planning services	This subclass comprises trust services and financial planning and investment management services intended for private individuals.	3	Subclass
PersonalTrustServices	Service	7617111	761711	Personal trust services	Services to establish and administer trusts	4	Detail
PersonalFinancialPlanningInvestmentManagementServices	Service	7617112	761711	Personal financial planning and investment management services	Financial planning and investment management services for individuals.	4	Detail
TrustFinancialPlanningServicesBusinesses	ServiceClass	76172	761	Trust and financial planning services for businesses	and government	2	Class
TrustFinancialPlanningServicesBusinesses761721	ServiceSubclass	761721	76172	Trust and financial planning services for businesses	and government	3	Subclass
TrustServicesBusinesses	Service	7617211	761721	Trust services for businesses	and governments	4	Detail
FinancialPlanningInvestmentManagementServicesBusinesses	Service	7617212	761721	Financial planning and investment management services for businesses	and governments	4	Detail
TaxPlanningConsultingServicesBusinessesGovernments	Service	7617213	761721	Tax planning and consulting services for businesses (except unincorporated) and governments	Tax planning and consulting services for businesses (except unincorporated) and governments.	4	Detail
ProductsSupportingFinancialServices	ServiceClass	76181	761	Products supporting financial services	This class comprises management of financial market and clearing products; automated clearing house products; and other products supporting financial services.	2	Class
ManagementFinancialMarketClearingServices	ServiceSubclass	761811	76181	Management of financial market and clearing services	This subclass comprises the provision of an infrastructure for trading securities and commodity contracts; and clearing and settlement services for securities	3	Subclass
PaymentClearingSettlementServices	Service	7618111	761811	Payment clearing and settlement services	Clearing and settling payments for financial transactions other than trades of securities and commodity contracts.	4	Detail
SecurityCommodityContractTradeExecution	Service	7618112	761811	Security and commodity contract trade execution		4	Detail
ServicesAccessSecurityCommodityContractTradeExecutionClearingSystems	Service	7618113	761811	Services of access to security and commodity contract trade execution and clearing systems	Providing broker-dealers with access to securities or commodity contract trading systems	4	Detail
SecurityCommodityContractExchangeClearingHouseListingServices	Service	7618114	761811	Security and commodity contract exchange and clearing house listing services	Listing securities and other financial instruments on trading	4	Detail
OtherManagementFinancialMarketClearingServices	Service	7618115	761811	Other management of financial market and clearing services	Providing support services for trading	4	Detail
AutomatedClearingHouseServices	ServiceSubclass	761812	76181	Automated clearing house services	This subclass comprises automated funds credit and debit clearing and settlement services.	3	Subclass
AutomatedClearingHouseServices7618121	Service	7618121	761812	Automated clearing house services	Automated funds credit and debit clearing and settlement services.	4	Detail
OtherProductsSupportingFinancialServices	ServiceSubclass	761813	76181	Other products supporting financial services	This subclass comprises loan servicing; automated banking machine (ABM) operation products; and other miscellaneous products supporting financial services.	3	Subclass
LoanServicing	Service	7618131	761813	Loan servicing	Loan servicing entails the processing of payments of principal and interest	4	Detail
AutomatedBankingMachineOperationProducts	Service	7618132	761813	Automated banking machine (ABM) operation products	Use of automated banking machines (ABMs) not associated with the user's financial institution.	4	Detail
OtherMiscellaneousProductsSupportingFinancialServices	Service	7618133	761813	Other miscellaneous products supporting financial services	Products supporting financial services	4	Detail
PensionLifeInsuranceProducts	ServiceGroup	762		Pension and life insurance products	This group comprises pension and annuity products; and life insurance products.	1	Group
PensionAnnuityProducts	ServiceClass	76211	762	Pension and annuity products	This class comprises underwriting services of plans which provide income payments at regular intervals to individuals or members of groups. Plans may require a single contribution or a series of contributions; may be compulsory or optional; may have nominal benefits determined in advance or dependent on the market value of aspects supporting the plan; and	2	Class
PensionAnnuityProducts762111	ServiceSubclass	762111	76211	Pension and annuity products	This subclass comprises underwriting services of plans which provide income payments at regular intervals to individuals or members of groups. Plans may require a single contribution or a series of contributions; may be compulsory or optional; may have nominal benefits determined in advance or dependent on the market value of aspects supporting the plan; and	3	Subclass
PensionAnnuityProducts7621111	Service	7621111	762111	Pension and annuity products	Underwriting services of plans which provide income payments at regular intervals to individuals or members of groups. Plans may require a single contribution or a series of contributions; may be compulsory or optional; may have nominal benefits determined in advance or dependent on the market value of aspects supporting the plan; and	4	Detail
LifeInsuranceProducts	ServiceClass	76212	762	Life insurance products	This class comprises underwriting services of insurance policies which provide for the payment of claims to beneficiaries contingent upon the death of the insured individual or upon the maturation of the policy. Policies may provide pure protection or may also contain a savings component. Policies may cover individuals or members of groups.	2	Class
LifeInsuranceProducts762121	ServiceSubclass	762121	76212	Life insurance products	This subclass comprises underwriting services of insurance policies which provide for the payment of claims to beneficiaries contingent upon the death of the insured individual or upon the maturation of the policy. Policies may provide pure protection or may also contain a savings component. Policies may cover individuals or members of groups.	3	Subclass
LifeInsuranceProducts7621211	Service	7621211	762121	Life insurance products	Underwriting services of insurance policies which provide for the payment of claims to beneficiaries contingent upon the death of the insured individual or upon the maturation of the policy. Policies may provide pure protection or may also contain a savings component. Policies may cover individuals or members of groups.	4	Detail
OtherInsuranceServices	ServiceGroup	763		Other insurance services	This group comprises health and accident insurance products; vehicle and property insurance products; other non-life insurance products; reinsurance products; and insurance brokerage and other services related to insurance.	1	Group
HealthAccidentInsuranceProducts	ServiceClass	76311	763	Health and accident insurance products	This class comprises underwriting services for health and accident insurance policies.	2	Class
HealthInsuranceProducts	ServiceSubclass	763111	76311	Health insurance products	This subclass comprises underwriting services of insurance policies which provide protection for specified expenses not covered by government health insurance programs	3	Subclass
HealthInsuranceProducts7631111	Service	7631111	763111	Health insurance products	Underwriting services of insurance policies which provide protection for specified expenses not covered by government health insurance programs	4	Detail
AccidentInsuranceProducts	ServiceSubclass	763112	76311	Accident insurance products	This subclass comprises underwriting services of insurance policies which provide accidental death and dismemberment insurance	3	Subclass
AccidentInsuranceProducts7631121	Service	7631121	763112	Accident insurance products	Underwriting services of insurance policies which provide accidental death and dismemberment insurance	4	Detail
VehicleInsuranceProducts	ServiceClass	76312	763	Vehicle insurance products	This class comprises underwriting property and casualty insurance policies related to the operation of personal or commercial vehicles. These policies provide financial protection against the loss or damage to property	2	Class
VehicleInsuranceProducts763121	ServiceSubclass	763121	76312	Vehicle insurance products	This subclass comprises underwriting property and casualty insurance policies related to the operation of personal or commercial vehicles. These policies provide financial protection against the loss or damage to property	3	Subclass
VehicleInsuranceProducts7631211	Service	7631211	763121	Vehicle insurance products	Underwriting property and casualty insurance policies related to the operation of personal or commercial vehicles. These policies provide financial protection against the loss or damage to property	4	Detail
PropertyInsuranceProducts	ServiceClass	76313	763	Property insurance products (except vehicle)	This class comprises underwriting property insurance policies	2	Class
PropertyInsuranceProducts763131	ServiceSubclass	763131	76313	Property insurance products (except vehicle)	This subclass comprises underwriting property insurance policies	3	Subclass
HomeownersMultiPerilPropertyInsuranceProducts	Service	7631311	763131	Homeowners multi-peril property insurance products	Underwriting homeowners multi-peril property insurance policies. These policies provide financial protection against the loss or damage to property.	4	Detail
CommercialIndustrialMultiPerilPropertyInsuranceProducts	Service	7631312	763131	Commercial and industrial multi-peril property insurance products	Underwriting commercial and industrial multi-peril property insurance policies. These policies provide financial protection against the loss or damage to property.	4	Detail
OtherPropertyInsuranceProducts	Service	7631313	763131	Other property insurance products (except multi-peril and vehicle)	Underwriting property insurance policies	4	Detail
OtherNonLifeInsuranceProducts	ServiceClass	76314	763	Other non-life insurance products	This class comprises surety bonds and related products; other liability insurance products; and other direct insurance products.	2	Class
SuretyBondsRelatedProducts	ServiceSubclass	763141	76314	Surety bonds and related products	This subclass comprises the sale of surety and related products	3	Subclass
SuretyBondsRelatedProducts7631411	Service	7631411	763141	Surety bonds and related products	Sale of surety and related products	4	Detail
OtherLiabilityInsuranceProducts	ServiceSubclass	763142	76314	Other liability insurance products	This subclass comprises underwriting insurance policies that insure against financial loss arising from legal liability.	3	Subclass
ProductLiabilityInsuranceProducts	Service	7631421	763142	Product liability insurance products	Underwriting insurance policies that insure against financial loss arising from legal liability for harm caused by a product sold by the policyholder.	4	Detail
OtherGeneralLiabilityInsuranceProducts	Service	7631422	763142	Other general liability insurance products	Underwriting insurance policies that insure against financial loss arising from legal liability	4	Detail
OtherDirectInsuranceProducts	ServiceSubclass	763143	76314	Other direct insurance products	This subclass comprises travel insurance products	3	Subclass
TravelInsuranceProducts	Service	7631431	763143	Travel insurance products	Underwriting insurance policies that protect travellers against travel-related expenses.	4	Detail
OtherMiscellaneousDirectInsuranceProducts	Service	7631432	763143	Other miscellaneous direct insurance products	Underwriting insurance policies that protect the insured from risks	4	Detail
ReinsuranceProducts	ServiceClass	76321	763	Reinsurance products	This class comprises providing reinsurance services to spread the risk of direct underwriting services and retrocession contracts (the reinsurance of reinsurance).	2	Class
Life	ServiceSubclass	763211	76321	Life		3	Subclass
Life7632111	Service	7632111	763211	Life		4	Detail
SuretyBondsRelatedReinsuranceProducts	ServiceSubclass	763212	76321	Surety bonds and related reinsurance products	This subclass comprises reinsurance services for surety bonds.	3	Subclass
SuretyBondsRelatedReinsuranceProducts7632121	Service	7632121	763212	Surety bonds and related reinsurance products	Reinsurance services for surety bonds.	4	Detail
PropertyCasualtyReinsuranceProducts	ServiceSubclass	763213	76321	Property and casualty reinsurance products	This subclass comprises reinsurance services for property and casualty insurance policies.	3	Subclass
PropertyCasualtyReinsuranceProducts7632131	Service	7632131	763213	Property and casualty reinsurance products	Reinsurance services for property and casualty insurance policies.	4	Detail
OtherReinsuranceProducts	ServiceSubclass	763214	76321	Other reinsurance products	This subclass comprises reinsurance services	3	Subclass
OtherReinsuranceProducts7632141	Service	7632141	763214	Other reinsurance products	Reinsurance services	4	Detail
InsuranceBrokerageOtherServicesRelatedInsurance	ServiceClass	76331	763	Insurance brokerage and other services related to insurance	This class comprises insurance brokerage and agency services; claims adjustment services; insurance consulting services; and other services related to insurance.	2	Class
InsuranceBrokerageAgencyServices	ServiceSubclass	763311	76331	Insurance brokerage and agency services	This subclass comprises serving as an agent or broker in selling insurance policies or reinsurance contracts.	3	Subclass
InsuranceBrokerageAgencyServices7633111	Service	7633111	763311	Insurance brokerage and agency services	Serving as an agent or broker in selling insurance policies or reinsurance contracts.	4	Detail
ClaimsAdjustmentServices	ServiceSubclass	763312	76331	Claims adjustment services	This subclass comprises determining the amount	3	Subclass
ClaimsAdjustmentServices7633121	Service	7633121	763312	Claims adjustment services	Determining the amount	4	Detail
InsuranceConsultingServices	ServiceSubclass	763313	76331	Insurance consulting services	This subclass comprises insurance and actuarial consulting services.	3	Subclass
InsuranceConsultingServices7633131	Service	7633131	763313	Insurance consulting services	Insurance and actuarial consulting services.	4	Detail
OtherServicesRelatedInsurance	ServiceSubclass	763314	76331	Other services related to insurance	This subclass comprises services that support the underwriting and reinsuring of insurance policies	3	Subclass
OtherServicesRelatedInsurance7633141	Service	7633141	763314	Other services related to insurance	Services that support the underwriting and reinsuring of insurance policies	4	Detail
RealEstateServices	ServiceGroup	764		Real estate services	This group comprises residential rents; rooming and boarding services; non-residential rents; and real estate brokerage and other services related to real estate.	1	Group
ResidentialRents	ServiceClass	76411	764	Residential rents	This class comprises rental of land for residential use; and rental of residential space in buildings or other facilities	2	Class
RentalLandResidentialUse	ServiceSubclass	764111	76411	Rental of land for residential use	This subclass comprises rental or leasing of land for residential use.	3	Subclass
RentalLandResidentialUse7641111	Service	7641111	764111	Rental of land for residential use	Rental or leasing of land for residential use.	4	Detail
RentalResidentialSpaceBuildingsOtherFacilities	ServiceSubclass	764112	76411	Rental of residential space in buildings or other facilities		3	Subclass
RentalResidentialSpaceHouses	Service	7641121	764112	Rental of residential space in houses		4	Detail
RentalResidentialSpaceApartmentBuildings	Service	7641122	764112	Rental of residential space in apartment buildings		4	Detail
RentalResidentialSpace	Service	7641123	764112	Rental of residential space	n.e.c.	4	Detail
RoomingBoardingServices	ServiceClass	76412	764	Rooming and boarding services	This class comprises rental or leasing of space for use as the principal residence of a tenant in rooming and boarding houses. May include additional services	2	Class
RoomingBoardingServices764121	ServiceSubclass	764121	76412	Rooming and boarding services	This subclass comprises rental or leasing of space for use as the principal residence of a tenant in rooming and boarding houses. May include additional services	3	Subclass
RoomingBoardingServices7641211	Service	7641211	764121	Rooming and boarding services	Rental or leasing of space for use as the principal residence of a tenant in rooming and boarding houses. May include additional services	4	Detail
NonResidentialRents	ServiceClass	76421	764	Non-residential rents	This class comprises rental of land	2	Class
RentalLandNonResidentialUse	ServiceSubclass	764211	76421	Rental of land for non-residential use	This subclass comprises rental or leasing of land for non-residential use.	3	Subclass
RentalLandNonResidentialUse7642111	Service	7642111	764211	Rental of land for non-residential use	Rental or leasing of land for non-residential use.	4	Detail
RentalOfficeProfessionalSpace	ServiceSubclass	764212	76421	Rental of office and professional space	This subclass comprises rental or leasing of buildings or other space for office and professional use.	3	Subclass
RentalOfficeProfessionalSpace7642121	Service	7642121	764212	Rental of office and professional space	Rental or leasing of buildings or other space for office and professional use.	4	Detail
RentalCommercialSpace	ServiceSubclass	764213	76421	Rental of commercial space	This subclass comprises rental or leasing of buildings or other space for commercial use.	3	Subclass
RentalCommercialSpace7642131	Service	7642131	764213	Rental of commercial space	Rental or leasing of buildings or other space for commercial use.	4	Detail
RentalIndustrialSpace	ServiceSubclass	764214	76421	Rental of industrial space	This subclass comprises rental or leasing of buildings or other space for use in manufacturing	3	Subclass
RentalIndustrialSpace7642141	Service	7642141	764214	Rental of industrial space	Rental or leasing of buildings or other space for use in manufacturing	4	Detail
RentalSpaceMiniWarehousesSelfStorageUnits	ServiceSubclass	764215	76421	Rental of space in mini-warehouses and self-storage units	This subclass comprises rental of storage space which can be accessed directly by the renter.	3	Subclass
RentalSpaceMiniWarehousesSelfStorageUnits7642151	Service	7642151	764215	Rental of space in mini-warehouses and self-storage units	Rental of storage space which can be accessed directly by the renter.	4	Detail
RentalOtherNonResidentialSpace	ServiceSubclass	764216	76421	Rental of other non-residential space	This subclass comprises rental of space for meetings	3	Subclass
RentalSpaceMeetings	Service	7642161	764216	Rental of space for meetings	and similar short-term business use	4	Detail
RentalSpaceWeddings	Service	7642162	764216	Rental of space for weddings	parties	4	Detail
RentalTheatres	Service	7642163	764216	Rental of theatres	stadiums	4	Detail
HostingCoinOperatedCardOperatingMachines	Service	7642164	764216	Hosting of coin-operated or card-operating machines	Providing a location for the placement of coin-operated or card-operating machines	4	Detail
RentalOtherNonResidentialSpace7642165	Service	7642165	764216	Rental of other non-residential space		4	Detail
RealEstateBrokerageOtherServicesRelatedRealEstate	ServiceClass	76432	764	Real estate brokerage and other services related to real estate	This class comprises brokerage services for the sale or rental of real estate; real estate consulting	2	Class
BrokerageServicesSaleRentalResidentialRealEstate	ServiceSubclass	764321	76432	Brokerage services for the sale and rental of residential real estate	This subclass comprises assisting buyers and sellers of individual residential dwellings and associated land	3	Subclass
BrokerageServicesSaleRentalResidentialRealEstate7643211	Service	7643211	764321	Brokerage services for the sale and rental of residential real estate	Assisting buyers and sellers of individual residential dwellings and associated land	4	Detail
BrokerageServicesSaleRentalNonResidentialRealEstate	ServiceSubclass	764322	76432	Brokerage services for the sale and rental of non-residential real estate	This subclass comprises assisting buyers and sellers of non-residential buildings or other non-residential facilities and associated land	3	Subclass
BrokerageServicesSaleRentalNonResidentialRealEstate7643221	Service	7643221	764322	Brokerage services for the sale and rental of non-residential real estate	Assisting buyers and sellers of non-residential buildings or other non-residential facilities and associated land	4	Detail
BrokerageServicesSaleRentalVacantLand	ServiceSubclass	764323	76432	Brokerage services for the sale and rental of vacant land	This subclass comprises brokerage services for the sale and rental of vacant land.	3	Subclass
BrokerageServicesSaleRentalVacantLand7643231	Service	7643231	764323	Brokerage services for the sale and rental of vacant land	Brokerage services for the sale and rental of vacant land.	4	Detail
RealEstateConsultingServices	ServiceSubclass	764324	76432	Real estate consulting services	This subclass comprises providing advice and guidance to clients regarding real estate	3	Subclass
RealEstateConsultingServices7643241	Service	7643241	764324	Real estate consulting services	Providing advice and guidance to clients regarding real estate	4	Detail
PropertyManagementServices	ServiceSubclass	764325	76432	Property management services	This subclass comprises management of real estate properties on behalf of property owners.	3	Subclass
PropertyManagementServices7643251	Service	7643251	764325	Property management services	Management of real estate properties on behalf of property owners.	4	Detail
RealEstateAppraisalServices	ServiceSubclass	764326	76432	Real estate appraisal services	This subclass comprises providing assessments of the value of urban and rural real estate	3	Subclass
UrbanRealEstateAppraisalServices	Service	7643261	764326	Urban real estate appraisal services	Providing assessments of the value of real estate in urban areas	4	Detail
RuralRealEstateAppraisalServices	Service	7643262	764326	Rural real estate appraisal services	Providing assessments of the value of real estate in rural areas	4	Detail
RealEstateListingServices	ServiceSubclass	764327	76432	Real estate listing services	This subclass comprises providing a register of real estate offered for sale in an area	3	Subclass
RealEstateListingServices7643271	Service	7643271	764327	Real estate listing services	Providing a register of real estate offered for sale in an area	4	Detail
ServicesProvidedRealEstateAgenciesTheirRealEstateAssociates	ServiceSubclass	764328	76432	Services provided by real estate agencies to their real estate associates	This subclass comprises the services provided by real estate agencies to their real estate associates.	3	Subclass
ServicesProvidedRealEstateAgenciesTheirRealEstateAssociates7643281	Service	7643281	764328	Services provided by real estate agencies to their real estate associates	Services provided by real estate agencies to their real estate associates.	4	Detail
LegalAccountingServices	ServiceGroup	771		Legal and accounting services	This group comprises legal services; and accounting	1	Group
LegalServices	ServiceClass	77111	771	Legal services	This class comprises legal services concerning criminal and non-criminal law as well as legal support services.	2	Class
LegalServicesConcerningCriminalLaw	ServiceSubclass	771111	77111	Legal services concerning criminal law	This subclass comprises providing legal advice concerning the application or interpretation of criminal law; representing clients before courts	3	Subclass
LegalServicesConcerningCriminalLaw7711111	Service	7711111	771111	Legal services concerning criminal law	Providing legal advice concerning the application or interpretation of criminal law; representing clients before courts	4	Detail
LegalServicesConcerningNonCriminalLaw	ServiceSubclass	771112	77111	Legal services concerning non-criminal law	This subclass comprises providing legal advice concerning the application or interpretation of the law in non-criminal (civil) matters; representing clients before courts	3	Subclass
LegalServicesConcerningNonCriminalLaw7711121	Service	7711121	771112	Legal services concerning non-criminal law	Providing legal advice concerning the application or interpretation of the law in non-criminal (civil) matters; representing clients before courts	4	Detail
LegalSupportServices	ServiceSubclass	771113	77111	Legal support services	This subclass comprises patent and trademark office representation services; and legal document filing and search services	3	Subclass
LegalSupportServices7711131	Service	7711131	771113	Legal support services	Patent and trademark office representation services; and legal document filing and search services	4	Detail
Accounting	ServiceClass	77121	771	Accounting	bookkeeping and payroll services	2	Class
AuditingOtherAssuranceServices	ServiceSubclass	771211	77121	Auditing and other assurance services	This subclass comprises financial auditing services; financial statement review engagements and agreed-upon procedures for financial information; other financial assurance services; and non-financial assurance services.	3	Subclass
FinancialAuditingServices	Service	7712111	771211	Financial auditing services	Auditing of financial statements and examination of accounting records and other supporting evidence for the purpose of expressing an opinion as to whether financial statements are presented fairly in accordance with an appropriate	4	Detail
FinancialStatementReviewEngagementsAgreedUponProceduresFinancialInformation	Service	7712113	771211	Financial statement review engagements and agreed-upon procedures for financial information	Review engagements	4	Detail
OtherFinancialAssuranceServices	Service	7712114	771211	Other financial assurance services	Other financial assurance and related services.	4	Detail
NonFinancialAssuranceServices	Service	7712115	771211	Non-financial assurance services	Audits	4	Detail
TaxPreparationRepresentationServices	ServiceSubclass	771212	77121	Tax preparation and representation services	This subclass comprises services related to tax preparation and representation at audits and appeals for individuals and unincorporated businesses as well as for corporate and other clients.	3	Subclass
TaxPreparationRepresentationServicesIndividualsUnincorporatedBusinesses	Service	7712121	771212	Tax preparation and representation services for individuals and unincorporated businesses	Services related to tax preparation and representation at audits and appeals for individuals and unincorporated businesses.	4	Detail
TaxPreparationRepresentationServicesCorporateOtherClients	Service	7712122	771212	Tax preparation and representation services for corporate and other clients	Services related to tax preparation and representation at audits and appeals for corporate and other clients.	4	Detail
Bookkeeping	ServiceSubclass	771213	77121	Bookkeeping	and payroll services	3	Subclass
AccountingServices	Service	7712131	771213	Accounting services (except bookkeeping and payroll services)	Financial statement compilation services whereby an accountant receives information from a client and arranges it into the form of a financial statement. The accountant assures that the assembly of information is arithmetically correct. However	4	Detail
BookkeepingServices	Service	7712132	771213	Bookkeeping services	A service consisting of general transaction entry with respect to purchases	4	Detail
PayrollServices	Service	7712133	771213	Payroll services	Administration of financial records of employees' salaries	4	Detail
Architectural	ServiceGroup	772		Architectural		1	Group
ArchitecturalServices	ServiceClass	77211	772	Architectural services	This class comprises architectural services	2	Class
ArchitecturalServicesResidentialBuildingProjects	ServiceSubclass	772111	77211	Architectural services for residential building projects	This subclass comprises architectural services for residential building projects	3	Subclass
ArchitecturalServicesSingleFamilyResidentialProjects	Service	7721111	772111	Architectural services for single-family residential projects	Architectural services provided for single-family residential building projects.	4	Detail
ArchitecturalServicesMultiFamilyResidentialProjects	Service	7721112	772111	Architectural services for multi-family residential projects	Architectural services provided for multi-family residential building projects.	4	Detail
ArchitecturalServicesNonResidentialBuildingProjects	ServiceSubclass	772112	77211	Architectural services for non-residential building projects	This subclass comprises architectural services for non-residential building projects	3	Subclass
ArchitecturalServicesOfficeBuildingProjects	Service	7721121	772112	Architectural services for office building projects	Architectural services for all types of office buildings.	4	Detail
ArchitecturalServicesRetailRestaurantProjects	Service	7721122	772112	Architectural services for retail and restaurant projects	Architectural services for retail and restaurant building projects.	4	Detail
ArchitecturalServicesHotelConventionCentreProjects	Service	7721123	772112	Architectural services for hotel and convention centre projects	Architectural services for buildings providing temporary overnight accommodations	4	Detail
ArchitecturalServicesHealthCareBuildingProjects	Service	7721124	772112	Architectural services for health care building projects	Architectural services for buildings used in providing health care.	4	Detail
ArchitecturalServicesEntertainment	Service	7721125	772112	Architectural services for entertainment		4	Detail
ArchitecturalServicesEducationalBuildingProjects	Service	7721126	772112	Architectural services for educational building projects	Architectural services for educational building projects.	4	Detail
ArchitecturalServicesIndustrialBuildingProjects	Service	7721127	772112	Architectural services for industrial building projects	Architectural services for industrial building projects.	4	Detail
ArchitecturalServicesTransportationDistributionFacilityProjects	Service	7721128	772112	Architectural services for transportation and distribution facility projects	Architectural services for transportation and distribution facility projects. These buildings include those involved in the movement of goods and people and the storage of goods.	4	Detail
ArchitecturalServicesOtherNonResidentialBuildingProjects	Service	7721129	772112	Architectural services for other non-residential building projects	Architectural services provided for other non-residential building projects.	4	Detail
HistoricalRestorationArchitecturalServices	ServiceSubclass	772113	77211	Historical restoration architectural services	This subclass comprises architectural services that incorporate legal requirements to preserve or restore the historic character of a building.	3	Subclass
HistoricalRestorationArchitecturalServices7721131	Service	7721131	772113	Historical restoration architectural services	Architectural services that incorporate legal requirements to preserve or restore the historic character of a building.	4	Detail
ArchitecturalAdvisoryServices	ServiceSubclass	772114	77211	Architectural advisory services	This subclass comprises expert-witness services	3	Subclass
ArchitecturalAdvisoryServices7721141	Service	7721141	772114	Architectural advisory services	Expert-witness services	4	Detail
LandscapeArchitecturalServices	ServiceSubclass	772115	77211	Landscape architectural services	This subclass comprises landscape architectural services for the design of the built landscape	3	Subclass
LandscapeArchitecturalServicesResidentialBuildingProjects	Service	7721151	772115	Landscape architectural services for residential building projects	Landscape architectural services for residential building projects	4	Detail
LandscapeArchitecturalServicesNonResidentialBuildingProjects	Service	7721152	772115	Landscape architectural services for non-residential building projects	Landscape architectural services for non-residential building projects	4	Detail
LandscapeArchitecturalServicesRecreationalOpenSpaceProjects	Service	7721153	772115	Landscape architectural services for recreational and open-space projects	Landscape architectural services for recreational and open-space projects	4	Detail
LandscapeArchitecturalServices7721154	Service	7721154	772115	Landscape architectural services		4	Detail
LandscapeArchitecturalAdvisoryServices	Service	7721155	772115	Landscape architectural advisory services	Expert-witness services	4	Detail
UrbanPlanningServices	ServiceSubclass	772116	77211	Urban planning services	This subclass comprises the provision of urban planning services that articulate public policies related to land use and development; design the urban environment of buildings	3	Subclass
UrbanPlanningServices7721161	Service	7721161	772116	Urban planning services	Provision of urban planning services that articulate public policies related to land use and development; design the urban environment of buildings	4	Detail
ProjectSiteMasterPlanningServices	ServiceSubclass	772117	77211	Project site master planning services	This subclass comprises services consisting in developing plans for a construction site showing the proposed location of buildings	3	Subclass
ProjectSiteMasterPlanningServices7721171	Service	7721171	772117	Project site master planning services	Services consisting in developing plans for a construction site showing the proposed location of buildings	4	Detail
EngineeringServices	ServiceClass	77221	772	Engineering services	This class comprises the design of buildings	2	Class
ResidentialBuildingEngineeringProjects	ServiceSubclass	772211	77221	Residential building engineering projects	This subclass comprises engineering design services related to residential buildings.	3	Subclass
ResidentialBuildingEngineeringProjects7722111	Service	7722111	772211	Residential building engineering projects	Engineering design services related to residential buildings.	4	Detail
Commercial772212	ServiceSubclass	772212	77221	Commercial		3	Subclass
Commercial7722121	Service	7722121	772212	Commercial		4	Detail
IndustrialManufacturingEngineeringProjects	ServiceSubclass	772213	77221	Industrial and manufacturing engineering projects	This subclass comprises engineering design services related to industrial and manufacturing facilities	3	Subclass
MiningMetallurgicalPlantProcessEngineeringProjects	Service	7722131	772213	Mining and metallurgical plant and process engineering projects	Engineering design services related to mining and metallurgical facilities and processes.	4	Detail
PetroleumPetrochemicalPlantProcessEngineeringProjects	Service	7722132	772213	Petroleum and petrochemical plant and process engineering projects	Engineering design services related to petroleum and petrochemical facilities and processes.	4	Detail
PulpPaperPlantProcessEngineeringProjects	Service	7722133	772213	Pulp and paper plant and process engineering projects	Engineering design services related to pulp and paper facilities and processes.	4	Detail
IndustrialMachineryEngineeringDesignProjects	Service	7722134	772213	Industrial machinery engineering design projects	Engineering design services related to industrial machinery.	4	Detail
TransportationEquipmentEngineeringDesignProjects	Service	7722135	772213	Transportation equipment engineering design projects	Engineering design services related to transportation equipment.	4	Detail
ElectronicElectricalEquipmentEngineeringDesignProjects	Service	7722136	772213	Electronic and electrical equipment engineering design projects	Engineering design services related to electronic and electrical equipment.	4	Detail
