serviceId	standard	standardCode
OcclusionOfLeftUpperLobeBronchusWithExtraluminalDeviceOpenApproach	UNSPSC	85571909
OcclusionOfLeftMainBronchusOpenApproach	UNSPSC	85571910
OcclusionOfLeftMainBronchusWithIntraluminalDeviceOpenApproach	UNSPSC	85571911
OcclusionOfLeftMainBronchusWithExtraluminalDeviceOpenApproach	UNSPSC	85571912
OcclusionOfRightLowerLobeBronchusOpenApproach	UNSPSC	85571913
OcclusionOfRightLowerLobeBronchusWithIntraluminalDeviceOpenApproach	UNSPSC	85571914
OcclusionOfRightLowerLobeBronchusWithExtraluminalDeviceOpenApproach	UNSPSC	85571915
OcclusionOfRightMiddleLobeBronchusOpenApproach	UNSPSC	85571916
OcclusionOfRightMiddleLobeBronchusWithIntraluminalDeviceOpenApproach	UNSPSC	85571917
OcclusionOfRightMiddleLobeBronchusWithExtraluminalDeviceOpenApproach	UNSPSC	85571918
OcclusionOfRightUpperLobeBronchusOpenApproach	UNSPSC	85571919
OcclusionOfRightUpperLobeBronchusWithIntraluminalDeviceOpenApproach	UNSPSC	85571920
OcclusionOfRightUpperLobeBronchusWithExtraluminalDeviceOpenApproach	UNSPSC	85571921
OcclusionOfRightMainBronchusOpenApproach	UNSPSC	85571922
OcclusionOfRightMainBronchusWithIntraluminalDeviceOpenApproach	UNSPSC	85571923
OcclusionOfRightMainBronchusWithExtraluminalDeviceOpenApproach	UNSPSC	85571924
OcclusionOfCarinaOpenApproach	UNSPSC	85571925
OcclusionOfCarinaWithIntraluminalDeviceOpenApproach	UNSPSC	85571926
OcclusionOfCarinaWithExtraluminalDeviceOpenApproach	UNSPSC	85571927
OcclusionOfTracheaOpenApproach	UNSPSC	85571928
OcclusionOfTracheaWithIntraluminalDeviceOpenApproach	UNSPSC	85571929
OcclusionOfTracheaWithExtraluminalDeviceOpenApproach	UNSPSC	85571930
InspectionOfTracheaOpenApproach	UNSPSC	85571931
InspectionOfTracheobronchialTreeOpenApproach	UNSPSC	85571932
InsertionOfEndobronchialValveIntoLeftLowerLobeBronchusOpenApproach	UNSPSC	85571933
InsertionOfEndobronchialValveIntoLingulaBronchusOpenApproach	UNSPSC	85571934
InsertionOfEndobronchialValveIntoLeftUpperLobeBronchusOpenApproach	UNSPSC	85571935
InsertionOfEndobronchialValveIntoLeftMainBronchusOpenApproach	UNSPSC	85571936
InsertionOfEndobronchialValveIntoRightLowerLobeBronchusOpenApproach	UNSPSC	85571937
InsertionOfEndobronchialValveIntoRightMiddleLobeBronchusOpenApproach	UNSPSC	85571938
InsertionOfEndobronchialValveIntoRightUpperLobeBronchusOpenApproach	UNSPSC	85571939
InsertionOfEndobronchialValveIntoRightMainBronchusOpenApproach	UNSPSC	85571940
InsertionOfIntraluminalDeviceIntoTracheaOpenApproach	UNSPSC	85571941
InsertionOfMonitoringDeviceIntoTracheaOpenApproach	UNSPSC	85571942
InsertionOfIntraluminalDeviceIntoTracheobronchialTreeOpenApproach	UNSPSC	85571943
InsertionOfInfusionDeviceIntoTracheobronchialTreeOpenApproach	UNSPSC	85571944
InsertionOfMonitoringDeviceIntoTracheobronchialTreeOpenApproach	UNSPSC	85571945
InsertionOfRadioactiveElementIntoTracheobronchialTreeOpenApproach	UNSPSC	85571946
FragmentationInLeftLowerLobeBronchusOpenApproach	UNSPSC	85571947
FragmentationInLingulaBronchusOpenApproach	UNSPSC	85571948
FragmentationInLeftUpperLobeBronchusOpenApproach	UNSPSC	85571949
FragmentationInLeftMainBronchusOpenApproach	UNSPSC	85571950
FragmentationInRightLowerLobeBronchusOpenApproach	UNSPSC	85571951
FragmentationInRightMiddleLobeBronchusOpenApproach	UNSPSC	85571952
FragmentationInRightUpperLobeBronchusOpenApproach	UNSPSC	85571953
FragmentationInRightMainBronchusOpenApproach	UNSPSC	85571954
FragmentationInCarinaOpenApproach	UNSPSC	85571955
FragmentationInTracheaOpenApproach	UNSPSC	85571956
ExtirpationOfMatterFromLeftLowerLobeBronchusOpenApproach	UNSPSC	85571957
ExtirpationOfMatterFromLingulaBronchusOpenApproach	UNSPSC	85571958
ExtirpationOfMatterFromLeftUpperLobeBronchusOpenApproach	UNSPSC	85571959
ExtirpationOfMatterFromLeftMainBronchusOpenApproach	UNSPSC	85571960
ExtirpationOfMatterFromRightLowerLobeBronchusOpenApproach	UNSPSC	85571961
ExtirpationOfMatterFromRightMiddleLobeBronchusOpenApproach	UNSPSC	85571962
ExtirpationOfMatterFromRightUpperLobeBronchusOpenApproach	UNSPSC	85571963
ExtirpationOfMatterFromRightMainBronchusOpenApproach	UNSPSC	85571964
ExtirpationOfMatterFromCarinaOpenApproach	UNSPSC	85571965
ExtirpationOfMatterFromTracheaOpenApproach	UNSPSC	85571966
ExcisionOfLeftLowerLobeBronchusOpenApproach	UNSPSC	85571967
ExcisionOfLingulaBronchusOpenApproach	UNSPSC	85571968
ExcisionOfLeftUpperLobeBronchusOpenApproach	UNSPSC	85571969
ExcisionOfLeftMainBronchusOpenApproach	UNSPSC	85571970
ExcisionOfRightLowerLobeBronchusOpenApproach	UNSPSC	85571971
ExcisionOfRightMiddleLobeBronchusOpenApproach	UNSPSC	85571972
ExcisionOfRightUpperLobeBronchusOpenApproach	UNSPSC	85571973
ExcisionOfRightMainBronchusOpenApproach	UNSPSC	85571974
ExcisionOfCarinaOpenApproach	UNSPSC	85571975
ExcisionOfTracheaOpenApproach	UNSPSC	85571976
DrainageOfLeftLowerLobeBronchusOpenApproach	UNSPSC	85572001
DrainageOfLeftLowerLobeBronchusWithDrainageDeviceOpenApproach	UNSPSC	85572002
DrainageOfLingulaBronchusOpenApproach	UNSPSC	85572003
DrainageOfLingulaBronchusWithDrainageDeviceOpenApproach	UNSPSC	85572004
DrainageOfLeftUpperLobeBronchusOpenApproach	UNSPSC	85572005
DrainageOfLeftUpperLobeBronchusWithDrainageDeviceOpenApproach	UNSPSC	85572006
DrainageOfLeftMainBronchusOpenApproach	UNSPSC	85572007
DrainageOfLeftMainBronchusWithDrainageDeviceOpenApproach	UNSPSC	85572008
DrainageOfRightLowerLobeBronchusOpenApproach	UNSPSC	85572009
DrainageOfRightLowerLobeBronchusWithDrainageDeviceOpenApproach	UNSPSC	85572010
DrainageOfRightMiddleLobeBronchusOpenApproach	UNSPSC	85572011
DrainageOfRightMiddleLobeBronchusWithDrainageDeviceOpenApproach	UNSPSC	85572012
DrainageOfRightUpperLobeBronchusOpenApproach	UNSPSC	85572013
DrainageOfRightUpperLobeBronchusWithDrainageDeviceOpenApproach	UNSPSC	85572014
DrainageOfRightMainBronchusOpenApproach	UNSPSC	85572015
DrainageOfRightMainBronchusWithDrainageDeviceOpenApproach	UNSPSC	85572016
DrainageOfCarinaOpenApproach	UNSPSC	85572017
DrainageOfCarinaWithDrainageDeviceOpenApproach	UNSPSC	85572018
DrainageOfTracheaOpenApproach	UNSPSC	85572019
DrainageOfTracheaWithDrainageDeviceOpenApproach	UNSPSC	85572020
DilationOfLeftLowerLobeBronchusOpenApproach	UNSPSC	85572021
DilationOfLeftLowerLobeBronchusWithIntraluminalDeviceOpenApproach	UNSPSC	85572022
DilationOfLingulaBronchusOpenApproach	UNSPSC	85572023
DilationOfLingulaBronchusWithIntraluminalDeviceOpenApproach	UNSPSC	85572024
DilationOfLeftUpperLobeBronchusOpenApproach	UNSPSC	85572025
DilationOfLeftUpperLobeBronchusWithIntraluminalDeviceOpenApproach	UNSPSC	85572026
DilationOfLeftMainBronchusOpenApproach	UNSPSC	85572027
DilationOfLeftMainBronchusWithIntraluminalDeviceOpenApproach	UNSPSC	85572028
DilationOfRightLowerLobeBronchusOpenApproach	UNSPSC	85572029
DilationOfRightLowerLobeBronchusWithIntraluminalDeviceOpenApproach	UNSPSC	85572030
DilationOfRightMiddleLobeBronchusOpenApproach	UNSPSC	85572031
DilationOfRightMiddleLobeBronchusWithIntraluminalDeviceOpenApproach	UNSPSC	85572032
DilationOfRightUpperLobeBronchusOpenApproach	UNSPSC	85572033
DilationOfRightUpperLobeBronchusWithIntraluminalDeviceOpenApproach	UNSPSC	85572034
DilationOfRightMainBronchusOpenApproach	UNSPSC	85572035
DilationOfRightMainBronchusWithIntraluminalDeviceOpenApproach	UNSPSC	85572036
DilationOfCarinaOpenApproach	UNSPSC	85572037
DilationOfCarinaWithIntraluminalDeviceOpenApproach	UNSPSC	85572038
DilationOfTracheaOpenApproach	UNSPSC	85572039
DilationOfTracheaWithIntraluminalDeviceOpenApproach	UNSPSC	85572040
DestructionOfLeftLowerLobeBronchusOpenApproach	UNSPSC	85572041
DestructionOfLingulaBronchusOpenApproach	UNSPSC	85572042
DestructionOfLeftUpperLobeBronchusOpenApproach	UNSPSC	85572043
DestructionOfLeftMainBronchusOpenApproach	UNSPSC	85572044
DestructionOfRightLowerLobeBronchusOpenApproach	UNSPSC	85572045
DestructionOfRightMiddleLobeBronchusOpenApproach	UNSPSC	85572046
DestructionOfRightUpperLobeBronchusOpenApproach	UNSPSC	85572047
DestructionOfRightMainBronchusOpenApproach	UNSPSC	85572048
DestructionOfCarinaOpenApproach	UNSPSC	85572049
DestructionOfTracheaOpenApproach	UNSPSC	85572050
BypassTracheaToCutaneousOpenApproach	UNSPSC	85572051
BypassTracheaToCutaneousWithTracheostomyDeviceOpenApproach	UNSPSC	85572052
BypassTracheaToEsophagusWithIntraluminalDeviceOpenApproach	UNSPSC	85572053
RevisionOfNonautologousTissueSubstituteInTracheaPercutaneousApproach	UNSPSC	85572101
RevisionOfSyntheticSubstituteInTracheaPercutaneousApproach	UNSPSC	85572102
RevisionOfTracheostomyDeviceInTracheaPercutaneousApproach	UNSPSC	85572103
RevisionOfIntraluminalDeviceInTracheaPercutaneousApproach	UNSPSC	85572104
RevisionOfExtraluminalDeviceInTracheaPercutaneousApproach	UNSPSC	85572105
RevisionOfAutologousTissueSubstituteInTracheaPercutaneousApproach	UNSPSC	85572106
RevisionOfMonitoringDeviceInTracheaPercutaneousApproach	UNSPSC	85572107
RevisionOfDrainageDeviceInTracheaPercutaneousApproach	UNSPSC	85572108
RevisionOfNonautologousTissueSubstituteInTracheobronchialTreePercutaneousApproach	UNSPSC	85572109
RevisionOfSyntheticSubstituteInTracheobronchialTreePercutaneousApproach	UNSPSC	85572110
RevisionOfIntraluminalDeviceInTracheobronchialTreePercutaneousApproach	UNSPSC	85572111
RevisionOfExtraluminalDeviceInTracheobronchialTreePercutaneousApproach	UNSPSC	85572112
RevisionOfAutologousTissueSubstituteInTracheobronchialTreePercutaneousApproach	UNSPSC	85572113
RevisionOfInfusionDeviceInTracheobronchialTreePercutaneousApproach	UNSPSC	85572114
RevisionOfMonitoringDeviceInTracheobronchialTreePercutaneousApproach	UNSPSC	85572115
RevisionOfDrainageDeviceInTracheobronchialTreePercutaneousApproach	UNSPSC	85572116
RestrictionOfLeftLowerLobeBronchusPercutaneousApproach	UNSPSC	85572117
RestrictionOfLeftLowerLobeBronchusWithIntraluminalDevicePercutaneousApproach	UNSPSC	85572118
RestrictionOfLeftLowerLobeBronchusWithExtraluminalDevicePercutaneousApproach	UNSPSC	85572119
RestrictionOfLingulaBronchusPercutaneousApproach	UNSPSC	85572120
RestrictionOfLingulaBronchusWithIntraluminalDevicePercutaneousApproach	UNSPSC	85572121
RestrictionOfLingulaBronchusWithExtraluminalDevicePercutaneousApproach	UNSPSC	85572122
RestrictionOfLeftUpperLobeBronchusPercutaneousApproach	UNSPSC	85572123
RestrictionOfLeftUpperLobeBronchusWithIntraluminalDevicePercutaneousApproach	UNSPSC	85572124
RestrictionOfLeftUpperLobeBronchusWithExtraluminalDevicePercutaneousApproach	UNSPSC	85572125
RestrictionOfLeftMainBronchusPercutaneousApproach	UNSPSC	85572126
RestrictionOfLeftMainBronchusWithIntraluminalDevicePercutaneousApproach	UNSPSC	85572127
RestrictionOfLeftMainBronchusWithExtraluminalDevicePercutaneousApproach	UNSPSC	85572128
RestrictionOfRightLowerLobeBronchusPercutaneousApproach	UNSPSC	85572129
RestrictionOfRightLowerLobeBronchusWithIntraluminalDevicePercutaneousApproach	UNSPSC	85572130
RestrictionOfRightLowerLobeBronchusWithExtraluminalDevicePercutaneousApproach	UNSPSC	85572131
RestrictionOfRightMiddleLobeBronchusPercutaneousApproach	UNSPSC	85572132
RestrictionOfRightMiddleLobeBronchusWithIntraluminalDevicePercutaneousApproach	UNSPSC	85572133
RestrictionOfRightMiddleLobeBronchusWithExtraluminalDevicePercutaneousApproach	UNSPSC	85572134
RestrictionOfRightUpperLobeBronchusPercutaneousApproach	UNSPSC	85572135
RestrictionOfRightUpperLobeBronchusWithIntraluminalDevicePercutaneousApproach	UNSPSC	85572136
RestrictionOfRightUpperLobeBronchusWithExtraluminalDevicePercutaneousApproach	UNSPSC	85572137
RestrictionOfRightMainBronchusPercutaneousApproach	UNSPSC	85572138
RestrictionOfRightMainBronchusWithIntraluminalDevicePercutaneousApproach	UNSPSC	85572139
RestrictionOfRightMainBronchusWithExtraluminalDevicePercutaneousApproach	UNSPSC	85572140
RestrictionOfCarinaPercutaneousApproach	UNSPSC	85572141
RestrictionOfCarinaWithIntraluminalDevicePercutaneousApproach	UNSPSC	85572142
RestrictionOfCarinaWithExtraluminalDevicePercutaneousApproach	UNSPSC	85572143
RestrictionOfTracheaPercutaneousApproach	UNSPSC	85572144
RestrictionOfTracheaWithIntraluminalDevicePercutaneousApproach	UNSPSC	85572145
RestrictionOfTracheaWithExtraluminalDevicePercutaneousApproach	UNSPSC	85572146
RepairLeftLowerLobeBronchusPercutaneousApproach	UNSPSC	85572147
RepairLingulaBronchusPercutaneousApproach	UNSPSC	85572148
RepairLeftUpperLobeBronchusPercutaneousApproach	UNSPSC	85572149
RepairLeftMainBronchusPercutaneousApproach	UNSPSC	85572150
RepairRightLowerLobeBronchusPercutaneousApproach	UNSPSC	85572151
RepairRightMiddleLobeBronchusPercutaneousApproach	UNSPSC	85572152
RepairRightUpperLobeBronchusPercutaneousApproach	UNSPSC	85572153
RepairRightMainBronchusPercutaneousApproach	UNSPSC	85572154
RepairCarinaPercutaneousApproach	UNSPSC	85572155
RepairTracheaPercutaneousApproach	UNSPSC	85572156
RemovalOfNonautologousTissueSubstituteFromTracheaPercutaneousApproach	UNSPSC	85572157
RemovalOfSyntheticSubstituteFromTracheaPercutaneousApproach	UNSPSC	85572158
RemovalOfTracheostomyDeviceFromTracheaPercutaneousApproach	UNSPSC	85572159
RemovalOfIntraluminalDeviceFromTracheaPercutaneousApproach	UNSPSC	85572160
RemovalOfExtraluminalDeviceFromTracheaPercutaneousApproach	UNSPSC	85572161
RemovalOfAutologousTissueSubstituteFromTracheaPercutaneousApproach	UNSPSC	85572162
RemovalOfMonitoringDeviceFromTracheaPercutaneousApproach	UNSPSC	85572163
RemovalOfDrainageDeviceFromTracheaPercutaneousApproach	UNSPSC	85572164
RemovalOfNonautologousTissueSubstituteFromTracheobronchialTreePercutaneousApproach	UNSPSC	85572165
RemovalOfSyntheticSubstituteFromTracheobronchialTreePercutaneousApproach	UNSPSC	85572166
RemovalOfIntraluminalDeviceFromTracheobronchialTreePercutaneousApproach	UNSPSC	85572167
RemovalOfExtraluminalDeviceFromTracheobronchialTreePercutaneousApproach	UNSPSC	85572168
RemovalOfAutologousTissueSubstituteFromTracheobronchialTreePercutaneousApproach	UNSPSC	85572169
RemovalOfInfusionDeviceFromTracheobronchialTreePercutaneousApproach	UNSPSC	85572170
RemovalOfMonitoringDeviceFromTracheobronchialTreePercutaneousApproach	UNSPSC	85572171
RemovalOfRadioactiveElementFromTracheobronchialTreePercutaneousApproach	UNSPSC	85572172
RemovalOfDrainageDeviceFromTracheobronchialTreePercutaneousApproach	UNSPSC	85572173
ReleaseLeftLowerLobeBronchusPercutaneousApproach	UNSPSC	85572174
ReleaseLingulaBronchusPercutaneousApproach	UNSPSC	85572175
ReleaseLeftUpperLobeBronchusPercutaneousApproach	UNSPSC	85572176
ReleaseLeftMainBronchusPercutaneousApproach	UNSPSC	85572177
ReleaseRightLowerLobeBronchusPercutaneousApproach	UNSPSC	85572178
ReleaseRightMiddleLobeBronchusPercutaneousApproach	UNSPSC	85572179
ReleaseRightUpperLobeBronchusPercutaneousApproach	UNSPSC	85572180
ReleaseRightMainBronchusPercutaneousApproach	UNSPSC	85572181
ReleaseCarinaPercutaneousApproach	UNSPSC	85572182
ReleaseTracheaPercutaneousApproach	UNSPSC	85572183
OcclusionOfLeftLowerLobeBronchusPercutaneousApproach	UNSPSC	85572201
OcclusionOfLeftLowerLobeBronchusWithIntraluminalDevicePercutaneousApproach	UNSPSC	85572202
OcclusionOfLeftLowerLobeBronchusWithExtraluminalDevicePercutaneousApproach	UNSPSC	85572203
OcclusionOfLingulaBronchusPercutaneousApproach	UNSPSC	85572204
OcclusionOfLingulaBronchusWithIntraluminalDevicePercutaneousApproach	UNSPSC	85572205
OcclusionOfLingulaBronchusWithExtraluminalDevicePercutaneousApproach	UNSPSC	85572206
OcclusionOfLeftUpperLobeBronchusPercutaneousApproach	UNSPSC	85572207
OcclusionOfLeftUpperLobeBronchusWithIntraluminalDevicePercutaneousApproach	UNSPSC	85572208
OcclusionOfLeftUpperLobeBronchusWithExtraluminalDevicePercutaneousApproach	UNSPSC	85572209
OcclusionOfLeftMainBronchusPercutaneousApproach	UNSPSC	85572210
OcclusionOfLeftMainBronchusWithIntraluminalDevicePercutaneousApproach	UNSPSC	85572211
OcclusionOfLeftMainBronchusWithExtraluminalDevicePercutaneousApproach	UNSPSC	85572212
OcclusionOfRightLowerLobeBronchusPercutaneousApproach	UNSPSC	85572213
OcclusionOfRightLowerLobeBronchusWithIntraluminalDevicePercutaneousApproach	UNSPSC	85572214
OcclusionOfRightLowerLobeBronchusWithExtraluminalDevicePercutaneousApproach	UNSPSC	85572215
OcclusionOfRightMiddleLobeBronchusPercutaneousApproach	UNSPSC	85572216
OcclusionOfRightMiddleLobeBronchusWithIntraluminalDevicePercutaneousApproach	UNSPSC	85572217
OcclusionOfRightMiddleLobeBronchusWithExtraluminalDevicePercutaneousApproach	UNSPSC	85572218
OcclusionOfRightUpperLobeBronchusPercutaneousApproach	UNSPSC	85572219
OcclusionOfRightUpperLobeBronchusWithIntraluminalDevicePercutaneousApproach	UNSPSC	85572220
OcclusionOfRightUpperLobeBronchusWithExtraluminalDevicePercutaneousApproach	UNSPSC	85572221
OcclusionOfRightMainBronchusPercutaneousApproach	UNSPSC	85572222
OcclusionOfRightMainBronchusWithIntraluminalDevicePercutaneousApproach	UNSPSC	85572223
OcclusionOfRightMainBronchusWithExtraluminalDevicePercutaneousApproach	UNSPSC	85572224
OcclusionOfCarinaPercutaneousApproach	UNSPSC	85572225
OcclusionOfCarinaWithIntraluminalDevicePercutaneousApproach	UNSPSC	85572226
OcclusionOfCarinaWithExtraluminalDevicePercutaneousApproach	UNSPSC	85572227
OcclusionOfTracheaPercutaneousApproach	UNSPSC	85572228
OcclusionOfTracheaWithIntraluminalDevicePercutaneousApproach	UNSPSC	85572229
OcclusionOfTracheaWithExtraluminalDevicePercutaneousApproach	UNSPSC	85572230
InspectionOfTracheaPercutaneousApproach	UNSPSC	85572231
InspectionOfTracheobronchialTreePercutaneousApproach	UNSPSC	85572232
InsertionOfEndobronchialValveIntoLeftLowerLobeBronchusPercutaneousApproach	UNSPSC	85572233
InsertionOfEndobronchialValveIntoLingulaBronchusPercutaneousApproach	UNSPSC	85572234
InsertionOfEndobronchialValveIntoLeftUpperLobeBronchusPercutaneousApproach	UNSPSC	85572235
InsertionOfEndobronchialValveIntoLeftMainBronchusPercutaneousApproach	UNSPSC	85572236
InsertionOfEndobronchialValveIntoRightLowerLobeBronchusPercutaneousApproach	UNSPSC	85572237
InsertionOfEndobronchialValveIntoRightMiddleLobeBronchusPercutaneousApproach	UNSPSC	85572238
InsertionOfEndobronchialValveIntoRightUpperLobeBronchusPercutaneousApproach	UNSPSC	85572239
InsertionOfEndobronchialValveIntoRightMainBronchusPercutaneousApproach	UNSPSC	85572240
InsertionOfEndotrachealAirwayIntoTracheaPercutaneousApproach	UNSPSC	85572241
InsertionOfIntraluminalDeviceIntoTracheaPercutaneousApproach	UNSPSC	85572242
InsertionOfIntraluminalDeviceIntoTracheobronchialTreePercutaneousApproach	UNSPSC	85572243
InsertionOfInfusionDeviceIntoTracheobronchialTreePercutaneousApproach	UNSPSC	85572244
InsertionOfMonitoringDeviceIntoTracheobronchialTreePercutaneousApproach	UNSPSC	85572245
InsertionOfRadioactiveElementIntoTracheobronchialTreePercutaneousApproach	UNSPSC	85572246
FragmentationInLeftLowerLobeBronchusPercutaneousApproach	UNSPSC	85572247
FragmentationInLingulaBronchusPercutaneousApproach	UNSPSC	85572248
FragmentationInLeftUpperLobeBronchusPercutaneousApproach	UNSPSC	85572249
FragmentationInLeftMainBronchusPercutaneousApproach	UNSPSC	85572250
FragmentationInRightLowerLobeBronchusPercutaneousApproach	UNSPSC	85572251
FragmentationInRightMiddleLobeBronchusPercutaneousApproach	UNSPSC	85572252
FragmentationInRightUpperLobeBronchusPercutaneousApproach	UNSPSC	85572253
FragmentationInRightMainBronchusPercutaneousApproach	UNSPSC	85572254
FragmentationInCarinaPercutaneousApproach	UNSPSC	85572255
FragmentationInTracheaPercutaneousApproach	UNSPSC	85572256
ExtirpationOfMatterFromLeftLowerLobeBronchusPercutaneousApproach	UNSPSC	85572257
ExtirpationOfMatterFromLingulaBronchusPercutaneousApproach	UNSPSC	85572258
ExtirpationOfMatterFromLeftUpperLobeBronchusPercutaneousApproach	UNSPSC	85572259
ExtirpationOfMatterFromLeftMainBronchusPercutaneousApproach	UNSPSC	85572260
ExtirpationOfMatterFromRightLowerLobeBronchusPercutaneousApproach	UNSPSC	85572261
ExtirpationOfMatterFromRightMiddleLobeBronchusPercutaneousApproach	UNSPSC	85572262
ExtirpationOfMatterFromRightUpperLobeBronchusPercutaneousApproach	UNSPSC	85572263
ExtirpationOfMatterFromRightMainBronchusPercutaneousApproach	UNSPSC	85572264
ExtirpationOfMatterFromCarinaPercutaneousApproach	UNSPSC	85572265
ExtirpationOfMatterFromTracheaPercutaneousApproach	UNSPSC	85572266
ExcisionOfLeftLowerLobeBronchusPercutaneousApproach	UNSPSC	85572267
ExcisionOfLingulaBronchusPercutaneousApproach	UNSPSC	85572268
ExcisionOfLeftUpperLobeBronchusPercutaneousApproach	UNSPSC	85572269
ExcisionOfLeftMainBronchusPercutaneousApproach	UNSPSC	85572270
ExcisionOfRightLowerLobeBronchusPercutaneousApproach	UNSPSC	85572271
ExcisionOfRightMiddleLobeBronchusPercutaneousApproach	UNSPSC	85572272
ExcisionOfRightUpperLobeBronchusPercutaneousApproach	UNSPSC	85572273
ExcisionOfRightMainBronchusPercutaneousApproach	UNSPSC	85572274
ExcisionOfCarinaPercutaneousApproach	UNSPSC	85572275
ExcisionOfTracheaPercutaneousApproach	UNSPSC	85572276
DrainageOfLeftLowerLobeBronchusPercutaneousApproach	UNSPSC	85572301
DrainageOfLeftLowerLobeBronchusWithDrainageDevicePercutaneousApproach	UNSPSC	85572302
DrainageOfLingulaBronchusPercutaneousApproach	UNSPSC	85572303
DrainageOfLingulaBronchusWithDrainageDevicePercutaneousApproach	UNSPSC	85572304
DrainageOfLeftUpperLobeBronchusPercutaneousApproach	UNSPSC	85572305
DrainageOfLeftUpperLobeBronchusWithDrainageDevicePercutaneousApproach	UNSPSC	85572306
DrainageOfLeftMainBronchusPercutaneousApproach	UNSPSC	85572307
DrainageOfLeftMainBronchusWithDrainageDevicePercutaneousApproach	UNSPSC	85572308
DrainageOfRightLowerLobeBronchusPercutaneousApproach	UNSPSC	85572309
DrainageOfRightLowerLobeBronchusWithDrainageDevicePercutaneousApproach	UNSPSC	85572310
DrainageOfRightMiddleLobeBronchusPercutaneousApproach	UNSPSC	85572311
DrainageOfRightMiddleLobeBronchusWithDrainageDevicePercutaneousApproach	UNSPSC	85572312
DrainageOfRightUpperLobeBronchusPercutaneousApproach	UNSPSC	85572313
DrainageOfRightUpperLobeBronchusWithDrainageDevicePercutaneousApproach	UNSPSC	85572314
DrainageOfRightMainBronchusPercutaneousApproach	UNSPSC	85572315
DrainageOfRightMainBronchusWithDrainageDevicePercutaneousApproach	UNSPSC	85572316
DrainageOfCarinaPercutaneousApproach	UNSPSC	85572317
DrainageOfCarinaWithDrainageDevicePercutaneousApproach	UNSPSC	85572318
DrainageOfTracheaPercutaneousApproach	UNSPSC	85572319
DrainageOfTracheaWithDrainageDevicePercutaneousApproach	UNSPSC	85572320
DilationOfLeftLowerLobeBronchusPercutaneousApproach	UNSPSC	85572321
DilationOfLeftLowerLobeBronchusWithIntraluminalDevicePercutaneousApproach	UNSPSC	85572322
DilationOfLingulaBronchusPercutaneousApproach	UNSPSC	85572323
DilationOfLingulaBronchusWithIntraluminalDevicePercutaneousApproach	UNSPSC	85572324
DilationOfLeftUpperLobeBronchusPercutaneousApproach	UNSPSC	85572325
DilationOfLeftUpperLobeBronchusWithIntraluminalDevicePercutaneousApproach	UNSPSC	85572326
DilationOfLeftMainBronchusPercutaneousApproach	UNSPSC	85572327
DilationOfLeftMainBronchusWithIntraluminalDevicePercutaneousApproach	UNSPSC	85572328
DilationOfRightLowerLobeBronchusPercutaneousApproach	UNSPSC	85572329
DilationOfRightLowerLobeBronchusWithIntraluminalDevicePercutaneousApproach	UNSPSC	85572330
DilationOfRightMiddleLobeBronchusPercutaneousApproach	UNSPSC	85572331
DilationOfRightMiddleLobeBronchusWithIntraluminalDevicePercutaneousApproach	UNSPSC	85572332
DilationOfRightUpperLobeBronchusPercutaneousApproach	UNSPSC	85572333
DilationOfRightUpperLobeBronchusWithIntraluminalDevicePercutaneousApproach	UNSPSC	85572334
DilationOfRightMainBronchusPercutaneousApproach	UNSPSC	85572335
DilationOfRightMainBronchusWithIntraluminalDevicePercutaneousApproach	UNSPSC	85572336
DilationOfCarinaPercutaneousApproach	UNSPSC	85572337
DilationOfCarinaWithIntraluminalDevicePercutaneousApproach	UNSPSC	85572338
DilationOfTracheaPercutaneousApproach	UNSPSC	85572339
DilationOfTracheaWithIntraluminalDevicePercutaneousApproach	UNSPSC	85572340
DestructionOfLeftLowerLobeBronchusPercutaneousApproach	UNSPSC	85572341
DestructionOfLingulaBronchusPercutaneousApproach	UNSPSC	85572342
DestructionOfLeftUpperLobeBronchusPercutaneousApproach	UNSPSC	85572343
DestructionOfLeftMainBronchusPercutaneousApproach	UNSPSC	85572344
DestructionOfRightLowerLobeBronchusPercutaneousApproach	UNSPSC	85572345
DestructionOfRightMiddleLobeBronchusPercutaneousApproach	UNSPSC	85572346
DestructionOfRightUpperLobeBronchusPercutaneousApproach	UNSPSC	85572347
DestructionOfRightMainBronchusPercutaneousApproach	UNSPSC	85572348
DestructionOfCarinaPercutaneousApproach	UNSPSC	85572349
DestructionOfTracheaPercutaneousApproach	UNSPSC	85572350
BypassTracheaToCutaneousPercutaneousApproach	UNSPSC	85572351
BypassTracheaToCutaneousWithTracheostomyDevicePercutaneousApproach	UNSPSC	85572352
RevisionOfNonautologousTissueSubstituteInTracheaPercutaneousEndoscopicApproach	UNSPSC	85572401
RevisionOfSyntheticSubstituteInTracheaPercutaneousEndoscopicApproach	UNSPSC	85572402
RevisionOfTracheostomyDeviceInTracheaPercutaneousEndoscopicApproach	UNSPSC	85572403
RevisionOfIntraluminalDeviceInTracheaPercutaneousEndoscopicApproach	UNSPSC	85572404
RevisionOfExtraluminalDeviceInTracheaPercutaneousEndoscopicApproach	UNSPSC	85572405
RevisionOfAutologousTissueSubstituteInTracheaPercutaneousEndoscopicApproach	UNSPSC	85572406
RevisionOfMonitoringDeviceInTracheaPercutaneousEndoscopicApproach	UNSPSC	85572407
RevisionOfDrainageDeviceInTracheaPercutaneousEndoscopicApproach	UNSPSC	85572408
