serviceId	standard	standardCode
RemovalOfDrainageDeviceFromSpleenPercutaneousEndoscopicApproach	UNSPSC	85542712
RemovalOfInfusionDeviceFromThymusPercutaneousEndoscopicApproach	UNSPSC	85542713
RemovalOfDrainageDeviceFromThymusPercutaneousEndoscopicApproach	UNSPSC	85542714
ReleaseSpleenPercutaneousEndoscopicApproach	UNSPSC	85542715
ReleaseThymusPercutaneousEndoscopicApproach	UNSPSC	85542716
InspectionOfBoneMarrowPercutaneousEndoscopicApproach	UNSPSC	85542717
InspectionOfSpleenPercutaneousEndoscopicApproach	UNSPSC	85542718
InspectionOfThymusPercutaneousEndoscopicApproach	UNSPSC	85542719
InsertionOfInfusionDeviceIntoSpleenPercutaneousEndoscopicApproach	UNSPSC	85542720
InsertionOfInfusionDeviceIntoThymusPercutaneousEndoscopicApproach	UNSPSC	85542721
ExtirpationOfMatterFromSpleenPercutaneousEndoscopicApproach	UNSPSC	85542722
ExtirpationOfMatterFromThymusPercutaneousEndoscopicApproach	UNSPSC	85542723
ExcisionOfSpleenPercutaneousEndoscopicApproach	UNSPSC	85542724
ExcisionOfThymusPercutaneousEndoscopicApproach	UNSPSC	85542725
DrainageOfBoneMarrowPercutaneousEndoscopicApproach	UNSPSC	85542726
DrainageOfBoneMarrowWithDrainageDevicePercutaneousEndoscopicApproach	UNSPSC	85542727
DrainageOfSpleenPercutaneousEndoscopicApproach	UNSPSC	85542728
DrainageOfSpleenWithDrainageDevicePercutaneousEndoscopicApproach	UNSPSC	85542729
DrainageOfThymusPercutaneousEndoscopicApproach	UNSPSC	85542730
DrainageOfThymusWithDrainageDevicePercutaneousEndoscopicApproach	UNSPSC	85542731
DestructionOfSpleenPercutaneousEndoscopicApproach	UNSPSC	85542732
DestructionOfThymusPercutaneousEndoscopicApproach	UNSPSC	85542733
RestrictionOfAorticLymphaticOpenApproach	UNSPSC	85542801
RestrictionOfAorticLymphaticWithIntraluminalDeviceOpenApproach	UNSPSC	85542802
RestrictionOfAorticLymphaticWithExtraluminalDeviceOpenApproach	UNSPSC	85542803
RestrictionOfLeftInternalMammaryLymphaticOpenApproach	UNSPSC	85542804
RestrictionOfLeftInternalMammaryLymphaticWithIntraluminalDeviceOpenApproach	UNSPSC	85542805
RestrictionOfLeftInternalMammaryLymphaticWithExtraluminalDeviceOpenApproach	UNSPSC	85542806
RestrictionOfRightInternalMammaryLymphaticOpenApproach	UNSPSC	85542807
RestrictionOfRightInternalMammaryLymphaticWithIntraluminalDeviceOpenApproach	UNSPSC	85542808
RestrictionOfRightInternalMammaryLymphaticWithExtraluminalDeviceOpenApproach	UNSPSC	85542809
RestrictionOfThoraxLymphaticOpenApproach	UNSPSC	85542810
RestrictionOfThoraxLymphaticWithIntraluminalDeviceOpenApproach	UNSPSC	85542811
RestrictionOfThoraxLymphaticWithExtraluminalDeviceOpenApproach	UNSPSC	85542812
RestrictionOfLeftAxillaryLymphaticOpenApproach	UNSPSC	85542813
RestrictionOfLeftAxillaryLymphaticWithIntraluminalDeviceOpenApproach	UNSPSC	85542814
RestrictionOfLeftAxillaryLymphaticWithExtraluminalDeviceOpenApproach	UNSPSC	85542815
RestrictionOfRightAxillaryLymphaticOpenApproach	UNSPSC	85542816
RestrictionOfRightAxillaryLymphaticWithIntraluminalDeviceOpenApproach	UNSPSC	85542817
RestrictionOfRightAxillaryLymphaticWithExtraluminalDeviceOpenApproach	UNSPSC	85542818
RestrictionOfLeftUpperExtremityLymphaticOpenApproach	UNSPSC	85542819
RestrictionOfLeftUpperExtremityLymphaticWithIntraluminalDeviceOpenApproach	UNSPSC	85542820
RestrictionOfLeftUpperExtremityLymphaticWithExtraluminalDeviceOpenApproach	UNSPSC	85542821
RestrictionOfRightUpperExtremityLymphaticOpenApproach	UNSPSC	85542822
RestrictionOfRightUpperExtremityLymphaticWithIntraluminalDeviceOpenApproach	UNSPSC	85542823
RestrictionOfRightUpperExtremityLymphaticWithExtraluminalDeviceOpenApproach	UNSPSC	85542824
RestrictionOfLeftNeckLymphaticOpenApproach	UNSPSC	85542825
RestrictionOfLeftNeckLymphaticWithIntraluminalDeviceOpenApproach	UNSPSC	85542826
RestrictionOfLeftNeckLymphaticWithExtraluminalDeviceOpenApproach	UNSPSC	85542827
RestrictionOfRightNeckLymphaticOpenApproach	UNSPSC	85542828
RestrictionOfRightNeckLymphaticWithIntraluminalDeviceOpenApproach	UNSPSC	85542829
RestrictionOfRightNeckLymphaticWithExtraluminalDeviceOpenApproach	UNSPSC	85542830
RestrictionOfHeadLymphaticOpenApproach	UNSPSC	85542831
RestrictionOfHeadLymphaticWithIntraluminalDeviceOpenApproach	UNSPSC	85542832
RestrictionOfHeadLymphaticWithExtraluminalDeviceOpenApproach	UNSPSC	85542833
SupplementAorticLymphaticWithNonautologousTissueSubstituteOpenApproach	UNSPSC	85542834
SupplementAorticLymphaticWithSyntheticSubstituteOpenApproach	UNSPSC	85542835
SupplementAorticLymphaticWithAutologousTissueSubstituteOpenApproach	UNSPSC	85542836
SupplementLeftInternalMammaryLymphaticWithNonautologousTissueSubstituteOpenApproach	UNSPSC	85542837
SupplementLeftInternalMammaryLymphaticWithSyntheticSubstituteOpenApproach	UNSPSC	85542838
SupplementLeftInternalMammaryLymphaticWithAutologousTissueSubstituteOpenApproach	UNSPSC	85542839
SupplementRightInternalMammaryLymphaticWithNonautologousTissueSubstituteOpenApproach	UNSPSC	85542840
SupplementRightInternalMammaryLymphaticWithSyntheticSubstituteOpenApproach	UNSPSC	85542841
SupplementRightInternalMammaryLymphaticWithAutologousTissueSubstituteOpenApproach	UNSPSC	85542842
SupplementThoraxLymphaticWithNonautologousTissueSubstituteOpenApproach	UNSPSC	85542843
SupplementThoraxLymphaticWithSyntheticSubstituteOpenApproach	UNSPSC	85542844
SupplementThoraxLymphaticWithAutologousTissueSubstituteOpenApproach	UNSPSC	85542845
SupplementLeftAxillaryLymphaticWithNonautologousTissueSubstituteOpenApproach	UNSPSC	85542846
SupplementLeftAxillaryLymphaticWithSyntheticSubstituteOpenApproach	UNSPSC	85542847
SupplementLeftAxillaryLymphaticWithAutologousTissueSubstituteOpenApproach	UNSPSC	85542848
SupplementRightAxillaryLymphaticWithNonautologousTissueSubstituteOpenApproach	UNSPSC	85542849
SupplementRightAxillaryLymphaticWithSyntheticSubstituteOpenApproach	UNSPSC	85542850
SupplementRightAxillaryLymphaticWithAutologousTissueSubstituteOpenApproach	UNSPSC	85542851
SupplementLeftUpperExtremityLymphaticWithNonautologousTissueSubstituteOpenApproach	UNSPSC	85542852
SupplementLeftUpperExtremityLymphaticWithSyntheticSubstituteOpenApproach	UNSPSC	85542853
SupplementLeftUpperExtremityLymphaticWithAutologousTissueSubstituteOpenApproach	UNSPSC	85542854
SupplementRightUpperExtremityLymphaticWithNonautologousTissueSubstituteOpenApproach	UNSPSC	85542855
SupplementRightUpperExtremityLymphaticWithSyntheticSubstituteOpenApproach	UNSPSC	85542856
SupplementRightUpperExtremityLymphaticWithAutologousTissueSubstituteOpenApproach	UNSPSC	85542857
SupplementLeftNeckLymphaticWithNonautologousTissueSubstituteOpenApproach	UNSPSC	85542858
SupplementLeftNeckLymphaticWithSyntheticSubstituteOpenApproach	UNSPSC	85542859
SupplementLeftNeckLymphaticWithAutologousTissueSubstituteOpenApproach	UNSPSC	85542860
SupplementRightNeckLymphaticWithNonautologousTissueSubstituteOpenApproach	UNSPSC	85542861
SupplementRightNeckLymphaticWithSyntheticSubstituteOpenApproach	UNSPSC	85542862
SupplementRightNeckLymphaticWithAutologousTissueSubstituteOpenApproach	UNSPSC	85542863
SupplementHeadLymphaticWithNonautologousTissueSubstituteOpenApproach	UNSPSC	85542864
SupplementHeadLymphaticWithSyntheticSubstituteOpenApproach	UNSPSC	85542865
SupplementHeadLymphaticWithAutologousTissueSubstituteOpenApproach	UNSPSC	85542866
ResectionOfAorticLymphaticOpenApproach	UNSPSC	85542867
ResectionOfLeftInternalMammaryLymphaticOpenApproach	UNSPSC	85542868
ResectionOfRightInternalMammaryLymphaticOpenApproach	UNSPSC	85542869
ResectionOfThoraxLymphaticOpenApproach	UNSPSC	85542870
ResectionOfLeftAxillaryLymphaticOpenApproach	UNSPSC	85542871
ResectionOfRightAxillaryLymphaticOpenApproach	UNSPSC	85542872
ResectionOfLeftUpperExtremityLymphaticOpenApproach	UNSPSC	85542873
ResectionOfRightUpperExtremityLymphaticOpenApproach	UNSPSC	85542874
ResectionOfLeftNeckLymphaticOpenApproach	UNSPSC	85542875
ResectionOfRightNeckLymphaticOpenApproach	UNSPSC	85542876
ResectionOfHeadLymphaticOpenApproach	UNSPSC	85542877
RepairAorticLymphaticOpenApproach	UNSPSC	85542878
RepairLeftInternalMammaryLymphaticOpenApproach	UNSPSC	85542879
RepairRightInternalMammaryLymphaticOpenApproach	UNSPSC	85542880
RepairThoraxLymphaticOpenApproach	UNSPSC	85542881
RepairLeftAxillaryLymphaticOpenApproach	UNSPSC	85542882
RepairRightAxillaryLymphaticOpenApproach	UNSPSC	85542883
RepairLeftUpperExtremityLymphaticOpenApproach	UNSPSC	85542884
RepairRightUpperExtremityLymphaticOpenApproach	UNSPSC	85542885
RepairLeftNeckLymphaticOpenApproach	UNSPSC	85542886
RepairRightNeckLymphaticOpenApproach	UNSPSC	85542887
RepairHeadLymphaticOpenApproach	UNSPSC	85542888
ReleaseAorticLymphaticOpenApproach	UNSPSC	85542889
ReleaseLeftInternalMammaryLymphaticOpenApproach	UNSPSC	85542890
ReleaseRightInternalMammaryLymphaticOpenApproach	UNSPSC	85542891
ReleaseThoraxLymphaticOpenApproach	UNSPSC	85542892
ReleaseLeftAxillaryLymphaticOpenApproach	UNSPSC	85542893
ReleaseRightAxillaryLymphaticOpenApproach	UNSPSC	85542894
ReleaseLeftUpperExtremityLymphaticOpenApproach	UNSPSC	85542895
ReleaseRightUpperExtremityLymphaticOpenApproach	UNSPSC	85542896
ReleaseLeftNeckLymphaticOpenApproach	UNSPSC	85542897
ReleaseRightNeckLymphaticOpenApproach	UNSPSC	85542898
ReleaseHeadLymphaticOpenApproach	UNSPSC	85542899
OcclusionOfAorticLymphaticOpenApproach	UNSPSC	85542901
OcclusionOfAorticLymphaticWithIntraluminalDeviceOpenApproach	UNSPSC	85542902
OcclusionOfAorticLymphaticWithExtraluminalDeviceOpenApproach	UNSPSC	85542903
OcclusionOfLeftInternalMammaryLymphaticOpenApproach	UNSPSC	85542904
OcclusionOfLeftInternalMammaryLymphaticWithIntraluminalDeviceOpenApproach	UNSPSC	85542905
OcclusionOfLeftInternalMammaryLymphaticWithExtraluminalDeviceOpenApproach	UNSPSC	85542906
OcclusionOfRightInternalMammaryLymphaticOpenApproach	UNSPSC	85542907
OcclusionOfRightInternalMammaryLymphaticWithIntraluminalDeviceOpenApproach	UNSPSC	85542908
OcclusionOfRightInternalMammaryLymphaticWithExtraluminalDeviceOpenApproach	UNSPSC	85542909
OcclusionOfThoraxLymphaticOpenApproach	UNSPSC	85542910
OcclusionOfThoraxLymphaticWithIntraluminalDeviceOpenApproach	UNSPSC	85542911
OcclusionOfThoraxLymphaticWithExtraluminalDeviceOpenApproach	UNSPSC	85542912
OcclusionOfLeftAxillaryLymphaticOpenApproach	UNSPSC	85542913
OcclusionOfLeftAxillaryLymphaticWithIntraluminalDeviceOpenApproach	UNSPSC	85542914
OcclusionOfLeftAxillaryLymphaticWithExtraluminalDeviceOpenApproach	UNSPSC	85542915
OcclusionOfRightAxillaryLymphaticOpenApproach	UNSPSC	85542916
OcclusionOfRightAxillaryLymphaticWithIntraluminalDeviceOpenApproach	UNSPSC	85542917
OcclusionOfRightAxillaryLymphaticWithExtraluminalDeviceOpenApproach	UNSPSC	85542918
OcclusionOfLeftUpperExtremityLymphaticOpenApproach	UNSPSC	85542919
OcclusionOfLeftUpperExtremityLymphaticWithIntraluminalDeviceOpenApproach	UNSPSC	85542920
OcclusionOfLeftUpperExtremityLymphaticWithExtraluminalDeviceOpenApproach	UNSPSC	85542921
OcclusionOfRightUpperExtremityLymphaticOpenApproach	UNSPSC	85542922
OcclusionOfRightUpperExtremityLymphaticWithIntraluminalDeviceOpenApproach	UNSPSC	85542923
OcclusionOfRightUpperExtremityLymphaticWithExtraluminalDeviceOpenApproach	UNSPSC	85542924
OcclusionOfLeftNeckLymphaticOpenApproach	UNSPSC	85542925
OcclusionOfLeftNeckLymphaticWithIntraluminalDeviceOpenApproach	UNSPSC	85542926
OcclusionOfLeftNeckLymphaticWithExtraluminalDeviceOpenApproach	UNSPSC	85542927
OcclusionOfRightNeckLymphaticOpenApproach	UNSPSC	85542928
OcclusionOfRightNeckLymphaticWithIntraluminalDeviceOpenApproach	UNSPSC	85542929
OcclusionOfRightNeckLymphaticWithExtraluminalDeviceOpenApproach	UNSPSC	85542930
OcclusionOfHeadLymphaticOpenApproach	UNSPSC	85542931
OcclusionOfHeadLymphaticWithIntraluminalDeviceOpenApproach	UNSPSC	85542932
OcclusionOfHeadLymphaticWithExtraluminalDeviceOpenApproach	UNSPSC	85542933
ExtirpationOfMatterFromAorticLymphaticOpenApproach	UNSPSC	85542934
ExtirpationOfMatterFromLeftInternalMammaryLymphaticOpenApproach	UNSPSC	85542935
ExtirpationOfMatterFromRightInternalMammaryLymphaticOpenApproach	UNSPSC	85542936
ExtirpationOfMatterFromThoraxLymphaticOpenApproach	UNSPSC	85542937
ExtirpationOfMatterFromLeftAxillaryLymphaticOpenApproach	UNSPSC	85542938
ExtirpationOfMatterFromRightAxillaryLymphaticOpenApproach	UNSPSC	85542939
ExtirpationOfMatterFromLeftUpperExtremityLymphaticOpenApproach	UNSPSC	85542940
ExtirpationOfMatterFromRightUpperExtremityLymphaticOpenApproach	UNSPSC	85542941
ExtirpationOfMatterFromLeftNeckLymphaticOpenApproach	UNSPSC	85542942
ExtirpationOfMatterFromRightNeckLymphaticOpenApproach	UNSPSC	85542943
ExtirpationOfMatterFromHeadLymphaticOpenApproach	UNSPSC	85542944
ExcisionOfAorticLymphaticOpenApproach	UNSPSC	85542945
ExcisionOfLeftInternalMammaryLymphaticOpenApproach	UNSPSC	85542946
ExcisionOfRightInternalMammaryLymphaticOpenApproach	UNSPSC	85542947
ExcisionOfThoraxLymphaticOpenApproach	UNSPSC	85542948
ExcisionOfLeftAxillaryLymphaticOpenApproach	UNSPSC	85542949
ExcisionOfRightAxillaryLymphaticOpenApproach	UNSPSC	85542950
ExcisionOfLeftUpperExtremityLymphaticOpenApproach	UNSPSC	85542951
ExcisionOfRightUpperExtremityLymphaticOpenApproach	UNSPSC	85542952
ExcisionOfLeftNeckLymphaticOpenApproach	UNSPSC	85542953
ExcisionOfRightNeckLymphaticOpenApproach	UNSPSC	85542954
ExcisionOfHeadLymphaticOpenApproach	UNSPSC	85542955
DrainageOfAorticLymphaticOpenApproach	UNSPSC	85542956
DrainageOfAorticLymphaticWithDrainageDeviceOpenApproach	UNSPSC	85542957
DrainageOfLeftInternalMammaryLymphaticOpenApproach	UNSPSC	85542958
DrainageOfLeftInternalMammaryLymphaticWithDrainageDeviceOpenApproach	UNSPSC	85542959
DrainageOfRightInternalMammaryLymphaticOpenApproach	UNSPSC	85542960
DrainageOfRightInternalMammaryLymphaticWithDrainageDeviceOpenApproach	UNSPSC	85542961
DrainageOfThoraxLymphaticOpenApproach	UNSPSC	85542962
DrainageOfThoraxLymphaticWithDrainageDeviceOpenApproach	UNSPSC	85542963
DrainageOfLeftAxillaryLymphaticOpenApproach	UNSPSC	85542964
DrainageOfLeftAxillaryLymphaticWithDrainageDeviceOpenApproach	UNSPSC	85542965
DrainageOfRightAxillaryLymphaticOpenApproach	UNSPSC	85542966
DrainageOfRightAxillaryLymphaticWithDrainageDeviceOpenApproach	UNSPSC	85542967
DrainageOfLeftUpperExtremityLymphaticOpenApproach	UNSPSC	85542968
DrainageOfLeftUpperExtremityLymphaticWithDrainageDeviceOpenApproach	UNSPSC	85542969
DrainageOfRightUpperExtremityLymphaticOpenApproach	UNSPSC	85542970
DrainageOfRightUpperExtremityLymphaticWithDrainageDeviceOpenApproach	UNSPSC	85542971
DrainageOfLeftNeckLymphaticOpenApproach	UNSPSC	85542972
DrainageOfLeftNeckLymphaticWithDrainageDeviceOpenApproach	UNSPSC	85542973
DrainageOfRightNeckLymphaticOpenApproach	UNSPSC	85542974
DrainageOfRightNeckLymphaticWithDrainageDeviceOpenApproach	UNSPSC	85542975
DrainageOfHeadLymphaticOpenApproach	UNSPSC	85542976
DrainageOfHeadLymphaticWithDrainageDeviceOpenApproach	UNSPSC	85542977
DestructionOfAorticLymphaticOpenApproach	UNSPSC	85542978
DestructionOfLeftInternalMammaryLymphaticOpenApproach	UNSPSC	85542979
DestructionOfRightInternalMammaryLymphaticOpenApproach	UNSPSC	85542980
DestructionOfLeftAxillaryLymphaticOpenApproach	UNSPSC	85542981
DestructionOfRightAxillaryLymphaticOpenApproach	UNSPSC	85542982
DestructionOfLeftUpperExtremityLymphaticOpenApproach	UNSPSC	85542983
DestructionOfRightUpperExtremityLymphaticOpenApproach	UNSPSC	85542984
DestructionOfLeftNeckLymphaticOpenApproach	UNSPSC	85542985
DestructionOfRightNeckLymphaticOpenApproach	UNSPSC	85542986
DestructionOfHeadLymphaticOpenApproach	UNSPSC	85542987
RestrictionOfAorticLymphaticPercutaneousApproach	UNSPSC	85543001
RestrictionOfAorticLymphaticWithIntraluminalDevicePercutaneousApproach	UNSPSC	85543002
RestrictionOfAorticLymphaticWithExtraluminalDevicePercutaneousApproach	UNSPSC	85543003
RestrictionOfLeftInternalMammaryLymphaticPercutaneousApproach	UNSPSC	85543004
RestrictionOfLeftInternalMammaryLymphaticWithIntraluminalDevicePercutaneousApproach	UNSPSC	85543005
RestrictionOfLeftInternalMammaryLymphaticWithExtraluminalDevicePercutaneousApproach	UNSPSC	85543006
RestrictionOfRightInternalMammaryLymphaticPercutaneousApproach	UNSPSC	85543007
RestrictionOfRightInternalMammaryLymphaticWithIntraluminalDevicePercutaneousApproach	UNSPSC	85543008
RestrictionOfRightInternalMammaryLymphaticWithExtraluminalDevicePercutaneousApproach	UNSPSC	85543009
RestrictionOfThoraxLymphaticPercutaneousApproach	UNSPSC	85543010
RestrictionOfThoraxLymphaticWithIntraluminalDevicePercutaneousApproach	UNSPSC	85543011
RestrictionOfThoraxLymphaticWithExtraluminalDevicePercutaneousApproach	UNSPSC	85543012
RestrictionOfLeftAxillaryLymphaticPercutaneousApproach	UNSPSC	85543013
RestrictionOfLeftAxillaryLymphaticWithIntraluminalDevicePercutaneousApproach	UNSPSC	85543014
RestrictionOfLeftAxillaryLymphaticWithExtraluminalDevicePercutaneousApproach	UNSPSC	85543015
RestrictionOfRightAxillaryLymphaticPercutaneousApproach	UNSPSC	85543016
RestrictionOfRightAxillaryLymphaticWithIntraluminalDevicePercutaneousApproach	UNSPSC	85543017
RestrictionOfRightAxillaryLymphaticWithExtraluminalDevicePercutaneousApproach	UNSPSC	85543018
RestrictionOfLeftUpperExtremityLymphaticPercutaneousApproach	UNSPSC	85543019
RestrictionOfLeftUpperExtremityLymphaticWithIntraluminalDevicePercutaneousApproach	UNSPSC	85543020
RestrictionOfLeftUpperExtremityLymphaticWithExtraluminalDevicePercutaneousApproach	UNSPSC	85543021
RestrictionOfRightUpperExtremityLymphaticPercutaneousApproach	UNSPSC	85543022
RestrictionOfRightUpperExtremityLymphaticWithIntraluminalDevicePercutaneousApproach	UNSPSC	85543023
RestrictionOfRightUpperExtremityLymphaticWithExtraluminalDevicePercutaneousApproach	UNSPSC	85543024
RestrictionOfLeftNeckLymphaticPercutaneousApproach	UNSPSC	85543025
RestrictionOfLeftNeckLymphaticWithIntraluminalDevicePercutaneousApproach	UNSPSC	85543026
RestrictionOfLeftNeckLymphaticWithExtraluminalDevicePercutaneousApproach	UNSPSC	85543027
RestrictionOfRightNeckLymphaticPercutaneousApproach	UNSPSC	85543028
RestrictionOfRightNeckLymphaticWithIntraluminalDevicePercutaneousApproach	UNSPSC	85543029
RestrictionOfRightNeckLymphaticWithExtraluminalDevicePercutaneousApproach	UNSPSC	85543030
RestrictionOfHeadLymphaticPercutaneousApproach	UNSPSC	85543031
RestrictionOfHeadLymphaticWithIntraluminalDevicePercutaneousApproach	UNSPSC	85543032
RestrictionOfHeadLymphaticWithExtraluminalDevicePercutaneousApproach	UNSPSC	85543033
RepairAorticLymphaticPercutaneousApproach	UNSPSC	85543034
RepairLeftInternalMammaryLymphaticPercutaneousApproach	UNSPSC	85543035
RepairRightInternalMammaryLymphaticPercutaneousApproach	UNSPSC	85543036
RepairThoraxLymphaticPercutaneousApproach	UNSPSC	85543037
RepairLeftAxillaryLymphaticPercutaneousApproach	UNSPSC	85543038
RepairRightAxillaryLymphaticPercutaneousApproach	UNSPSC	85543039
RepairLeftUpperExtremityLymphaticPercutaneousApproach	UNSPSC	85543040
RepairRightUpperExtremityLymphaticPercutaneousApproach	UNSPSC	85543041
RepairLeftNeckLymphaticPercutaneousApproach	UNSPSC	85543042
RepairRightNeckLymphaticPercutaneousApproach	UNSPSC	85543043
RepairHeadLymphaticPercutaneousApproach	UNSPSC	85543044
ReleaseAorticLymphaticPercutaneousApproach	UNSPSC	85543045
ReleaseLeftInternalMammaryLymphaticPercutaneousApproach	UNSPSC	85543046
ReleaseRightInternalMammaryLymphaticPercutaneousApproach	UNSPSC	85543047
ReleaseThoraxLymphaticPercutaneousApproach	UNSPSC	85543048
ReleaseLeftAxillaryLymphaticPercutaneousApproach	UNSPSC	85543049
ReleaseRightAxillaryLymphaticPercutaneousApproach	UNSPSC	85543050
ReleaseLeftUpperExtremityLymphaticPercutaneousApproach	UNSPSC	85543051
ReleaseRightUpperExtremityLymphaticPercutaneousApproach	UNSPSC	85543052
ReleaseLeftNeckLymphaticPercutaneousApproach	UNSPSC	85543053
ReleaseRightNeckLymphaticPercutaneousApproach	UNSPSC	85543054
ReleaseHeadLymphaticPercutaneousApproach	UNSPSC	85543055
OcclusionOfAorticLymphaticPercutaneousApproach	UNSPSC	85543056
OcclusionOfAorticLymphaticWithIntraluminalDevicePercutaneousApproach	UNSPSC	85543057
OcclusionOfAorticLymphaticWithExtraluminalDevicePercutaneousApproach	UNSPSC	85543058
OcclusionOfLeftInternalMammaryLymphaticPercutaneousApproach	UNSPSC	85543059
OcclusionOfLeftInternalMammaryLymphaticWithIntraluminalDevicePercutaneousApproach	UNSPSC	85543060
OcclusionOfLeftInternalMammaryLymphaticWithExtraluminalDevicePercutaneousApproach	UNSPSC	85543061
OcclusionOfRightInternalMammaryLymphaticPercutaneousApproach	UNSPSC	85543062
OcclusionOfRightInternalMammaryLymphaticWithIntraluminalDevicePercutaneousApproach	UNSPSC	85543063
OcclusionOfRightInternalMammaryLymphaticWithExtraluminalDevicePercutaneousApproach	UNSPSC	85543064
OcclusionOfThoraxLymphaticPercutaneousApproach	UNSPSC	85543065
OcclusionOfThoraxLymphaticWithIntraluminalDevicePercutaneousApproach	UNSPSC	85543066
OcclusionOfThoraxLymphaticWithExtraluminalDevicePercutaneousApproach	UNSPSC	85543067
OcclusionOfLeftAxillaryLymphaticPercutaneousApproach	UNSPSC	85543068
OcclusionOfLeftAxillaryLymphaticWithIntraluminalDevicePercutaneousApproach	UNSPSC	85543069
OcclusionOfLeftAxillaryLymphaticWithExtraluminalDevicePercutaneousApproach	UNSPSC	85543070
OcclusionOfRightAxillaryLymphaticPercutaneousApproach	UNSPSC	85543071
OcclusionOfRightAxillaryLymphaticWithIntraluminalDevicePercutaneousApproach	UNSPSC	85543072
OcclusionOfRightAxillaryLymphaticWithExtraluminalDevicePercutaneousApproach	UNSPSC	85543073
OcclusionOfLeftUpperExtremityLymphaticPercutaneousApproach	UNSPSC	85543074
OcclusionOfLeftUpperExtremityLymphaticWithIntraluminalDevicePercutaneousApproach	UNSPSC	85543075
OcclusionOfLeftUpperExtremityLymphaticWithExtraluminalDevicePercutaneousApproach	UNSPSC	85543076
OcclusionOfRightUpperExtremityLymphaticPercutaneousApproach	UNSPSC	85543077
OcclusionOfRightUpperExtremityLymphaticWithIntraluminalDevicePercutaneousApproach	UNSPSC	85543078
OcclusionOfRightUpperExtremityLymphaticWithExtraluminalDevicePercutaneousApproach	UNSPSC	85543079
OcclusionOfLeftNeckLymphaticPercutaneousApproach	UNSPSC	85543080
OcclusionOfLeftNeckLymphaticWithIntraluminalDevicePercutaneousApproach	UNSPSC	85543081
OcclusionOfLeftNeckLymphaticWithExtraluminalDevicePercutaneousApproach	UNSPSC	85543082
OcclusionOfRightNeckLymphaticPercutaneousApproach	UNSPSC	85543083
OcclusionOfRightNeckLymphaticWithIntraluminalDevicePercutaneousApproach	UNSPSC	85543084
OcclusionOfRightNeckLymphaticWithExtraluminalDevicePercutaneousApproach	UNSPSC	85543085
OcclusionOfHeadLymphaticPercutaneousApproach	UNSPSC	85543086
OcclusionOfHeadLymphaticWithIntraluminalDevicePercutaneousApproach	UNSPSC	85543087
OcclusionOfHeadLymphaticWithExtraluminalDevicePercutaneousApproach	UNSPSC	85543088
ExtirpationOfMatterFromAorticLymphaticPercutaneousApproach	UNSPSC	85543101
ExtirpationOfMatterFromLeftInternalMammaryLymphaticPercutaneousApproach	UNSPSC	85543102
ExtirpationOfMatterFromRightInternalMammaryLymphaticPercutaneousApproach	UNSPSC	85543103
ExtirpationOfMatterFromThoraxLymphaticPercutaneousApproach	UNSPSC	85543104
ExtirpationOfMatterFromLeftAxillaryLymphaticPercutaneousApproach	UNSPSC	85543105
ExtirpationOfMatterFromRightAxillaryLymphaticPercutaneousApproach	UNSPSC	85543106
ExtirpationOfMatterFromLeftUpperExtremityLymphaticPercutaneousApproach	UNSPSC	85543107
ExtirpationOfMatterFromRightUpperExtremityLymphaticPercutaneousApproach	UNSPSC	85543108
ExtirpationOfMatterFromLeftNeckLymphaticPercutaneousApproach	UNSPSC	85543109
ExtirpationOfMatterFromRightNeckLymphaticPercutaneousApproach	UNSPSC	85543110
ExtirpationOfMatterFromHeadLymphaticPercutaneousApproach	UNSPSC	85543111
ExcisionOfAorticLymphaticPercutaneousApproach	UNSPSC	85543112
ExcisionOfLeftInternalMammaryLymphaticPercutaneousApproach	UNSPSC	85543113
ExcisionOfRightInternalMammaryLymphaticPercutaneousApproach	UNSPSC	85543114
ExcisionOfThoraxLymphaticPercutaneousApproach	UNSPSC	85543115
ExcisionOfLeftAxillaryLymphaticPercutaneousApproach	UNSPSC	85543116
ExcisionOfRightAxillaryLymphaticPercutaneousApproach	UNSPSC	85543117
ExcisionOfLeftUpperExtremityLymphaticPercutaneousApproach	UNSPSC	85543118
ExcisionOfRightUpperExtremityLymphaticPercutaneousApproach	UNSPSC	85543119
ExcisionOfLeftNeckLymphaticPercutaneousApproach	UNSPSC	85543120
ExcisionOfRightNeckLymphaticPercutaneousApproach	UNSPSC	85543121
ExcisionOfHeadLymphaticPercutaneousApproach	UNSPSC	85543122
DrainageOfAorticLymphaticPercutaneousApproach	UNSPSC	85543123
DrainageOfAorticLymphaticWithDrainageDevicePercutaneousApproach	UNSPSC	85543124
DrainageOfLeftInternalMammaryLymphaticPercutaneousApproach	UNSPSC	85543125
DrainageOfLeftInternalMammaryLymphaticWithDrainageDevicePercutaneousApproach	UNSPSC	85543126
DrainageOfRightInternalMammaryLymphaticPercutaneousApproach	UNSPSC	85543127
DrainageOfRightInternalMammaryLymphaticWithDrainageDevicePercutaneousApproach	UNSPSC	85543128
DrainageOfThoraxLymphaticPercutaneousApproach	UNSPSC	85543129
DrainageOfThoraxLymphaticWithDrainageDevicePercutaneousApproach	UNSPSC	85543130
DrainageOfLeftAxillaryLymphaticPercutaneousApproach	UNSPSC	85543131
DrainageOfLeftAxillaryLymphaticWithDrainageDevicePercutaneousApproach	UNSPSC	85543132
