skillId	occupationId
Active_Learning	First-Line_Supervisors_of_Gambling_Services_Workers
Active_Learning	First-Line_Supervisors_of_Helpers,_Laborers,_and_Material_Movers,_Hand
Active_Learning	First-Line_Supervisors_of_Housekeeping_and_Janitorial_Workers
Active_Learning	First-Line_Supervisors_of_Landscaping,_Lawn_Service,_and_Groundskeeping_Workers
Active_Learning	First-Line_Supervisors_of_Material-Moving_Machine_and_Vehicle_Operators
Active_Learning	First-Line_Supervisors_of_Mechanics,_Installers,_and_Repairers
Active_Learning	First-Line_Supervisors_of_Non-Retail_Sales_Workers
Active_Learning	First-Line_Supervisors_of_Office_and_Administrative_Support_Workers
Active_Learning	First-Line_Supervisors_of_Personal_Service_Workers
Active_Learning	First-Line_Supervisors_of_Police_and_Detectives
Active_Learning	First-Line_Supervisors_of_Production_and_Operating_Workers
Active_Learning	First-Line_Supervisors_of_Retail_Sales_Workers
Active_Learning	First-Line_Supervisors_of_Security_Workers
Active_Learning	Fish_and_Game_Wardens
Active_Learning	Fishing_and_Hunting_Workers
Active_Learning	Fitness_and_Wellness_Coordinators
Active_Learning	Flight_Attendants
Active_Learning	Floor_Layers,_Except_Carpet,_Wood,_and_Hard_Tiles
Active_Learning	Floor_Sanders_and_Finishers
Active_Learning	Floral_Designers
Active_Learning	Food_and_Tobacco_Roasting,_Baking,_and_Drying_Machine_Operators_and_Tenders
Active_Learning	Food_Batchmakers
Active_Learning	Food_Cooking_Machine_Operators_and_Tenders
Active_Learning	Food_Preparation_Workers
Active_Learning	Food_Science_Technicians
Active_Learning	Food_Scientists_and_Technologists
Active_Learning	Food_Servers,_Nonrestaurant
Active_Learning	Food_Service_Managers
Active_Learning	Foreign_Language_and_Literature_Teachers,_Postsecondary
Active_Learning	Forensic_Science_Technicians
Active_Learning	Forest_and_Conservation_Technicians
Active_Learning	Forest_and_Conservation_Workers
Active_Learning	Forest_Fire_Inspectors_and_Prevention_Specialists
Active_Learning	Foresters
Active_Learning	Forestry_and_Conservation_Science_Teachers,_Postsecondary
Active_Learning	Forging_Machine_Setters,_Operators,_and_Tenders,_Metal_and_Plastic
Active_Learning	Foundry_Mold_and_Coremakers
Active_Learning	Fraud_Examiners,_Investigators_and_Analysts
Active_Learning	Freight_Forwarders
Active_Learning	Fuel_Cell_Engineers
Active_Learning	Fundraisers
Active_Learning	Fundraising_Managers
Active_Learning	Funeral_Attendants
Active_Learning	Funeral_Home_Managers
Active_Learning	Furnace,_Kiln,_Oven,_Drier,_and_Kettle_Operators_and_Tenders
Active_Learning	Furniture_Finishers
Active_Learning	Gambling_and_Sports_Book_Writers_and_Runners
Active_Learning	Gambling_Cage_Workers
Active_Learning	Gambling_Change_Persons_and_Booth_Cashiers
Active_Learning	Gambling_Dealers
Active_Learning	Gambling_Managers
Active_Learning	Gambling_Surveillance_Officers_and_Gambling_Investigators
Active_Learning	Gas_Compressor_and_Gas_Pumping_Station_Operators
Active_Learning	Gas_Plant_Operators
Active_Learning	Gem_and_Diamond_Workers
Active_Learning	General_and_Operations_Managers
Active_Learning	General_Internal_Medicine_Physicians
Active_Learning	Genetic_Counselors
Active_Learning	Geneticists
Active_Learning	Geodetic_Surveyors
Active_Learning	Geographers
Active_Learning	Geographic_Information_Systems_Technologists_and_Technicians
Active_Learning	Geography_Teachers,_Postsecondary
Active_Learning	Geological_Technicians,_Except_Hydrologic_Technicians
Active_Learning	Geoscientists,_Except_Hydrologists_and_Geographers
Active_Learning	Geothermal_Production_Managers
Active_Learning	Geothermal_Technicians
