url	ns	type	id	code	name	description	label	comment	subClassOf	supersededBy
https://schema.org.ai/Type/Schema:lakebodyofwater	schema.org.ai	Type	Schema:lakebodyofwater	schema:LakeBodyOfWater	schema:LakeBodyOfWater		LakeBodyOfWater	A lake (for example, Lake Pontrachain).	schema:BodyOfWater	
https://schema.org.ai/Type/Schema:pathologytest	schema.org.ai	Type	Schema:pathologytest	schema:PathologyTest	schema:PathologyTest		PathologyTest	A medical test performed by a laboratory that typically involves examination of a tissue sample by a pathologist.	schema:MedicalTest	
https://schema.org.ai/Type/Schema:medicaldevicepurpose	schema.org.ai	Type	Schema:medicaldevicepurpose	schema:MedicalDevicePurpose	schema:MedicalDevicePurpose		MedicalDevicePurpose	Categories of medical devices, organized by the purpose or intended use of the device.	schema:MedicalEnumeration	
https://schema.org.ai/Type/Schema:aquarium	schema.org.ai	Type	Schema:aquarium	schema:Aquarium	schema:Aquarium		Aquarium	Aquarium.	schema:CivicStructure	
https://schema.org.ai/Type/Schema:boolean	schema.org.ai	Type	Schema:boolean	schema:Boolean	schema:Boolean		Boolean	Boolean: True or False.		
https://schema.org.ai/Type/Schema:deliveryevent	schema.org.ai	Type	Schema:deliveryevent	schema:DeliveryEvent	schema:DeliveryEvent		DeliveryEvent	An event involving the delivery of an item.	schema:Event	
https://schema.org.ai/Type/Schema:spreadsheetdigitaldocument	schema.org.ai	Type	Schema:spreadsheetdigitaldocument	schema:SpreadsheetDigitalDocument	schema:SpreadsheetDigitalDocument		SpreadsheetDigitalDocument	A spreadsheet file.	schema:DigitalDocument	
https://schema.org.ai/Type/Schema:userlikes	schema.org.ai	Type	Schema:userlikes	schema:UserLikes	schema:UserLikes		UserLikes	UserInteraction and its subtypes is an old way of talking about users interacting with pages. It is generally better to use [[Action]]-based vocabulary, alongside types such as [[Comment]].	schema:UserInteraction	schema:InteractionCounter
https://schema.org.ai/Type/Schema:reactaction	schema.org.ai	Type	Schema:reactaction	schema:ReactAction	schema:ReactAction		ReactAction	The act of responding instinctively and emotionally to an object, expressing a sentiment.	schema:AssessAction	
https://schema.org.ai/Type/Schema:viewaction	schema.org.ai	Type	Schema:viewaction	schema:ViewAction	schema:ViewAction		ViewAction	The act of consuming static visual content.	schema:ConsumeAction	
https://schema.org.ai/Type/Schema:generalcontractor	schema.org.ai	Type	Schema:generalcontractor	schema:GeneralContractor	schema:GeneralContractor		GeneralContractor	A general contractor.	schema:HomeAndConstructionBusiness	
https://schema.org.ai/Type/Schema:workbasedprogram	schema.org.ai	Type	Schema:workbasedprogram	schema:WorkBasedProgram	schema:WorkBasedProgram		WorkBasedProgram	A program with both an educational and employment component. Typically based at a workplace and structured around work-based learning, with the aim of instilling competencies related to an occupation. WorkBasedProgram is used to distinguish programs such as apprenticeships from school, college or other classroom based educational programs.	schema:EducationalOccupationalProgram	
https://schema.org.ai/Type/Schema:broadcastservice	schema.org.ai	Type	Schema:broadcastservice	schema:BroadcastService	schema:BroadcastService		BroadcastService	A delivery service through which content is provided via broadcast over the air or online.	schema:Service	
https://schema.org.ai/Type/Schema:radioepisode	schema.org.ai	Type	Schema:radioepisode	schema:RadioEpisode	schema:RadioEpisode		RadioEpisode	A radio episode which can be part of a series or season.	schema:Episode	
https://schema.org.ai/Type/Schema:medicalriskcalculator	schema.org.ai	Type	Schema:medicalriskcalculator	schema:MedicalRiskCalculator	schema:MedicalRiskCalculator		MedicalRiskCalculator	A complex mathematical calculation requiring an online calculator, used to assess prognosis. Note: use the url property of Thing to record any URLs for online calculators.	schema:MedicalRiskEstimator	
https://schema.org.ai/Type/Schema:medicalcause	schema.org.ai	Type	Schema:medicalcause	schema:MedicalCause	schema:MedicalCause		MedicalCause	The causative agent(s) that are responsible for the pathophysiologic process that eventually results in a medical condition, symptom or sign. In this schema, unless otherwise specified this is meant to be the proximate cause of the medical condition, symptom or sign. The proximate cause is defined as the causative agent that most directly results in the medical condition, symptom or sign. For example, the HIV virus could be considered a cause of AIDS. Or in a diagnostic context, if a patient fell and sustained a hip fracture and two days later sustained a pulmonary embolism which eventuated in a cardiac arrest, the cause of the cardiac arrest (the proximate cause) would be the pulmonary embolism and not the fall. Medical causes can include cardiovascular, chemical, dermatologic, endocrine, environmental, gastroenterologic, genetic, hematologic, gynecologic, iatrogenic, infectious, musculoskeletal, neurologic, nutritional, obstetric, oncologic, otolaryngologic, pharmacologic, psychiatric, pulmonary, renal, rheumatologic, toxic, traumatic, or urologic causes; medical conditions can be causes as well.	schema:MedicalEntity	
https://schema.org.ai/Type/Schema:euenergyefficiencyenumeration	schema.org.ai	Type	Schema:euenergyefficiencyenumeration	schema:EUEnergyEfficiencyEnumeration	schema:EUEnergyEfficiencyEnumeration		EUEnergyEfficiencyEnumeration	Enumerates the EU energy efficiency classes A-G as well as A+, A++, and A+++ as defined in EU directive 2017/1369.	schema:EnergyEfficiencyEnumeration	
https://schema.org.ai/Type/Schema:measurementmethodenum	schema.org.ai	Type	Schema:measurementmethodenum	schema:MeasurementMethodEnum	schema:MeasurementMethodEnum		MeasurementMethodEnum	Enumeration(s) for use with [[measurementMethod]].	schema:Enumeration	
https://schema.org.ai/Type/Schema:bone	schema.org.ai	Type	Schema:bone	schema:Bone	schema:Bone		Bone	Rigid connective tissue that comprises up the skeletal structure of the human body.	schema:AnatomicalStructure	
https://schema.org.ai/Type/Schema:notedigitaldocument	schema.org.ai	Type	Schema:notedigitaldocument	schema:NoteDigitalDocument	schema:NoteDigitalDocument		NoteDigitalDocument	A file containing a note, primarily for the author.	schema:DigitalDocument	
https://schema.org.ai/Type/Schema:inviteaction	schema.org.ai	Type	Schema:inviteaction	schema:InviteAction	schema:InviteAction		InviteAction	The act of asking someone to attend an event. Reciprocal of RsvpAction.	schema:CommunicateAction	
https://schema.org.ai/Type/Schema:medicalintangible	schema.org.ai	Type	Schema:medicalintangible	schema:MedicalIntangible	schema:MedicalIntangible		MedicalIntangible	A utility class that serves as the umbrella for a number of 'intangible' things in the medical space.	schema:MedicalEntity	
https://schema.org.ai/Type/Schema:busreservation	schema.org.ai	Type	Schema:busreservation	schema:BusReservation	schema:BusReservation		BusReservation	A reservation for bus travel. \n\nNote: This type is for information about actual reservations, e.g. in confirmation emails or HTML pages with individual confirmations of reservations. For offers of tickets, use [[Offer]].	schema:Reservation	
https://schema.org.ai/Type/Schema:florist	schema.org.ai	Type	Schema:florist	schema:Florist	schema:Florist		Florist	A florist.	schema:Store	
https://schema.org.ai/Type/Schema:house	schema.org.ai	Type	Schema:house	schema:House	schema:House		House	A house is a building or structure that has the ability to be occupied for habitation by humans or other creatures (source: Wikipedia, the free encyclopedia, see <a href="http://en.wikipedia.org/wiki/House">http://en.wikipedia.org/wiki/House</a>).	schema:Accommodation	
https://schema.org.ai/Type/Schema:healthplanformulary	schema.org.ai	Type	Schema:healthplanformulary	schema:HealthPlanFormulary	schema:HealthPlanFormulary		HealthPlanFormulary	For a given health insurance plan, the specification for costs and coverage of prescription drugs.	schema:Intangible	
https://schema.org.ai/Type/Schema:governmentpermit	schema.org.ai	Type	Schema:governmentpermit	schema:GovernmentPermit	schema:GovernmentPermit		GovernmentPermit	A permit issued by a government agency.	schema:Permit	
https://schema.org.ai/Type/Schema:sendaction	schema.org.ai	Type	Schema:sendaction	schema:SendAction	schema:SendAction		SendAction	The act of physically/electronically dispatching an object for transfer from an origin to a destination. Related actions:\n\n* [[ReceiveAction]]: The reciprocal of SendAction.\n* [[GiveAction]]: Unlike GiveAction, SendAction does not imply the transfer of ownership (e.g. I can send you my laptop, but I'm not necessarily giving it to you).	schema:TransferAction	
https://schema.org.ai/Type/Schema:winaction	schema.org.ai	Type	Schema:winaction	schema:WinAction	schema:WinAction		WinAction	The act of achieving victory in a competitive activity.	schema:AchieveAction	
