ns	type	id	name	description	code	commodityTitle
onet.org.ai	Tool	Three_Dimensional_Prototyping_Printer	Three-dimensional prototyping printer	Three-dimensional prototyping printer	23261507	
onet.org.ai	Tool	TransmissionDynamometers	Transmission dynamometers	Transmission dynamometers	41114501	
onet.org.ai	Tool	VerticalBandsaws	Vertical bandsaws	Vertical bandsaws	23231101	
onet.org.ai	Tool	WorkshopCranes	Workshop cranes	Workshop cranes	24101630	
onet.org.ai	Tool	ColorPlottingPrinters	Color plotting printers	Color plotting printers	43212107	
onet.org.ai	Tool	CombustibleGasDetectors	Combustible gas detectors	Combustible gas detectors	46171613	
onet.org.ai	Tool	DigitalPlotters	Digital plotters	Digital plotters	43212107	
onet.org.ai	Tool	DirectionalCompasses	Directional compasses	Directional compasses	41113801	
onet.org.ai	Tool	GeologicalHammers	Geological hammers	Geological hammers	27111602	
onet.org.ai	Tool	StratumCompasses	Stratum compasses	Stratum compasses	41113801	
onet.org.ai	Tool	AnticontaminationClothing	Anticontamination clothing	Anticontamination clothing	46181509	
onet.org.ai	Tool	FaceMasks	Face masks	Face masks	46181702	
onet.org.ai	Tool	Nuclear_Wireline_Logging_Instruments	Nuclear wireline logging instruments	Nuclear wireline logging instruments	20121906	
onet.org.ai	Tool	ReactivityComputerSystems	Reactivity computer systems	Reactivity computer systems	26142106	
onet.org.ai	Tool	AirCurrentTesters	Air current testers	Air current testers	41112509	
onet.org.ai	Tool	BlowerDoors	Blower doors	Blower doors	41111809	
onet.org.ai	Tool	DigitalInfraredThermometers	Digital infrared thermometers	Digital infrared thermometers	41112202	
onet.org.ai	Tool	DraftGauges	Draft gauges	Draft gauges	41112509	
onet.org.ai	Tool	HandheldDigitalThermometers	Handheld digital thermometers	Handheld digital thermometers	41112213	
onet.org.ai	Tool	Heating_System_Combustion_Analyzers	Heating system combustion analyzers	Heating system combustion analyzers	41113102	
onet.org.ai	Tool	Bandsaws	Bandsaws	Bandsaws	23241509	
onet.org.ai	Tool	Computer_Numerically_Controlled_Cnc_Machining_Centers	Computer numerically controlled CNC machining centers	Computer numerically controlled CNC machining centers	23101513	
onet.org.ai	Tool	PowerGrinders	Power grinders	Power grinders	27112704	
onet.org.ai	Tool	Atomic_Force_Microscopes_Afm	Atomic force microscopes AFM	Atomic force microscopes AFM	41111724	
onet.org.ai	Tool	Atomic_Layer_Deposition_Ald_Systems	Atomic layer deposition ALD systems	Atomic layer deposition ALD systems	23211101	
onet.org.ai	Tool	Chemical_Mechanical_Polishing_Cmp_Systems	Chemical mechanical polishing CMP systems	Chemical mechanical polishing CMP systems	23131509	
onet.org.ai	Tool	Contact_Angle_Measurement_Systems	Contact angle measurement systems	Contact angle measurement systems	41103317	
onet.org.ai	Tool	ContactMaskAligners	Contact mask aligners	Contact mask aligners	23211101	
onet.org.ai	Tool	CountdownTimers	Countdown timers	Countdown timers	46171603	
onet.org.ai	Tool	CriticalPointDryers	Critical point dryers	Critical point dryers	41104510	
onet.org.ai	Tool	CurveTracers	Curve tracers	Curve tracers	41113706	
onet.org.ai	Tool	DeionizedWaterSystems	Deionized water systems	Deionized water systems	41104206	
onet.org.ai	Tool	DieSaws	Die saws	Die saws	23211101	
onet.org.ai	Tool	Direct_Current_Dc_Sputtering_Systems	Direct current DC sputtering systems	Direct current DC sputtering systems	23211101	
onet.org.ai	Tool	DryEtchers	Dry etchers	Dry etchers	23211101	
onet.org.ai	Tool	ElectrochemicalAnalyzers	Electrochemical analyzers	Electrochemical analyzers	41113003	
onet.org.ai	Tool	ElectronicBalances	Electronic balances	Electronic balances	41111517	
onet.org.ai	Tool	FourPointProbes	Four point probes	Four point probes	41113621	
onet.org.ai	Tool	Hotplates	Hotplates	Hotplates	41102406	
onet.org.ai	Tool	ImpedanceMeters	Impedance meters	Impedance meters	41113621	
onet.org.ai	Tool	Inductively_Coupled_Plasma_Reactive_Ion_Etchers_Icp_Rie	Inductively coupled plasma reactive ion etchers ICP-RIE	Inductively coupled plasma reactive ion etchers ICP-RIE	23211101	
onet.org.ai	Tool	InspectionMicroscopes	Inspection microscopes	Inspection microscopes	41111709	
onet.org.ai	Tool	IsolationGloveBoxes	Isolation glove boxes	Isolation glove boxes	41103406	
onet.org.ai	Tool	Laminar_Flow_Flume_Hoods	Laminar flow flume hoods	Laminar flow flume hoods	41103502	
onet.org.ai	Tool	Laser_Ablation_Thin_Film_Deposition_Systems	Laser ablation thin film deposition systems	Laser ablation thin film deposition systems	23211101	
onet.org.ai	Tool	MechanicalProbeStations	Mechanical probe stations	Mechanical probe stations	41111905	
onet.org.ai	Tool	MetalEvaporators	Metal evaporators	Metal evaporators	41104803	
onet.org.ai	Tool	ParametricTesters	Parametric testers	Parametric testers	41113706	
onet.org.ai	Tool	ParyleneCoaters	Parylene coaters	Parylene coaters	23211101	
onet.org.ai	Tool	PhotoresistDispensingSystems	Photoresist dispensing systems	Photoresist dispensing systems	23211101	
onet.org.ai	Tool	Picoammeters	Picoammeters	Picoammeters	41113601	
onet.org.ai	Tool	Plasma_Enhanced_Chemical_Vapor_Deposition_Pecvd_Systems	Plasma enhanced chemical vapor deposition PECVD systems	Plasma enhanced chemical vapor deposition PECVD systems	23211101	
onet.org.ai	Tool	Polarimeters	Polarimeters	Polarimeters	41115312	
onet.org.ai	Tool	Radio_Frequency_Rf_Sputtering_Systems	Radio frequency RF sputtering systems	Radio frequency RF sputtering systems	23211101	
onet.org.ai	Tool	RamanScatteringSpectroscopes	Raman scattering spectroscopes	Raman scattering spectroscopes	41115403	
onet.org.ai	Tool	ResistivityMeasurementSystems	Resistivity measurement systems	Resistivity measurement systems	41113635	
onet.org.ai	Tool	SemiconductorParameterAnalyzers	Semiconductor parameter analyzers	Semiconductor parameter analyzers	41113706	
onet.org.ai	Tool	SpectroscopicEllipsometers	Spectroscopic ellipsometers	Spectroscopic ellipsometers	41111623	
onet.org.ai	Tool	SputterDepositionSystems	Sputter deposition systems	Sputter deposition systems	23211101	
onet.org.ai	Tool	StepperAligners	Stepper aligners	Stepper aligners	23211101	
onet.org.ai	Tool	Thin_Film_Deposition_Systems	Thin film deposition systems	Thin film deposition systems	23211101	
onet.org.ai	Tool	Thin_Film_Measurement_Systems	Thin film measurement systems	Thin film measurement systems	41113706	
onet.org.ai	Tool	TimeIntervalAnalyzers	Time interval analyzers	Time interval analyzers	41113709	
onet.org.ai	Tool	UltravioletOzoneCleaners	Ultraviolet ozone cleaners	Ultraviolet ozone cleaners	42281501	
onet.org.ai	Tool	VibrationMeasurementSystems	Vibration measurement systems	Vibration measurement systems	41114624	
onet.org.ai	Tool	Wet_Chemical_Etching_Systems	Wet chemical etching systems	Wet chemical etching systems	23211101	
onet.org.ai	Tool	Autocorrelators	Autocorrelators	Autocorrelators	41115306	
onet.org.ai	Tool	BenchRefractometers	Bench refractometers	Bench refractometers	41115312	
onet.org.ai	Tool	ChemicalHoods	Chemical hoods	Chemical hoods	41103502	
onet.org.ai	Tool	Coherent_Anti_Stokes_Raman_Scattering_Cars_Microscopes	Coherent anti-Stokes Raman scattering CARS microscopes	Coherent anti-Stokes Raman scattering CARS microscopes	41111723	
onet.org.ai	Tool	ConfocalFluorescenceMicroscopes	Confocal fluorescence microscopes	Confocal fluorescence microscopes	41111722	
onet.org.ai	Tool	ContactLithographySystems	Contact lithography systems	Contact lithography systems	23211101	
onet.org.ai	Tool	Cryostats	Cryostats	Cryostats	41103003	
onet.org.ai	Tool	CurrentMonitors	Current monitors	Current monitors	41113637	
onet.org.ai	Tool	DeconvolutionFluorescenceMicroscopes	Deconvolution fluorescence microscopes	Deconvolution fluorescence microscopes	41111722	
onet.org.ai	Tool	DigitalPanelMeters	Digital panel meters	Digital panel meters	41111908	
onet.org.ai	Tool	Digital_Storage_Oscilloscopes_Dso	Digital storage oscilloscopes DSO	Digital storage oscilloscopes DSO	41113638	
onet.org.ai	Tool	Electron_Beam_Lithography_Systems	Electron beam lithography systems	Electron beam lithography systems	23211101	
onet.org.ai	Tool	ExtremeUltravioletLasers	Extreme ultraviolet lasers	Extreme ultraviolet lasers	41115307	
onet.org.ai	Tool	FemtosecondLasers	Femtosecond lasers	Femtosecond lasers	41115307	
onet.org.ai	Tool	FluorescenceLifetimeSpectrometers	Fluorescence lifetime spectrometers	Fluorescence lifetime spectrometers	41115401	
onet.org.ai	Tool	InfraredViewers	Infrared viewers	Infrared viewers	41115321	
onet.org.ai	Tool	LaserBeamProfilers	Laser beam profilers	Laser beam profilers	41115322	
onet.org.ai	Tool	LaserDopplerVibrometers	Laser Doppler vibrometers	Laser Doppler vibrometers	41114624	
onet.org.ai	Tool	LaserTweezers	Laser tweezers	Laser tweezers	41115307	
onet.org.ai	Tool	LineScanCameras	Line scan cameras	Line scan cameras	45121504	
onet.org.ai	Tool	MicroprobeStations	Microprobe stations	Microprobe stations	41111711	
onet.org.ai	Tool	Near_Field_Scanning_Optical_Microscopes_Nsom	Near field scanning optical microscopes NSOM	Near field scanning optical microscopes NSOM	41111723	
onet.org.ai	Tool	NearInfraredCameras	Near infrared cameras	Near infrared cameras	41115321	
onet.org.ai	Tool	NitrogenLasers	Nitrogen lasers	Nitrogen lasers	41115307	
onet.org.ai	Tool	OpticalChoppers	Optical choppers	Optical choppers	31242208	
onet.org.ai	Tool	OpticalFiberCleavers	Optical fiber cleavers	Optical fiber cleavers	27111503	
onet.org.ai	Tool	Photodetectors	Photodetectors	Photodetectors	41115701	
onet.org.ai	Tool	PhotodiodeArrayDetectors	Photodiode array detectors	Photodiode array detectors	41115309	
onet.org.ai	Tool	PhotonCountingSystems	Photon counting systems	Photon counting systems	41115304	
onet.org.ai	Tool	ProbeTestStations	Probe test stations	Probe test stations	41111711	
onet.org.ai	Tool	RamanMicroscopes	Raman microscopes	Raman microscopes	41111723	
onet.org.ai	Tool	Reactive_Ion_Etchers_Rie	Reactive ion etchers RIE	Reactive ion etchers RIE	23211101	
onet.org.ai	Tool	SinglePhotonLasers	Single photon lasers	Single photon lasers	41115307	
onet.org.ai	Tool	StreakCameras	Streak cameras	Streak cameras	41115309	
onet.org.ai	Tool	Total_Internal_Reflection_Fluorescence_Tirf_Microscopes	Total internal reflection fluorescence TIRF microscopes	Total internal reflection fluorescence TIRF microscopes	41111722	
onet.org.ai	Tool	TunableDiodeLasers	Tunable diode lasers	Tunable diode lasers	41115307	
onet.org.ai	Tool	TunableDyeLasers	Tunable dye lasers	Tunable dye lasers	41115307	
onet.org.ai	Tool	VacuumDepositionSystems	Vacuum deposition systems	Vacuum deposition systems	23211101	
onet.org.ai	Tool	WavelengthMeters	Wavelength meters	Wavelength meters	41115306	
onet.org.ai	Tool	XenonArcLamps	Xenon arc lamps	Xenon arc lamps	39101625	
onet.org.ai	Tool	SignalConditioners	Signal conditioners	Signal conditioners	39121020	
onet.org.ai	Tool	SonarRings	Sonar rings	Sonar rings	41115501	
onet.org.ai	Tool	TorqueMeters	Torque meters	Torque meters	41111934	
onet.org.ai	Tool	VisionSystems	Vision systems	Vision systems	43211718	
onet.org.ai	Tool	WeldingGunTorches	Welding gun torches	Welding gun torches	23271603	
onet.org.ai	Tool	AshingSystems	Ashing systems	Ashing systems	41104609	
onet.org.ai	Tool	AtmosphericFurnaces	Atmospheric furnaces	Atmospheric furnaces	41104609	
onet.org.ai	Tool	AtomicAbsorptionSpectrometers	Atomic absorption spectrometers	Atomic absorption spectrometers	41115407	
onet.org.ai	Tool	CapacitanceMeters	Capacitance meters	Capacitance meters	41113604	
onet.org.ai	Tool	Capacitance_Voltage_C_V_Plotters	Capacitance-voltage C-V plotters	Capacitance-voltage C-V plotters	41113604	
onet.org.ai	Tool	ConfocalRamanMicroscopes	Confocal Raman microscopes	Confocal Raman microscopes	41111723	
onet.org.ai	Tool	CryocutMicrotomes	Cryocut microtomes	Cryocut microtomes	41102916	
onet.org.ai	Tool	Differential_Interference_Contrast_Dic_Microscopes	Differential interference contrast DIC microscopes	Differential interference contrast DIC microscopes	41111709	
onet.org.ai	Tool	DownstreamStrippers	Downstream strippers	Downstream strippers	23211101	
onet.org.ai	Tool	Energy_Dispersive_X_Ray_Edx_Spectroscopes	Energy dispersive x-ray EDX spectroscopes	Energy dispersive x-ray EDX spectroscopes	41115403	
onet.org.ai	Tool	Field_Emission_Scanning_Electron_Microscopes_Fesem	Field emission scanning electron microscopes FESEM	Field emission scanning electron microscopes FESEM	41111720	
onet.org.ai	Tool	FluorescenceOpticalMicroscopes	Fluorescence optical microscopes	Fluorescence optical microscopes	41111709	
onet.org.ai	Tool	Focused_Ion_Beam_Scanning_Electron_Microscopes_Fib_Sem	Focused ion beam scanning electron microscopes FIB-SEM	Focused ion beam scanning electron microscopes FIB-SEM	41111720	
onet.org.ai	Tool	Graphics_Processing_Units_Gpu	Graphics processing units GPU	Graphics processing units GPU	32101626	
onet.org.ai	Tool	HandheldRefractometers	Handheld refractometers	Handheld refractometers	41115313	
onet.org.ai	Tool	ImageReversalOvens	Image reversal ovens	Image reversal ovens	23211101	
onet.org.ai	Tool	InfraredMicroscopes	Infrared microscopes	Infrared microscopes	41115408	
onet.org.ai	Tool	IonMills	Ion mills	Ion mills	23211101	
onet.org.ai	Tool	LappingMachines	Lapping machines	Lapping machines	23131509	
onet.org.ai	Tool	LaserFlashSystems	Laser flash systems	Laser flash systems	41113009	
onet.org.ai	Tool	LaserPatternGenerators	Laser pattern generators	Laser pattern generators	41115320	
onet.org.ai	Tool	Laser_Scanning_Confocal_Microscopes	Laser scanning confocal microscopes	Laser scanning confocal microscopes	41111723	
onet.org.ai	Tool	MagnetronSputteringSystems	Magnetron sputtering systems	Magnetron sputtering systems	23211101	
onet.org.ai	Tool	MaskWriters	Mask writers	Mask writers	23211101	
onet.org.ai	Tool	Metal_Organic_Chemical_Vapor_Deposition_Mocvd_Systems	Metal-organic chemical vapor deposition MOCVD systems	Metal-organic chemical vapor deposition MOCVD systems	23211101	
onet.org.ai	Tool	Nanoimprint_Lithography_Nil_Systems	Nanoimprint lithography NIL systems	Nanoimprint lithography NIL systems	23211101	
onet.org.ai	Tool	OpticalInspectionMicroscopes	Optical inspection microscopes	Optical inspection microscopes	41111709	
onet.org.ai	Tool	OpticalPatternGenerators	Optical pattern generators	Optical pattern generators	41115320	
onet.org.ai	Tool	OpticalProfilers	Optical profilers	Optical profilers	41111709	
onet.org.ai	Tool	OxideEtchers	Oxide etchers	Oxide etchers	23211101	
onet.org.ai	Tool	ParyleneDepositionSystems	Parylene deposition systems	Parylene deposition systems	23211101	
onet.org.ai	Tool	PlasmaCleaningSystems	Plasma cleaning systems	Plasma cleaning systems	23211101	
onet.org.ai	Tool	Potentiostats	Potentiostats	Potentiostats	41113633	
onet.org.ai	Tool	PulsedLaserSystems	Pulsed laser systems	Pulsed laser systems	41115307	
onet.org.ai	Tool	RamanScatteringMicroscopes	Raman scattering microscopes	Raman scattering microscopes	41111725	
onet.org.ai	Tool	Reciprocating_Shaker_Water_Baths	Reciprocating shaker water baths	Reciprocating shaker water baths	41103711	
onet.org.ai	Tool	ResistanceEvaporators	Resistance evaporators	Resistance evaporators	41104803	
onet.org.ai	Tool	ScanningAugerMicroscopes	Scanning auger microscopes	Scanning auger microscopes	41111720	
onet.org.ai	Tool	ScanningEllipsometers	Scanning ellipsometers	Scanning ellipsometers	41111623	
onet.org.ai	Tool	SpinDryers	Spin dryers	Spin dryers	41104510	
onet.org.ai	Tool	SpinRinseDryers	Spin rinse dryers	Spin rinse dryers	41104510	
onet.org.ai	Tool	SputterCoaters	Sputter coaters	Sputter coaters	23211101	
onet.org.ai	Tool	SurfaceChargeAnalyzers	Surface charge analyzers	Surface charge analyzers	41113637	
onet.org.ai	Tool	SurfaceProfilers	Surface profilers	Surface profilers	41114508	
onet.org.ai	Tool	TemperatureControllers	Temperature controllers	Temperature controllers	41112214	
onet.org.ai	Tool	ThermalEvaporators	Thermal evaporators	Thermal evaporators	41104803	
onet.org.ai	Tool	TunableLasers	Tunable lasers	Tunable lasers	41115307	
onet.org.ai	Tool	Ultramicrotomes	Ultramicrotomes	Ultramicrotomes	41102916	
onet.org.ai	Tool	UltrasonicCutters	Ultrasonic cutters	Ultrasonic cutters	23211101	
onet.org.ai	Tool	VacuumOvens	Vacuum ovens	Vacuum ovens	41104509	
onet.org.ai	Tool	VideoMicroscopes	Video microscopes	Video microscopes	41111708	
onet.org.ai	Tool	WaferBondAligners	Wafer bond aligners	Wafer bond aligners	23211101	
onet.org.ai	Tool	WaferSaws	Wafer saws	Wafer saws	23211101	
onet.org.ai	Tool	WaferSpinners	Wafer spinners	Wafer spinners	23211101	
onet.org.ai	Tool	X_Ray_Photoelectron_Spectrometers	X-ray photoelectron spectrometers	X-ray photoelectron spectrometers	41115403	
onet.org.ai	Tool	ZetaPotentialAnalyzers	Zeta potential analyzers	Zeta potential analyzers	41102703	
onet.org.ai	Tool	Sonic_Detection_And_Ranging_Sodar_Equipment	Sonic detection and ranging SODAR equipment	Sonic detection and ranging SODAR equipment	41114409	
onet.org.ai	Tool	ApparentPowerMeters	Apparent power meters	Apparent power meters	41113708	
onet.org.ai	Tool	BenchOvens	Bench ovens	Bench ovens	41104501	
onet.org.ai	Tool	Chronopotentiometers	Chronopotentiometers	Chronopotentiometers	41113633	
onet.org.ai	Tool	CompressionTesters	Compression testers	Compression testers	41114602	
onet.org.ai	Tool	Coulometers	Coulometers	Coulometers	41101803	
onet.org.ai	Tool	CreepTesters	Creep testers	Creep testers	41114606	
onet.org.ai	Tool	DataLoggers	Data loggers	Data loggers	43211715	
onet.org.ai	Tool	DigitalImagingMicroscopes	Digital imaging microscopes	Digital imaging microscopes	41111737	
onet.org.ai	Tool	DigitalPatternGenerators	Digital pattern generators	Digital pattern generators	41115320	
onet.org.ai	Tool	DigitalResistanceThermometers	Digital resistance thermometers	Digital resistance thermometers	41112211	
onet.org.ai	Tool	Electron_Energy_Loss_Spectrometers	Electron energy loss spectrometers	Electron energy loss spectrometers	41115403	
onet.org.ai	Tool	EnvironmentalChambers	Environmental chambers	Environmental chambers	41103410	
onet.org.ai	Tool	FatigueTesters	Fatigue testers	Fatigue testers	41114608	
onet.org.ai	Tool	FilmExtruders	Film extruders	Film extruders	23151503	
onet.org.ai	Tool	FlexureTesters	Flexure testers	Flexure testers	41114623	
onet.org.ai	Tool	FlowCoulometricDetectors	Flow coulometric detectors	Flow coulometric detectors	41101803	
onet.org.ai	Tool	Focused_Ion_Beam_Fib_Systems	Focused ion beam FIB systems	Focused ion beam FIB systems	23211101	
onet.org.ai	Tool	GraphicsTablets	Graphics tablets	Graphics tablets	43211712	
onet.org.ai	Tool	HighPrecisionBalances	High-precision balances	High-precision balances	41111517	
onet.org.ai	Tool	HipotTesters	Hipot testers	Hipot testers	20122403	
onet.org.ai	Tool	HumidityOvens	Humidity ovens	Humidity ovens	41104501	
onet.org.ai	Tool	Inert_Atmosphere_Glove_Boxes	Inert atmosphere glove boxes	Inert atmosphere glove boxes	41103406	
onet.org.ai	Tool	Ion_Beam_Assisted_Deposition_Ibad_Systems	Ion beam assisted deposition IBAD systems	Ion beam assisted deposition IBAD systems	23211101	
onet.org.ai	Tool	IrradianceDetectors	Irradiance detectors	Irradiance detectors	41114407	
onet.org.ai	Tool	LaboratoryTubeFurnaces	Laboratory tube furnaces	Laboratory tube furnaces	41104603	
onet.org.ai	Tool	LifetimeTesters	Lifetime testers	Lifetime testers	41113706	
onet.org.ai	Tool	MaskAligners	Mask aligners	Mask aligners	23211101	
onet.org.ai	Tool	MechanicalShakers	Mechanical shakers	Mechanical shakers	41103811	
onet.org.ai	Tool	Meggers	Meggers	Meggers	41113628	
onet.org.ai	Tool	OpticalScanners	Optical scanners	Optical scanners	43211717	
onet.org.ai	Tool	PermeationTesters	Permeation testers	Permeation testers	41113118	
onet.org.ai	Tool	PhaseAngleMeters	Phase angle meters	Phase angle meters	41115305	
onet.org.ai	Tool	PhotovoltaicArraySimulators	Photovoltaic array simulators	Photovoltaic array simulators	41113647	
onet.org.ai	Tool	PolarographicAnalyzers	Polarographic analyzers	Polarographic analyzers	41115314	
onet.org.ai	Tool	PowerQualityMeters	Power quality meters	Power quality meters	41113708	
onet.org.ai	Tool	PullTesters	Pull testers	Pull testers	27113101	
onet.org.ai	Tool	RamanSpectrometers	Raman spectrometers	Raman spectrometers	41115403	
onet.org.ai	Tool	ReactivePowerMeters	Reactive power meters	Reactive power meters	41113708	
onet.org.ai	Tool	RecordingAmmeters	Recording ammeters	Recording ammeters	41113601	
onet.org.ai	Tool	ReflectanceSpectrometers	Reflectance spectrometers	Reflectance spectrometers	41115403	
onet.org.ai	Tool	ShearTesters	Shear testers	Shear testers	41114619	
onet.org.ai	Tool	Thermopiles	Thermopiles	Thermopiles	41112206	
onet.org.ai	Tool	UltrasonicCleaners	Ultrasonic cleaners	Ultrasonic cleaners	42282017	
onet.org.ai	Tool	VacuumLaminators	Vacuum laminators	Vacuum laminators	44102801	
onet.org.ai	Tool	VideoCameras	Video cameras	Video cameras	45121515	
onet.org.ai	Tool	ArchitectsScales	Architects' scales	Architects' scales	44111807	
onet.org.ai	Tool	BacklitDigitizers	Backlit digitizers	Backlit digitizers	43211711	
onet.org.ai	Tool	Computer_Aided_Design_Cad_Multi_Unit_Display_Graphics_Cards	Computer aided design CAD multi-unit display graphics cards	Computer aided design CAD multi-unit display graphics cards	43201401	
onet.org.ai	Tool	ElectronicScales	Electronic scales	Electronic scales	44111807	
onet.org.ai	Tool	EstimatingKeypads	Estimating keypads	Estimating keypads	43211713	
onet.org.ai	Tool	FlexibleCurves	Flexible curves	Flexible curves	44111805	
onet.org.ai	Tool	LargeFormatDigitizers	Large-format digitizers	Large-format digitizers	43211711	
onet.org.ai	Tool	Pressure_Sensitive_Graphic_Tablets	Pressure-sensitive graphic tablets	Pressure-sensitive graphic tablets	43211509	
onet.org.ai	Tool	SonicDigitizers	Sonic digitizers	Sonic digitizers	43211711	
onet.org.ai	Tool	Three_Dimensional_Laser_Digitizers	Three-dimensional laser digitizers	Three-dimensional laser digitizers	43211711	
onet.org.ai	Tool	Three_Dimensional_Motion_Controllers	Three-dimensional motion controllers	Three-dimensional motion controllers	43211708	
onet.org.ai	Tool	Three_Dimensional_Stereoscopic_Projectors	Three-dimensional stereoscopic projectors	Three-dimensional stereoscopic projectors	45111609	
onet.org.ai	Tool	Wide_Format_Document_Scanners	Wide-format document scanners	Wide-format document scanners	43211711	
onet.org.ai	Tool	DraftingCurves	Drafting curves	Drafting curves	44111805	
onet.org.ai	Tool	CuttingPlotters	Cutting plotters	Cutting plotters	43212107	
onet.org.ai	Tool	AccelerometerSensors	Accelerometer sensors	Accelerometer sensors	41111921	
onet.org.ai	Tool	AirDrills	Air drills	Air drills	27131505	
onet.org.ai	Tool	AirSupplyingRespirators	Air-supplying respirators	Air-supplying respirators	46182002	
onet.org.ai	Tool	AligningPunches	Aligning punches	Aligning punches	27111505	
onet.org.ai	Tool	AlignmentSquares	Alignment squares	Alignment squares	27111803	
onet.org.ai	Tool	AllenWrenches	Allen wrenches	Allen wrenches	27111710	
onet.org.ai	Tool	AnnealingOvens	Annealing ovens	Annealing ovens	41104509	
onet.org.ai	Tool	AviationSnips	Aviation snips	Aviation snips	27111507	
onet.org.ai	Tool	BallPeenHammers	Ball peen hammers	Ball peen hammers	27111616	
onet.org.ai	Tool	BenchVises	Bench vises	Bench vises	27112102	
onet.org.ai	Tool	BleederWrenches	Bleeder wrenches	Bleeder wrenches	27111714	
onet.org.ai	Tool	BodyHarnesses	Body harnesses	Body harnesses	46182306	
onet.org.ai	Tool	BoreGauges	Bore gauges	Bore gauges	41111647	
onet.org.ai	Tool	Borescopes	Borescopes	Borescopes	41111716	
onet.org.ai	Tool	BottomingTaps	Bottoming taps	Bottoming taps	23241615	
onet.org.ai	Tool	BoxEndWrenches	Box end wrenches	Box end wrenches	27111705	
onet.org.ai	Tool	BrazingEquipment	Brazing equipment	Brazing equipment	23271821	
onet.org.ai	Tool	BrazingHearths	Brazing hearths	Brazing hearths	23271821	
onet.org.ai	Tool	Bubble_Emission_Inspection_Equipment	Bubble emission inspection equipment	Bubble emission inspection equipment	41111809	
onet.org.ai	Tool	CenterPunches	Center punches	Center punches	27111505	
onet.org.ai	Tool	CombinationWrenches	Combination wrenches	Combination wrenches	27111713	
onet.org.ai	Tool	Countersinks	Countersinks	Countersinks	27112812	
onet.org.ai	Tool	DepthGauges	Depth gauges	Depth gauges	41112401	
onet.org.ai	Tool	DepthMicrometers	Depth micrometers	Depth micrometers	41111601	
onet.org.ai	Tool	DialCalipers	Dial calipers	Dial calipers	41111621	
onet.org.ai	Tool	DigitalHeightGauges	Digital height gauges	Digital height gauges	41111614	
onet.org.ai	Tool	DigitalTorqueWrenches	Digital torque wrenches	Digital torque wrenches	27111715	
onet.org.ai	Tool	DrillPresses	Drill presses	Drill presses	23241801	
onet.org.ai	Tool	DrivePunches	Drive punches	Drive punches	27111505	
onet.org.ai	Tool	Dye_Penetrant_Inspection_Equipment	Dye penetrant inspection equipment	Dye penetrant inspection equipment	41111802	
onet.org.ai	Tool	Eddy_Current_Inspection_Equipment	Eddy current inspection equipment	Eddy current inspection equipment	41111801	
onet.org.ai	Tool	ElectronicTorqueTesters	Electronic torque testers	Electronic torque testers	41111934	
onet.org.ai	Tool	FireExtinguishers	Fire extinguishers	Fire extinguishers	46191601	
onet.org.ai	Tool	FlatFiles	Flat files	Flat files	27111929	
onet.org.ai	Tool	Fluorescent_Penetrant_Inspection_Equipment	Fluorescent penetrant inspection equipment	Fluorescent penetrant inspection equipment	41111803	
onet.org.ai	Tool	Gamma_Ray_Testing_Equipment	Gamma ray testing equipment	Gamma ray testing equipment	41111807	
onet.org.ai	Tool	GantryMills	Gantry mills	Gantry mills	23242504	
onet.org.ai	Tool	Gas_Arc_Welding_Equipment	Gas arc welding equipment	Gas arc welding equipment	23271707	
onet.org.ai	Tool	GaugeBlocks	Gauge blocks	Gauge blocks	41111618	
onet.org.ai	Tool	GonoGoGauges	Go/no-go gauges	Go/no-go gauges	41111619	
onet.org.ai	Tool	Gyroscopes	Gyroscopes	Gyroscopes	41111918	
onet.org.ai	Tool	HalfRoundFiles	Half-round files	Half-round files	27111931	
onet.org.ai	Tool	HandSnips	Hand snips	Hand snips	27111519	
onet.org.ai	Tool	HookSpannerWrenches	Hook spanner wrenches	Hook spanner wrenches	27111726	
onet.org.ai	Tool	Hydrasets	Hydrasets	Hydrasets	24101610	
onet.org.ai	Tool	InfraredInspectionEquipment	Infrared inspection equipment	Infrared inspection equipment	41115321	
onet.org.ai	Tool	KnifeFiles	Knife files	Knife files	27111943	
onet.org.ai	Tool	LayoutCompasses	Layout compasses	Layout compasses	44111803	
onet.org.ai	Tool	Magnetic_Particle_Inspection_Equipment	Magnetic particle inspection equipment	Magnetic particle inspection equipment	41111803	
onet.org.ai	Tool	Mallets	Mallets	Mallets	27111601	
onet.org.ai	Tool	Micrometers	Micrometers	Micrometers	41111601	
onet.org.ai	Tool	MillFiles	Mill files	Mill files	27111940	
onet.org.ai	Tool	OffsetScrewdrivers	Offset screwdrivers	Offset screwdrivers	27111767	
onet.org.ai	Tool	PaintBooths	Paint booths	Paint booths	23153501	
onet.org.ai	Tool	PinPunches	Pin punches	Pin punches	27111505	
onet.org.ai	Tool	PlanerGauges	Planer gauges	Planer gauges	41111614	
onet.org.ai	Tool	PlugGauges	Plug gauges	Plug gauges	41111619	
onet.org.ai	Tool	PlugTaps	Plug taps	Plug taps	23241615	
onet.org.ai	Tool	PowerScrewdrivers	Power screwdrivers	Power screwdrivers	27112710	
onet.org.ai	Tool	PrecisionFiles	Precision files	Precision files	27111944	
onet.org.ai	Tool	PrickPunches	Prick punches	Prick punches	27111505	
