ns	type	id	name	description	code	commodityTitle
onet.org.ai	Tool	10KeyCalculators	10-key calculators	10-key calculators	44101809	
onet.org.ai	Tool	DesktopComputers	Desktop computers	Desktop computers	43211507	
onet.org.ai	Tool	LaptopComputers	Laptop computers	Laptop computers	43211503	
onet.org.ai	Tool	PersonalComputers	Personal computers	Personal computers	43211508	
onet.org.ai	Tool	Personal_Digital_Assistants_Pda	Personal digital assistants PDA	Personal digital assistants PDA	43211504	
onet.org.ai	Tool	Smartphones	Smartphones	Smartphones	43191501	
onet.org.ai	Tool	Universal_Serial_Bus_Usb_Flash_Drives	Universal serial bus USB flash drives	Universal serial bus USB flash drives	43201813	
onet.org.ai	Tool	Computer_Data_Input_Scanners	Computer data input scanners	Computer data input scanners	43211711	
onet.org.ai	Tool	HandheldComputers	Handheld computers	Handheld computers	43211715	
onet.org.ai	Tool	Multi_Line_Telephone_Systems	Multi-line telephone systems	Multi-line telephone systems	43191507	
onet.org.ai	Tool	PhotocopyingEquipment	Photocopying equipment	Photocopying equipment	44101501	
onet.org.ai	Tool	VideoTeleconferencingSystems	Video teleconferencing systems	Video teleconferencing systems	45111902	
onet.org.ai	Tool	CellPhones	Cell phones	Cell phones	43191501	
onet.org.ai	Tool	ComputerScanners	Computer scanners	Computer scanners	43211711	
onet.org.ai	Tool	Credit_Card_Processing_Machines	Credit card processing machines	Credit card processing machines	43211702	
onet.org.ai	Tool	DigitalCameras	Digital cameras	Digital cameras	45121504	
onet.org.ai	Tool	Handtrucks	Handtrucks	Handtrucks	24101504	
onet.org.ai	Tool	HumidityTestChambers	Humidity test chambers	Humidity test chambers	41103418	
onet.org.ai	Tool	MagneticCardReaders	Magnetic card readers	Magnetic card readers	43211702	
onet.org.ai	Tool	Point_Of_Sale_Pos_Systems	Point of sale POS systems	Point of sale POS systems	43211505	
onet.org.ai	Tool	Profilometers	Profilometers	Profilometers	41114508	
onet.org.ai	Tool	Spectrometers	Spectrometers	Spectrometers	41115403	
onet.org.ai	Tool	SurveillanceCameras	Surveillance cameras	Surveillance cameras	46171610	
onet.org.ai	Tool	VacuumTestChambers	Vacuum test chambers	Vacuum test chambers	41103305	
onet.org.ai	Tool	ComputerLaserPrinters	Computer laser printers	Computer laser printers	43212105	
onet.org.ai	Tool	TabletComputers	Tablet computers	Tablet computers	43211509	
onet.org.ai	Tool	WirelessDesktopPrinters	Wireless desktop printers	Wireless desktop printers	43212105	
onet.org.ai	Tool	LaserFacsimileMachines	Laser facsimile machines	Laser facsimile machines	44101508	
onet.org.ai	Tool	NotebookComputers	Notebook computers	Notebook computers	43211503	
onet.org.ai	Tool	Scanners	Scanners	Scanners	43211711	
onet.org.ai	Tool	Photocopiers	Photocopiers	Photocopiers	44101501	
onet.org.ai	Tool	MobilePhones	Mobile phones	Mobile phones	43191501	
onet.org.ai	Tool	ApproachDetectionSystems	Approach detection systems	Approach detection systems	46171608	
onet.org.ai	Tool	ExplosivesDetectors	Explosives detectors	Explosives detectors	46171635	
onet.org.ai	Tool	FireAlarmSystems	Fire alarm systems	Fire alarm systems	46171604	
onet.org.ai	Tool	KeylessEntrySystems	Keyless entry systems	Keyless entry systems	46171619	
onet.org.ai	Tool	MultilineTelephoneSystems	Multiline telephone systems	Multiline telephone systems	43191507	
onet.org.ai	Tool	Physical_Access_Control_Systems	Physical access control systems	Physical access control systems	46171619	
onet.org.ai	Tool	SecurityAlarmSystems	Security alarm systems	Security alarm systems	46171604	
onet.org.ai	Tool	TeleconferencingEquipment	Teleconferencing equipment	Teleconferencing equipment	43221522	
onet.org.ai	Tool	VideoSurveillanceSystems	Video surveillance systems	Video surveillance systems	46171612	
onet.org.ai	Tool	VideoconferencingEquipment	Videoconferencing equipment	Videoconferencing equipment	45111902	
onet.org.ai	Tool	AccessServers	Access servers	Access servers	43222625	
onet.org.ai	Tool	ComputerServers	Computer servers	Computer servers	43211501	
onet.org.ai	Tool	ComputerToolKits	Computer tool kits	Computer tool kits	27113203	
onet.org.ai	Tool	FileServers	File servers	File servers	43211501	
onet.org.ai	Tool	Industry_Standard_Architectureperipheral_Component_Interconnect_Isapci_Cards	Industry standard architecture/peripheral component interconnect ISA/PCI cards	Industry standard architecture/peripheral component interconnect ISA/PCI cards	43201407	
onet.org.ai	Tool	InkjetPrinters	Inkjet printers	Inkjet printers	43212104	
onet.org.ai	Tool	Internet_Information_Services_Iis_Servers	Internet Information Services IIS Servers	Internet Information Services IIS Servers	43211501	
onet.org.ai	Tool	LaserPrinters	Laser printers	Laser printers	43212105	
onet.org.ai	Tool	MainframeComputers	Mainframe computers	Mainframe computers	43211512	
onet.org.ai	Tool	MidRangeComputers	Mid-range computers	Mid-range computers	43211501	
onet.org.ai	Tool	Minicomputers	Minicomputers	Minicomputers	43211501	
onet.org.ai	Tool	NetwareServers	Netware servers	Netware servers	43211501	
onet.org.ai	Tool	NetworkAnalyzers	Network analyzers	Network analyzers	41113711	
onet.org.ai	Tool	Network_Interface_Cards_Nic	Network interface cards NIC	Network interface cards NIC	43201404	
onet.org.ai	Tool	NetworkRouters	Network routers	Network routers	43222609	
onet.org.ai	Tool	NetworkSwitches	Network switches	Network switches	43222612	
onet.org.ai	Tool	PrintServers	Print servers	Print servers	43201537	
onet.org.ai	Tool	PunchdownTools	Punchdown tools	Punchdown tools	27111505	
onet.org.ai	Tool	RobotAutomationTool	Robot automation tool	Robot automation tool	43222627	
onet.org.ai	Tool	Screwdrivers	Screwdrivers	Screwdrivers	27111701	
onet.org.ai	Tool	StorageServers	Storage servers	Storage servers	43211501	
onet.org.ai	Tool	WebServers	Web servers	Web servers	43211501	
onet.org.ai	Tool	Workstations	Workstations	Workstations	43211502	
onet.org.ai	Tool	AirSamplers	Air samplers	Air samplers	41104008	
onet.org.ai	Tool	All_Terrain_Vehicles_Atv	All terrain vehicles ATV	All terrain vehicles ATV	25101905	
onet.org.ai	Tool	CombustibleGasMonitors	Combustible gas monitors	Combustible gas monitors	26131701	
onet.org.ai	Tool	Diesel_Reciprocating_Engine_Generator_Sets	Diesel reciprocating engine generator sets	Diesel reciprocating engine generator sets	26111601	
onet.org.ai	Tool	EnclosedFlares	Enclosed flares	Enclosed flares	26131608	
onet.org.ai	Tool	Forklifts	Forklifts	Forklifts	24101603	
onet.org.ai	Tool	GasLeakDetectors	Gas leak detectors	Gas leak detectors	46171613	
onet.org.ai	Tool	Gas_Reciprocating_Engine_Generator_Sets	Gas reciprocating engine generator sets	Gas reciprocating engine generator sets	26111604	
onet.org.ai	Tool	MicroAnemometers	Micro anemometers	Micro anemometers	41114401	
onet.org.ai	Tool	MultipleGasMonitors	Multiple gas monitors	Multiple gas monitors	41113118	
onet.org.ai	Tool	OpenFlares	Open flares	Open flares	26131608	
onet.org.ai	Tool	OxygenAnalyzers	Oxygen analyzers	Oxygen analyzers	41113110	
onet.org.ai	Tool	PressureGauges	Pressure gauges	Pressure gauges	41111927	
onet.org.ai	Tool	PressureValves	Pressure valves	Pressure valves	40141604	
onet.org.ai	Tool	Squares	Squares	Squares	27111803	
onet.org.ai	Tool	TapeMeasures	Tape measures	Tape measures	27111801	
onet.org.ai	Tool	TaperGauges	Taper gauges	Taper gauges	41111648	
onet.org.ai	Tool	UtilityTrucks	Utility trucks	Utility trucks	25101507	
onet.org.ai	Tool	VernierCalipers	Vernier calipers	Vernier calipers	41111621	
onet.org.ai	Tool	AutomatedDiluters	Automated diluters	Automated diluters	41121502	
onet.org.ai	Tool	Automated_Microplate_Elisa_Readers	Automated microplate ELISA readers	Automated microplate ELISA readers	41113037	
onet.org.ai	Tool	CellularAssayEquipment	Cellular assay equipment	Cellular assay equipment	41115819	
onet.org.ai	Tool	ComputerInkjetPrinters	Computer inkjet printers	Computer inkjet printers	43212104	
onet.org.ai	Tool	ElectrophoresisEquipment	Electrophoresis equipment	Electrophoresis equipment	41105307	
onet.org.ai	Tool	Fourier_Transfer_Infrared_Ftir_Spectrometers	Fourier transfer infrared FTIR spectrometers	Fourier transfer infrared FTIR spectrometers	41115408	
onet.org.ai	Tool	GasChromatographyEquipment	Gas chromatography equipment	Gas chromatography equipment	41115703	
onet.org.ai	Tool	HandheldDataCollectors	Handheld data collectors	Handheld data collectors	43211715	
onet.org.ai	Tool	InfraredSpectroscopicEquipment	Infrared spectroscopic equipment	Infrared spectroscopic equipment	41115403	
onet.org.ai	Tool	LaboratoryAnalyticalBalances	Laboratory analytical balances	Laboratory analytical balances	41111517	
onet.org.ai	Tool	LaboratoryBenchtopCentrifuges	Laboratory benchtop centrifuges	Laboratory benchtop centrifuges	41103903	
onet.org.ai	Tool	LaboratoryExtractionEquipment	Laboratory extraction equipment	Laboratory extraction equipment	41104806	
onet.org.ai	Tool	LaboratoryMoistureBalances	Laboratory moisture balances	Laboratory moisture balances	41111513	
onet.org.ai	Tool	LiquidChromatographyEquipment	Liquid chromatography equipment	Liquid chromatography equipment	41115705	
onet.org.ai	Tool	PhAnalyzers	pH analyzers	pH analyzers	41115603	
onet.org.ai	Tool	Titrators	Titrators	Titrators	41115602	
onet.org.ai	Tool	Dataloggers	Dataloggers	Dataloggers	43211715	
onet.org.ai	Tool	DieselPoweredGenerators	Diesel-powered generators	Diesel-powered generators	26111601	
onet.org.ai	Tool	Large_Volume_Water_Pumps	Large volume water pumps	Large volume water pumps	40151510	
onet.org.ai	Tool	MaterialMovingCranes	Material moving cranes	Material moving cranes	24101623	
onet.org.ai	Tool	MobileRadios	Mobile radios	Mobile radios	43191510	
onet.org.ai	Tool	Programmable_Logic_Controllers_Plc	Programmable logic controllers PLC	Programmable logic controllers PLC	32101628	
onet.org.ai	Tool	AirMonitoringEquipment	Air monitoring equipment	Air monitoring equipment	41104008	
onet.org.ai	Tool	BallValves	Ball valves	Ball valves	40141607	
onet.org.ai	Tool	BeltConveyorSystems	Belt conveyor systems	Belt conveyor systems	24101712	
onet.org.ai	Tool	Dust_And_Particulate_Respirators	Dust and particulate respirators	Dust and particulate respirators	46182002	
onet.org.ai	Tool	ElectricTimingDevices	Electric timing devices	Electric timing devices	46171603	
onet.org.ai	Tool	EmergencyAlarmSystems	Emergency alarm systems	Emergency alarm systems	46171604	
onet.org.ai	Tool	FermentationProcessingVessels	Fermentation processing vessels	Fermentation processing vessels	41104301	
onet.org.ai	Tool	Flow_Control_Valves_Fcv	Flow control valves FCV	Flow control valves FCV	40141609	
onet.org.ai	Tool	GateButterflyValves	Gate butterfly valves	Gate butterfly valves	40141613	
onet.org.ai	Tool	GlassGraduatedCylinders	Glass graduated cylinders	Glass graduated cylinders	41121805	
onet.org.ai	Tool	GravityConvectionOvens	Gravity convection ovens	Gravity convection ovens	41104501	
onet.org.ai	Tool	HandSamplingPumps	Hand sampling pumps	Hand sampling pumps	40151506	
onet.org.ai	Tool	Hazardous_Material_Spill_Kits	Hazardous material spill kits	Hazardous material spill kits	47131905	
onet.org.ai	Tool	MoistureAnalyzers	Moisture analyzers	Moisture analyzers	41112304	
onet.org.ai	Tool	MoleSieves	Mole sieves	Mole sieves	41105003	
onet.org.ai	Tool	PhProbes	pH probes	pH probes	41115603	
onet.org.ai	Tool	ReactionFlasks	Reaction flasks	Reaction flasks	41121804	
onet.org.ai	Tool	SamplePorts	Sample ports	Sample ports	41104015	
onet.org.ai	Tool	Self_Contained_Breathing_Apparatus	Self-contained breathing apparatus	Self-contained breathing apparatus	46182004	
onet.org.ai	Tool	StopValves	Stop valves	Stop valves	40141611	
onet.org.ai	Tool	Throttle_Control_Valves_Tcv	Throttle control valves TCV	Throttle control valves TCV	40141609	
onet.org.ai	Tool	BiomassBoilers	Biomass boilers	Biomass boilers	40102001	
onet.org.ai	Tool	Bubbling_Fluidized_Bed_Boilers	Bubbling fluidized bed boilers	Bubbling fluidized bed boilers	40102001	
onet.org.ai	Tool	Circulating_Fluidized_Bed_Boilers	Circulating fluidized bed boilers	Circulating fluidized bed boilers	40102001	
onet.org.ai	Tool	CoolingTowers	Cooling towers	Cooling towers	40101703	
onet.org.ai	Tool	Heat_Recovery_Steam_Generators	Heat recovery steam generators	Heat recovery steam generators	26111608	
onet.org.ai	Tool	RadialStackers	Radial stackers	Radial stackers	24101708	
onet.org.ai	Tool	SteamBoilers	Steam boilers	Steam boilers	40102002	
onet.org.ai	Tool	SteamTurbines	Steam turbines	Steam turbines	26101505	
onet.org.ai	Tool	WaterSamplers	Water samplers	Water samplers	41104007	
onet.org.ai	Tool	WoodFeedSystems	Wood feed systems	Wood feed systems	22101715	
onet.org.ai	Tool	Dam_Water_Flow_Controls	Dam water flow controls	Dam water flow controls	40142207	
onet.org.ai	Tool	ElectricalCircuitBreakers	Electrical circuit breakers	Electrical circuit breakers	39121601	
onet.org.ai	Tool	ElectricalSwitchGear	Electrical switch gear	Electrical switch gear	26131808	
onet.org.ai	Tool	Hydraulic_Power_Generation_Equipment	Hydraulic power generation equipment	Hydraulic power generation equipment	26111606	
onet.org.ai	Tool	Hydroelectric_Power_Generator_Controls	Hydroelectric power generator controls	Hydroelectric power generator controls	26131803	
onet.org.ai	Tool	ImpulseTurbines	Impulse turbines	Impulse turbines	26101506	
onet.org.ai	Tool	PowerTransformers	Power transformers	Power transformers	39121002	
onet.org.ai	Tool	ProtectiveEarMuffs	Protective ear muffs	Protective ear muffs	46181902	
onet.org.ai	Tool	ProtectiveRespirators	Protective respirators	Protective respirators	46182002	
onet.org.ai	Tool	ReactionTurbines	Reaction turbines	Reaction turbines	26101506	
onet.org.ai	Tool	SafetyGlasses	Safety glasses	Safety glasses	46181802	
onet.org.ai	Tool	TurbineGenerators	Turbine generators	Turbine generators	26101506	
onet.org.ai	Tool	BarcodeScanners	Barcode scanners	Barcode scanners	43211701	
onet.org.ai	Tool	BarcodingLabels	Barcoding labels	Barcoding labels	55121608	
onet.org.ai	Tool	Global_Positioning_Systems_Gps	Global positioning systems GPS	Global positioning systems GPS	25173107	
onet.org.ai	Tool	PalletJacks	Pallet jacks	Pallet jacks	24101505	
onet.org.ai	Tool	PersonalProtectiveEquipment	Personal protective equipment	Personal protective equipment	46181509	
onet.org.ai	Tool	Radio_Frequency_Handheld_Terminals	Radio frequency handheld terminals	Radio frequency handheld terminals	43221721	
onet.org.ai	Tool	Radio_Frequency_Identification_Rfid_Devices	Radio frequency identification RFID devices	Radio frequency identification RFID devices	43211710	
onet.org.ai	Tool	Radio_Frequency_Truck_Mounted_Terminals	Radio frequency truck-mounted terminals	Radio frequency truck-mounted terminals	43221721	
onet.org.ai	Tool	Wireless_Communication_And_Satellite_Positioning_Tools	Wireless communication and satellite positioning tools	Wireless communication and satellite positioning tools	43223209	
onet.org.ai	Tool	Radio_Frequency_Identification_Rfid_Scanners	Radio frequency identification RFID scanners	Radio frequency identification RFID scanners	52161522	
onet.org.ai	Tool	Liquid_Crystal_Display_Lcd_Video_Projectors	Liquid crystal display LCD video projectors	Liquid crystal display LCD video projectors	45111614	
onet.org.ai	Tool	OpticalDiskDrives	Optical disk drives	Optical disk drives	43201811	
onet.org.ai	Tool	AudioRecordingEquipment	Audio recording equipment	Audio recording equipment	46171621	
onet.org.ai	Tool	Mp3Players	MP3 players	MP3 players	52161543	
onet.org.ai	Tool	AdjustableHandWrenches	Adjustable hand wrenches	Adjustable hand wrenches	27111707	
onet.org.ai	Tool	AdjustableWidemouthPliers	Adjustable widemouth pliers	Adjustable widemouth pliers	27112107	
onet.org.ai	Tool	AerationPumps	Aeration pumps	Aeration pumps	40151501	
onet.org.ai	Tool	AerosolFoggers	Aerosol foggers	Aerosol foggers	21101805	
onet.org.ai	Tool	AirCompressionEquipment	Air compression equipment	Air compression equipment	40151601	
onet.org.ai	Tool	Animal_Blood_Collection_Syringes	Animal blood collection syringes	Animal blood collection syringes	42121507	
onet.org.ai	Tool	AnimalFeeders	Animal feeders	Animal feeders	21101902	
onet.org.ai	Tool	AnimalTransportationTrailers	Animal transportation trailers	Animal transportation trailers	25181703	
onet.org.ai	Tool	AnimalVaccinationSyringes	Animal vaccination syringes	Animal vaccination syringes	42121507	
onet.org.ai	Tool	AquacultureTanks	Aquaculture tanks	Aquaculture tanks	21111601	
onet.org.ai	Tool	ArtificialInseminationKits	Artificial insemination kits	Artificial insemination kits	21101902	
onet.org.ai	Tool	BackhoeAttachments	Backhoe attachments	Backhoe attachments	22101713	
onet.org.ai	Tool	Backhoes	Backhoes	Backhoes	22101509	
onet.org.ai	Tool	BarCodeReaders	Bar code readers	Bar code readers	43211701	
onet.org.ai	Tool	BenchScales	Bench scales	Bench scales	41111507	
onet.org.ai	Tool	BiologicalFilters	Biological filters	Biological filters	40161808	
onet.org.ai	Tool	BrandingEquipment	Branding equipment	Branding equipment	21101905	
onet.org.ai	Tool	BrushMowers	Brush mowers	Brush mowers	21101701	
onet.org.ai	Tool	CageNets	Cage nets	Cage nets	21111601	
onet.org.ai	Tool	CarbonDioxideSystems	Carbon dioxide systems	Carbon dioxide systems	21102303	
onet.org.ai	Tool	CentrifugalWaterPumps	Centrifugal water pumps	Centrifugal water pumps	40151503	
onet.org.ai	Tool	ChainSaws	Chain saws	Chain saws	27112709	
onet.org.ai	Tool	ChemicalSprayers	Chemical sprayers	Chemical sprayers	21101801	
onet.org.ai	Tool	ChippingEquipment	Chipping equipment	Chipping equipment	27112715	
onet.org.ai	Tool	CircularSaws	Circular saws	Circular saws	27112709	
onet.org.ai	Tool	ClawHammers	Claw hammers	Claw hammers	27111618	
onet.org.ai	Tool	ClockworkBeltFeeders	Clockwork belt feeders	Clockwork belt feeders	21111601	
onet.org.ai	Tool	CompostingEquipment	Composting equipment	Composting equipment	21101806	
onet.org.ai	Tool	CordlessPowerDrills	Cordless power drills	Cordless power drills	27112703	
onet.org.ai	Tool	CornPickers	Corn pickers	Corn pickers	21101703	
onet.org.ai	Tool	DewPointMeters	Dew point meters	Dew point meters	41112302	
onet.org.ai	Tool	DigitalFlowmeters	Digital flowmeters	Digital flowmeters	41112501	
onet.org.ai	Tool	DipNets	Dip nets	Dip nets	21111504	
onet.org.ai	Tool	DrainagePumps	Drainage pumps	Drainage pumps	40151531	
onet.org.ai	Tool	DripEmitters	Drip emitters	Drip emitters	21102501	
onet.org.ai	Tool	DumpTrucks	Dump trucks	Dump trucks	25101601	
onet.org.ai	Tool	EggGatheringEquipment	Egg gathering equipment	Egg gathering equipment	21101906	
onet.org.ai	Tool	ExtendedPolePruners	Extended pole pruners	Extended pole pruners	27112007	
onet.org.ai	Tool	ExtensionLadders	Extension ladders	Extension ladders	30191501	
onet.org.ai	Tool	FarmTractors	Farm tractors	Farm tractors	25101901	
onet.org.ai	Tool	FarmTrucks	Farm trucks	Farm trucks	25101507	
onet.org.ai	Tool	FertigationEquipment	Fertigation equipment	Fertigation equipment	21102301	
onet.org.ai	Tool	FertilizerInjectors	Fertilizer injectors	Fertilizer injectors	21101804	
onet.org.ai	Tool	FieldCultivators	Field cultivators	Field cultivators	21101503	
onet.org.ai	Tool	FieldWateringSystems	Field watering systems	Field watering systems	21102502	
onet.org.ai	Tool	FishCollectionNets	Fish collection nets	Fish collection nets	21111601	
onet.org.ai	Tool	FishCounters	Fish counters	Fish counters	41111902	
onet.org.ai	Tool	FishCrowders	Fish crowders	Fish crowders	21111601	
onet.org.ai	Tool	FishEggCounters	Fish egg counters	Fish egg counters	21111601	
onet.org.ai	Tool	FishEggSorters	Fish egg sorters	Fish egg sorters	21111601	
onet.org.ai	Tool	FishFeeders	Fish feeders	Fish feeders	21111601	
onet.org.ai	Tool	FishGraders	Fish graders	Fish graders	21111601	
onet.org.ai	Tool	FishHoldingPens	Fish holding pens	Fish holding pens	10131601	
onet.org.ai	Tool	FishIncubators	Fish incubators	Fish incubators	21111601	
onet.org.ai	Tool	FishTransferPumps	Fish transfer pumps	Fish transfer pumps	21111601	
onet.org.ai	Tool	FishTraps	Fish traps	Fish traps	21111601	
onet.org.ai	Tool	Four_Wheel_Drive_4wd_Trucks	Four wheel drive 4WD trucks	Four wheel drive 4WD trucks	25101507	
onet.org.ai	Tool	FryNets	Fry nets	Fry nets	21111504	
onet.org.ai	Tool	FumigationEquipment	Fumigation equipment	Fumigation equipment	21101801	
onet.org.ai	Tool	GardenHoes	Garden hoes	Garden hoes	27112008	
onet.org.ai	Tool	GardeningShovels	Gardening shovels	Gardening shovels	27112004	
onet.org.ai	Tool	GasPoweredGenerators	Gas-powered generators	Gas-powered generators	26111604	
onet.org.ai	Tool	Global_Positioning_System_Gps_Receivers	Global positioning system GPS receivers	Global positioning system GPS receivers	52161518	
onet.org.ai	Tool	GrainCombines	Grain combines	Grain combines	21101704	
onet.org.ai	Tool	GrainDrills	Grain drills	Grain drills	21101604	
onet.org.ai	Tool	GrainDryers	Grain dryers	Grain dryers	23201202	
onet.org.ai	Tool	GrainScales	Grain scales	Grain scales	41111509	
onet.org.ai	Tool	GreaseGuns	Grease guns	Grease guns	27112901	
onet.org.ai	Tool	Hacksaws	Hacksaws	Hacksaws	27111559	
onet.org.ai	Tool	Handheld_Dissolved_Oxygen_Meters	Handheld dissolved oxygen meters	Handheld dissolved oxygen meters	41115611	
onet.org.ai	Tool	Handsaws	Handsaws	Handsaws	27111508	
onet.org.ai	Tool	HayBalers	Hay balers	Hay balers	21101702	
onet.org.ai	Tool	HayMowingMachines	Hay mowing machines	Hay mowing machines	21101702	
onet.org.ai	Tool	HayTrucks	Hay trucks	Hay trucks	25101611	
onet.org.ai	Tool	Humidifiers	Humidifiers	Humidifiers	21102303	
onet.org.ai	Tool	HumidityMeters	Humidity meters	Humidity meters	41112301	
onet.org.ai	Tool	HydroponicEquipment	Hydroponic equipment	Hydroponic equipment	21102302	
onet.org.ai	Tool	ImpactSprinklers	Impact sprinklers	Impact sprinklers	21101803	
onet.org.ai	Tool	LawnEdgers	Lawn edgers	Lawn edgers	27112015	
onet.org.ai	Tool	LawnMowers	Lawn mowers	Lawn mowers	27112014	
onet.org.ai	Tool	LayoutSquares	Layout squares	Layout squares	27111803	
onet.org.ai	Tool	LightEvaluationMeters	Light evaluation meters	Light evaluation meters	41115309	
onet.org.ai	Tool	LineCutters	Line cutters	Line cutters	27112015	
onet.org.ai	Tool	LivestockCastrationEquipment	Livestock castration equipment	Livestock castration equipment	42121513	
onet.org.ai	Tool	ManureSpreaders	Manure spreaders	Manure spreaders	21101804	
onet.org.ai	Tool	MaterialsConveyors	Materials conveyors	Materials conveyors	24101712	
onet.org.ai	Tool	MechanizedTillingEquipment	Mechanized tilling equipment	Mechanized tilling equipment	21101503	
onet.org.ai	Tool	Microsprinklers	Microsprinklers	Microsprinklers	21101803	
onet.org.ai	Tool	MilkingEquipment	Milking equipment	Milking equipment	21101901	
onet.org.ai	Tool	MistControlSystems	Mist control systems	Mist control systems	21102301	
onet.org.ai	Tool	MowingEquipment	Mowing equipment	Mowing equipment	21101701	
onet.org.ai	Tool	MulchSpreaders	Mulch spreaders	Mulch spreaders	27112907	
onet.org.ai	Tool	MultipurposePliers	Multipurpose pliers	Multipurpose pliers	27112107	
onet.org.ai	Tool	MultipurposeTractors	Multipurpose tractors	Multipurpose tractors	25101901	
onet.org.ai	Tool	OilDispensingCans	Oil dispensing cans	Oil dispensing cans	27112905	
onet.org.ai	Tool	OverheadSprinklers	Overhead sprinklers	Overhead sprinklers	21101803	
onet.org.ai	Tool	OzoneGenerators	Ozone generators	Ozone generators	47101541	
onet.org.ai	Tool	PhIndicators	pH indicators	pH indicators	41115603	
onet.org.ai	Tool	PhillipsScrewdrivers	Phillips screwdrivers	Phillips screwdrivers	27111701	
onet.org.ai	Tool	PipeWrenches	Pipe wrenches	Pipe wrenches	27111749	
onet.org.ai	Tool	PneumaticCutters	Pneumatic cutters	Pneumatic cutters	27112007	
onet.org.ai	Tool	PneumaticPruners	Pneumatic pruners	Pneumatic pruners	27112007	
onet.org.ai	Tool	PopUpSprinklers	Pop-up sprinklers	Pop-up sprinklers	21101803	
onet.org.ai	Tool	PortableAirCompressors	Portable air compressors	Portable air compressors	40151601	
onet.org.ai	Tool	PortableDataloggers	Portable dataloggers	Portable dataloggers	43211715	
onet.org.ai	Tool	PortablePowerSaws	Portable power saws	Portable power saws	27112709	
onet.org.ai	Tool	PortableWeldingEquipment	Portable welding equipment	Portable welding equipment	23271406	
onet.org.ai	Tool	PoultryIncubators	Poultry incubators	Poultry incubators	21101903	
onet.org.ai	Tool	PowerAugers	Power augers	Power augers	41113909	
onet.org.ai	Tool	PowerMonitors	Power monitors	Power monitors	41113708	
onet.org.ai	Tool	PowerMowers	Power mowers	Power mowers	27112014	
onet.org.ai	Tool	PowerNailGuns	Power nail guns	Power nail guns	27112716	
onet.org.ai	Tool	PowerNailPullers	Power nail pullers	Power nail pullers	27131528	
onet.org.ai	Tool	PoweredTrailers	Powered trailers	Powered trailers	25181701	
onet.org.ai	Tool	PropaneTorches	Propane torches	Propane torches	23271702	
onet.org.ai	Tool	PruningTools	Pruning tools	Pruning tools	27112007	
onet.org.ai	Tool	RadiantHeaters	Radiant heaters	Radiant heaters	41102404	
onet.org.ai	Tool	RoundMetalFiles	Round metal files	Round metal files	27111930	
onet.org.ai	Tool	SafetyGloves	Safety gloves	Safety gloves	46181504	
onet.org.ai	Tool	ScreenFilters	Screen filters	Screen filters	40161502	
onet.org.ai	Tool	SeineReels	Seine reels	Seine reels	21111502	
onet.org.ai	Tool	SkidSteerMachines	Skid steer machines	Skid steer machines	22101529	
onet.org.ai	Tool	SnowBlowers	Snow blowers	Snow blowers	22101531	
onet.org.ai	Tool	SnowplowAttachments	Snowplow attachments	Snowplow attachments	22101710	
onet.org.ai	Tool	Soil_Electrical_Conductivity_Measurement_Devices	Soil electrical conductivity measurement devices	Soil electrical conductivity measurement devices	41115609	
onet.org.ai	Tool	SoilMixers	Soil mixers	Soil mixers	41103801	
onet.org.ai	Tool	SoilPasteurizers	Soil pasteurizers	Soil pasteurizers	21102302	
onet.org.ai	Tool	SoilThermometers	Soil thermometers	Soil thermometers	41112213	
onet.org.ai	Tool	Sport_Utility_Vehicles_Suvs	Sport utility vehicles SUVs	Sport utility vehicles SUVs	25101507	
onet.org.ai	Tool	SprayAttachments	Spray attachments	Spray attachments	21101801	
onet.org.ai	Tool	SteamSterilizers	Steam sterilizers	Steam sterilizers	42281508	
onet.org.ai	Tool	StereoLightMicroscopes	Stereo light microscopes	Stereo light microscopes	41111703	
onet.org.ai	Tool	StraightScrewdrivers	Straight screwdrivers	Straight screwdrivers	27111701	
onet.org.ai	Tool	TankerTrucks	Tanker trucks	Tanker trucks	25101610	
onet.org.ai	Tool	TemperatureMonitors	Temperature monitors	Temperature monitors	41112509	
onet.org.ai	Tool	Tongue_And_Groove_Pliers	Tongue and groove pliers	Tongue and groove pliers	27112112	
onet.org.ai	Tool	TransplantingEquipment	Transplanting equipment	Transplanting equipment	21101602	
onet.org.ai	Tool	Trenchers	Trenchers	Trenchers	22101508	
onet.org.ai	Tool	TrickleIrrigators	Trickle irrigators	Trickle irrigators	21102501	
onet.org.ai	Tool	TubingCutters	Tubing cutters	Tubing cutters	23241610	
onet.org.ai	Tool	TurbineWaterPumps	Turbine water pumps	Turbine water pumps	40151526	
onet.org.ai	Tool	Ultraviolet_Light_Uv_Water_Disinfection_Systems	Ultraviolet light UV water disinfection systems	Ultraviolet light UV water disinfection systems	47101517	
onet.org.ai	Tool	UtilityForklifts	Utility forklifts	Utility forklifts	24101603	
onet.org.ai	Tool	UtilityKnives	Utility knives	Utility knives	27111503	
onet.org.ai	Tool	WaterFilters	Water filters	Water filters	40161502	
onet.org.ai	Tool	WaterLevelMonitors	Water level monitors	Water level monitors	41112504	
onet.org.ai	Tool	WaterTestKits	Water test kits	Water test kits	41113319	
onet.org.ai	Tool	Weedeaters	Weedeaters	Weedeaters	21101504	
