url	ns	type	id	code	name	description	source	level	segment	segmentCode	family	familyCode	class	classCode	parent	hierarchy
https://napcs.org.ai/Service/UnmilledRice1151121	napcs.org.ai	Service	UnmilledRice1151121	1151121	Unmilled rice	Unmilled rice.	NAPCS	4							115112	
https://napcs.org.ai/ServiceSubclass/Oats	napcs.org.ai	ServiceSubclass	Oats	115113	Oats	This subclass comprises unmilled oats	NAPCS	3							11511	
https://napcs.org.ai/Service/Oats1151131	napcs.org.ai	Service	Oats1151131	1151131	Oats	Unmilled oats	NAPCS	4							115113	
https://napcs.org.ai/ServiceSubclass/Barley	napcs.org.ai	ServiceSubclass	Barley	115114	Barley	This subclass comprises unmilled barley	NAPCS	3							11511	
https://napcs.org.ai/Service/Barley1151141	napcs.org.ai	Service	Barley1151141	1151141	Barley	Unmilled barley	NAPCS	4							115114	
https://napcs.org.ai/ServiceSubclass/OtherGrains	napcs.org.ai	ServiceSubclass	OtherGrains	115115	Other grains		NAPCS	3							11511	
https://napcs.org.ai/Service/MixedGrain	napcs.org.ai	Service	MixedGrain	1151151	Mixed grain	Unmilled mixed cereal grain.	NAPCS	4							115115	
https://napcs.org.ai/Service/Rye	napcs.org.ai	Service	Rye	1151152	Rye	Unmilled rye.	NAPCS	4							115115	
https://napcs.org.ai/Service/Triticale	napcs.org.ai	Service	Triticale	1151153	Triticale	Unmilled triticale.	NAPCS	4							115115	
https://napcs.org.ai/Service/WildRice	napcs.org.ai	Service	WildRice	1151154	Wild rice	Unmilled wild rice.	NAPCS	4							115115	
https://napcs.org.ai/Service/OtherMiscellaneousGrains	napcs.org.ai	Service	OtherMiscellaneousGrains	1151155	Other miscellaneous grains	Other miscellaneous unmilled grains.	NAPCS	4							115115	
https://napcs.org.ai/ServiceClass/Oilseeds	napcs.org.ai	ServiceClass	Oilseeds	11512	Oilseeds (except canola)	This class comprises oilseeds	NAPCS	2							115	
https://napcs.org.ai/ServiceSubclass/Soybeans	napcs.org.ai	ServiceSubclass	Soybeans	115121	Soybeans	This subclass comprises unprocessed soybeans.	NAPCS	3							11512	
https://napcs.org.ai/Service/Soybeans1151211	napcs.org.ai	Service	Soybeans1151211	1151211	Soybeans	Unprocessed soybeans.	NAPCS	4							115121	
https://napcs.org.ai/ServiceSubclass/Oilseeds115122	napcs.org.ai	ServiceSubclass	Oilseeds115122	115122	Oilseeds (except canola and soybeans)	This subclass comprises oilseeds	NAPCS	3							11512	
https://napcs.org.ai/Service/Flaxseed	napcs.org.ai	Service	Flaxseed	1151221	Flaxseed	Unprocessed flaxseed.	NAPCS	4							115122	
https://napcs.org.ai/Service/Solin	napcs.org.ai	Service	Solin	1151222	Solin	Unprocessed solin.	NAPCS	4							115122	
https://napcs.org.ai/Service/SunflowerSeeds	napcs.org.ai	Service	SunflowerSeeds	1151223	Sunflower seeds	Unprocessed sunflower seeds.	NAPCS	4							115122	
https://napcs.org.ai/Service/OtherOilseeds	napcs.org.ai	Service	OtherOilseeds	1151224	Other oilseeds	Other unprocessed oilseeds.	NAPCS	4							115122	
https://napcs.org.ai/ServiceClass/OtherMiscellaneousCropProducts	napcs.org.ai	ServiceClass	OtherMiscellaneousCropProducts	11513	Other miscellaneous crop products	This class comprises other miscellaneous crop products.	NAPCS	2							115	
https://napcs.org.ai/ServiceSubclass/UnstemmedLeafTobacco	napcs.org.ai	ServiceSubclass	UnstemmedLeafTobacco	115131	Unstemmed leaf tobacco	This subclass comprises unstemmed leaf tobacco.	NAPCS	3							11513	
https://napcs.org.ai/Service/UnstemmedLeafTobacco1151311	napcs.org.ai	Service	UnstemmedLeafTobacco1151311	1151311	Unstemmed leaf tobacco	Unstemmed leaf tobacco.	NAPCS	4							115131	
https://napcs.org.ai/ServiceSubclass/SugarCaneSugarBeets	napcs.org.ai	ServiceSubclass	SugarCaneSugarBeets	115132	Sugar cane and sugar beets	This subclass comprises sugar cane and sugar beets.	NAPCS	3							11513	
