url	ns	type	id	name	description	code	domainIncludes	rangeIncludes	sourceUrl
https://schema.org.ai/option	schema.org.ai	Property	option	option	A sub property of object. The options subject to this action.	option	ChooseAction	Text,Thing	option
https://schema.org.ai/minimumPaymentDue	schema.org.ai	Property	minimumPaymentDue	minimumPaymentDue	The minimum payment required at this time.	minimumPaymentDue	Invoice	PriceSpecification,MonetaryAmount	minimumPaymentDue
https://schema.org.ai/includedDataCatalog	schema.org.ai	Property	includedDataCatalog	includedDataCatalog	A data catalog which contains this dataset (this property was previously 'catalog', preferred name is now 'includedInDataCatalog').	includedDataCatalog	Dataset	DataCatalog	includedDataCatalog
https://schema.org.ai/discount	schema.org.ai	Property	discount	discount	Any discount applied (to an Order).	discount	Order	Text,Number	discount
https://schema.org.ai/printPage	schema.org.ai	Property	printPage	printPage	If this NewsArticle appears in print, this field indicates the name of the page on which the article is found. Please note that this field is intended for the exact page name (e.g. A5, B18).	printPage	NewsArticle	Text	printPage
https://schema.org.ai/muscleAction	schema.org.ai	Property	muscleAction	muscleAction	The movement the muscle generates.	muscleAction	Muscle	Text	muscleAction
https://schema.org.ai/illustrator	schema.org.ai	Property	illustrator	illustrator	The illustrator of the book.	illustrator	Book	Person	illustrator
https://schema.org.ai/contentType	schema.org.ai	Property	contentType	contentType	The supported content type(s) for an EntryPoint response.	contentType	EntryPoint	Text	contentType
https://schema.org.ai/servesCuisine	schema.org.ai	Property	servesCuisine	servesCuisine	The cuisine of the restaurant.	servesCuisine	FoodEstablishment	Text	servesCuisine
https://schema.org.ai/distance	schema.org.ai	Property	distance	distance	The distance travelled, e.g. exercising or travelling.	distance	ExerciseAction,TravelAction	Distance	distance
https://schema.org.ai/containedInPlace	schema.org.ai	Property	containedInPlace	containedInPlace	The basic containment relation between a place and one that contains it.	containedInPlace	Place	Place	containedInPlace
https://schema.org.ai/broker	schema.org.ai	Property	broker	broker	An entity that arranges for an exchange between a buyer and a seller.  In most cases a broker never acquires or releases ownership of a product or service involved in an exchange.  If it is not clear whether an entity is a broker, seller, or buyer, the latter two terms are preferred.	broker	Order,Reservation,Service,Invoice	Person,Organization	broker
https://schema.org.ai/permittedUsage	schema.org.ai	Property	permittedUsage	permittedUsage	Indications regarding the permitted usage of the accommodation.	permittedUsage	Accommodation	Text	permittedUsage
https://schema.org.ai/totalHistoricalEnrollment	schema.org.ai	Property	totalHistoricalEnrollment	totalHistoricalEnrollment	The total number of students that have enrolled in the history of the course.	totalHistoricalEnrollment	Course	Integer	totalHistoricalEnrollment
https://schema.org.ai/issuedBy	schema.org.ai	Property	issuedBy	issuedBy	The organization issuing the item, for example a [[Permit]], [[Ticket]], or [[Certification]].	issuedBy	Permit,Ticket,Certification	Organization	issuedBy
https://schema.org.ai/hasMemberProgram	schema.org.ai	Property	hasMemberProgram	hasMemberProgram	MemberProgram offered by an Organization, for example an eCommerce merchant or an airline.	hasMemberProgram	Organization	MemberProgram	hasMemberProgram
https://schema.org.ai/hasEnergyEfficiencyCategory	schema.org.ai	Property	hasEnergyEfficiencyCategory	hasEnergyEfficiencyCategory	Defines the energy efficiency Category (which could be either a rating out of range of values or a yes/no certification) for a product according to an international energy efficiency standard.	hasEnergyEfficiencyCategory	EnergyConsumptionDetails	EnergyEfficiencyEnumeration	hasEnergyEfficiencyCategory
https://schema.org.ai/rangeIncludes	schema.org.ai	Property	rangeIncludes	rangeIncludes	Relates a property to a class that constitutes (one of) the expected type(s) for values of the property.	rangeIncludes	Property	Class	rangeIncludes
https://schema.org.ai/contentLocation	schema.org.ai	Property	contentLocation	contentLocation	The location depicted or described in the content. For example, the location in a photograph or painting.	contentLocation	CreativeWork	Place	contentLocation
https://schema.org.ai/weightPercentage	schema.org.ai	Property	weightPercentage	weightPercentage	Fraction of the weight that is used to compute the shipping price.	weightPercentage	ShippingRateSettings	Number	weightPercentage
https://schema.org.ai/landlord	schema.org.ai	Property	landlord	landlord	A sub property of participant. The owner of the real estate property.	landlord	RentAction	Organization,Person	landlord
https://schema.org.ai/recordedAt	schema.org.ai	Property	recordedAt	recordedAt	The Event where the CreativeWork was recorded. The CreativeWork may capture all or part of the event.	recordedAt	CreativeWork	Event	recordedAt
https://schema.org.ai/frequency	schema.org.ai	Property	frequency	frequency	How often the dose is taken, e.g. 'daily'.	frequency	DoseSchedule	Text	frequency
https://schema.org.ai/polygon	schema.org.ai	Property	polygon	polygon	A polygon is the area enclosed by a point-to-point path for which the starting and ending points are the same. A polygon is expressed as a series of four or more space delimited points where the first and final points are identical.	polygon	GeoShape	Text	polygon
https://schema.org.ai/isTierOf	schema.org.ai	Property	isTierOf	isTierOf	The member program this tier is a part of.	isTierOf	MemberProgramTier	MemberProgram	isTierOf
https://schema.org.ai/itemDefectReturnLabelSource	schema.org.ai	Property	itemDefectReturnLabelSource	itemDefectReturnLabelSource	The method (from an enumeration) by which the customer obtains a return shipping label for a defect product.	itemDefectReturnLabelSource	MerchantReturnPolicy	ReturnLabelSourceEnumeration	itemDefectReturnLabelSource
https://schema.org.ai/isInvolvedInBiologicalProcess	schema.org.ai	Property	isInvolvedInBiologicalProcess	isInvolvedInBiologicalProcess	Biological process this BioChemEntity is involved in; please use PropertyValue if you want to include any evidence.	isInvolvedInBiologicalProcess	BioChemEntity	PropertyValue,URL,DefinedTerm	isInvolvedInBiologicalProcess
https://schema.org.ai/productionDate	schema.org.ai	Property	productionDate	productionDate	The date of production of the item, e.g. vehicle.	productionDate	Product,Vehicle	Date	productionDate
https://schema.org.ai/emissionsCO2	schema.org.ai	Property	emissionsCO2	emissionsCO2	The CO2 emissions in g/km. When used in combination with a QuantitativeValue, put "g/km" into the unitText property of that value, since there is no UN/CEFACT Common Code for "g/km".	emissionsCO2	Vehicle	Number	emissionsCO2
https://schema.org.ai/legislationDateVersion	schema.org.ai	Property	legislationDateVersion	legislationDateVersion	The point-in-time at which the provided description of the legislation is valid (e.g.: when looking at the law on the 2016-04-07 (= dateVersion), I get the consolidation of 2015-04-12 of the "National Insurance Contributions Act 2015")	legislationDateVersion	Legislation	Date	legislationDateVersion
https://schema.org.ai/diet	schema.org.ai	Property	diet	diet	A sub property of instrument. The diet used in this action.	diet	ExerciseAction	Diet	diet
https://schema.org.ai/maximumVirtualAttendeeCapacity	schema.org.ai	Property	maximumVirtualAttendeeCapacity	maximumVirtualAttendeeCapacity	The maximum virtual attendee capacity of an [[Event]] whose [[eventAttendanceMode]] is [[OnlineEventAttendanceMode]] (or the online aspects, in the case of a [[MixedEventAttendanceMode]]). 	maximumVirtualAttendeeCapacity	Event	Integer	maximumVirtualAttendeeCapacity
https://schema.org.ai/comment	schema.org.ai	Property	comment	comment	Comments, typically from users.	comment	RsvpAction,CreativeWork	Comment	comment
https://schema.org.ai/hoursAvailable	schema.org.ai	Property	hoursAvailable	hoursAvailable	The hours during which this service or contact is available.	hoursAvailable	Service,LocationFeatureSpecification,ContactPoint	OpeningHoursSpecification	hoursAvailable
https://schema.org.ai/requiresSubscription	schema.org.ai	Property	requiresSubscription	requiresSubscription	Indicates if use of the media require a subscription  (either paid or free). Allowed values are ```true``` or ```false``` (note that an earlier version had 'yes', 'no').	requiresSubscription	ActionAccessSpecification,MediaObject	Boolean,MediaSubscription	requiresSubscription
https://schema.org.ai/differentialDiagnosis	schema.org.ai	Property	differentialDiagnosis	differentialDiagnosis	One of a set of differential diagnoses for the condition. Specifically, a closely-related or competing diagnosis typically considered later in the cognitive process whereby this medical condition is distinguished from others most likely responsible for a similar collection of signs and symptoms to reach the most parsimonious diagnosis or diagnoses in a patient.	differentialDiagnosis	MedicalCondition	DDxElement	differentialDiagnosis
https://schema.org.ai/broadcastChannelId	schema.org.ai	Property	broadcastChannelId	broadcastChannelId	The unique address by which the BroadcastService can be identified in a provider lineup. In US, this is typically a number.	broadcastChannelId	BroadcastChannel	Text	broadcastChannelId
https://schema.org.ai/department	schema.org.ai	Property	department	department	A relationship between an organization and a department of that organization, also described as an organization (allowing different urls, logos, opening hours). For example: a store with a pharmacy, or a bakery with a cafe.	department	Organization	Organization	department
https://schema.org.ai/disambiguatingDescription	schema.org.ai	Property	disambiguatingDescription	disambiguatingDescription	A sub property of description. A short description of the item used to disambiguate from other, similar items. Information from other properties (in particular, name) may be necessary for the description to be useful for disambiguation.	disambiguatingDescription	Thing	Text	disambiguatingDescription
https://schema.org.ai/employees	schema.org.ai	Property	employees	employees	People working for this organization.	employees	Organization	Person	employees
https://schema.org.ai/legislationLegalForce	schema.org.ai	Property	legislationLegalForce	legislationLegalForce	Whether the legislation is currently in force, not in force, or partially in force.	legislationLegalForce	Legislation	LegalForceStatus	legislationLegalForce
https://schema.org.ai/iupacName	schema.org.ai	Property	iupacName	iupacName	Systematic method of naming chemical compounds as recommended by the International Union of Pure and Applied Chemistry (IUPAC).	iupacName	MolecularEntity	Text	iupacName
https://schema.org.ai/borrower	schema.org.ai	Property	borrower	borrower	A sub property of participant. The person that borrows the object being lent.	borrower	LendAction	Person	borrower
https://schema.org.ai/isBasedOnUrl	schema.org.ai	Property	isBasedOnUrl	isBasedOnUrl	A resource that was used in the creation of this resource. This term can be repeated for multiple sources. For example, http://example.com/great-multiplication-intro.html.	isBasedOnUrl	CreativeWork	Product,CreativeWork,URL	isBasedOnUrl
https://schema.org.ai/legislationResponsible	schema.org.ai	Property	legislationResponsible	legislationResponsible	An individual or organization that has some kind of responsibility for the legislation. Typically the ministry who is/was in charge of elaborating the legislation, or the adressee for potential questions about the legislation once it is published.	legislationResponsible	Legislation	Person,Organization	legislationResponsible
https://schema.org.ai/percentile90	schema.org.ai	Property	percentile90	percentile90	The 90th percentile value.	percentile90	QuantitativeValueDistribution	Number	percentile90
https://schema.org.ai/statType	schema.org.ai	Property	statType	statType	Indicates the kind of statistic represented by a [[StatisticalVariable]], e.g. mean, count etc. The value of statType is a property, either from within Schema.org (e.g. [[median]], [[marginOfError]], [[maxValue]], [[minValue]]) or from other compatible (e.g. RDF) systems such as DataCommons.org or Wikidata.org. 	statType	StatisticalVariable	URL,Property,Text	statType
https://schema.org.ai/episode	schema.org.ai	Property	episode	episode	An episode of a TV, radio or game media within a series or season.	episode	RadioSeries,VideoGameSeries,CreativeWorkSeason,TVSeries	Episode	episode
https://schema.org.ai/taxonomicRange	schema.org.ai	Property	taxonomicRange	taxonomicRange	The taxonomic grouping of the organism that expresses, encodes, or in some way related to the BioChemEntity.	taxonomicRange	BioChemEntity	Taxon,DefinedTerm,Text,URL	taxonomicRange
https://schema.org.ai/transitTime	schema.org.ai	Property	transitTime	transitTime	The typical delay the order has been sent for delivery and the goods reach the final customer.    In the context of [[ShippingDeliveryTime]], use the [[QuantitativeValue]]. Typical properties: minValue, maxValue, unitCode (d for DAY).    In the context of [[ShippingConditions]], use the [[ServicePeriod]]. It has a duration (as a [[QuantitativeValue]]) and also business days and a cut-off time. 	transitTime	ShippingDeliveryTime,ShippingConditions	ServicePeriod,QuantitativeValue	transitTime
https://schema.org.ai/eventSchedule	schema.org.ai	Property	eventSchedule	eventSchedule	Associates an [[Event]] with a [[Schedule]]. There are circumstances where it is preferable to share a schedule for a series of       repeating events rather than data on the individual events themselves. For example, a website or application might prefer to publish a schedule for a weekly       gym class rather than provide data on every event. A schedule could be processed by applications to add forthcoming events to a calendar. An [[Event]] that       is associated with a [[Schedule]] using this property should not have [[startDate]] or [[endDate]] properties. These are instead defined within the associated       [[Schedule]], this avoids any ambiguity for clients using the data. The property might have repeated values to specify different schedules, e.g. for different months       or seasons.	eventSchedule	Event	Schedule	eventSchedule
https://schema.org.ai/numConstraints	schema.org.ai	Property	numConstraints	numConstraints	Indicates the number of constraints property values defined for a particular [[ConstraintNode]] such as [[StatisticalVariable]]. This helps applications understand if they have access to a sufficiently complete description of a [[StatisticalVariable]] or other construct that is defined using properties on template-style nodes.	numConstraints	ConstraintNode	Integer	numConstraints
https://schema.org.ai/mileageFromOdometer	schema.org.ai	Property	mileageFromOdometer	mileageFromOdometer	The total distance travelled by the particular vehicle since its initial production, as read from its odometer.\n\nTypical unit code(s): KMT for kilometers, SMI for statute miles.	mileageFromOdometer	Vehicle	QuantitativeValue	mileageFromOdometer
https://schema.org.ai/mainContentOfPage	schema.org.ai	Property	mainContentOfPage	mainContentOfPage	Indicates if this web page element is the main subject of the page.	mainContentOfPage	WebPage	WebPageElement	mainContentOfPage
https://schema.org.ai/numberedPosition	schema.org.ai	Property	numberedPosition	numberedPosition	A number associated with a role in an organization, for example, the number on an athlete's jersey.	numberedPosition	OrganizationRole	Number	numberedPosition
https://schema.org.ai/sportsActivityLocation	schema.org.ai	Property	sportsActivityLocation	sportsActivityLocation	A sub property of location. The sports activity location where this action occurred.	sportsActivityLocation	ExerciseAction	SportsActivityLocation	sportsActivityLocation
https://schema.org.ai/isRelatedTo	schema.org.ai	Property	isRelatedTo	isRelatedTo	A pointer to another, somehow related product (or multiple products).	isRelatedTo	Product,Service	Service,Product	isRelatedTo
https://schema.org.ai/subStageSuffix	schema.org.ai	Property	subStageSuffix	subStageSuffix	The substage, e.g. 'a' for Stage IIIa.	subStageSuffix	MedicalConditionStage	Text	subStageSuffix
https://schema.org.ai/partOfOrder	schema.org.ai	Property	partOfOrder	partOfOrder	The overall order the items in this delivery were included in.	partOfOrder	ParcelDelivery	Order	partOfOrder
https://schema.org.ai/numberOfEmployees	schema.org.ai	Property	numberOfEmployees	numberOfEmployees	The number of employees in an organization, e.g. business.	numberOfEmployees	Organization,BusinessAudience	QuantitativeValue	numberOfEmployees
https://schema.org.ai/knowsAbout	schema.org.ai	Property	knowsAbout	knowsAbout	Of a [[Person]], and less typically of an [[Organization]], to indicate a topic that is known about - suggesting possible expertise but not implying it. We do not distinguish skill levels here, or relate this to educational content, events, objectives or [[JobPosting]] descriptions.	knowsAbout	Organization,Person	Text,Thing,URL	knowsAbout
https://schema.org.ai/rsvpResponse	schema.org.ai	Property	rsvpResponse	rsvpResponse	The response (yes, no, maybe) to the RSVP.	rsvpResponse	RsvpAction	RsvpResponseType	rsvpResponse
https://schema.org.ai/pagination	schema.org.ai	Property	pagination	pagination	Any description of pages that is not separated into pageStart and pageEnd; for example, "1-6, 9, 55" or "10-12, 46-49".	pagination	Article,PublicationVolume,PublicationIssue,Chapter	Text	pagination
https://schema.org.ai/depth	schema.org.ai	Property	depth	depth	The depth of the item.	depth	OfferShippingDetails,ShippingConditions,VisualArtwork,Product	Distance,QuantitativeValue	depth
https://schema.org.ai/performerIn	schema.org.ai	Property	performerIn	performerIn	Event that this person is a performer or participant in.	performerIn	Person	Event	performerIn
https://schema.org.ai/drainsTo	schema.org.ai	Property	drainsTo	drainsTo	The vasculature that the vein drains into.	drainsTo	Vein	Vessel	drainsTo
https://schema.org.ai/tocEntry	schema.org.ai	Property	tocEntry	tocEntry	Indicates a [[HyperTocEntry]] in a [[HyperToc]].	tocEntry	HyperToc	HyperTocEntry	tocEntry
https://schema.org.ai/diversityStaffingReport	schema.org.ai	Property	diversityStaffingReport	diversityStaffingReport	For an [[Organization]] (often but not necessarily a [[NewsMediaOrganization]]), a report on staffing diversity issues. In a news context this might be for example ASNE or RTDNA (US) reports, or self-reported.	diversityStaffingReport	NewsMediaOrganization,Organization	Article,URL	diversityStaffingReport
https://schema.org.ai/weightTotal	schema.org.ai	Property	weightTotal	weightTotal	The permitted total weight of the loaded vehicle, including passengers and cargo and the weight of the empty vehicle.\n\nTypical unit code(s): KGM for kilogram, LBR for pound\n\n* Note 1: You can indicate additional information in the [[name]] of the [[QuantitativeValue]] node.\n* Note 2: You may also link to a [[QualitativeValue]] node that provides additional information using [[valueReference]].\n* Note 3: Note that you can use [[minValue]] and [[maxValue]] to indicate ranges.	weightTotal	Vehicle	QuantitativeValue	weightTotal
https://schema.org.ai/ticketedSeat	schema.org.ai	Property	ticketedSeat	ticketedSeat	The seat associated with the ticket.	ticketedSeat	Ticket	Seat	ticketedSeat
https://schema.org.ai/evidenceOrigin	schema.org.ai	Property	evidenceOrigin	evidenceOrigin	Source of the data used to formulate the guidance, e.g. RCT, consensus opinion, etc.	evidenceOrigin	MedicalGuideline	Text	evidenceOrigin
https://schema.org.ai/distribution	schema.org.ai	Property	distribution	distribution	A downloadable form of this dataset, at a specific location, in a specific format. This property can be repeated if different variations are available. There is no expectation that different downloadable distributions must contain exactly equivalent information (see also [DCAT](https://www.w3.org/TR/vocab-dcat-3/#Class:Distribution) on this point). Different distributions might include or exclude different subsets of the entire dataset, for example.	distribution	Dataset	DataDownload	distribution
https://schema.org.ai/deliveryAddress	schema.org.ai	Property	deliveryAddress	deliveryAddress	Destination address.	deliveryAddress	ParcelDelivery	PostalAddress	deliveryAddress
https://schema.org.ai/shippingConditions	schema.org.ai	Property	shippingConditions	shippingConditions	The conditions (constraints, price) applicable to the [[ShippingService]].	shippingConditions	ShippingService	ShippingConditions	shippingConditions
https://schema.org.ai/dateline	schema.org.ai	Property	dateline	dateline	A [dateline](https://en.wikipedia.org/wiki/Dateline) is a brief piece of text included in news articles that describes where and when the story was written or filed though the date is often omitted. Sometimes only a placename is provided.  Structured representations of dateline-related information can also be expressed more explicitly using [[locationCreated]] (which represents where a work was created, e.g. where a news report was written).  For location depicted or described in the content, use [[contentLocation]].  Dateline summaries are oriented more towards human readers than towards automated processing, and can vary substantially. Some examples: "BEIRUT, Lebanon, June 2.", "Paris, France", "December 19, 2017 11:43AM Reporting from Washington", "Beijing/Moscow", "QUEZON CITY, Philippines".       	dateline	NewsArticle	Text	dateline
https://schema.org.ai/requiredMinAge	schema.org.ai	Property	requiredMinAge	requiredMinAge	Audiences defined by a person's minimum age.	requiredMinAge	PeopleAudience	Integer	requiredMinAge
https://schema.org.ai/produces	schema.org.ai	Property	produces	produces	The tangible thing generated by the service, e.g. a passport, permit, etc.	produces	Service	Thing	produces
https://schema.org.ai/videoQuality	schema.org.ai	Property	videoQuality	videoQuality	The quality of the video.	videoQuality	VideoObject	Text	videoQuality
https://schema.org.ai/gameAvailabilityType	schema.org.ai	Property	gameAvailabilityType	gameAvailabilityType	Indicates the availability type of the game content associated with this action, such as whether it is a full version or a demo.	gameAvailabilityType	PlayGameAction	Text,GameAvailabilityEnumeration	gameAvailabilityType
https://schema.org.ai/departurePlatform	schema.org.ai	Property	departurePlatform	departurePlatform	The platform from which the train departs.	departurePlatform	TrainTrip	Text	departurePlatform
https://schema.org.ai/healthPlanCopay	schema.org.ai	Property	healthPlanCopay	healthPlanCopay	The copay amount.	healthPlanCopay	HealthPlanCostSharingSpecification	PriceSpecification	healthPlanCopay
https://schema.org.ai/game	schema.org.ai	Property	game	game	Video game which is played on this server.	game	GameServer	VideoGame	game
https://schema.org.ai/costCurrency	schema.org.ai	Property	costCurrency	costCurrency	The currency (in 3-letter) of the drug cost. See: http://en.wikipedia.org/wiki/ISO_4217. 	costCurrency	DrugCost	Text	costCurrency
https://schema.org.ai/browserRequirements	schema.org.ai	Property	browserRequirements	browserRequirements	Specifies browser requirements in human-readable text. For example, 'requires HTML5 support'.	browserRequirements	WebApplication	Text	browserRequirements
https://schema.org.ai/translationOfWork	schema.org.ai	Property	translationOfWork	translationOfWork	The work that this work has been translated from. E.g. 物种起源 is a translationOf “On the Origin of Species”.	translationOfWork	CreativeWork	CreativeWork	translationOfWork
https://schema.org.ai/location	schema.org.ai	Property	location	location	The location of, for example, where an event is happening, where an organization is located, or where an action takes place.	location	Event,Organization,Action,InteractionCounter	VirtualLocation,PostalAddress,Text,Place	location
https://schema.org.ai/hiringOrganization	schema.org.ai	Property	hiringOrganization	hiringOrganization	Organization or Person offering the job position.	hiringOrganization	JobPosting	Person,Organization	hiringOrganization
https://schema.org.ai/workTranslation	schema.org.ai	Property	workTranslation	workTranslation	A work that is a translation of the content of this work. E.g. 西遊記 has an English workTranslation “Journey to the West”, a German workTranslation “Monkeys Pilgerfahrt” and a Vietnamese  translation Tây du ký bình khảo.	workTranslation	CreativeWork	CreativeWork	workTranslation
https://schema.org.ai/numberOfItems	schema.org.ai	Property	numberOfItems	numberOfItems	The number of items in an ItemList. Note that some descriptions might not fully describe all items in a list (e.g., multi-page pagination); in such cases, the numberOfItems would be for the entire list.	numberOfItems	ItemList	Integer	numberOfItems
https://schema.org.ai/negativeNotes	schema.org.ai	Property	negativeNotes	negativeNotes	Provides negative considerations regarding something, most typically in pro/con lists for reviews (alongside [[positiveNotes]]). For symmetry   In the case of a [[Review]], the property describes the [[itemReviewed]] from the perspective of the review; in the case of a [[Product]], the product itself is being described. Since product descriptions  tend to emphasise positive claims, it may be relatively unusual to find [[negativeNotes]] used in this way. Nevertheless for the sake of symmetry, [[negativeNotes]] can be used on [[Product]].  The property values can be expressed either as unstructured text (repeated as necessary), or if ordered, as a list (in which case the most negative is at the beginning of the list).	negativeNotes	Product,Review	ListItem,WebContent,ItemList,Text	negativeNotes
https://schema.org.ai/serverStatus	schema.org.ai	Property	serverStatus	serverStatus	Status of a game server.	serverStatus	GameServer	GameServerStatus	serverStatus
https://schema.org.ai/termsPerYear	schema.org.ai	Property	termsPerYear	termsPerYear	The number of times terms of study are offered per year. Semesters and quarters are common units for term. For example, if the student can only take 2 semesters for the program in one year, then termsPerYear should be 2.	termsPerYear	EducationalOccupationalProgram	Number	termsPerYear
https://schema.org.ai/procedureType	schema.org.ai	Property	procedureType	procedureType	The type of procedure, for example Surgical, Noninvasive, or Percutaneous.	procedureType	MedicalProcedure	MedicalProcedureType	procedureType
https://schema.org.ai/orderedItem	schema.org.ai	Property	orderedItem	orderedItem	The item ordered.	orderedItem	Order,OrderItem	OrderItem,Service,Product	orderedItem
https://schema.org.ai/measurementMethod	schema.org.ai	Property	measurementMethod	measurementMethod	A subproperty of [[measurementTechnique]] that can be used for specifying specific methods, in particular via [[MeasurementMethodEnum]].	measurementMethod	DataDownload,StatisticalVariable,Observation,PropertyValue,DataCatalog,Dataset	DefinedTerm,Text,MeasurementMethodEnum,URL	measurementMethod
https://schema.org.ai/employmentUnit	schema.org.ai	Property	employmentUnit	employmentUnit	Indicates the department, unit and/or facility where the employee reports and/or in which the job is to be performed.	employmentUnit	JobPosting	Organization	employmentUnit
https://schema.org.ai/albumRelease	schema.org.ai	Property	albumRelease	albumRelease	A release of this album.	albumRelease	MusicAlbum	MusicRelease	albumRelease
https://schema.org.ai/mentions	schema.org.ai	Property	mentions	mentions	Indicates that the CreativeWork contains a reference to, but is not necessarily about a concept.	mentions	CreativeWork	Thing	mentions
https://schema.org.ai/hasRepresentation	schema.org.ai	Property	hasRepresentation	hasRepresentation	A common representation such as a protein sequence or chemical structure for this entity. For images use schema.org/image.	hasRepresentation	BioChemEntity	PropertyValue,URL,Text	hasRepresentation
https://schema.org.ai/blogPost	schema.org.ai	Property	blogPost	blogPost	A posting that is part of this blog.	blogPost	Blog	BlogPosting	blogPost
https://schema.org.ai/relatedDrug	schema.org.ai	Property	relatedDrug	relatedDrug	Any other drug related to this one, for example commonly-prescribed alternatives.	relatedDrug	Drug	Drug	relatedDrug
https://schema.org.ai/itemCondition	schema.org.ai	Property	itemCondition	itemCondition	A predefined value from OfferItemCondition specifying the condition of the product or service, or the products or services included in the offer. Also used for product return policies to specify the condition of products accepted for returns.	itemCondition	Offer,Demand,Product,MerchantReturnPolicy	OfferItemCondition	itemCondition
https://schema.org.ai/numberOfForwardGears	schema.org.ai	Property	numberOfForwardGears	numberOfForwardGears	The total number of forward gears available for the transmission system of the vehicle.\n\nTypical unit code(s): C62.	numberOfForwardGears	Vehicle	Number,QuantitativeValue	numberOfForwardGears
https://schema.org.ai/cvdNumC19HOPats	schema.org.ai	Property	cvdNumC19HOPats	cvdNumC19HOPats	numc19hopats - HOSPITAL ONSET: Patients hospitalized in an NHSN inpatient care location with onset of suspected or confirmed COVID-19 14 or more days after hospitalization.	cvdNumC19HOPats	CDCPMDRecord	Number	cvdNumC19HOPats
https://schema.org.ai/itemShipped	schema.org.ai	Property	itemShipped	itemShipped	Item(s) being shipped.	itemShipped	ParcelDelivery	Product	itemShipped
https://schema.org.ai/tocContinuation	schema.org.ai	Property	tocContinuation	tocContinuation	A [[HyperTocEntry]] can have a [[tocContinuation]] indicated, which is another [[HyperTocEntry]] that would be the default next item to play or render.	tocContinuation	HyperTocEntry	HyperTocEntry	tocContinuation
https://schema.org.ai/lesser	schema.org.ai	Property	lesser	lesser	This ordering relation for qualitative values indicates that the subject is lesser than the object.	lesser	QualitativeValue	QualitativeValue	lesser
https://schema.org.ai/jobImmediateStart	schema.org.ai	Property	jobImmediateStart	jobImmediateStart	An indicator as to whether a position is available for an immediate start.	jobImmediateStart	JobPosting	Boolean	jobImmediateStart
https://schema.org.ai/jobTitle	schema.org.ai	Property	jobTitle	jobTitle	The job title of the person (for example, Financial Manager).	jobTitle	Person	DefinedTerm,Text	jobTitle
https://schema.org.ai/possibleComplication	schema.org.ai	Property	possibleComplication	possibleComplication	A possible unexpected and unfavorable evolution of a medical condition. Complications may include worsening of the signs or symptoms of the disease, extension of the condition to other organ systems, etc.	possibleComplication	MedicalCondition	Text	possibleComplication
https://schema.org.ai/educationalFramework	schema.org.ai	Property	educationalFramework	educationalFramework	The framework to which the resource being described is aligned.	educationalFramework	AlignmentObject	Text	educationalFramework
https://schema.org.ai/actionPlatform	schema.org.ai	Property	actionPlatform	actionPlatform	The high level platform(s) where the Action can be performed for the given URL. To specify a specific application or operating system instance, use actionApplication.	actionPlatform	EntryPoint	Text,URL,DigitalPlatformEnumeration	actionPlatform
https://schema.org.ai/alcoholWarning	schema.org.ai	Property	alcoholWarning	alcoholWarning	Any precaution, guidance, contraindication, etc. related to consumption of alcohol while taking this drug.	alcoholWarning	Drug	Text	alcoholWarning
https://schema.org.ai/sha256	schema.org.ai	Property	sha256	sha256	The [SHA-2](https://en.wikipedia.org/wiki/SHA-2) SHA256 hash of the content of the item. For example, a zero-length input has value 'e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855'.	sha256	MediaObject	Text	sha256
https://schema.org.ai/requiredCollateral	schema.org.ai	Property	requiredCollateral	requiredCollateral	Assets required to secure loan or credit repayments. It may take form of third party pledge, goods, financial instruments (cash, securities, etc.)	requiredCollateral	LoanOrCredit	Text,Thing	requiredCollateral
https://schema.org.ai/hasCourseInstance	schema.org.ai	Property	hasCourseInstance	hasCourseInstance	An offering of the course at a specific time and place or through specific media or mode of study or to a specific section of students.	hasCourseInstance	Course	CourseInstance	hasCourseInstance
https://schema.org.ai/sampleType	schema.org.ai	Property	sampleType	sampleType	What type of code sample: full (compile ready) solution, code snippet, inline code, scripts, template.	sampleType	SoftwareSourceCode	Text	sampleType
https://schema.org.ai/associatedArticle	schema.org.ai	Property	associatedArticle	associatedArticle	A NewsArticle associated with the Media Object.	associatedArticle	MediaObject	NewsArticle	associatedArticle
https://schema.org.ai/healthPlanDrugTier	schema.org.ai	Property	healthPlanDrugTier	healthPlanDrugTier	The tier(s) of drugs offered by this formulary or insurance plan.	healthPlanDrugTier	HealthPlanFormulary,HealthInsurancePlan	Text	healthPlanDrugTier
https://schema.org.ai/publishedBy	schema.org.ai	Property	publishedBy	publishedBy	An agent associated with the publication event.	publishedBy	PublicationEvent	Organization,Person	publishedBy
https://schema.org.ai/expectedArrivalFrom	schema.org.ai	Property	expectedArrivalFrom	expectedArrivalFrom	The earliest date the package may arrive.	expectedArrivalFrom	ParcelDelivery	DateTime,Date	expectedArrivalFrom
https://schema.org.ai/interactionCount	schema.org.ai	Property	interactionCount	interactionCount	This property is deprecated, alongside the UserInteraction types on which it depended.	interactionCount			interactionCount
