education_program_id	cip_code	career_cluster_id	subcluster_id
agriculture-general	01.0000	agriculture	agriculture/animal-systems
agriculture-general	01.0000	agriculture	agriculture/food-science-processing
agriculture-general	01.0000	agriculture	agriculture/plant-systems
agriculture-general	01.0000	education	education/teaching-training-facilitation
agriculture-general	01.0000	energy-natural-resources	energy-natural-resources/ecological-research-development
agricultural-business-and-management-general	01.0101	agriculture	agriculture/agribusiness
agricultural-business-and-management-general	01.0101	education	education/teaching-training-facilitation
agribusinessagricultural-business-operations	01.0102	agriculture	agriculture/agribusiness
agribusinessagricultural-business-operations	01.0102	education	education/teaching-training-facilitation
agricultural-economics	01.0103	agriculture	agriculture/agribusiness
agricultural-economics	01.0103	education	education/teaching-training-facilitation
agricultural-economics	01.0103	management-entrepreneurship	management-entrepreneurship/business-information-management
farmfarm-and-ranch-management	01.0104	agriculture	agriculture/agribusiness
farmfarm-and-ranch-management	01.0104	education	education/teaching-training-facilitation
agriculturalfarm-supplies-retailing-and-wholesaling	01.0105	education	education/teaching-training-facilitation
agriculturalfarm-supplies-retailing-and-wholesaling	01.0105	marketing-sales	marketing-sales/strategic-sales
agriculturalfarm-supplies-retailing-and-wholesaling	01.0105	supply-chain-transportation	supply-chain-transportation/purchasing-warehousing
agricultural-business-technologytechnician	01.0106	digital-technology	digital-technology/it-support-services
agricultural-business-technologytechnician	01.0106	management-entrepreneurship	management-entrepreneurship/leadership-operations
agricultural-business-and-management-other	01.0199	agriculture	agriculture/agribusiness
agricultural-business-and-management-other	01.0199	education	education/teaching-training-facilitation
agricultural-mechanization-general	01.0201	agriculture	agriculture/agricultural-technology-automation
agricultural-mechanization-general	01.0201	education	education/teaching-training-facilitation
agricultural-power-machinery-operation	01.0204	agriculture	agriculture/agricultural-technology-automation
agricultural-power-machinery-operation	01.0204	education	education/teaching-training-facilitation
agricultural-mechanics-and-equipmentmachine-technologytechnician	01.0205	advanced-manufacturing	advanced-manufacturing/industrial-machinery
agricultural-mechanics-and-equipmentmachine-technologytechnician	01.0205	agriculture	agriculture/agricultural-technology-automation
agricultural-mechanics-and-equipmentmachine-technologytechnician	01.0205	construction	construction/equipment-operation-maintenance
agricultural-mechanics-and-equipmentmachine-technologytechnician	01.0205	supply-chain-transportation	supply-chain-transportation/maintenance-repair
irrigation-management-technologytechnician	01.0207	agriculture	agriculture/water-systems
irrigation-management-technologytechnician	01.0207	education	education/teaching-training-facilitation
agricultural-mechanization-other	01.0299	agriculture	agriculture/agricultural-technology-automation
agricultural-mechanization-other	01.0299	education	education/teaching-training-facilitation
agricultural-production-operations-general	01.0301	agriculture	agriculture/agribusiness
agricultural-production-operations-general	01.0301	agriculture	agriculture/food-science-processing
agricultural-production-operations-general	01.0301	education	education/teaching-training-facilitation
animallivestock-husbandry-and-production	01.0302	agriculture	agriculture/agribusiness
animallivestock-husbandry-and-production	01.0302	agriculture	agriculture/animal-systems
animallivestock-husbandry-and-production	01.0302	education	education/teaching-training-facilitation
aquaculture	01.0303	agriculture	agriculture/water-systems
aquaculture	01.0303	education	education/teaching-training-facilitation
crop-production	01.0304	agriculture	agriculture/food-science-processing
crop-production	01.0304	agriculture	agriculture/plant-systems
crop-production	01.0304	education	education/teaching-training-facilitation
dairy-husbandry-and-production	01.0306	agriculture	agriculture/food-science-processing
dairy-husbandry-and-production	01.0306	education	education/teaching-training-facilitation
horse-husbandryequine-science-and-management	01.0307	agriculture	agriculture/animal-systems
horse-husbandryequine-science-and-management	01.0307	education	education/teaching-training-facilitation
agroecology-and-sustainable-agriculture	01.0308	agriculture	agriculture/agribusiness
agroecology-and-sustainable-agriculture	01.0308	agriculture	agriculture/plant-systems
agroecology-and-sustainable-agriculture	01.0308	education	education/teaching-training-facilitation
agroecology-and-sustainable-agriculture	01.0308	energy-natural-resources	energy-natural-resources/ecological-research-development
agroecology-and-sustainable-agriculture	01.0308	energy-natural-resources	energy-natural-resources/conservation-land-management
apiculture	01.0310	agriculture	agriculture/agribusiness
apiculture	01.0310	agriculture	agriculture/animal-systems
apiculture	01.0310	agriculture	agriculture/water-systems
apiculture	01.0310	education	education/teaching-training-facilitation
agricultural-production-operations-other	01.0399	agriculture	agriculture/agribusiness
agricultural-production-operations-other	01.0399	education	education/teaching-training-facilitation
agricultural-and-food-products-processing	01.0401	agriculture	agriculture/food-science-processing
agricultural-and-food-products-processing	01.0401	agriculture	agriculture/agribusiness
agricultural-and-food-products-processing	01.0401	education	education/teaching-training-facilitation
dogpetanimal-grooming	01.0504	agriculture	agriculture/animal-systems
dogpetanimal-grooming	01.0504	education	education/teaching-training-facilitation
animal-training	01.0505	agriculture	agriculture/animal-systems
animal-training	01.0505	education	education/teaching-training-facilitation
equestrianequine-studies	01.0507	agriculture	agriculture/animal-systems
equestrianequine-studies	01.0507	education	education/teaching-training-facilitation
farrier-science	01.0509	agriculture	agriculture/animal-systems
farrier-science	01.0509	education	education/teaching-training-facilitation
applied-horticulturehorticulture-operations-general	01.0601	agriculture	agriculture/plant-systems
applied-horticulturehorticulture-operations-general	01.0601	education	education/teaching-training-facilitation
applied-horticulturehorticulture-operations-general	01.0601	hospitality-events-tourism	hospitality-events-tourism/travel-leisure
ornamental-horticulture	01.0603	agriculture	agriculture/plant-systems
ornamental-horticulture	01.0603	education	education/teaching-training-facilitation
ornamental-horticulture	01.0603	hospitality-events-tourism	hospitality-events-tourism/travel-leisure
greenhouse-operations-and-management	01.0604	agriculture	agriculture/plant-systems
greenhouse-operations-and-management	01.0604	agriculture	agriculture/agribusiness
greenhouse-operations-and-management	01.0604	education	education/teaching-training-facilitation
greenhouse-operations-and-management	01.0604	hospitality-events-tourism	hospitality-events-tourism/travel-leisure
landscaping-and-groundskeeping	01.0605	agriculture	agriculture/plant-systems
landscaping-and-groundskeeping	01.0605	education	education/teaching-training-facilitation
landscaping-and-groundskeeping	01.0605	hospitality-events-tourism	hospitality-events-tourism/travel-leisure
plant-nursery-operations-and-management	01.0606	agriculture	agriculture/agribusiness
plant-nursery-operations-and-management	01.0606	agriculture	agriculture/plant-systems
plant-nursery-operations-and-management	01.0606	education	education/teaching-training-facilitation
plant-nursery-operations-and-management	01.0606	hospitality-events-tourism	hospitality-events-tourism/travel-leisure
turf-and-turfgrass-management	01.0607	agriculture	agriculture/plant-systems
turf-and-turfgrass-management	01.0607	education	education/teaching-training-facilitation
turf-and-turfgrass-management	01.0607	hospitality-events-tourism	hospitality-events-tourism/travel-leisure
floriculturefloristry-operations-and-management	01.0608	marketing-sales	marketing-sales/retail-customer-experience
public-horticulture	01.0609	agriculture	agriculture/plant-systems
public-horticulture	01.0609	education	education/teaching-training-facilitation
urban-and-community-horticulture	01.0610	agriculture	agriculture/plant-systems
urban-and-community-horticulture	01.0610	education	education/teaching-training-facilitation
international-agriculture	01.0701	agriculture	agriculture/food-science-processing
international-agriculture	01.0701	education	education/teaching-training-facilitation
agricultural-and-extension-education-services	01.0801	education	education/teaching-training-facilitation
agricultural-communicationjournalism	01.0802	arts-entertainment-design	arts-entertainment-design/media-production-broadcasting
agricultural-communicationjournalism	01.0802	arts-entertainment-design	arts-entertainment-design/lighting-sound-technology
animal-sciences-general	01.0901	agriculture	agriculture/agribusiness
animal-sciences-general	01.0901	agriculture	agriculture/animal-systems
animal-sciences-general	01.0901	agriculture	agriculture/plant-systems
animal-sciences-general	01.0901	education	education/teaching-training-facilitation
agricultural-animal-breeding	01.0902	agriculture	agriculture/agribusiness
agricultural-animal-breeding	01.0902	agriculture	agriculture/animal-systems
agricultural-animal-breeding	01.0902	education	education/teaching-training-facilitation
animal-health	01.0903	agriculture	agriculture/agribusiness
animal-health	01.0903	agriculture	agriculture/animal-systems
animal-health	01.0903	education	education/teaching-training-facilitation
animal-nutrition	01.0904	agriculture	agriculture/agribusiness
animal-nutrition	01.0904	agriculture	agriculture/animal-systems
animal-nutrition	01.0904	education	education/teaching-training-facilitation
dairy-science	01.0905	agriculture	agriculture/agribusiness
dairy-science	01.0905	agriculture	agriculture/food-science-processing
dairy-science	01.0905	agriculture	agriculture/animal-systems
dairy-science	01.0905	agriculture	agriculture/plant-systems
dairy-science	01.0905	education	education/teaching-training-facilitation
livestock-management	01.0906	agriculture	agriculture/agribusiness
livestock-management	01.0906	agriculture	agriculture/animal-systems
livestock-management	01.0906	education	education/teaching-training-facilitation
poultry-science	01.0907	agriculture	agriculture/agribusiness
poultry-science	01.0907	agriculture	agriculture/animal-systems
poultry-science	01.0907	education	education/teaching-training-facilitation
animal-sciences-other	01.0999	agriculture	agriculture/agribusiness
animal-sciences-other	01.0999	agriculture	agriculture/animal-systems
animal-sciences-other	01.0999	education	education/teaching-training-facilitation
food-science	01.1001	agriculture	agriculture/food-science-processing
food-science	01.1001	education	education/teaching-training-facilitation
food-technology-and-processing	01.1002	agriculture	agriculture/food-science-processing
brewing-science	01.1003	advanced-manufacturing	advanced-manufacturing/production-automation
brewing-science	01.1003	agriculture	agriculture/food-science-processing
viticulture-and-enology	01.1004	advanced-manufacturing	advanced-manufacturing/production-automation
viticulture-and-enology	01.1004	agriculture	agriculture/agribusiness
viticulture-and-enology	01.1004	agriculture	agriculture/food-science-processing
viticulture-and-enology	01.1004	agriculture	agriculture/plant-systems
viticulture-and-enology	01.1004	education	education/teaching-training-facilitation
zymologyfermentation-science	01.1005	advanced-manufacturing	advanced-manufacturing/production-automation
zymologyfermentation-science	01.1005	agriculture	agriculture/food-science-processing
food-science-and-technology-other	01.1099	agriculture	agriculture/food-science-processing
food-science-and-technology-other	01.1099	education	education/teaching-training-facilitation
plant-sciences-general	01.1101	agriculture	agriculture/agribusiness
plant-sciences-general	01.1101	agriculture	agriculture/plant-systems
plant-sciences-general	01.1101	education	education/teaching-training-facilitation
plant-sciences-general	01.1101	energy-natural-resources	energy-natural-resources/ecological-research-development
agronomy-and-crop-science	01.1102	agriculture	agriculture/agribusiness
agronomy-and-crop-science	01.1102	agriculture	agriculture/plant-systems
agronomy-and-crop-science	01.1102	education	education/teaching-training-facilitation
agronomy-and-crop-science	01.1102	energy-natural-resources	energy-natural-resources/ecological-research-development
horticultural-science	01.1103	agriculture	agriculture/agribusiness
horticultural-science	01.1103	agriculture	agriculture/plant-systems
horticultural-science	01.1103	education	education/teaching-training-facilitation
horticultural-science	01.1103	energy-natural-resources	energy-natural-resources/ecological-research-development
agricultural-and-horticultural-plant-breeding	01.1104	agriculture	agriculture/plant-systems
agricultural-and-horticultural-plant-breeding	01.1104	education	education/teaching-training-facilitation
agricultural-and-horticultural-plant-breeding	01.1104	energy-natural-resources	energy-natural-resources/ecological-research-development
plant-protection-and-integrated-pest-management	01.1105	agriculture	agriculture/agribusiness
plant-protection-and-integrated-pest-management	01.1105	agriculture	agriculture/plant-systems
plant-protection-and-integrated-pest-management	01.1105	education	education/teaching-training-facilitation
plant-protection-and-integrated-pest-management	01.1105	energy-natural-resources	energy-natural-resources/ecological-research-development
range-science-and-management	01.1106	agriculture	agriculture/agribusiness
range-science-and-management	01.1106	agriculture	agriculture/animal-systems
range-science-and-management	01.1106	agriculture	agriculture/plant-systems
range-science-and-management	01.1106	education	education/teaching-training-facilitation
range-science-and-management	01.1106	energy-natural-resources	energy-natural-resources/ecological-research-development
range-science-and-management	01.1106	energy-natural-resources	energy-natural-resources/conservation-land-management
plant-sciences-other	01.1199	agriculture	agriculture/plant-systems
plant-sciences-other	01.1199	education	education/teaching-training-facilitation
plant-sciences-other	01.1199	energy-natural-resources	energy-natural-resources/ecological-research-development
soil-science-and-agronomy-general	01.1201	agriculture	agriculture/plant-systems
soil-science-and-agronomy-general	01.1201	education	education/teaching-training-facilitation
soil-science-and-agronomy-general	01.1201	energy-natural-resources	energy-natural-resources/ecological-research-development
soil-chemistry-and-physics	01.1202	agriculture	agriculture/plant-systems
soil-chemistry-and-physics	01.1202	education	education/teaching-training-facilitation
soil-chemistry-and-physics	01.1202	energy-natural-resources	energy-natural-resources/ecological-research-development
soil-microbiology	01.1203	agriculture	agriculture/plant-systems
soil-microbiology	01.1203	education	education/teaching-training-facilitation
soil-microbiology	01.1203	energy-natural-resources	energy-natural-resources/ecological-research-development
soil-sciences-other	01.1299	agriculture	agriculture/plant-systems
soil-sciences-other	01.1299	education	education/teaching-training-facilitation
soil-sciences-other	01.1299	energy-natural-resources	energy-natural-resources/ecological-research-development
agricultureveterinary-preparatory-programs-other	01.1399	agriculture	agriculture/animal-systems
agricultureveterinary-preparatory-programs-other	01.1399	agriculture	agriculture/plant-systems
veterinary-medicine	01.8001	agriculture	agriculture/animal-systems
veterinary-medicine	01.8001	education	education/teaching-training-facilitation
veterinary-sciencesveterinary-clinical-sciences-general	01.8101	agriculture	agriculture/animal-systems
veterinary-sciencesveterinary-clinical-sciences-general	01.8101	education	education/teaching-training-facilitation
comparative-and-laboratory-animal-medicine	01.8102	agriculture	agriculture/animal-systems
comparative-and-laboratory-animal-medicine	01.8102	education	education/teaching-training-facilitation
large-animalfood-animal-and-equine-surgery-and-medicine	01.8103	agriculture	agriculture/animal-systems
large-animalfood-animal-and-equine-surgery-and-medicine	01.8103	education	education/teaching-training-facilitation
smallcompanion-animal-surgery-and-medicine	01.8104	agriculture	agriculture/animal-systems
smallcompanion-animal-surgery-and-medicine	01.8104	education	education/teaching-training-facilitation
veterinary-anatomy	01.8105	agriculture	agriculture/animal-systems
veterinary-anatomy	01.8105	education	education/teaching-training-facilitation
veterinary-infectious-diseases	01.8106	agriculture	agriculture/animal-systems
veterinary-infectious-diseases	01.8106	education	education/teaching-training-facilitation
veterinary-microbiology-and-immunobiology	01.8107	agriculture	agriculture/animal-systems
veterinary-microbiology-and-immunobiology	01.8107	education	education/teaching-training-facilitation
veterinary-pathology-and-pathobiology	01.8108	agriculture	agriculture/animal-systems
veterinary-pathology-and-pathobiology	01.8108	education	education/teaching-training-facilitation
veterinary-physiology	01.8109	agriculture	agriculture/animal-systems
veterinary-physiology	01.8109	education	education/teaching-training-facilitation
veterinary-preventive-medicine-epidemiology-and-public-health	01.8110	agriculture	agriculture/animal-systems
veterinary-preventive-medicine-epidemiology-and-public-health	01.8110	education	education/teaching-training-facilitation
veterinary-toxicology-and-pharmacology	01.8111	agriculture	agriculture/animal-systems
veterinary-toxicology-and-pharmacology	01.8111	education	education/teaching-training-facilitation
veterinary-biomedical-and-clinical-sciences-other	01.8199	agriculture	agriculture/animal-systems
veterinary-biomedical-and-clinical-sciences-other	01.8199	education	education/teaching-training-facilitation
veterinary-administrative-services-general	01.8201	healthcare-human-services	healthcare-human-services/health-data-administration
veterinary-administrative-services-general	01.8201	management-entrepreneurship	management-entrepreneurship/leadership-operations
veterinary-office-managementadministration	01.8202	healthcare-human-services	healthcare-human-services/health-data-administration
veterinary-office-managementadministration	01.8202	management-entrepreneurship	management-entrepreneurship/leadership-operations
veterinary-receptionreceptionist	01.8203	hospitality-events-tourism	hospitality-events-tourism/accommodations
veterinary-receptionreceptionist	01.8203	management-entrepreneurship	management-entrepreneurship/leadership-operations
veterinary-administrativeexecutive-assistant-and-veterinary-secretary	01.8204	healthcare-human-services	healthcare-human-services/health-data-administration
veterinary-administrativeexecutive-assistant-and-veterinary-secretary	01.8204	management-entrepreneurship	management-entrepreneurship/leadership-operations
veterinaryanimal-health-technologytechnician-and-veterinary-assistant	01.8301	agriculture	agriculture/animal-systems
veterinaryanimal-health-technologytechnician-and-veterinary-assistant	01.8301	education	education/teaching-training-facilitation
veterinaryanimal-health-technologytechnician-and-veterinary-assistant	01.8301	healthcare-human-services	healthcare-human-services/health-data-administration
veterinaryanimal-health-technologiestechnicians-other	01.8399	agriculture	agriculture/animal-systems
veterinaryanimal-health-technologiestechnicians-other	01.8399	healthcare-human-services	healthcare-human-services/health-data-administration
natural-resourcesconservation-general	03.0101	agriculture	agriculture/plant-systems
natural-resourcesconservation-general	03.0101	education	education/teaching-training-facilitation
natural-resourcesconservation-general	03.0101	energy-natural-resources	energy-natural-resources/conservation-land-management
environmental-studies	03.0103	education	education/teaching-training-facilitation
environmental-studies	03.0103	energy-natural-resources	energy-natural-resources/ecological-research-development
environmental-studies	03.0103	healthcare-human-services	healthcare-human-services/biotechnology-research-development
environmental-studies	03.0103	management-entrepreneurship	management-entrepreneurship/regulation
environmental-studies	03.0103	public-service-safety	public-service-safety/public-safety
environmental-science	03.0104	advanced-manufacturing	advanced-manufacturing/safety-quality-assurance
environmental-science	03.0104	agriculture	agriculture/plant-systems
environmental-science	03.0104	education	education/teaching-training-facilitation
environmental-science	03.0104	energy-natural-resources	energy-natural-resources/ecological-research-development
environmental-science	03.0104	energy-natural-resources	energy-natural-resources/conservation-land-management
environmental-science	03.0104	healthcare-human-services	healthcare-human-services/biotechnology-research-development
environmental-science	03.0104	management-entrepreneurship	management-entrepreneurship/regulation
environmental-science	03.0104	public-service-safety	public-service-safety/public-safety
environmental-science	03.0104	public-service-safety	public-service-safety/local-state-federal-services
environmentalnatural-resources-management-and-policy-general	03.0201	agriculture	agriculture/plant-systems
environmentalnatural-resources-management-and-policy-general	03.0201	education	education/teaching-training-facilitation
environmentalnatural-resources-management-and-policy-general	03.0201	energy-natural-resources	energy-natural-resources/conservation-land-management
water-wetlands-and-marine-resources-management	03.0205	education	education/teaching-training-facilitation
water-wetlands-and-marine-resources-management	03.0205	energy-natural-resources	energy-natural-resources/conservation-land-management
land-use-planning-and-managementdevelopment	03.0206	education	education/teaching-training-facilitation
land-use-planning-and-managementdevelopment	03.0206	energy-natural-resources	energy-natural-resources/conservation-land-management
environmentalnatural-resource-recreation-and-tourism	03.0207	hospitality-events-tourism	hospitality-events-tourism/travel-leisure
environmentalnatural-resources-law-enforcement-and-protective-services	03.0208	education	education/teaching-training-facilitation
environmentalnatural-resources-law-enforcement-and-protective-services	03.0208	energy-natural-resources	energy-natural-resources/environmental-protection
environmentalnatural-resources-law-enforcement-and-protective-services	03.0208	energy-natural-resources	energy-natural-resources/conservation-land-management
environmentalnatural-resources-law-enforcement-and-protective-services	03.0208	management-entrepreneurship	management-entrepreneurship/regulation
environmentalnatural-resources-law-enforcement-and-protective-services	03.0208	public-service-safety	public-service-safety/public-safety
environmentalnatural-resources-law-enforcement-and-protective-services	03.0208	public-service-safety	public-service-safety/emergency-response
environmentalnatural-resources-law-enforcement-and-protective-services	03.0208	public-service-safety	public-service-safety/local-state-federal-services
energy-and-environmental-policy	03.0209	energy-natural-resources	energy-natural-resources/ecological-research-development
energy-and-environmental-policy	03.0209	energy-natural-resources	energy-natural-resources/conservation-land-management
energy-and-environmental-policy	03.0209	management-entrepreneurship	management-entrepreneurship/regulation
energy-and-environmental-policy	03.0209	public-service-safety	public-service-safety/public-safety
environmentalnatural-resources-management-and-policy-other	03.0299	education	education/teaching-training-facilitation
fishing-and-fisheries-sciences-and-management	03.0301	agriculture	agriculture/agribusiness
fishing-and-fisheries-sciences-and-management	03.0301	agriculture	agriculture/water-systems
forestry-general	03.0501	agriculture	agriculture/plant-systems
forestry-general	03.0501	agriculture	agriculture/agribusiness
forestry-general	03.0501	education	education/teaching-training-facilitation
forestry-general	03.0501	energy-natural-resources	energy-natural-resources/conservation-land-management
forestry-general	03.0501	energy-natural-resources	energy-natural-resources/ecological-research-development
forest-sciences-and-biology	03.0502	agriculture	agriculture/plant-systems
forest-sciences-and-biology	03.0502	education	education/teaching-training-facilitation
forest-sciences-and-biology	03.0502	energy-natural-resources	energy-natural-resources/conservation-land-management
forest-sciences-and-biology	03.0502	energy-natural-resources	energy-natural-resources/ecological-research-development
forest-managementforest-resources-management	03.0506	agriculture	agriculture/plant-systems
forest-managementforest-resources-management	03.0506	education	education/teaching-training-facilitation
forest-managementforest-resources-management	03.0506	energy-natural-resources	energy-natural-resources/conservation-land-management
forest-managementforest-resources-management	03.0506	energy-natural-resources	energy-natural-resources/ecological-research-development
urban-forestry	03.0508	agriculture	agriculture/plant-systems
urban-forestry	03.0508	education	education/teaching-training-facilitation
urban-forestry	03.0508	energy-natural-resources	energy-natural-resources/conservation-land-management
wood-science-and-wood-productspulp-and-paper-technologytechnician	03.0509	agriculture	agriculture/plant-systems
wood-science-and-wood-productspulp-and-paper-technologytechnician	03.0509	education	education/teaching-training-facilitation
wood-science-and-wood-productspulp-and-paper-technologytechnician	03.0509	energy-natural-resources	energy-natural-resources/conservation-land-management
forest-resources-production-and-management	03.0510	agriculture	agriculture/plant-systems
forest-resources-production-and-management	03.0510	agriculture	agriculture/agribusiness
forest-resources-production-and-management	03.0510	education	education/teaching-training-facilitation
forest-resources-production-and-management	03.0510	energy-natural-resources	energy-natural-resources/ecological-research-development
forest-resources-production-and-management	03.0510	energy-natural-resources	energy-natural-resources/conservation-land-management
forest-technologytechnician	03.0511	agriculture	agriculture/plant-systems
forest-technologytechnician	03.0511	energy-natural-resources	energy-natural-resources/conservation-land-management
forestry-other	03.0599	advanced-manufacturing	advanced-manufacturing/production-automation
forestry-other	03.0599	agriculture	agriculture/plant-systems
forestry-other	03.0599	education	education/teaching-training-facilitation
forestry-other	03.0599	energy-natural-resources	energy-natural-resources/conservation-land-management
wildlife-fish-and-wildlands-science-and-management	03.0601	education	education/teaching-training-facilitation
wildlife-fish-and-wildlands-science-and-management	03.0601	energy-natural-resources	energy-natural-resources/conservation-land-management
wildlife-fish-and-wildlands-science-and-management	03.0601	energy-natural-resources	energy-natural-resources/environmental-protection
natural-resources-and-conservation-other	03.9999	education	education/teaching-training-facilitation
architecture	04.0201	construction	construction/architecture-civil-engineering
architecture	04.0201	education	education/teaching-training-facilitation
architectural-design	04.0202	construction	construction/architecture-civil-engineering
architectural-design	04.0202	education	education/teaching-training-facilitation
architecture-other	04.0299	education	education/teaching-training-facilitation
cityurban-community-and-regional-planning	04.0301	construction	construction/architecture-civil-engineering
cityurban-community-and-regional-planning	04.0301	construction	construction/construction-planning-development
cityurban-community-and-regional-planning	04.0301	education	education/teaching-training-facilitation
cityurban-community-and-regional-planning	04.0301	public-service-safety	public-service-safety/local-state-federal-services
environmental-designarchitecture	04.0401	arts-entertainment-design	arts-entertainment-design/fashion-interiors
environmental-designarchitecture	04.0401	construction	construction/architecture-civil-engineering
environmental-designarchitecture	04.0401	education	education/teaching-training-facilitation
healthcare-environment-designarchitecture	04.0402	arts-entertainment-design	arts-entertainment-design/fashion-interiors
healthcare-environment-designarchitecture	04.0402	education	education/teaching-training-facilitation
sustainable-designarchitecture	04.0403	construction	construction/construction-planning-development
sustainable-designarchitecture	04.0403	education	education/teaching-training-facilitation
sustainable-designarchitecture	04.0403	public-service-safety	public-service-safety/local-state-federal-services
environmental-design-other	04.0499	education	education/teaching-training-facilitation
interior-architecture	04.0501	arts-entertainment-design	arts-entertainment-design/fashion-interiors
interior-architecture	04.0501	construction	construction/architecture-civil-engineering
interior-architecture	04.0501	education	education/teaching-training-facilitation
landscape-architecture	04.0601	construction	construction/architecture-civil-engineering
landscape-architecture	04.0601	education	education/teaching-training-facilitation
architectural-history-and-criticism-general	04.0801	construction	construction/architecture-civil-engineering
architectural-history-and-criticism-general	04.0801	education	education/teaching-training-facilitation
architectural-conservation	04.0802	construction	construction/architecture-civil-engineering
architectural-conservation	04.0802	education	education/teaching-training-facilitation
architectural-studies	04.0803	education	education/teaching-training-facilitation
architectural-history-criticism-and-conservation-other	04.0899	education	education/teaching-training-facilitation
architectural-technologytechnician	04.0901	construction	construction/architecture-civil-engineering
architectural-and-building-sciencestechnology	04.0902	construction	construction/architecture-civil-engineering
architectural-and-building-sciencestechnology	04.0902	education	education/teaching-training-facilitation
architectural-sciences-and-technology-other	04.0999	construction	construction/architecture-civil-engineering
architectural-sciences-and-technology-other	04.0999	education	education/teaching-training-facilitation
real-estate-development	04.1001	construction	construction/construction-planning-development
real-estate-development	04.1001	education	education/teaching-training-facilitation
real-estate-development	04.1001	financial-services	financial-services/real-estate
real-estate-development	04.1001	public-service-safety	public-service-safety/local-state-federal-services
african-studies	05.0101	education	education/teaching-training-facilitation
americanunited-states-studiescivilization	05.0102	education	education/teaching-training-facilitation
asian-studiescivilization	05.0103	education	education/teaching-training-facilitation
east-asian-studies	05.0104	education	education/teaching-training-facilitation
russian-central-european-east-european-and-eurasian-studies	05.0105	education	education/teaching-training-facilitation
european-studiescivilization	05.0106	education	education/teaching-training-facilitation
latin-american-studies	05.0107	education	education/teaching-training-facilitation
near-and-middle-eastern-studies	05.0108	education	education/teaching-training-facilitation
pacific-areapacific-rim-studies	05.0109	education	education/teaching-training-facilitation
russian-studies	05.0110	education	education/teaching-training-facilitation
scandinavian-studies	05.0111	education	education/teaching-training-facilitation
south-asian-studies	05.0112	education	education/teaching-training-facilitation
southeast-asian-studies	05.0113	education	education/teaching-training-facilitation
western-european-studies	05.0114	education	education/teaching-training-facilitation
canadian-studies	05.0115	education	education/teaching-training-facilitation
balkans-studies	05.0116	education	education/teaching-training-facilitation
baltic-studies	05.0117	education	education/teaching-training-facilitation
slavic-studies	05.0118	education	education/teaching-training-facilitation
caribbean-studies	05.0119	education	education/teaching-training-facilitation
ural-altaic-and-central-asian-studies	05.0120	education	education/teaching-training-facilitation
commonwealth-studies	05.0121	education	education/teaching-training-facilitation
regional-studies-us-canadian-foreign	05.0122	education	education/teaching-training-facilitation
chinese-studies	05.0123	education	education/teaching-training-facilitation
french-studies	05.0124	education	education/teaching-training-facilitation
german-studies	05.0125	education	education/teaching-training-facilitation
italian-studies	05.0126	education	education/teaching-training-facilitation
japanese-studies	05.0127	education	education/teaching-training-facilitation
korean-studies	05.0128	education	education/teaching-training-facilitation
polish-studies	05.0129	education	education/teaching-training-facilitation
spanish-and-iberian-studies	05.0130	education	education/teaching-training-facilitation
tibetan-studies	05.0131	education	education/teaching-training-facilitation
ukraine-studies	05.0132	education	education/teaching-training-facilitation
irish-studies	05.0133	education	education/teaching-training-facilitation
latin-american-and-caribbean-studies	05.0134	education	education/teaching-training-facilitation
appalachian-studies	05.0135	education	education/teaching-training-facilitation
arctic-studies	05.0136	education	education/teaching-training-facilitation
area-studies-other	05.0199	education	education/teaching-training-facilitation
ethnic-studies	05.0200	education	education/teaching-training-facilitation
african-americanblack-studies	05.0201	education	education/teaching-training-facilitation
american-indiannative-american-studies	05.0202	education	education/teaching-training-facilitation
hispanic-american-puerto-rican-and-mexican-americanchicano-studies	05.0203	education	education/teaching-training-facilitation
asian-american-studies	05.0206	education	education/teaching-training-facilitation
womens-studies	05.0207	education	education/teaching-training-facilitation
gaylesbian-studies	05.0208	education	education/teaching-training-facilitation
folklore-studies	05.0209	education	education/teaching-training-facilitation
disability-studies	05.0210	education	education/teaching-training-facilitation
deaf-studies	05.0211	education	education/learner-support-community-engagement
deaf-studies	05.0211	education	education/teaching-training-facilitation
comparative-group-studies	05.0212	education	education/teaching-training-facilitation
ethnic-cultural-minority-gender-and-group-studies-other	05.0299	education	education/teaching-training-facilitation
area-ethnic-cultural-gender-and-group-studies-other	05.9999	education	education/teaching-training-facilitation
communication-general	09.0100	arts-entertainment-design	arts-entertainment-design/media-production-broadcasting
communication-general	09.0100	education	education/teaching-training-facilitation
communication-general	09.0100	financial-services	financial-services/financial-strategy-investments
communication-general	09.0100	hospitality-events-tourism	hospitality-events-tourism/conferences-events
communication-general	09.0100	management-entrepreneurship	management-entrepreneurship/leadership-operations
speech-communication-and-rhetoric	09.0101	arts-entertainment-design	arts-entertainment-design/media-production-broadcasting
speech-communication-and-rhetoric	09.0101	education	education/teaching-training-facilitation
speech-communication-and-rhetoric	09.0101	management-entrepreneurship	management-entrepreneurship/leadership-operations
mass-communicationmedia-studies	09.0102	arts-entertainment-design	arts-entertainment-design/media-production-broadcasting
mass-communicationmedia-studies	09.0102	education	education/teaching-training-facilitation
mass-communicationmedia-studies	09.0102	management-entrepreneurship	management-entrepreneurship/leadership-operations
journalism	09.0401	arts-entertainment-design	arts-entertainment-design/media-production-broadcasting
