education_program_id	cip_code	career_cluster_id	subcluster_id
church-planting	39.0302	healthcare-human-services	healthcare-human-services/community-social-services
missionsmissionary-studies-and-missiology-other	39.0399	healthcare-human-services	healthcare-human-services/community-social-services
religious-education	39.0401	education	education/teaching-training-facilitation
religious-education	39.0401	healthcare-human-services	healthcare-human-services/community-social-services
religioussacred-music	39.0501	arts-entertainment-design	arts-entertainment-design/media-production-broadcasting
religioussacred-music	39.0501	education	education/teaching-training-facilitation
worship-ministry	39.0502	arts-entertainment-design	arts-entertainment-design/media-production-broadcasting
worship-ministry	39.0502	education	education/teaching-training-facilitation
worship-ministry	39.0502	healthcare-human-services	healthcare-human-services/community-social-services
religious-music-and-worship-other	39.0599	healthcare-human-services	healthcare-human-services/community-social-services
theologytheological-studies	39.0601	education	education/teaching-training-facilitation
theologytheological-studies	39.0601	healthcare-human-services	healthcare-human-services/community-social-services
divinityministry	39.0602	education	education/teaching-training-facilitation
divinityministry	39.0602	healthcare-human-services	healthcare-human-services/community-social-services
pre-theologypre-ministerial-studies	39.0604	education	education/teaching-training-facilitation
pre-theologypre-ministerial-studies	39.0604	healthcare-human-services	healthcare-human-services/community-social-services
rabbinical-studies	39.0605	education	education/teaching-training-facilitation
rabbinical-studies	39.0605	healthcare-human-services	healthcare-human-services/community-social-services
theological-and-ministerial-studies-other	39.0699	education	education/teaching-training-facilitation
theological-and-ministerial-studies-other	39.0699	healthcare-human-services	healthcare-human-services/community-social-services
pastoral-studiescounseling	39.0701	education	education/teaching-training-facilitation
pastoral-studiescounseling	39.0701	healthcare-human-services	healthcare-human-services/behavioral-mental-health
pastoral-studiescounseling	39.0701	healthcare-human-services	healthcare-human-services/community-social-services
youth-ministry	39.0702	healthcare-human-services	healthcare-human-services/community-social-services
urban-ministry	39.0703	education	education/teaching-training-facilitation
urban-ministry	39.0703	healthcare-human-services	healthcare-human-services/community-social-services
womens-ministry	39.0704	healthcare-human-services	healthcare-human-services/community-social-services
lay-ministry	39.0705	healthcare-human-services	healthcare-human-services/community-social-services
chaplainchaplaincy-studies	39.0706	education	education/teaching-training-facilitation
chaplainchaplaincy-studies	39.0706	healthcare-human-services	healthcare-human-services/community-social-services
pastoral-counseling-and-specialized-ministries-other	39.0799	healthcare-human-services	healthcare-human-services/behavioral-mental-health
pastoral-counseling-and-specialized-ministries-other	39.0799	healthcare-human-services	healthcare-human-services/community-social-services
religious-institution-administration-and-management	39.0801	financial-services	financial-services/financial-strategy-investments
religious-institution-administration-and-management	39.0801	management-entrepreneurship	management-entrepreneurship/leadership-operations
religiouscanon-law	39.0802	education	education/teaching-training-facilitation
religiouscanon-law	39.0802	healthcare-human-services	healthcare-human-services/community-social-services
physical-sciences-general	40.0101	education	education/teaching-training-facilitation
physical-sciences-general	40.0101	energy-natural-resources	energy-natural-resources/conservation-land-management
physical-sciences-general	40.0101	energy-natural-resources	energy-natural-resources/ecological-research-development
astronomy	40.0201	education	education/teaching-training-facilitation
astronomy	40.0201	energy-natural-resources	energy-natural-resources/conservation-land-management
astronomy	40.0201	energy-natural-resources	energy-natural-resources/ecological-research-development
astronomy	40.0201	public-service-safety	public-service-safety/local-state-federal-services
astronomy	40.0201	public-service-safety	public-service-safety/military-national-security
astronomy	40.0201	supply-chain-transportation	supply-chain-transportation/air-space-transportation
astrophysics	40.0202	education	education/teaching-training-facilitation
astrophysics	40.0202	energy-natural-resources	energy-natural-resources/conservation-land-management
astrophysics	40.0202	energy-natural-resources	energy-natural-resources/ecological-research-development
astrophysics	40.0202	public-service-safety	public-service-safety/local-state-federal-services
astrophysics	40.0202	public-service-safety	public-service-safety/military-national-security
astrophysics	40.0202	supply-chain-transportation	supply-chain-transportation/air-space-transportation
planetary-astronomy-and-science	40.0203	education	education/teaching-training-facilitation
planetary-astronomy-and-science	40.0203	energy-natural-resources	energy-natural-resources/conservation-land-management
planetary-astronomy-and-science	40.0203	energy-natural-resources	energy-natural-resources/ecological-research-development
planetary-astronomy-and-science	40.0203	public-service-safety	public-service-safety/local-state-federal-services
planetary-astronomy-and-science	40.0203	public-service-safety	public-service-safety/military-national-security
planetary-astronomy-and-science	40.0203	supply-chain-transportation	supply-chain-transportation/air-space-transportation
astronomy-and-astrophysics-other	40.0299	education	education/teaching-training-facilitation
astronomy-and-astrophysics-other	40.0299	energy-natural-resources	energy-natural-resources/conservation-land-management
astronomy-and-astrophysics-other	40.0299	energy-natural-resources	energy-natural-resources/ecological-research-development
astronomy-and-astrophysics-other	40.0299	public-service-safety	public-service-safety/local-state-federal-services
astronomy-and-astrophysics-other	40.0299	public-service-safety	public-service-safety/military-national-security
astronomy-and-astrophysics-other	40.0299	supply-chain-transportation	supply-chain-transportation/air-space-transportation
atmospheric-sciences-and-meteorology-general	40.0401	education	education/teaching-training-facilitation
atmospheric-sciences-and-meteorology-general	40.0401	energy-natural-resources	energy-natural-resources/conservation-land-management
atmospheric-sciences-and-meteorology-general	40.0401	energy-natural-resources	energy-natural-resources/ecological-research-development
atmospheric-sciences-and-meteorology-general	40.0401	public-service-safety	public-service-safety/local-state-federal-services
atmospheric-sciences-and-meteorology-general	40.0401	public-service-safety	public-service-safety/military-national-security
atmospheric-sciences-and-meteorology-general	40.0401	supply-chain-transportation	supply-chain-transportation/air-space-transportation
atmospheric-chemistry-and-climatology	40.0402	education	education/teaching-training-facilitation
atmospheric-chemistry-and-climatology	40.0402	energy-natural-resources	energy-natural-resources/conservation-land-management
atmospheric-chemistry-and-climatology	40.0402	energy-natural-resources	energy-natural-resources/ecological-research-development
atmospheric-chemistry-and-climatology	40.0402	public-service-safety	public-service-safety/local-state-federal-services
atmospheric-chemistry-and-climatology	40.0402	public-service-safety	public-service-safety/military-national-security
atmospheric-chemistry-and-climatology	40.0402	supply-chain-transportation	supply-chain-transportation/air-space-transportation
atmospheric-physics-and-dynamics	40.0403	education	education/teaching-training-facilitation
atmospheric-physics-and-dynamics	40.0403	energy-natural-resources	energy-natural-resources/conservation-land-management
atmospheric-physics-and-dynamics	40.0403	energy-natural-resources	energy-natural-resources/ecological-research-development
atmospheric-physics-and-dynamics	40.0403	public-service-safety	public-service-safety/local-state-federal-services
atmospheric-physics-and-dynamics	40.0403	public-service-safety	public-service-safety/military-national-security
atmospheric-physics-and-dynamics	40.0403	supply-chain-transportation	supply-chain-transportation/air-space-transportation
meteorology	40.0404	education	education/teaching-training-facilitation
meteorology	40.0404	energy-natural-resources	energy-natural-resources/conservation-land-management
meteorology	40.0404	energy-natural-resources	energy-natural-resources/ecological-research-development
meteorology	40.0404	public-service-safety	public-service-safety/local-state-federal-services
meteorology	40.0404	public-service-safety	public-service-safety/military-national-security
meteorology	40.0404	supply-chain-transportation	supply-chain-transportation/air-space-transportation
atmospheric-sciences-and-meteorology-other	40.0499	education	education/teaching-training-facilitation
atmospheric-sciences-and-meteorology-other	40.0499	energy-natural-resources	energy-natural-resources/conservation-land-management
atmospheric-sciences-and-meteorology-other	40.0499	energy-natural-resources	energy-natural-resources/ecological-research-development
atmospheric-sciences-and-meteorology-other	40.0499	public-service-safety	public-service-safety/local-state-federal-services
atmospheric-sciences-and-meteorology-other	40.0499	public-service-safety	public-service-safety/military-national-security
atmospheric-sciences-and-meteorology-other	40.0499	supply-chain-transportation	supply-chain-transportation/air-space-transportation
chemistry-general	40.0501	advanced-manufacturing	advanced-manufacturing/engineering
chemistry-general	40.0501	advanced-manufacturing	advanced-manufacturing/production-automation
chemistry-general	40.0501	agriculture	agriculture/food-science-processing
chemistry-general	40.0501	education	education/teaching-training-facilitation
chemistry-general	40.0501	energy-natural-resources	energy-natural-resources/conservation-land-management
chemistry-general	40.0501	energy-natural-resources	energy-natural-resources/ecological-research-development
chemistry-general	40.0501	public-service-safety	public-service-safety/judicial-systems
analytical-chemistry	40.0502	advanced-manufacturing	advanced-manufacturing/engineering
analytical-chemistry	40.0502	advanced-manufacturing	advanced-manufacturing/production-automation
analytical-chemistry	40.0502	education	education/teaching-training-facilitation
analytical-chemistry	40.0502	energy-natural-resources	energy-natural-resources/conservation-land-management
analytical-chemistry	40.0502	energy-natural-resources	energy-natural-resources/ecological-research-development
inorganic-chemistry	40.0503	advanced-manufacturing	advanced-manufacturing/engineering
inorganic-chemistry	40.0503	advanced-manufacturing	advanced-manufacturing/production-automation
inorganic-chemistry	40.0503	education	education/teaching-training-facilitation
inorganic-chemistry	40.0503	energy-natural-resources	energy-natural-resources/conservation-land-management
inorganic-chemistry	40.0503	energy-natural-resources	energy-natural-resources/ecological-research-development
organic-chemistry	40.0504	advanced-manufacturing	advanced-manufacturing/engineering
organic-chemistry	40.0504	advanced-manufacturing	advanced-manufacturing/production-automation
organic-chemistry	40.0504	education	education/teaching-training-facilitation
organic-chemistry	40.0504	energy-natural-resources	energy-natural-resources/conservation-land-management
organic-chemistry	40.0504	energy-natural-resources	energy-natural-resources/ecological-research-development
physical-chemistry	40.0506	advanced-manufacturing	advanced-manufacturing/engineering
physical-chemistry	40.0506	education	education/teaching-training-facilitation
physical-chemistry	40.0506	energy-natural-resources	energy-natural-resources/conservation-land-management
physical-chemistry	40.0506	energy-natural-resources	energy-natural-resources/ecological-research-development
polymer-chemistry	40.0507	advanced-manufacturing	advanced-manufacturing/engineering
polymer-chemistry	40.0507	education	education/teaching-training-facilitation
polymer-chemistry	40.0507	energy-natural-resources	energy-natural-resources/conservation-land-management
polymer-chemistry	40.0507	energy-natural-resources	energy-natural-resources/ecological-research-development
chemical-physics	40.0508	advanced-manufacturing	advanced-manufacturing/engineering
chemical-physics	40.0508	education	education/teaching-training-facilitation
chemical-physics	40.0508	energy-natural-resources	energy-natural-resources/conservation-land-management
chemical-physics	40.0508	energy-natural-resources	energy-natural-resources/ecological-research-development
environmental-chemistry	40.0509	advanced-manufacturing	advanced-manufacturing/engineering
environmental-chemistry	40.0509	advanced-manufacturing	advanced-manufacturing/production-automation
environmental-chemistry	40.0509	education	education/teaching-training-facilitation
environmental-chemistry	40.0509	energy-natural-resources	energy-natural-resources/conservation-land-management
environmental-chemistry	40.0509	energy-natural-resources	energy-natural-resources/ecological-research-development
environmental-chemistry	40.0509	healthcare-human-services	healthcare-human-services/biotechnology-research-development
environmental-chemistry	40.0509	public-service-safety	public-service-safety/local-state-federal-services
forensic-chemistry	40.0510	advanced-manufacturing	advanced-manufacturing/engineering
forensic-chemistry	40.0510	education	education/teaching-training-facilitation
forensic-chemistry	40.0510	public-service-safety	public-service-safety/judicial-systems
theoretical-chemistry	40.0511	advanced-manufacturing	advanced-manufacturing/engineering
theoretical-chemistry	40.0511	education	education/teaching-training-facilitation
cheminformaticschemistry-informatics	40.0512	advanced-manufacturing	advanced-manufacturing/engineering
cheminformaticschemistry-informatics	40.0512	digital-technology	digital-technology/data-science-ai
cheminformaticschemistry-informatics	40.0512	education	education/teaching-training-facilitation
cheminformaticschemistry-informatics	40.0512	energy-natural-resources	energy-natural-resources/conservation-land-management
cheminformaticschemistry-informatics	40.0512	energy-natural-resources	energy-natural-resources/ecological-research-development
chemistry-other	40.0599	advanced-manufacturing	advanced-manufacturing/engineering
chemistry-other	40.0599	education	education/teaching-training-facilitation
chemistry-other	40.0599	energy-natural-resources	energy-natural-resources/conservation-land-management
chemistry-other	40.0599	energy-natural-resources	energy-natural-resources/ecological-research-development
geologyearth-science-general	40.0601	agriculture	agriculture/water-systems
geologyearth-science-general	40.0601	education	education/teaching-training-facilitation
geologyearth-science-general	40.0601	energy-natural-resources	energy-natural-resources/conservation-land-management
geologyearth-science-general	40.0601	energy-natural-resources	energy-natural-resources/ecological-research-development
geologyearth-science-general	40.0601	energy-natural-resources	energy-natural-resources/resource-extraction
geologyearth-science-general	40.0601	public-service-safety	public-service-safety/local-state-federal-services
geochemistry	40.0602	education	education/teaching-training-facilitation
geochemistry	40.0602	energy-natural-resources	energy-natural-resources/conservation-land-management
geochemistry	40.0602	energy-natural-resources	energy-natural-resources/ecological-research-development
geochemistry	40.0602	energy-natural-resources	energy-natural-resources/resource-extraction
geophysics-and-seismology	40.0603	education	education/teaching-training-facilitation
geophysics-and-seismology	40.0603	energy-natural-resources	energy-natural-resources/conservation-land-management
geophysics-and-seismology	40.0603	energy-natural-resources	energy-natural-resources/ecological-research-development
geophysics-and-seismology	40.0603	energy-natural-resources	energy-natural-resources/resource-extraction
paleontology	40.0604	education	education/teaching-training-facilitation
paleontology	40.0604	energy-natural-resources	energy-natural-resources/conservation-land-management
paleontology	40.0604	energy-natural-resources	energy-natural-resources/ecological-research-development
paleontology	40.0604	energy-natural-resources	energy-natural-resources/resource-extraction
hydrology-and-water-resources-science	40.0605	agriculture	agriculture/water-systems
hydrology-and-water-resources-science	40.0605	education	education/teaching-training-facilitation
hydrology-and-water-resources-science	40.0605	energy-natural-resources	energy-natural-resources/conservation-land-management
hydrology-and-water-resources-science	40.0605	energy-natural-resources	energy-natural-resources/ecological-research-development
hydrology-and-water-resources-science	40.0605	energy-natural-resources	energy-natural-resources/environmental-protection
hydrology-and-water-resources-science	40.0605	energy-natural-resources	energy-natural-resources/resource-extraction
geochemistry-and-petrology	40.0606	education	education/teaching-training-facilitation
geochemistry-and-petrology	40.0606	energy-natural-resources	energy-natural-resources/resource-extraction
oceanography-chemical-and-physical	40.0607	agriculture	agriculture/water-systems
oceanography-chemical-and-physical	40.0607	education	education/teaching-training-facilitation
oceanography-chemical-and-physical	40.0607	energy-natural-resources	energy-natural-resources/conservation-land-management
oceanography-chemical-and-physical	40.0607	energy-natural-resources	energy-natural-resources/ecological-research-development
oceanography-chemical-and-physical	40.0607	energy-natural-resources	energy-natural-resources/resource-extraction
geological-and-earth-sciencesgeosciences-other	40.0699	education	education/teaching-training-facilitation
geological-and-earth-sciencesgeosciences-other	40.0699	energy-natural-resources	energy-natural-resources/conservation-land-management
geological-and-earth-sciencesgeosciences-other	40.0699	energy-natural-resources	energy-natural-resources/ecological-research-development
geological-and-earth-sciencesgeosciences-other	40.0699	energy-natural-resources	energy-natural-resources/resource-extraction
physics-general	40.0801	education	education/teaching-training-facilitation
physics-general	40.0801	energy-natural-resources	energy-natural-resources/conservation-land-management
physics-general	40.0801	energy-natural-resources	energy-natural-resources/ecological-research-development
physics-general	40.0801	public-service-safety	public-service-safety/local-state-federal-services
physics-general	40.0801	public-service-safety	public-service-safety/military-national-security
atomicmolecular-physics	40.0802	advanced-manufacturing	advanced-manufacturing/engineering
atomicmolecular-physics	40.0802	education	education/teaching-training-facilitation
atomicmolecular-physics	40.0802	energy-natural-resources	energy-natural-resources/conservation-land-management
atomicmolecular-physics	40.0802	energy-natural-resources	energy-natural-resources/ecological-research-development
atomicmolecular-physics	40.0802	public-service-safety	public-service-safety/local-state-federal-services
atomicmolecular-physics	40.0802	public-service-safety	public-service-safety/military-national-security
elementary-particle-physics	40.0804	advanced-manufacturing	advanced-manufacturing/engineering
elementary-particle-physics	40.0804	education	education/teaching-training-facilitation
elementary-particle-physics	40.0804	energy-natural-resources	energy-natural-resources/conservation-land-management
elementary-particle-physics	40.0804	energy-natural-resources	energy-natural-resources/ecological-research-development
elementary-particle-physics	40.0804	public-service-safety	public-service-safety/local-state-federal-services
elementary-particle-physics	40.0804	public-service-safety	public-service-safety/military-national-security
plasma-and-high-temperature-physics	40.0805	advanced-manufacturing	advanced-manufacturing/engineering
plasma-and-high-temperature-physics	40.0805	education	education/teaching-training-facilitation
plasma-and-high-temperature-physics	40.0805	energy-natural-resources	energy-natural-resources/conservation-land-management
plasma-and-high-temperature-physics	40.0805	energy-natural-resources	energy-natural-resources/ecological-research-development
plasma-and-high-temperature-physics	40.0805	public-service-safety	public-service-safety/local-state-federal-services
plasma-and-high-temperature-physics	40.0805	public-service-safety	public-service-safety/military-national-security
nuclear-physics	40.0806	advanced-manufacturing	advanced-manufacturing/engineering
nuclear-physics	40.0806	education	education/teaching-training-facilitation
nuclear-physics	40.0806	energy-natural-resources	energy-natural-resources/conservation-land-management
nuclear-physics	40.0806	energy-natural-resources	energy-natural-resources/ecological-research-development
nuclear-physics	40.0806	energy-natural-resources	energy-natural-resources/clean-alternative-energy
opticsoptical-sciences	40.0807	advanced-manufacturing	advanced-manufacturing/engineering
opticsoptical-sciences	40.0807	education	education/teaching-training-facilitation
opticsoptical-sciences	40.0807	energy-natural-resources	energy-natural-resources/conservation-land-management
opticsoptical-sciences	40.0807	energy-natural-resources	energy-natural-resources/ecological-research-development
opticsoptical-sciences	40.0807	public-service-safety	public-service-safety/local-state-federal-services
opticsoptical-sciences	40.0807	public-service-safety	public-service-safety/military-national-security
condensed-matter-and-materials-physics	40.0808	advanced-manufacturing	advanced-manufacturing/engineering
condensed-matter-and-materials-physics	40.0808	education	education/teaching-training-facilitation
condensed-matter-and-materials-physics	40.0808	energy-natural-resources	energy-natural-resources/conservation-land-management
condensed-matter-and-materials-physics	40.0808	energy-natural-resources	energy-natural-resources/ecological-research-development
condensed-matter-and-materials-physics	40.0808	public-service-safety	public-service-safety/local-state-federal-services
condensed-matter-and-materials-physics	40.0808	public-service-safety	public-service-safety/military-national-security
acoustics	40.0809	advanced-manufacturing	advanced-manufacturing/engineering
acoustics	40.0809	education	education/teaching-training-facilitation
acoustics	40.0809	energy-natural-resources	energy-natural-resources/conservation-land-management
acoustics	40.0809	energy-natural-resources	energy-natural-resources/ecological-research-development
acoustics	40.0809	public-service-safety	public-service-safety/local-state-federal-services
acoustics	40.0809	public-service-safety	public-service-safety/military-national-security
theoretical-and-mathematical-physics	40.0810	advanced-manufacturing	advanced-manufacturing/engineering
theoretical-and-mathematical-physics	40.0810	education	education/teaching-training-facilitation
theoretical-and-mathematical-physics	40.0810	energy-natural-resources	energy-natural-resources/conservation-land-management
theoretical-and-mathematical-physics	40.0810	energy-natural-resources	energy-natural-resources/ecological-research-development
theoretical-and-mathematical-physics	40.0810	public-service-safety	public-service-safety/local-state-federal-services
theoretical-and-mathematical-physics	40.0810	public-service-safety	public-service-safety/military-national-security
physics-other	40.0899	advanced-manufacturing	advanced-manufacturing/engineering
physics-other	40.0899	education	education/teaching-training-facilitation
physics-other	40.0899	energy-natural-resources	energy-natural-resources/conservation-land-management
physics-other	40.0899	energy-natural-resources	energy-natural-resources/ecological-research-development
physics-other	40.0899	public-service-safety	public-service-safety/local-state-federal-services
physics-other	40.0899	public-service-safety	public-service-safety/military-national-security
materials-science	40.1001	advanced-manufacturing	advanced-manufacturing/engineering
materials-science	40.1001	education	education/teaching-training-facilitation
materials-chemistry	40.1002	advanced-manufacturing	advanced-manufacturing/engineering
materials-chemistry	40.1002	education	education/teaching-training-facilitation
materials-chemistry	40.1002	energy-natural-resources	energy-natural-resources/conservation-land-management
materials-chemistry	40.1002	energy-natural-resources	energy-natural-resources/ecological-research-development
materials-sciences-other	40.1099	advanced-manufacturing	advanced-manufacturing/engineering
materials-sciences-other	40.1099	education	education/teaching-training-facilitation
materials-sciences-other	40.1099	energy-natural-resources	energy-natural-resources/conservation-land-management
materials-sciences-other	40.1099	energy-natural-resources	energy-natural-resources/ecological-research-development
physics-and-astronomy	40.1101	advanced-manufacturing	advanced-manufacturing/engineering
physics-and-astronomy	40.1101	education	education/teaching-training-facilitation
physics-and-astronomy	40.1101	energy-natural-resources	energy-natural-resources/conservation-land-management
physics-and-astronomy	40.1101	energy-natural-resources	energy-natural-resources/ecological-research-development
physics-and-astronomy	40.1101	public-service-safety	public-service-safety/local-state-federal-services
physics-and-astronomy	40.1101	public-service-safety	public-service-safety/military-national-security
physical-sciences-other	40.9999	advanced-manufacturing	advanced-manufacturing/engineering
physical-sciences-other	40.9999	education	education/teaching-training-facilitation
physical-sciences-other	40.9999	energy-natural-resources	energy-natural-resources/conservation-land-management
physical-sciences-other	40.9999	energy-natural-resources	energy-natural-resources/ecological-research-development
science-technologiestechnicians-general	41.0000	agriculture	agriculture/water-systems
science-technologiestechnicians-general	41.0000	education	education/teaching-training-facilitation
science-technologiestechnicians-general	41.0000	energy-natural-resources	energy-natural-resources/ecological-research-development
science-technologiestechnicians-general	41.0000	energy-natural-resources	energy-natural-resources/environmental-protection
science-technologiestechnicians-general	41.0000	public-service-safety	public-service-safety/local-state-federal-services
biologybiotechnology-technologytechnician	41.0101	healthcare-human-services	healthcare-human-services/biotechnology-research-development
industrial-radiologic-technologytechnician	41.0204	advanced-manufacturing	advanced-manufacturing/engineering
industrial-radiologic-technologytechnician	41.0204	energy-natural-resources	energy-natural-resources/clean-alternative-energy
industrial-radiologic-technologytechnician	41.0204	public-service-safety	public-service-safety/military-national-security
nuclearnuclear-power-technologytechnician	41.0205	advanced-manufacturing	advanced-manufacturing/engineering
nuclearnuclear-power-technologytechnician	41.0205	energy-natural-resources	energy-natural-resources/clean-alternative-energy
nuclear-and-industrial-radiologic-technologiestechnicians-other	41.0299	advanced-manufacturing	advanced-manufacturing/engineering
nuclear-and-industrial-radiologic-technologiestechnicians-other	41.0299	energy-natural-resources	energy-natural-resources/clean-alternative-energy
chemical-technologytechnician	41.0301	advanced-manufacturing	advanced-manufacturing/production-automation
chemical-technologytechnician	41.0301	advanced-manufacturing	advanced-manufacturing/engineering
chemical-process-technology	41.0303	advanced-manufacturing	advanced-manufacturing/engineering
chemical-process-technology	41.0303	advanced-manufacturing	advanced-manufacturing/production-automation
chemical-process-technology	41.0303	education	education/teaching-training-facilitation
physical-science-technologiestechnicians-other	41.0399	agriculture	agriculture/water-systems
physical-science-technologiestechnicians-other	41.0399	education	education/teaching-training-facilitation
physical-science-technologiestechnicians-other	41.0399	energy-natural-resources	energy-natural-resources/conservation-land-management
physical-science-technologiestechnicians-other	41.0399	energy-natural-resources	energy-natural-resources/environmental-protection
physical-science-technologiestechnicians-other	41.0399	energy-natural-resources	energy-natural-resources/ecological-research-development
physical-science-technologiestechnicians-other	41.0399	public-service-safety	public-service-safety/local-state-federal-services
science-technologiestechnicians-other	41.9999	agriculture	agriculture/water-systems
science-technologiestechnicians-other	41.9999	education	education/teaching-training-facilitation
science-technologiestechnicians-other	41.9999	energy-natural-resources	energy-natural-resources/environmental-protection
science-technologiestechnicians-other	41.9999	energy-natural-resources	energy-natural-resources/resource-extraction
science-technologiestechnicians-other	41.9999	energy-natural-resources	energy-natural-resources/ecological-research-development
science-technologiestechnicians-other	41.9999	public-service-safety	public-service-safety/local-state-federal-services
psychology-general	42.0101	education	education/teaching-training-facilitation
psychology-general	42.0101	healthcare-human-services	healthcare-human-services/behavioral-mental-health
psychology-general	42.0101	management-entrepreneurship	management-entrepreneurship/leadership-operations
cognitive-psychology-and-psycholinguistics	42.2701	education	education/teaching-training-facilitation
cognitive-psychology-and-psycholinguistics	42.2701	healthcare-human-services	healthcare-human-services/behavioral-mental-health
cognitive-psychology-and-psycholinguistics	42.2701	management-entrepreneurship	management-entrepreneurship/leadership-operations
comparative-psychology	42.2702	education	education/teaching-training-facilitation
comparative-psychology	42.2702	healthcare-human-services	healthcare-human-services/behavioral-mental-health
comparative-psychology	42.2702	management-entrepreneurship	management-entrepreneurship/leadership-operations
developmental-and-child-psychology	42.2703	education	education/learner-support-community-engagement
developmental-and-child-psychology	42.2703	education	education/teaching-training-facilitation
developmental-and-child-psychology	42.2703	healthcare-human-services	healthcare-human-services/behavioral-mental-health
developmental-and-child-psychology	42.2703	healthcare-human-services	healthcare-human-services/community-social-services
developmental-and-child-psychology	42.2703	management-entrepreneurship	management-entrepreneurship/leadership-operations
experimental-psychology	42.2704	education	education/teaching-training-facilitation
experimental-psychology	42.2704	healthcare-human-services	healthcare-human-services/behavioral-mental-health
experimental-psychology	42.2704	management-entrepreneurship	management-entrepreneurship/leadership-operations
personality-psychology	42.2705	education	education/teaching-training-facilitation
personality-psychology	42.2705	healthcare-human-services	healthcare-human-services/behavioral-mental-health
personality-psychology	42.2705	management-entrepreneurship	management-entrepreneurship/leadership-operations
behavioral-neuroscience	42.2706	education	education/teaching-training-facilitation
behavioral-neuroscience	42.2706	energy-natural-resources	energy-natural-resources/ecological-research-development
behavioral-neuroscience	42.2706	healthcare-human-services	healthcare-human-services/biotechnology-research-development
behavioral-neuroscience	42.2706	healthcare-human-services	healthcare-human-services/behavioral-mental-health
behavioral-neuroscience	42.2706	management-entrepreneurship	management-entrepreneurship/leadership-operations
social-psychology	42.2707	education	education/teaching-training-facilitation
social-psychology	42.2707	healthcare-human-services	healthcare-human-services/behavioral-mental-health
social-psychology	42.2707	management-entrepreneurship	management-entrepreneurship/leadership-operations
psychometrics-and-quantitative-psychology	42.2708	education	education/teaching-training-facilitation
psychometrics-and-quantitative-psychology	42.2708	healthcare-human-services	healthcare-human-services/behavioral-mental-health
psychometrics-and-quantitative-psychology	42.2708	management-entrepreneurship	management-entrepreneurship/leadership-operations
psychopharmacology	42.2709	education	education/teaching-training-facilitation
psychopharmacology	42.2709	healthcare-human-services	healthcare-human-services/biotechnology-research-development
psychopharmacology	42.2709	healthcare-human-services	healthcare-human-services/behavioral-mental-health
psychopharmacology	42.2709	management-entrepreneurship	management-entrepreneurship/leadership-operations
developmental-and-adolescent-psychology	42.2710	education	education/learner-support-community-engagement
developmental-and-adolescent-psychology	42.2710	education	education/teaching-training-facilitation
developmental-and-adolescent-psychology	42.2710	healthcare-human-services	healthcare-human-services/community-social-services
developmental-and-adolescent-psychology	42.2710	management-entrepreneurship	management-entrepreneurship/leadership-operations
research-and-experimental-psychology-other	42.2799	education	education/teaching-training-facilitation
research-and-experimental-psychology-other	42.2799	healthcare-human-services	healthcare-human-services/behavioral-mental-health
research-and-experimental-psychology-other	42.2799	management-entrepreneurship	management-entrepreneurship/leadership-operations
clinical-psychology	42.2801	education	education/teaching-training-facilitation
clinical-psychology	42.2801	healthcare-human-services	healthcare-human-services/behavioral-mental-health
clinical-psychology	42.2801	management-entrepreneurship	management-entrepreneurship/leadership-operations
community-psychology	42.2802	education	education/teaching-training-facilitation
community-psychology	42.2802	healthcare-human-services	healthcare-human-services/behavioral-mental-health
community-psychology	42.2802	management-entrepreneurship	management-entrepreneurship/leadership-operations
counseling-psychology	42.2803	education	education/teaching-training-facilitation
counseling-psychology	42.2803	healthcare-human-services	healthcare-human-services/behavioral-mental-health
counseling-psychology	42.2803	management-entrepreneurship	management-entrepreneurship/leadership-operations
industrial-and-organizational-psychology	42.2804	education	education/teaching-training-facilitation
industrial-and-organizational-psychology	42.2804	management-entrepreneurship	management-entrepreneurship/leadership-operations
industrial-and-organizational-psychology	42.2804	management-entrepreneurship	management-entrepreneurship/business-information-management
school-psychology	42.2805	education	education/learner-support-community-engagement
school-psychology	42.2805	education	education/teaching-training-facilitation
school-psychology	42.2805	healthcare-human-services	healthcare-human-services/community-social-services
school-psychology	42.2805	management-entrepreneurship	management-entrepreneurship/leadership-operations
educational-psychology	42.2806	education	education/learner-support-community-engagement
educational-psychology	42.2806	education	education/teaching-training-facilitation
educational-psychology	42.2806	healthcare-human-services	healthcare-human-services/behavioral-mental-health
educational-psychology	42.2806	management-entrepreneurship	management-entrepreneurship/leadership-operations
clinical-child-psychology	42.2807	education	education/teaching-training-facilitation
clinical-child-psychology	42.2807	healthcare-human-services	healthcare-human-services/behavioral-mental-health
clinical-child-psychology	42.2807	management-entrepreneurship	management-entrepreneurship/leadership-operations
environmental-psychology	42.2808	education	education/teaching-training-facilitation
environmental-psychology	42.2808	healthcare-human-services	healthcare-human-services/behavioral-mental-health
environmental-psychology	42.2808	management-entrepreneurship	management-entrepreneurship/leadership-operations
geropsychology	42.2809	education	education/teaching-training-facilitation
geropsychology	42.2809	healthcare-human-services	healthcare-human-services/behavioral-mental-health
geropsychology	42.2809	management-entrepreneurship	management-entrepreneurship/leadership-operations
healthmedical-psychology	42.2810	education	education/teaching-training-facilitation
healthmedical-psychology	42.2810	healthcare-human-services	healthcare-human-services/behavioral-mental-health
healthmedical-psychology	42.2810	management-entrepreneurship	management-entrepreneurship/leadership-operations
