id	code	name	description	parent
CrudeAndDilutedBitumen	14112	Crude and diluted bitumen	This class comprises crude bitumen and bitumen mixed with diluents.	141
SyntheticCrudeOil	14113	Synthetic crude oil	This class comprises synthetic crude oil, which refers to an intermediate product that is a mixture of hydrocarbons derived from the upgrading of crude bitumen into a transportable liquid form. Synthetic crude oil contains very little sulfur (less than 0.2% by weight) compared to other light crude oils due to its processing, and has a density between 834.8 and 870.8 kg/m³ (31.0°API to 38.0°API).	141
NaturalGas	14211	Natural gas	This class comprises natural gas, a mixture of gaseous hydrocarbons consisting primarily of methane.	142
NaturalGasLiquidsIncludingCondensateAndRelatedProducts	14311	Natural gas liquids (including condensate) and related products	This class comprises natural gas liquids (NGLs) and related products. NGLs are found in natural gas and include liquefied petroleum gases or LPGs (propane, butane), ethane, lease condensate, pentanes plus, among others.	143
HardCoal	14411	Hard coal	This class comprises black coal ranked as hard coal, which includes anthracite and bituminous coal. Hard coal refers to coal of gross calorific value equal to or greater than 24,000 kJ/kg, on an ash-free but moist basis and with a mean random reflectance of vitrinite of at least 0.6%.	144
BrownCoal	14412	Brown coal	This class comprises softer brown coal, which includes sub-bituminous coal and lignite. Brown coal refers to coal of gross calorific value of less than 24,000 kJ/kg, on an ash-free but moist basis, and a mean random reflectance of vitrinite of less than 0.6%.	144
NuclearFuel	14511	Nuclear fuel	This class comprises nuclear fuel; fissionable materials that have been enriched to such a composition that, when placed in a nuclear reactor, will support a self-sustaining fission chain reaction, producing heat in a controlled manner for process use.	145
FuelWoodAndSolidFuelProductsN.e.c.	14512	Fuel wood and solid fuel products n.e.c.	This class comprises fuel wood, fuel products of waste wood, peat briquettes and other peat products used as fuel, and other solid fuel products n.e.c.	145
SteamAndHeatedOrCooledAirOrWater	14513	Steam and heated or cooled air or water	This class comprises steam and heated or cooled air or water.	145
Electricity	14611	Electricity	This class comprises all forms of generated electricity.	146
NaturalGasDistribution	14711	Natural gas distribution	This class comprises natural gas distribution services through mains.	147
IronOresAndConcentrates	15111	Iron ores and concentrates	This class comprises iron ores and concentrates.	151
CopperOresAndConcentrates	15211	Copper ores and concentrates	This class comprises copper ores and concentrates.	152
NickelOresAndConcentrates	15311	Nickel ores and concentrates	This class comprises nickel ores and concentrates.	153
RadioactiveOresAndConcentrates	15411	Radioactive ores and concentrates	This class comprises radioactive ores and concentrates.	154
GoldSilverAndPlatinumGroupMetalOresAndConcentrates	15511	Gold, silver, and platinum group metal ores and concentrates	This class comprises gold, silver, and platinum group metal ores and concentrates.	155
BauxiteAndAluminumOxide	15521	Bauxite and aluminum oxide	This class comprises bauxite and aluminum oxide.	155
LeadAndZincOresAndConcentrates	15522	Lead and zinc ores and concentrates	This class comprises lead and zinc ores and concentrates.	155
OtherMetalOresAndConcentratesN.e.c.	15523	Other metal ores and concentrates, n.e.c.	This class comprises other metal ores and concentrates, n.e.c.	155
WasteAndScrapOfIronAndSteel	15611	Waste and scrap of iron and steel	This class comprises waste and scrap of iron and steel.	156
WasteAndScrapOfNonFerrousMetals	15612	Waste and scrap of non-ferrous metals	This class comprises waste and scrap of non-ferrous metals.	156
WasteAndScrapOfWoodAndWoodByProducts	15711	Waste and scrap of wood and wood by-products	This class comprises waste and scrap of wood and wood by-products.	157
WasteAndScrapOfPaperAndPaperboard	15712	Waste and scrap of paper and paperboard	This class comprises waste and scrap of paper and paperboard.	157
WasteAndScrapOfPlasticAndRubber	15811	Waste and scrap of plastic and rubber	This class comprises waste and scrap of plastic and rubber.	158
WasteAndScrapOfGlass	15911	Waste and scrap of glass	This class comprises waste and scrap of glass.	159
Potash	16111	Potash	This class comprises potash.	161
Stone	16211	Stone	This class comprises stone.	162
SandGravelClayAndRefractoryMinerals	16212	Sand, gravel, clay, and refractory minerals	This class comprises sand, gravel, clay, and refractory minerals.	162
UncutAndIndustrialDiamonds	16311	Uncut and industrial diamonds	This class comprises uncut and industrial diamonds.	163
NonMetallicMineralsExceptDiamonds	16312	Non-metallic minerals (except diamonds)	This class comprises non-metallic minerals, except uncut and industrial diamonds.	163
PreparedAndPackagedSeafoodProducts	17111	Prepared and packaged seafood products	This class comprises prepared, processed beyond dressing, and packaged seafood products.	171
FreshAndFrozenBeefAndVeal	17211	Fresh and frozen beef and veal	This class comprises fresh and frozen beef and veal.	172
FreshAndFrozenPork	17212	Fresh and frozen pork	This class comprises fresh and frozen pork.	172
FreshAndFrozenPoultryOfAllTypes	17213	Fresh and frozen poultry of all types	This class comprises fresh and frozen poultry of all types.	172
FreshAndFrozenLambMuttonAndGoatMeat	17214	Fresh and frozen lamb, mutton and goat meat	This class comprises fresh and frozen lamb, mutton and goat meat.	172
ProcessedMeatProductsOtherMeatsAndAnimalByProducts	17215	Processed meat products, other meats, and animal by-products	This class comprises processed, either dressed, cut, or chilled meat products, other meats, and animal by-products.	172
ProcessedFluidMilkAndMilkProducts	17311	Processed fluid milk and milk products	This class comprises processed fluid milk and milk products, except dry and canned products.	173
ButterAndDryAndCannedDairyProducts	17312	Butter, and dry and canned dairy products	This class comprises butter, dry and canned dairy products and dairy substitutes.	173
CheeseAndCheeseProducts	17313	Cheese and cheese products	This class comprises cheese and cheese products.	173
IceCreamSherbetAndSimilarFrozenDesserts	17314	Ice cream, sherbet and similar frozen desserts	This class comprises ice cream, sherbet and similar frozen desserts.	173
DogAndCatFood	18111	Dog and cat food	This class comprises dog and cat food.	181
OtherAnimalFeed	18112	Other animal feed	This class comprises other animal feed.	181
MargarineAndCookingOils	18211	Margarine and cooking oils	This class comprises margarine and cooking oils.	182
FlourAndOtherGrainMillProducts	18212	Flour and other grain mill products	This class comprises flour and other grain mill products.	182
GrainAndOilseedProductsN.e.c.	18213	Grain and oilseed products, n.e.c.	This class comprises grain and oilseed products, n.e.c.	182
SugarAndSugarMillByProducts	18214	Sugar and sugar mill by-products	This class comprises sugar and sugar mill by-products.	182
BreakfastCerealAndOtherCerealProducts	18311	Breakfast cereal and other cereal products	This class comprises breakfast cereal and other cereal products.	183
FlourMixesDoughAndDryPasta	18312	Flour mixes, dough and dry pasta	This class comprises flour mixes, dough and dry pasta.	183
BreadRollsAndFlatbreads	18313	Bread, rolls and flatbreads	This class comprises fresh and frozen bread, rolls and flatbreads.	183
CookiesCrackersAndBakedSweetGoods	18314	Cookies, crackers and baked sweet goods	This class comprises cookies, crackers and baked sweet goods.	183
ChocolateExceptConfectionery	18321	Chocolate (except confectionery)	This class comprises chocolate, except confectionery.	183
ConfectioneryProducts	18322	Confectionery products	This class comprises confectionery products.	183
SnackFoodProducts	18331	Snack food products	This class comprises snack food products.	183
FlavouringSyrupsAndExtracts	18341	Flavouring syrups and extracts	This class comprises flavouring syrups and extracts.	183
VinegarMayonnaiseNonTomatoSaucesSaltSpicesAndSauceMixes	18342	Vinegar, mayonnaise, non-tomato sauces, salt, spices and sauce mixes	This class comprises vinegar, mayonnaise, non-tomato sauces, salt, spices and sauce mixes.	183
KetchupCannedTomatoSaucesAndPreservedFruitAndVegetables	18351	Ketchup, canned tomato sauces, and preserved fruit and vegetables	This class comprises ketchup, canned tomato sauces, and preserved fruit and vegetables.	183
FrozenFoodsN.e.c.	18352	Frozen foods, n.e.c.	This class comprises frozen foods, n.e.c.	183
OtherFoodProductsN.e.c.	18361	Other food products, n.e.c.	This class comprises other food products, n.e.c.	183
CoffeeAndTea	19111	Coffee and tea	This class comprises coffee and tea.	191
FrozenFreshAndCannedFruitAndVegetableJuices	19211	Frozen, fresh and canned fruit and vegetable juices	This class comprises frozen, fresh and canned fruit and vegetable juices.	192
CarbonatedAndNonCarbonatedDrinksIncludingLowAlcoholFermentedDrinksBottledWaterAndIce	19311	Carbonated and non-carbonated drinks (including low alcohol fermented drinks), bottled water and ice	This class comprises carbonated and non-carbonated soft and other drinks, including low alcohol fermented drinks, bottled water and ice.	193
Beer	21111	Beer	This class comprises beer and other malt beverages.	211
WineAndBrandy	21112	Wine and brandy	This class comprises wine, brandy and cider.	211
DistilledLiquor	21113	Distilled liquor	This class comprises distilled liquor, except brandy and cider.	211
CigarettesIncludingElectronicCigarettesCigarsChewingAndSmokingTobacco	21211	Cigarettes (including electronic cigarettes), cigars, chewing and smoking tobacco	This class comprises cigarettes (including electronic cigarettes), cigars, chewing and smoking tobacco.	212
StemmedRedriedOrReconstitutedTobacco	21212	Stemmed, redried or reconstituted tobacco	This class comprises stemmed, redried or reconstituted tobacco.	212
CannabisSeedsAndVegetativePlants	21311	Cannabis seeds and vegetative plants	This class comprises cannabis viable seeds and cannabis vegetative plants mainly used for planting or sowing, cultivation and propagation of cannabis bred to contain cannabinoids, in particular THC (more than 0.3% w/w) and CBD, for non-medical (recreational, wellness, lifestyle, spiritual, etc.) and medical uses. Cannabis seeds and vegetative plants are commonly from three varieties which are cannabis Sativa, cannabis Indica and cannabis Ruderalis. Sativas and Indicas are the most commonly used cannabis strains for cultivation and propagation. The genetics of the different cannabis strains are widely mixed or cloned to create cannabis hybrids.	213
FreshAndDriedCannabisFloweringTopsIncludingLeaves	21312	Fresh and dried cannabis flowering tops (including leaves)	This class comprises freshly harvested and dried cannabis flowering tops, including leaves, for non-medical and medical uses. They contain cannabinoids, in particular THC (more than 0.3% w/w) and CBD. Fresh cannabis refers to fresh or water-rich flowering tops (buds) and leaves, of female plants, that have not been subjected to any drying process. Dried cannabis (also called marijuana, pot or weed) refers to harvested cannabis fresh flowering tops and leaves that have been subjected to drying and irradiation processes, but not further processed.	213
CannabisProductsExceptSeedsPlantsAndPlantParts	21313	Cannabis products (except seeds, plants, and plant parts)	This class comprises cannabis oil and other solid and non-solid cannabis extracts and concentrates; cannabis-infused edibles; and other cannabis products n.e.c., made of cannabis bred to contain cannabinoids, in particular THC (more than 0.3% w/w) and cannabidiol (CBD), for non-medical (recreational, wellness, lifestyle, spiritual, etc.) and medical uses.	213
Fabrics	22111	Fabrics	This class comprises fabrics.	221
FibreYarnAndThreadExceptArtificialAndSyntheticFibresAndFilaments	22112	Fibre, yarn, and thread (except artificial and synthetic fibres and filaments)	This class comprises fibre, yarn, and thread, except artificial and synthetic fibres and filaments.	221
LeatherAndDressedFurs	22113	Leather and dressed furs	This class comprises leather and dressed furs.	221
Men'sClothing	23111	Men's clothing	This class comprises men's clothing.	231
Women'sClothing	23112	Women's clothing	This class comprises women's clothing.	231
Children'sClothing	23113	Children's clothing	This class comprises boys', girls', and infant clothing.	231
NonBinaryAndGenderNeutralClothingHosieryVestmentsAndCostumesAndClothingAccessories	23115	Non-binary and gender-neutral clothing; hosiery; vestments and costumes; and clothing accessories	This class comprises non-binary and gender-neutral clothing; hosiery (for all genders); vestments and costumes; clothing accessories and textile clothing components.	231
Footwear	23122	Footwear	This class comprises footwear for all genders and all ages.	231
SuitcasesHandbagsAndOtherLeatherAndAlliedProducts	23131	Suitcases, handbags, and other leather and allied products	This class comprises suitcases, handbags, and other leather and allied products.	231
CarpetsRugsAndMats	23211	Carpets, rugs and mats	This class comprises carpets, rugs and mats of textile materials.	232
OtherTextileFurnishings	23212	Other textile furnishings	This class comprises other textile furnishings.	232
TextileProductsN.e.c.	23213	Textile products, n.e.c.	This class comprises tire cord and tire fabric; rope, cordage and twine; canvas products and similar articles; and other textile products n.e.c.	232
HardwoodLumberExceptTongueAndGrooveAndOtherEdgeWorkedLumber	24111	Hardwood lumber (except tongue and groove and other edge worked lumber)	This class comprises untreated hardwood lumber, not further worked than sawn, planed and cut to length.	241
SoftwoodLumberExceptTongueAndGrooveAndOtherEdgeWorkedLumber	24112	Softwood lumber (except tongue and groove and other edge worked lumber)	This class comprises untreated softwood lumber, not further worked than sawn, planed and cut to length.	241
WoodTrussesAndEngineeredWoodMembers	24121	Wood trusses and engineered wood members	This class comprises wood trusses and engineered structural wood members.	241
ReconstitutedWoodProducts	24122	Reconstituted wood products	This class comprises reconstituted wood products.	241
VeneerAndPlywood	24123	Veneer and plywood	This class comprises veneer and plywood.	241
OtherSawmillProductsAndTreatedWoodProducts	24124	Other sawmill products, and treated wood products	This class comprises other sawmill products and treated wood products.	241
WoodChips	25111	Wood chips	This class comprises wood chips, flakes and particles.	251
WoodPulp	25112	Wood pulp	This class comprises wood pulp, non-wood pulp, and pulp mill by-products n.e.c.	251
Newsprint	25121	Newsprint	This class comprises newsprint.	251
PaperExceptNewsprint	25122	Paper (except newsprint)	This class comprises paper, except newsprint.	251
Paperboard	25123	Paperboard	This class comprises paperboard.	251
PaperOfficeSupplies	25211	Paper office supplies	This class comprises paper office supplies.	252
PrintedProductsN.e.c.	25212	Printed products, n.e.c.	This class comprises business forms and cheque books; and loose leaf binders, blank books and other printed products, including binder parts.	252
DisposableDiapersAndFeminineHygieneProducts	25213	Disposable diapers and feminine hygiene products	This class comprises disposable diapers and feminine hygiene products.	252
SanitaryPaperProducts	25214	Sanitary paper products	This class comprises sanitary paper products.	252
OtherConvertedPaperProductsExceptForPackaging	25215	Other converted paper products (except for packaging)	This class comprises wallpaper; other coated and treated paper and paperboard; and other converted paper and laminated products, except for packaging.	252
CokeAndOtherCokeOvenProducts	26111	Coke and other coke oven products	This class comprises coke and other coke oven products (coal products). Coal products can be derived directly or indirectly from various classes of coal by carbonization or pyrolysis processes, by the aggregation of finely divided coal or by chemical reactions with oxidizing agents, including water.	261
MotorGasolineIncludingBlendingComponentsAndEthanolFuel	26121	Motor gasoline (including blending components and ethanol fuel)	This class comprises all gasoline type fuels for internal combustion engines (except aircraft engines), including motor gasoline blending components and ethanol fuel.	261
DieselAndBiodieselFuels	26122	Diesel and biodiesel fuels	This class comprises fuel that requires fewer distillation steps than gasoline and used for diesel engines (including any fuel-biodiesel blends and ultra-low-sulfur diesel), and non-petroleum-based diesel fuel made from vegetable oil or animal fat.	261
AviationFuel	26131	Aviation fuel	This class comprises jet fuel and aviation gasoline.	261
LightFuelOils	26132	Light fuel oils	This class comprises kerosene and light fuel oils, except jet fuel and diesel.	261
HeavyFuelOils	26133	Heavy fuel oils	This class comprises grades of residual type fuels usually used for steam and electric power generation and diesel motors, including those with low sulphur content.	261
AsphaltExceptNaturalAndAsphaltProducts	26211	Asphalt (except natural) and asphalt products	This class comprises asphalt, except natural asphalt, and asphalt products.	262
DyesAndPigments	26311	Dyes and pigments	This class comprises inorganic and synthetic dyes and pigments.	263
Petrochemicals	26321	Petrochemicals	This class comprises petrochemicals.	263
LubricantsAndOtherPetroleumRefineryProducts	26411	Lubricants and other petroleum refinery products	This class comprises lubricants and other petroleum refinery products.	264
IndustrialGases	27111	Industrial gases	This class comprises industrial gases.	271
OtherBasicInorganicChemicals	27112	Other basic inorganic chemicals	This class comprises other basic inorganic chemicals.	271
BasicOrganicChemicalsN.e.c.	27113	Basic organic chemicals, n.e.c.	This class comprises basic organic chemicals, n.e.c.	271
AmmoniaAndChemicalFertilizers	27211	Ammonia and chemical fertilizers	This class comprises ammonia and chemical fertilizers.	272
PesticidesAndOtherAgriculturalChemicals	27212	Pesticides and other agricultural chemicals	This class comprises pesticides and other agricultural chemicals.	272
ChemicalProductsN.e.c.	27213	Chemical products, n.e.c.	This class comprises chemical products, n.e.c.	272
PharmaceuticalAndMedicinalProducts	27311	Pharmaceutical and medicinal products	This class comprises pharmaceutical and medicinal products.	273
SoapsAndCleaningCompounds	27411	Soaps and cleaning compounds	This class comprises soaps and cleaning compounds.	274
PerfumesAndToiletries	27412	Perfumes and toiletries	This class comprises perfumes and toiletries.	274
ThermoplasticResinsExceptBiodegradable	28112	Thermoplastic resins, except biodegradable	This class comprises thermoplastic plastic resins, except biodegradable.	281
ThermosettingResinsExceptBiodegradable	28113	Thermosetting resins, except biodegradable	This class comprises thermosetting resins, except biodegradable.	281
BiodegradablePlasticResins	28114	Biodegradable plastic resins	This class comprises biodegradable plastic resins.	281
RubberAndRubberCompoundsAndMixtures	28211	Rubber and rubber compounds and mixtures	This class comprises rubber and rubber compounds and mixtures.	282
ArtificialAndSyntheticFibresAndFilaments	28221	Artificial and synthetic fibres and filaments	This class comprises artificial and synthetic fibres and filaments.	282
PlasticFilmAndNonRigidSheetsNotForPackagingUse	28231	Plastic film and non-rigid sheets not for packaging use	This class comprises plastic film and non-rigid sheets, not for packaging use.	282
PlasticProfileShapes	28232	Plastic profile shapes	This class comprises plastic profile shapes.	282
Tires	28311	Tires	This class comprises tires.	283
RubberAndPlasticHosesAndBelts	28411	Rubber and plastic hoses and belts	This class comprises rubber and plastic hoses and belts.	284
PlasticProductsExceptForPackagingAndConstructionN.e.c.	28412	Plastic products (except for packaging and construction), n.e.c.	This class comprises plastic products, except for packaging and construction, n.e.c.	284
RubberProductsN.e.c.	28413	Rubber products, n.e.c.	This class comprises rubber products, n.e.c.	284
FoamProductsExceptForPackagingAndConstructionN.e.c.	28414	Foam products (except for packaging and construction), n.e.c.	This class comprises foam products, except for packaging and construction, n.e.c.	284
ClayAndCeramicProductsAndRefractories	29111	Clay and ceramic products and refractories	This class comprises clay and ceramic products as well as refractories.	291
ConcreteProducts	29112	Concrete products	This class comprises concrete products.	291
GlassAndGlassProductsExceptAutomotiveGlassAndAutomotiveMirrors	29113	Glass and glass products (except automotive glass and automotive mirrors)	This class comprises glass and glass products, except automotive glass and automotive mirrors.	291
NonMetallicMineralProductsN.e.c.	29114	Non-metallic mineral products, n.e.c.	This class comprises non-metallic mineral products, n.e.c.	291
UnwroughtIronSteelAndFerroAlloys	31111	Unwrought iron, steel and ferro-alloys	This class comprises unwrought iron, steel and ferro-alloys.	311
HotRolledIronOrSteelProducts	31211	Hot-rolled iron or steel products	This class comprises hot-rolled iron or steel products.	312
ColdRolledIronOrSteelProducts	31212	Cold-rolled iron or steel products	This class comprises cold-rolled iron or steel products, and iron or steel powder, paste and flakes.	312
FerrousMetalCastings	31213	Ferrous metal castings	This class comprises ferrous metal castings.	312
IronOrSteelPipesAndTubesExceptCastings	31214	Iron or steel pipes and tubes (except castings)	This class comprises iron or steel pipes and tubes, except castings.	312
UnwroughtAluminumAndAluminumAlloys	32111	Unwrought aluminum and aluminum alloys	This class comprises unwrought aluminum and aluminum alloys.	321
UnwroughtCopperAndCopperAlloys	32211	Unwrought copper and copper alloys	This class comprises unwrought copper and copper alloys.	322
UnwroughtNickelAndNickelAlloys	32311	Unwrought nickel and nickel alloys	This class comprises unwrought nickel and nickel alloys.	323
UnwroughtGoldSilverAndPlatinumGroupMetalsAndTheirAlloys	32412	Unwrought gold, silver, and platinum group metals, and their alloys	This class comprises unwrought gold, silver, and platinum group metals, and their alloys.	324
OtherUnwroughtNonFerrousMetalsAndNonFerrousMetalAlloys	32511	Other unwrought non-ferrous metals and non-ferrous metal alloys	This class comprises other unwrought non-ferrous metals and non-ferrous metal alloys.	325
BasicAndSemiFinishedProductsOfNonFerrousMetalsAndNonFerrousMetalAlloysExceptGoldSilverPlatinumGroupMetalsAndAluminum	32611	Basic and semi-finished products of non-ferrous metals and non-ferrous metal alloys (except gold, silver, platinum group metals and aluminum)	This class comprises basic and semi-finished products of non-ferrous metals and non-ferrous metal alloys, except gold, silver, platinum group metals and aluminum.	326
BasicAndSemiFinishedProductsOfGoldSilverAndPlatinumGroupMetalsAndTheirAlloys	32612	Basic and semi-finished products of gold, silver, and platinum group metals, and their alloys	This class comprises basic and semi-finished products of gold, silver, and platinum group metals, and their alloys.	326
BasicAndSemiFinishedProductsOfAluminumAndAluminumAlloys	32711	Basic and semi-finished products of aluminum and aluminum alloys	This class comprises basic and semi-finished products of aluminum and aluminum alloys.	327
AgriculturalLawnAndGardenMachineryAndEquipment	33111	Agricultural, lawn and garden machinery and equipment	This class comprises machinery and equipment used for agriculture, lawn and garden.	331
LoggingConstructionMiningAndOilAndGasFieldMachineryAndEquipment	33211	Logging, construction, mining, and oil and gas field machinery and equipment	This class comprises machinery and equipment used in logging, construction, mining, and oil and gas fields.	332
MetalworkingMachinery	34111	Metalworking machinery	This class comprises machinery used for metalworking.	341
CommercialAndServiceIndustryMachineryAndEquipment	34211	Commercial and service industry machinery and equipment	This class comprises commercial and service industry machinery and equipment.	342
OtherIndustrySpecificManufacturingMachineryN.e.c.	34311	Other industry-specific manufacturing machinery, n.e.c.	This class comprises other industry-specific manufacturing machinery, n.e.c.	343
HeatingAndCoolingEquipmentExceptHouseholdRefrigeratorsAndFreezers	34411	Heating and cooling equipment (except household refrigerators and freezers)	This class comprises heating and cooling equipment, except household refrigerators and freezers.	344
IndustrialAndCommercialFansBlowersAndAirPurificationEquipment	34412	Industrial and commercial fans, blowers and air purification equipment	This class comprises industrial and commercial fans, blowers and air purification equipment.	344
EnginesExceptGasolineAndDieselEnginesForMotorVehiclesAndAircraftEngines	34511	Engines (except gasoline and diesel engines for motor vehicles, and aircraft engines)	This class comprises engines, except gasoline and diesel engines for motor vehicles, and aircraft engines.	345
MechanicalPowerTransmissionEquipment	34512	Mechanical power transmission equipment	This class comprises mechanical power transmission equipment.	345
BallAndRollerBearings	34513	Ball and roller bearings	This class comprises ball and roller bearings.	345
TurbinesTurbineGeneratorsAndTurbineGeneratorSetsExceptAircraftTurbines	34521	Turbines, turbine generators, and turbine generator sets (except aircraft turbines)	This class comprises turbines, turbine generators, and turbine generator sets, except aircraft turbines.	345
BoilersMetalTanksIndustrialValvesAndSeals	34531	Boilers, metal tanks, industrial valves and seals	This class comprises boilers, metal tanks, industrial valves and seals.	345
PumpsAndCompressors	34532	Pumps and compressors	This class comprises pumps and compressors.	345
WaterTreatmentEquipment	34533	Water treatment equipment	This class comprises equipment for removing contaminants from water and improve it for subsequent use.	345
HeavyGaugeMetalContainers	34541	Heavy-gauge metal containers	This class comprises heavy-gauge metal containers, including intermodal.	345
MaterialsHandlingMachineryAndEquipment	34542	Materials handling machinery and equipment	This class comprises materials handling trucks and tractors, hoisting machinery, conveyors and elevators.	345
OtherIndustrialMachineryAndEquipmentN.e.c.	34543	Other industrial machinery and equipment, n.e.c.	This class comprises other industrial machinery and equipment, n.e.c.	345
IndustrialMouldsSpecialDiesAndPatterns	34551	Industrial moulds, special dies, and patterns	This class comprises industrial moulds and mould boxes; special dies and tools, die sets, jigs, and fixtures; and foundry and industrial patterns.	345
PartsOfAgriculturalLawnAndGardenLoggingConstructionMiningAndOilAndGasFieldMachineryAndEquipment	35111	Parts of agricultural, lawn and garden, logging, construction, mining and oil and gas field machinery and equipment	This class comprises parts of agricultural, lawn and garden, logging, construction, mining and oil and gas field machinery and equipment.	351
PartsOfCommercialAndServiceIndustryMachineryAndEquipment	35112	Parts of commercial and service industry machinery and equipment	This class comprises parts of commercial and service industry machinery and equipment.	351
PartsOfMachineToolsHandToolsWaterTreatmentEquipmentAndIndustrySpecificManufacturingMachineryAndEquipment	35113	Parts of machine tools, hand tools, water treatment equipment and industry-specific manufacturing machinery and equipment	This class comprises parts of machine tools, hand tools, water treatment equipment and industry-specific manufacturing machinery and equipment.	351
PartsOfIndustrialMachineryAndEquipmentN.e.c.	35114	Parts of industrial machinery and equipment, n.e.c.	This class comprises parts of industrial machinery and equipment, n.e.c.	351
ComputersAndComputerPeripherals	36111	Computers and computer peripherals	This class comprises computers; and computer storage devices and peripherals.	361
TelephoneAndDataCommunicationsEquipment	36211	Telephone and data communications equipment	This class comprises telephone and data communications equipment, including wireless.	362
BroadcastStudioAlarmAndSignallingEquipment	36212	Broadcast, studio, alarm, and signalling equipment	This class comprises broadcast, studio, alarm, and signalling equipment.	362
NavigationalAndGuidanceInstruments	36213	Navigational and guidance instruments	This class comprises navigational and guidance instruments.	362
TelevisionsAndOtherAudioAndVideoEquipmentAndUnrecordedMediaN.e.c.	36221	Televisions and other audio and video equipment, and unrecorded media n.e.c.	This class comprises televisions and other audio and video equipment (including speakers), as well as, unrecorded optical and magnetic media, and media n.e.c.	362
ElectricMotorsAndGenerators	36311	Electric motors and generators	This class comprises electric motors and generators.	363
MeasuringControlAndScientificInstruments	36312	Measuring, control, and scientific instruments	This class comprises measuring, control, and scientific instruments.	363
MedicalAndLaboratoryEquipment	36313	Medical and laboratory equipment	This class comprises medical and laboratory equipment.	363
PrintedAndIntegratedCircuitsSemiconductorsAndPrintedCircuitAssemblies	37111	Printed and integrated circuits, semiconductors, and printed circuit assemblies	This class comprises printed and integrated circuits, semiconductors, and printed circuit assemblies.	371
OtherElectronicComponents	37112	Other electronic components	This class comprises other electronic components.	371
PartsAndAccessoriesForAppliancesElectricLightingAndElectricMotors	37121	Parts and accessories for appliances, electric lighting, and electric motors	This class comprises parts and accessories for appliances, electric lighting, and electric motors.	371
PartsOfComputersAndComputerPeripherals	37131	Parts of computers and computer peripherals	This class comprises parts of computers and computer peripherals.	371
PartsOfElectronicEquipmentN.e.c.	37141	Parts of electronic equipment, n.e.c.	This class comprises parts of electronic equipment, n.e.c.	371
ElectricLightBulbsAndTubes	38111	Electric light bulbs and tubes	This class comprises electric light bulbs and tubes.	381
CommunicationAndElectricWireAndCable	38121	Communication and electric wire and cable	This class comprises communication and electric wire and cable.	381
PowerDistributionAndOtherTransformersAndTransformerParts	38122	Power, distribution and other transformers, and transformer parts	This class comprises power, distribution and other transformers, and transformer parts.	381
SwitchgearSwitchboardsRelaysAndIndustrialControlApparatus	38123	Switchgear, switchboards, relays, and industrial control apparatus	This class comprises switchgear, switchboards, relays, and industrial control apparatus.	381
