ns	from	to	predicate	reverse	commodityTitle
onet.org.ai	https://onet.org.ai/Occupation/11-101100	https://onet.org.ai/Tool/11-101100_Desktopcalculator	usesTool	usedByOccupation	44101809
onet.org.ai	https://onet.org.ai/Occupation/11-101100	https://onet.org.ai/Tool/11-101100_Desktopcomputers	usesTool	usedByOccupation	43211507
onet.org.ai	https://onet.org.ai/Occupation/11-101100	https://onet.org.ai/Tool/11-101100_Notebookcomputers	usesTool	usedByOccupation	43211503
onet.org.ai	https://onet.org.ai/Occupation/11-101100	https://onet.org.ai/Tool/11-101100_Personalcomputers	usesTool	usedByOccupation	43211508
onet.org.ai	https://onet.org.ai/Occupation/11-101100	https://onet.org.ai/Tool/11-101100_PersonaldigitalassistantPDAsororganizers	usesTool	usedByOccupation	43211504
onet.org.ai	https://onet.org.ai/Occupation/11-101100	https://onet.org.ai/Tool/11-101100_Mobilephones	usesTool	usedByOccupation	43191501
onet.org.ai	https://onet.org.ai/Occupation/11-101100	https://onet.org.ai/Tool/11-101100_Highcapacityremovablemediadrives	usesTool	usedByOccupation	43201813
onet.org.ai	https://onet.org.ai/Occupation/11-101103	https://onet.org.ai/Tool/11-101103_Desktopcalculator	usesTool	usedByOccupation	44101809
onet.org.ai	https://onet.org.ai/Occupation/11-101103	https://onet.org.ai/Tool/11-101103_Scanners	usesTool	usedByOccupation	43211711
onet.org.ai	https://onet.org.ai/Occupation/11-101103	https://onet.org.ai/Tool/11-101103_Desktopcomputers	usesTool	usedByOccupation	43211507
onet.org.ai	https://onet.org.ai/Occupation/11-101103	https://onet.org.ai/Tool/11-101103_Portabledatainputterminals	usesTool	usedByOccupation	43211715
onet.org.ai	https://onet.org.ai/Occupation/11-101103	https://onet.org.ai/Tool/11-101103_Notebookcomputers	usesTool	usedByOccupation	43211503
onet.org.ai	https://onet.org.ai/Occupation/11-101103	https://onet.org.ai/Tool/11-101103_Specialpurposetelephones	usesTool	usedByOccupation	43191507
onet.org.ai	https://onet.org.ai/Occupation/11-101103	https://onet.org.ai/Tool/11-101103_Personalcomputers	usesTool	usedByOccupation	43211508
onet.org.ai	https://onet.org.ai/Occupation/11-101103	https://onet.org.ai/Tool/11-101103_Photocopiers	usesTool	usedByOccupation	44101501
onet.org.ai	https://onet.org.ai/Occupation/11-101103	https://onet.org.ai/Tool/11-101103_Mobilephones	usesTool	usedByOccupation	43191501
onet.org.ai	https://onet.org.ai/Occupation/11-101103	https://onet.org.ai/Tool/11-101103_Videoconferencingsystems	usesTool	usedByOccupation	45111902
onet.org.ai	https://onet.org.ai/Occupation/11-102100	https://onet.org.ai/Tool/11-102100_Desktopcalculator	usesTool	usedByOccupation	44101809
onet.org.ai	https://onet.org.ai/Occupation/11-102100	https://onet.org.ai/Tool/11-102100_Mobilephones	usesTool	usedByOccupation	43191501
onet.org.ai	https://onet.org.ai/Occupation/11-102100	https://onet.org.ai/Tool/11-102100_Scanners	usesTool	usedByOccupation	43211711
onet.org.ai	https://onet.org.ai/Occupation/11-102100	https://onet.org.ai/Tool/11-102100_Magneticstripereadersandencoders	usesTool	usedByOccupation	43211702
onet.org.ai	https://onet.org.ai/Occupation/11-102100	https://onet.org.ai/Tool/11-102100_Desktopcomputers	usesTool	usedByOccupation	43211507
onet.org.ai	https://onet.org.ai/Occupation/11-102100	https://onet.org.ai/Tool/11-102100_Digitalcameras	usesTool	usedByOccupation	45121504
onet.org.ai	https://onet.org.ai/Occupation/11-102100	https://onet.org.ai/Tool/11-102100_Handtrucksoraccessories	usesTool	usedByOccupation	24101504
onet.org.ai	https://onet.org.ai/Occupation/11-102100	https://onet.org.ai/Tool/11-102100_Temperatureandhumiditywalkinenvironmentalchamber	usesTool	usedByOccupation	41103418
onet.org.ai	https://onet.org.ai/Occupation/11-102100	https://onet.org.ai/Tool/11-102100_Notebookcomputers	usesTool	usedByOccupation	43211503
onet.org.ai	https://onet.org.ai/Occupation/11-102100	https://onet.org.ai/Tool/11-102100_Personalcomputers	usesTool	usedByOccupation	43211508
onet.org.ai	https://onet.org.ai/Occupation/11-102100	https://onet.org.ai/Tool/11-102100_PersonaldigitalassistantPDAsororganizers	usesTool	usedByOccupation	43211504
onet.org.ai	https://onet.org.ai/Occupation/11-102100	https://onet.org.ai/Tool/11-102100_Photocopiers	usesTool	usedByOccupation	44101501
onet.org.ai	https://onet.org.ai/Occupation/11-102100	https://onet.org.ai/Tool/11-102100_PointofsalePOSterminal	usesTool	usedByOccupation	43211505
onet.org.ai	https://onet.org.ai/Occupation/11-102100	https://onet.org.ai/Tool/11-102100_Surfacetesters	usesTool	usedByOccupation	41114508
onet.org.ai	https://onet.org.ai/Occupation/11-102100	https://onet.org.ai/Tool/11-102100_Spectrometers	usesTool	usedByOccupation	41115403
onet.org.ai	https://onet.org.ai/Occupation/11-102100	https://onet.org.ai/Tool/11-102100_Securitycameras	usesTool	usedByOccupation	46171610
onet.org.ai	https://onet.org.ai/Occupation/11-102100	https://onet.org.ai/Tool/11-102100_Highvacuumequipment	usesTool	usedByOccupation	41103305
onet.org.ai	https://onet.org.ai/Occupation/11-103100	https://onet.org.ai/Tool/11-103100_Laserprinters	usesTool	usedByOccupation	43212105
onet.org.ai	https://onet.org.ai/Occupation/11-103100	https://onet.org.ai/Tool/11-103100_Notebookcomputers	usesTool	usedByOccupation	43211503
onet.org.ai	https://onet.org.ai/Occupation/11-103100	https://onet.org.ai/Tool/11-103100_Tabletcomputers	usesTool	usedByOccupation	43211509
onet.org.ai	https://onet.org.ai/Occupation/11-201100	https://onet.org.ai/Tool/11-201100_Scanners	usesTool	usedByOccupation	43211711
onet.org.ai	https://onet.org.ai/Occupation/11-201100	https://onet.org.ai/Tool/11-201100_Desktopcomputers	usesTool	usedByOccupation	43211507
onet.org.ai	https://onet.org.ai/Occupation/11-201100	https://onet.org.ai/Tool/11-201100_Portabledatainputterminals	usesTool	usedByOccupation	43211715
onet.org.ai	https://onet.org.ai/Occupation/11-201100	https://onet.org.ai/Tool/11-201100_Notebookcomputers	usesTool	usedByOccupation	43211503
onet.org.ai	https://onet.org.ai/Occupation/11-201100	https://onet.org.ai/Tool/11-201100_Laserfaxmachine	usesTool	usedByOccupation	44101508
onet.org.ai	https://onet.org.ai/Occupation/11-201100	https://onet.org.ai/Tool/11-201100_Specialpurposetelephones	usesTool	usedByOccupation	43191507
onet.org.ai	https://onet.org.ai/Occupation/11-201100	https://onet.org.ai/Tool/11-201100_Personalcomputers	usesTool	usedByOccupation	43211508
onet.org.ai	https://onet.org.ai/Occupation/11-201100	https://onet.org.ai/Tool/11-201100_PersonaldigitalassistantPDAsororganizers	usesTool	usedByOccupation	43211504
onet.org.ai	https://onet.org.ai/Occupation/11-201100	https://onet.org.ai/Tool/11-201100_Photocopiers	usesTool	usedByOccupation	44101501
onet.org.ai	https://onet.org.ai/Occupation/11-201100	https://onet.org.ai/Tool/11-201100_Tabletcomputers	usesTool	usedByOccupation	43211509
onet.org.ai	https://onet.org.ai/Occupation/11-202100	https://onet.org.ai/Tool/11-202100_Desktopcomputers	usesTool	usedByOccupation	43211507
onet.org.ai	https://onet.org.ai/Occupation/11-202100	https://onet.org.ai/Tool/11-202100_Laserfaxmachine	usesTool	usedByOccupation	44101508
onet.org.ai	https://onet.org.ai/Occupation/11-202100	https://onet.org.ai/Tool/11-202100_Notebookcomputers	usesTool	usedByOccupation	43211503
onet.org.ai	https://onet.org.ai/Occupation/11-202100	https://onet.org.ai/Tool/11-202100_Personalcomputers	usesTool	usedByOccupation	43211508
onet.org.ai	https://onet.org.ai/Occupation/11-202100	https://onet.org.ai/Tool/11-202100_PersonaldigitalassistantPDAsororganizers	usesTool	usedByOccupation	43211504
onet.org.ai	https://onet.org.ai/Occupation/11-202100	https://onet.org.ai/Tool/11-202100_Photocopiers	usesTool	usedByOccupation	44101501
onet.org.ai	https://onet.org.ai/Occupation/11-202100	https://onet.org.ai/Tool/11-202100_Scanners	usesTool	usedByOccupation	43211711
onet.org.ai	https://onet.org.ai/Occupation/11-202100	https://onet.org.ai/Tool/11-202100_Tabletcomputers	usesTool	usedByOccupation	43211509
onet.org.ai	https://onet.org.ai/Occupation/11-202200	https://onet.org.ai/Tool/11-202200_Desktopcomputers	usesTool	usedByOccupation	43211507
onet.org.ai	https://onet.org.ai/Occupation/11-202200	https://onet.org.ai/Tool/11-202200_Notebookcomputers	usesTool	usedByOccupation	43211503
onet.org.ai	https://onet.org.ai/Occupation/11-202200	https://onet.org.ai/Tool/11-202200_Personalcomputers	usesTool	usedByOccupation	43211508
onet.org.ai	https://onet.org.ai/Occupation/11-202200	https://onet.org.ai/Tool/11-202200_Scanners	usesTool	usedByOccupation	43211711
onet.org.ai	https://onet.org.ai/Occupation/11-202200	https://onet.org.ai/Tool/11-202200_Tabletcomputers	usesTool	usedByOccupation	43211509
onet.org.ai	https://onet.org.ai/Occupation/11-203200	https://onet.org.ai/Tool/11-203200_Scanners	usesTool	usedByOccupation	43211711
onet.org.ai	https://onet.org.ai/Occupation/11-203200	https://onet.org.ai/Tool/11-203200_Desktopcomputers	usesTool	usedByOccupation	43211507
onet.org.ai	https://onet.org.ai/Occupation/11-203200	https://onet.org.ai/Tool/11-203200_Notebookcomputers	usesTool	usedByOccupation	43211503
onet.org.ai	https://onet.org.ai/Occupation/11-203200	https://onet.org.ai/Tool/11-203200_Specialpurposetelephones	usesTool	usedByOccupation	43191507
onet.org.ai	https://onet.org.ai/Occupation/11-203200	https://onet.org.ai/Tool/11-203200_Personalcomputers	usesTool	usedByOccupation	43211508
onet.org.ai	https://onet.org.ai/Occupation/11-203200	https://onet.org.ai/Tool/11-203200_Photocopiers	usesTool	usedByOccupation	44101501
onet.org.ai	https://onet.org.ai/Occupation/11-203300	https://onet.org.ai/Tool/11-203300_Scanners	usesTool	usedByOccupation	43211711
onet.org.ai	https://onet.org.ai/Occupation/11-203300	https://onet.org.ai/Tool/11-203300_Desktopcomputers	usesTool	usedByOccupation	43211507
onet.org.ai	https://onet.org.ai/Occupation/11-203300	https://onet.org.ai/Tool/11-203300_Notebookcomputers	usesTool	usedByOccupation	43211503
onet.org.ai	https://onet.org.ai/Occupation/11-203300	https://onet.org.ai/Tool/11-203300_Specialpurposetelephones	usesTool	usedByOccupation	43191507
onet.org.ai	https://onet.org.ai/Occupation/11-203300	https://onet.org.ai/Tool/11-203300_Personalcomputers	usesTool	usedByOccupation	43211508
onet.org.ai	https://onet.org.ai/Occupation/11-203300	https://onet.org.ai/Tool/11-203300_Photocopiers	usesTool	usedByOccupation	44101501
onet.org.ai	https://onet.org.ai/Occupation/11-301200	https://onet.org.ai/Tool/11-301200_Desktopcalculator	usesTool	usedByOccupation	44101809
onet.org.ai	https://onet.org.ai/Occupation/11-301200	https://onet.org.ai/Tool/11-301200_Desktopcomputers	usesTool	usedByOccupation	43211507
onet.org.ai	https://onet.org.ai/Occupation/11-301200	https://onet.org.ai/Tool/11-301200_Notebookcomputers	usesTool	usedByOccupation	43211503
onet.org.ai	https://onet.org.ai/Occupation/11-301200	https://onet.org.ai/Tool/11-301200_Laserfaxmachine	usesTool	usedByOccupation	44101508
onet.org.ai	https://onet.org.ai/Occupation/11-301200	https://onet.org.ai/Tool/11-301200_Mobilephones	usesTool	usedByOccupation	43191501
onet.org.ai	https://onet.org.ai/Occupation/11-301200	https://onet.org.ai/Tool/11-301200_Specialpurposetelephones	usesTool	usedByOccupation	43191507
onet.org.ai	https://onet.org.ai/Occupation/11-301200	https://onet.org.ai/Tool/11-301200_Personalcomputers	usesTool	usedByOccupation	43211508
onet.org.ai	https://onet.org.ai/Occupation/11-301200	https://onet.org.ai/Tool/11-301200_PersonaldigitalassistantPDAsororganizers	usesTool	usedByOccupation	43211504
onet.org.ai	https://onet.org.ai/Occupation/11-301200	https://onet.org.ai/Tool/11-301200_Photocopiers	usesTool	usedByOccupation	44101501
onet.org.ai	https://onet.org.ai/Occupation/11-301200	https://onet.org.ai/Tool/11-301200_Scanners	usesTool	usedByOccupation	43211711
onet.org.ai	https://onet.org.ai/Occupation/11-301200	https://onet.org.ai/Tool/11-301200_Tabletcomputers	usesTool	usedByOccupation	43211509
onet.org.ai	https://onet.org.ai/Occupation/11-301300	https://onet.org.ai/Tool/11-301300_Desktopcalculator	usesTool	usedByOccupation	44101809
onet.org.ai	https://onet.org.ai/Occupation/11-301300	https://onet.org.ai/Tool/11-301300_Desktopcomputers	usesTool	usedByOccupation	43211507
onet.org.ai	https://onet.org.ai/Occupation/11-301300	https://onet.org.ai/Tool/11-301300_Notebookcomputers	usesTool	usedByOccupation	43211503
onet.org.ai	https://onet.org.ai/Occupation/11-301300	https://onet.org.ai/Tool/11-301300_Laserfaxmachine	usesTool	usedByOccupation	44101508
onet.org.ai	https://onet.org.ai/Occupation/11-301300	https://onet.org.ai/Tool/11-301300_Mobilephones	usesTool	usedByOccupation	43191501
onet.org.ai	https://onet.org.ai/Occupation/11-301300	https://onet.org.ai/Tool/11-301300_Specialpurposetelephones	usesTool	usedByOccupation	43191507
onet.org.ai	https://onet.org.ai/Occupation/11-301300	https://onet.org.ai/Tool/11-301300_Personalcomputers	usesTool	usedByOccupation	43211508
onet.org.ai	https://onet.org.ai/Occupation/11-301300	https://onet.org.ai/Tool/11-301300_Photocopiers	usesTool	usedByOccupation	44101501
onet.org.ai	https://onet.org.ai/Occupation/11-301300	https://onet.org.ai/Tool/11-301300_Scanners	usesTool	usedByOccupation	43211711
onet.org.ai	https://onet.org.ai/Occupation/11-301300	https://onet.org.ai/Tool/11-301300_Tabletcomputers	usesTool	usedByOccupation	43211509
onet.org.ai	https://onet.org.ai/Occupation/11-301301	https://onet.org.ai/Tool/11-301301_Motiondetectors	usesTool	usedByOccupation	46171608
onet.org.ai	https://onet.org.ai/Occupation/11-301301	https://onet.org.ai/Tool/11-301301_Laserprinters	usesTool	usedByOccupation	43212105
onet.org.ai	https://onet.org.ai/Occupation/11-301301	https://onet.org.ai/Tool/11-301301_Chemicalagentdetector	usesTool	usedByOccupation	46171635
onet.org.ai	https://onet.org.ai/Occupation/11-301301	https://onet.org.ai/Tool/11-301301_Alarmsystems	usesTool	usedByOccupation	46171604
onet.org.ai	https://onet.org.ai/Occupation/11-301301	https://onet.org.ai/Tool/11-301301_Securityoraccesscontrolsystems	usesTool	usedByOccupation	46171619
onet.org.ai	https://onet.org.ai/Occupation/11-301301	https://onet.org.ai/Tool/11-301301_Notebookcomputers	usesTool	usedByOccupation	43211503
onet.org.ai	https://onet.org.ai/Occupation/11-301301	https://onet.org.ai/Tool/11-301301_Specialpurposetelephones	usesTool	usedByOccupation	43191507
onet.org.ai	https://onet.org.ai/Occupation/11-301301	https://onet.org.ai/Tool/11-301301_Personalcomputers	usesTool	usedByOccupation	43211508
onet.org.ai	https://onet.org.ai/Occupation/11-301301	https://onet.org.ai/Tool/11-301301_Teleconferenceequipment	usesTool	usedByOccupation	43221522
onet.org.ai	https://onet.org.ai/Occupation/11-301301	https://onet.org.ai/Tool/11-301301_Videomonitors	usesTool	usedByOccupation	46171612
onet.org.ai	https://onet.org.ai/Occupation/11-301301	https://onet.org.ai/Tool/11-301301_Videoconferencingsystems	usesTool	usedByOccupation	45111902
onet.org.ai	https://onet.org.ai/Occupation/11-302100	https://onet.org.ai/Tool/11-302100_Accessservers	usesTool	usedByOccupation	43222625
onet.org.ai	https://onet.org.ai/Occupation/11-302100	https://onet.org.ai/Tool/11-302100_Computerservers	usesTool	usedByOccupation	43211501
onet.org.ai	https://onet.org.ai/Occupation/11-302100	https://onet.org.ai/Tool/11-302100_Computertoolkits	usesTool	usedByOccupation	27113203
onet.org.ai	https://onet.org.ai/Occupation/11-302100	https://onet.org.ai/Tool/11-302100_Peripheralcontrollercards	usesTool	usedByOccupation	43201407
onet.org.ai	https://onet.org.ai/Occupation/11-302100	https://onet.org.ai/Tool/11-302100_Inkjetprinters	usesTool	usedByOccupation	43212104
onet.org.ai	https://onet.org.ai/Occupation/11-302100	https://onet.org.ai/Tool/11-302100_Laserfaxmachine	usesTool	usedByOccupation	44101508
onet.org.ai	https://onet.org.ai/Occupation/11-302100	https://onet.org.ai/Tool/11-302100_Laserprinters	usesTool	usedByOccupation	43212105
onet.org.ai	https://onet.org.ai/Occupation/11-302100	https://onet.org.ai/Tool/11-302100_Mainframecomputers	usesTool	usedByOccupation	43211512
onet.org.ai	https://onet.org.ai/Occupation/11-302100	https://onet.org.ai/Tool/11-302100_Networkanalyzers	usesTool	usedByOccupation	41113711
onet.org.ai	https://onet.org.ai/Occupation/11-302100	https://onet.org.ai/Tool/11-302100_Networkinterfacecards	usesTool	usedByOccupation	43201404
onet.org.ai	https://onet.org.ai/Occupation/11-302100	https://onet.org.ai/Tool/11-302100_Networkrouters	usesTool	usedByOccupation	43222609
onet.org.ai	https://onet.org.ai/Occupation/11-302100	https://onet.org.ai/Tool/11-302100_Networkswitches	usesTool	usedByOccupation	43222612
onet.org.ai	https://onet.org.ai/Occupation/11-302100	https://onet.org.ai/Tool/11-302100_Personalcomputers	usesTool	usedByOccupation	43211508
onet.org.ai	https://onet.org.ai/Occupation/11-302100	https://onet.org.ai/Tool/11-302100_Photocopiers	usesTool	usedByOccupation	44101501
onet.org.ai	https://onet.org.ai/Occupation/11-302100	https://onet.org.ai/Tool/11-302100_Printservers	usesTool	usedByOccupation	43201537
onet.org.ai	https://onet.org.ai/Occupation/11-302100	https://onet.org.ai/Tool/11-302100_Punchesornailsetsordrifts	usesTool	usedByOccupation	27111505
onet.org.ai	https://onet.org.ai/Occupation/11-302100	https://onet.org.ai/Tool/11-302100_IntegratedservicesdigitalnetworkISDNaccessdevices	usesTool	usedByOccupation	43222627
onet.org.ai	https://onet.org.ai/Occupation/11-302100	https://onet.org.ai/Tool/11-302100_Screwdrivers	usesTool	usedByOccupation	27111701
onet.org.ai	https://onet.org.ai/Occupation/11-302100	https://onet.org.ai/Tool/11-302100_Teleconferenceequipment	usesTool	usedByOccupation	43221522
onet.org.ai	https://onet.org.ai/Occupation/11-302100	https://onet.org.ai/Tool/11-302100_Highendcomputerservers	usesTool	usedByOccupation	43211502
onet.org.ai	https://onet.org.ai/Occupation/11-303100	https://onet.org.ai/Tool/11-303100_Desktopcalculator	usesTool	usedByOccupation	44101809
onet.org.ai	https://onet.org.ai/Occupation/11-303100	https://onet.org.ai/Tool/11-303100_Desktopcomputers	usesTool	usedByOccupation	43211507
onet.org.ai	https://onet.org.ai/Occupation/11-303100	https://onet.org.ai/Tool/11-303100_Notebookcomputers	usesTool	usedByOccupation	43211503
onet.org.ai	https://onet.org.ai/Occupation/11-303100	https://onet.org.ai/Tool/11-303100_Personalcomputers	usesTool	usedByOccupation	43211508
onet.org.ai	https://onet.org.ai/Occupation/11-303100	https://onet.org.ai/Tool/11-303100_PersonaldigitalassistantPDAsororganizers	usesTool	usedByOccupation	43211504
onet.org.ai	https://onet.org.ai/Occupation/11-303100	https://onet.org.ai/Tool/11-303100_Scanners	usesTool	usedByOccupation	43211711
onet.org.ai	https://onet.org.ai/Occupation/11-303100	https://onet.org.ai/Tool/11-303100_Tabletcomputers	usesTool	usedByOccupation	43211509
onet.org.ai	https://onet.org.ai/Occupation/11-303101	https://onet.org.ai/Tool/11-303101_Desktopcalculator	usesTool	usedByOccupation	44101809
onet.org.ai	https://onet.org.ai/Occupation/11-303101	https://onet.org.ai/Tool/11-303101_Desktopcomputers	usesTool	usedByOccupation	43211507
onet.org.ai	https://onet.org.ai/Occupation/11-303101	https://onet.org.ai/Tool/11-303101_Notebookcomputers	usesTool	usedByOccupation	43211503
onet.org.ai	https://onet.org.ai/Occupation/11-303101	https://onet.org.ai/Tool/11-303101_Personalcomputers	usesTool	usedByOccupation	43211508
onet.org.ai	https://onet.org.ai/Occupation/11-303101	https://onet.org.ai/Tool/11-303101_PersonaldigitalassistantPDAsororganizers	usesTool	usedByOccupation	43211504
onet.org.ai	https://onet.org.ai/Occupation/11-303101	https://onet.org.ai/Tool/11-303101_Tabletcomputers	usesTool	usedByOccupation	43211509
onet.org.ai	https://onet.org.ai/Occupation/11-303103	https://onet.org.ai/Tool/11-303103_Desktopcomputers	usesTool	usedByOccupation	43211507
onet.org.ai	https://onet.org.ai/Occupation/11-303103	https://onet.org.ai/Tool/11-303103_Notebookcomputers	usesTool	usedByOccupation	43211503
onet.org.ai	https://onet.org.ai/Occupation/11-303103	https://onet.org.ai/Tool/11-303103_Specialpurposetelephones	usesTool	usedByOccupation	43191507
onet.org.ai	https://onet.org.ai/Occupation/11-303103	https://onet.org.ai/Tool/11-303103_Personalcomputers	usesTool	usedByOccupation	43211508
onet.org.ai	https://onet.org.ai/Occupation/11-303103	https://onet.org.ai/Tool/11-303103_Teleconferenceequipment	usesTool	usedByOccupation	43221522
onet.org.ai	https://onet.org.ai/Occupation/11-303103	https://onet.org.ai/Tool/11-303103_Videoconferencingsystems	usesTool	usedByOccupation	45111902
onet.org.ai	https://onet.org.ai/Occupation/11-305100	https://onet.org.ai/Tool/11-305100_Airsamplersorcollectors	usesTool	usedByOccupation	41104008
onet.org.ai	https://onet.org.ai/Occupation/11-305100	https://onet.org.ai/Tool/11-305100_Allterrainvehiclestrackedorwheeled	usesTool	usedByOccupation	25101905
onet.org.ai	https://onet.org.ai/Occupation/11-305100	https://onet.org.ai/Tool/11-305100_Combustibleorhazardousgasdetectorsforpowergenerators	usesTool	usedByOccupation	26131701
onet.org.ai	https://onet.org.ai/Occupation/11-305100	https://onet.org.ai/Tool/11-305100_Desktopcomputers	usesTool	usedByOccupation	43211507
onet.org.ai	https://onet.org.ai/Occupation/11-305100	https://onet.org.ai/Tool/11-305100_Dieselgenerators	usesTool	usedByOccupation	26111601
onet.org.ai	https://onet.org.ai/Occupation/11-305100	https://onet.org.ai/Tool/11-305100_Flareorventstacks	usesTool	usedByOccupation	26131608
onet.org.ai	https://onet.org.ai/Occupation/11-305100	https://onet.org.ai/Tool/11-305100_Forklifts	usesTool	usedByOccupation	24101603
onet.org.ai	https://onet.org.ai/Occupation/11-305100	https://onet.org.ai/Tool/11-305100_Gasdetectors	usesTool	usedByOccupation	46171613
onet.org.ai	https://onet.org.ai/Occupation/11-305100	https://onet.org.ai/Tool/11-305100_Gasgenerators	usesTool	usedByOccupation	26111604
onet.org.ai	https://onet.org.ai/Occupation/11-305100	https://onet.org.ai/Tool/11-305100_Anemometers	usesTool	usedByOccupation	41114401
onet.org.ai	https://onet.org.ai/Occupation/11-305100	https://onet.org.ai/Tool/11-305100_Multigasmonitors	usesTool	usedByOccupation	41113118
onet.org.ai	https://onet.org.ai/Occupation/11-305100	https://onet.org.ai/Tool/11-305100_Notebookcomputers	usesTool	usedByOccupation	43211503
onet.org.ai	https://onet.org.ai/Occupation/11-305100	https://onet.org.ai/Tool/11-305100_Oxygengasanalyzers	usesTool	usedByOccupation	41113110
onet.org.ai	https://onet.org.ai/Occupation/11-305100	https://onet.org.ai/Tool/11-305100_Personalcomputers	usesTool	usedByOccupation	43211508
onet.org.ai	https://onet.org.ai/Occupation/11-305100	https://onet.org.ai/Tool/11-305100_PersonaldigitalassistantPDAsororganizers	usesTool	usedByOccupation	43211504
onet.org.ai	https://onet.org.ai/Occupation/11-305100	https://onet.org.ai/Tool/11-305100_Pressuresensors	usesTool	usedByOccupation	41111927
onet.org.ai	https://onet.org.ai/Occupation/11-305100	https://onet.org.ai/Tool/11-305100_Safetyvalves	usesTool	usedByOccupation	40141604
onet.org.ai	https://onet.org.ai/Occupation/11-305100	https://onet.org.ai/Tool/11-305100_Scanners	usesTool	usedByOccupation	43211711
onet.org.ai	https://onet.org.ai/Occupation/11-305100	https://onet.org.ai/Tool/11-305100_Squares	usesTool	usedByOccupation	27111803
onet.org.ai	https://onet.org.ai/Occupation/11-305100	https://onet.org.ai/Tool/11-305100_Tabletcomputers	usesTool	usedByOccupation	43211509
onet.org.ai	https://onet.org.ai/Occupation/11-305100	https://onet.org.ai/Tool/11-305100_Tapemeasures	usesTool	usedByOccupation	27111801
onet.org.ai	https://onet.org.ai/Occupation/11-305100	https://onet.org.ai/Tool/11-305100_Tapergauge	usesTool	usedByOccupation	41111648
onet.org.ai	https://onet.org.ai/Occupation/11-305100	https://onet.org.ai/Tool/11-305100_Lighttrucksorsportutilityvehicles	usesTool	usedByOccupation	25101507
onet.org.ai	https://onet.org.ai/Occupation/11-305100	https://onet.org.ai/Tool/11-305100_Calipers	usesTool	usedByOccupation	41111621
onet.org.ai	https://onet.org.ai/Occupation/11-305101	https://onet.org.ai/Tool/11-305101_Laboratorydiluters	usesTool	usedByOccupation	41121502
onet.org.ai	https://onet.org.ai/Occupation/11-305101	https://onet.org.ai/Tool/11-305101_Microplatereaders	usesTool	usedByOccupation	41113037
onet.org.ai	https://onet.org.ai/Occupation/11-305101	https://onet.org.ai/Tool/11-305101_Immunologyanalyzers	usesTool	usedByOccupation	41115819
onet.org.ai	https://onet.org.ai/Occupation/11-305101	https://onet.org.ai/Tool/11-305101_Inkjetprinters	usesTool	usedByOccupation	43212104
onet.org.ai	https://onet.org.ai/Occupation/11-305101	https://onet.org.ai/Tool/11-305101_Instrumentationforcapillaryelectrophoresis	usesTool	usedByOccupation	41105307
onet.org.ai	https://onet.org.ai/Occupation/11-305101	https://onet.org.ai/Tool/11-305101_Infraredspectrometers	usesTool	usedByOccupation	41115408
onet.org.ai	https://onet.org.ai/Occupation/11-305101	https://onet.org.ai/Tool/11-305101_Gaschromatographs	usesTool	usedByOccupation	41115703
onet.org.ai	https://onet.org.ai/Occupation/11-305101	https://onet.org.ai/Tool/11-305101_Portabledatainputterminals	usesTool	usedByOccupation	43211715
onet.org.ai	https://onet.org.ai/Occupation/11-305101	https://onet.org.ai/Tool/11-305101_Spectrometers	usesTool	usedByOccupation	41115403
onet.org.ai	https://onet.org.ai/Occupation/11-305101	https://onet.org.ai/Tool/11-305101_Analyticalbalances	usesTool	usedByOccupation	41111517
onet.org.ai	https://onet.org.ai/Occupation/11-305101	https://onet.org.ai/Tool/11-305101_Benchtopcentrifuges	usesTool	usedByOccupation	41103903
onet.org.ai	https://onet.org.ai/Occupation/11-305101	https://onet.org.ai/Tool/11-305101_Extractingequipmentforlaboratories	usesTool	usedByOccupation	41104806
onet.org.ai	https://onet.org.ai/Occupation/11-305101	https://onet.org.ai/Tool/11-305101_Moisturebalances	usesTool	usedByOccupation	41111513
onet.org.ai	https://onet.org.ai/Occupation/11-305101	https://onet.org.ai/Tool/11-305101_Notebookcomputers	usesTool	usedByOccupation	43211503
onet.org.ai	https://onet.org.ai/Occupation/11-305101	https://onet.org.ai/Tool/11-305101_Liquidchromatographs	usesTool	usedByOccupation	41115705
onet.org.ai	https://onet.org.ai/Occupation/11-305101	https://onet.org.ai/Tool/11-305101_Personalcomputers	usesTool	usedByOccupation	43211508
onet.org.ai	https://onet.org.ai/Occupation/11-305101	https://onet.org.ai/Tool/11-305101_pHmeters	usesTool	usedByOccupation	41115603
onet.org.ai	https://onet.org.ai/Occupation/11-305101	https://onet.org.ai/Tool/11-305101_Titrationequipment	usesTool	usedByOccupation	41115602
onet.org.ai	https://onet.org.ai/Occupation/11-305102	https://onet.org.ai/Tool/11-305102_Portabledatainputterminals	usesTool	usedByOccupation	43211715
onet.org.ai	https://onet.org.ai/Occupation/11-305102	https://onet.org.ai/Tool/11-305102_Desktopcomputers	usesTool	usedByOccupation	43211507
onet.org.ai	https://onet.org.ai/Occupation/11-305102	https://onet.org.ai/Tool/11-305102_Dieselgenerators	usesTool	usedByOccupation	26111601
onet.org.ai	https://onet.org.ai/Occupation/11-305102	https://onet.org.ai/Tool/11-305102_Forklifts	usesTool	usedByOccupation	24101603
