url	ns	type	id	code	name	description	annualMean	annualMedian	annual10th	annual25th	annual75th	annual90th	hourlyMean	hourlyMedian	matchedOnet	digital
https://onet.org.ai/Wage/Conciliators	onet.org.ai	Wage	Conciliators	231022	Arbitrators, Mediators, and Conciliators		91170	67710	46200	60030	101010	133480	43.83	32.55	true	
https://onet.org.ai/Wage/Magistrates	onet.org.ai	Wage	Magistrates	231023	Judges, Magistrate Judges, and Magistrates		143110	156210	46520	86060	189890	216540	68.8	75.1	true	
https://onet.org.ai/Wage/LegalSupportWorkers	onet.org.ai	Wage	LegalSupportWorkers	232000	Legal Support Workers		67810	60930	39280	47950	78680	100950	32.6	29.3	false	
https://onet.org.ai/Wage/LegalAssistants	onet.org.ai	Wage	LegalAssistants	232011	Paralegals and Legal Assistants		66510	61010	39710	48190	78280	98990	31.98	29.33	true	
https://onet.org.ai/Wage/MiscellaneousLegalSupportWorkers	onet.org.ai	Wage	MiscellaneousLegalSupportWorkers	232090	Miscellaneous Legal Support Workers		72800	60550	38170	46950	81390	130510	35	29.11	false	
https://onet.org.ai/Wage/Searchers	onet.org.ai	Wage	Searchers	232093	Title Examiners, Abstractors, and Searchers		59600	54980	36710	45020	70290	87240	28.65	26.43	true	
https://onet.org.ai/Wage/LegalSupportWorkersAllOther	onet.org.ai	Wage	LegalSupportWorkersAllOther	232099	Legal Support Workers, All Other		86220	68760	41510	50960	103460	176950	41.45	33.06	true	
https://onet.org.ai/Wage/EducationalInstructionandLibraryOccupations	onet.org.ai	Wage	EducationalInstructionandLibraryOccupations	250000	Educational Instruction and Library Occupations		65900	59220	30790	39870	78250	104360	31.69	28.47	false	
https://onet.org.ai/Wage/PostsecondaryTeachers	onet.org.ai	Wage	PostsecondaryTeachers	251000	Postsecondary Teachers		102410	81600	47010	61300	125900	180630			false	
https://onet.org.ai/Wage/BusinessTeachersPostsecondary	onet.org.ai	Wage	BusinessTeachersPostsecondary	251011	Business Teachers, Postsecondary		113840	97270	46460	63040	140360	210530			true	
https://onet.org.ai/Wage/MathandComputerScienceTeachersPostsecondary	onet.org.ai	Wage	MathandComputerScienceTeachersPostsecondary	251020	Math and Computer Science Teachers, Postsecondary		98400	82390	48470	62160	124840	168080			false	
https://onet.org.ai/Wage/ComputerScienceTeachersPostsecondary	onet.org.ai	Wage	ComputerScienceTeachersPostsecondary	251021	Computer Science Teachers, Postsecondary		105830	96690	48910	65200	132200	172380			true	
https://onet.org.ai/Wage/MathematicalScienceTeachersPostsecondary	onet.org.ai	Wage	MathematicalScienceTeachersPostsecondary	251022	Mathematical Science Teachers, Postsecondary		92880	79350	48150	60880	106270	161020			true	
https://onet.org.ai/Wage/EngineeringandArchitectureTeachersPostsecondary	onet.org.ai	Wage	EngineeringandArchitectureTeachersPostsecondary	251030	Engineering and Architecture Teachers, Postsecondary		117670	105690	59690	79300	135710	184300			false	
https://onet.org.ai/Wage/ArchitectureTeachersPostsecondary	onet.org.ai	Wage	ArchitectureTeachersPostsecondary	251031	Architecture Teachers, Postsecondary		110360	101480	59590	78090	129310	166720			true	
https://onet.org.ai/Wage/EngineeringTeachersPostsecondary	onet.org.ai	Wage	EngineeringTeachersPostsecondary	251032	Engineering Teachers, Postsecondary		119340	106120	59790	80060	136400	200650			true	
https://onet.org.ai/Wage/LifeSciencesTeachersPostsecondary	onet.org.ai	Wage	LifeSciencesTeachersPostsecondary	251040	Life Sciences Teachers, Postsecondary		100900	83920	50520	64140	125210	167290			false	
https://onet.org.ai/Wage/AgriculturalSciencesTeachersPostsecondary	onet.org.ai	Wage	AgriculturalSciencesTeachersPostsecondary	251041	Agricultural Sciences Teachers, Postsecondary		97790	86350	49080	63980	123290	160870			true	
https://onet.org.ai/Wage/BiologicalScienceTeachersPostsecondary	onet.org.ai	Wage	BiologicalScienceTeachersPostsecondary	251042	Biological Science Teachers, Postsecondary		101340	83460	50760	64010	125310	169560			true	
https://onet.org.ai/Wage/ConservationScienceTeachersPostsecondary	onet.org.ai	Wage	ConservationScienceTeachersPostsecondary	251043	Forestry and Conservation Science Teachers, Postsecondary		103780	100830	58670	81380	125080	154630			true	
https://onet.org.ai/Wage/PhysicalSciencesTeachersPostsecondary	onet.org.ai	Wage	PhysicalSciencesTeachersPostsecondary	251050	Physical Sciences Teachers, Postsecondary		105460	95520	53030	65540	129500	173630			false	
https://onet.org.ai/Wage/SpaceSciencesTeachersPostsecondary	onet.org.ai	Wage	SpaceSciencesTeachersPostsecondary	251051	Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary		112950	101390	53310	66620	135500	199260			true	
https://onet.org.ai/Wage/ChemistryTeachersPostsecondary	onet.org.ai	Wage	ChemistryTeachersPostsecondary	251052	Chemistry Teachers, Postsecondary		103030	86220	52870	64980	125920	171600			true	
https://onet.org.ai/Wage/EnvironmentalScienceTeachersPostsecondary	onet.org.ai	Wage	EnvironmentalScienceTeachersPostsecondary	251053	Environmental Science Teachers, Postsecondary		100360	87710	50670	64360	124680	164290			true	
https://onet.org.ai/Wage/PhysicsTeachersPostsecondary	onet.org.ai	Wage	PhysicsTeachersPostsecondary	251054	Physics Teachers, Postsecondary		105460	97360	54880	66730	130150	169740			true	
https://onet.org.ai/Wage/SocialSciencesTeachersPostsecondary	onet.org.ai	Wage	SocialSciencesTeachersPostsecondary	251060	Social Sciences Teachers, Postsecondary		100440	83360	48980	63260	123760	171090			false	
https://onet.org.ai/Wage/ArcheologyTeachersPostsecondary	onet.org.ai	Wage	ArcheologyTeachersPostsecondary	251061	Anthropology and Archeology Teachers, Postsecondary		102530	95770	51380	67410	122870	169090			true	
https://onet.org.ai/Wage/CulturalStudiesTeachersPostsecondary	onet.org.ai	Wage	CulturalStudiesTeachersPostsecondary	251062	Area, Ethnic, and Cultural Studies Teachers, Postsecondary		97350	84290	51130	64320	107810	164650			true	
https://onet.org.ai/Wage/EconomicsTeachersPostsecondary	onet.org.ai	Wage	EconomicsTeachersPostsecondary	251063	Economics Teachers, Postsecondary		133140	119980	57550	80850	166600	217160			true	
https://onet.org.ai/Wage/GeographyTeachersPostsecondary	onet.org.ai	Wage	GeographyTeachersPostsecondary	251064	Geography Teachers, Postsecondary		99020	86730	49990	66400	120220	164350			true	
https://onet.org.ai/Wage/PoliticalScienceTeachersPostsecondary	onet.org.ai	Wage	PoliticalScienceTeachersPostsecondary	251065	Political Science Teachers, Postsecondary		105160	94680	50490	65330	127480	173380			true	
https://onet.org.ai/Wage/PsychologyTeachersPostsecondary	onet.org.ai	Wage	PsychologyTeachersPostsecondary	251066	Psychology Teachers, Postsecondary		93530	80330	47870	62290	106640	158900			true	
https://onet.org.ai/Wage/SociologyTeachersPostsecondary	onet.org.ai	Wage	SociologyTeachersPostsecondary	251067	Sociology Teachers, Postsecondary		97270	82540	49330	64130	113000	167240			true	
https://onet.org.ai/Wage/SocialSciencesTeachersPostsecondaryAllOther	onet.org.ai	Wage	SocialSciencesTeachersPostsecondaryAllOther	251069	Social Sciences Teachers, Postsecondary, All Other		92950	75040	45280	59550	105390	176350			true	
https://onet.org.ai/Wage/HealthTeachersPostsecondary	onet.org.ai	Wage	HealthTeachersPostsecondary	251070	Health Teachers, Postsecondary		125490	100370	50700	66140	161410	228330			false	
https://onet.org.ai/Wage/HealthSpecialtiesTeachersPostsecondary	onet.org.ai	Wage	HealthSpecialtiesTeachersPostsecondary	251071	Health Specialties Teachers, Postsecondary		137900	105620	51760	74400	176090				true	
https://onet.org.ai/Wage/TeachersPostsecondary	onet.org.ai	Wage	TeachersPostsecondary	251072	Nursing Instructors and Teachers, Postsecondary		87090	79940	47950	62210	102020	130040			true	
https://onet.org.ai/Wage/EducationandLibraryScienceTeachersPostsecondary	onet.org.ai	Wage	EducationandLibraryScienceTeachersPostsecondary	251080	Education and Library Science Teachers, Postsecondary		78870	73050	39070	51490	96340	126420			false	
https://onet.org.ai/Wage/EducationTeachersPostsecondary	onet.org.ai	Wage	EducationTeachersPostsecondary	251081	Education Teachers, Postsecondary		78500	72090	38650	50630	96260	126450			true	
https://onet.org.ai/Wage/LibraryScienceTeachersPostsecondary	onet.org.ai	Wage	LibraryScienceTeachersPostsecondary	251082	Library Science Teachers, Postsecondary		84320	78630	53590	62130	97020	126200			true	
https://onet.org.ai/Wage/LawCriminalJusticeandSocialWorkTeachersPostsecondary	onet.org.ai	Wage	LawCriminalJusticeandSocialWorkTeachersPostsecondary	251110	Law, Criminal Justice, and Social Work Teachers, Postsecondary		109320	87870	47790	63010	131060	204930			false	
https://onet.org.ai/Wage/LawEnforcementTeachersPostsecondary	onet.org.ai	Wage	LawEnforcementTeachersPostsecondary	251111	Criminal Justice and Law Enforcement Teachers, Postsecondary		84820	71470	45640	56100	99730	143130			true	
https://onet.org.ai/Wage/LawTeachersPostsecondary	onet.org.ai	Wage	LawTeachersPostsecondary	251112	Law Teachers, Postsecondary		139950	126650	58330	84540	173580				true	
https://onet.org.ai/Wage/SocialWorkTeachersPostsecondary	onet.org.ai	Wage	SocialWorkTeachersPostsecondary	251113	Social Work Teachers, Postsecondary		81880	76210	45370	57080	98570	129280			true	
https://onet.org.ai/Wage/ArtsCommunicationsHistoryandHumanitiesTeachersPostsecondary	onet.org.ai	Wage	ArtsCommunicationsHistoryandHumanitiesTeachersPostsecondary	251120	Arts, Communications, History, and Humanities Teachers, Postsecondary		94900	79060	47260	60520	105820	165110			false	
https://onet.org.ai/Wage/MusicTeachersPostsecondary	onet.org.ai	Wage	MusicTeachersPostsecondary	251121	Art, Drama, and Music Teachers, Postsecondary		102240	80190	47040	60730	121600	194530			true	
https://onet.org.ai/Wage/CommunicationsTeachersPostsecondary	onet.org.ai	Wage	CommunicationsTeachersPostsecondary	251122	Communications Teachers, Postsecondary		90340	77800	47100	60060	103230	160210			true	
https://onet.org.ai/Wage/LiteratureTeachersPostsecondary	onet.org.ai	Wage	LiteratureTeachersPostsecondary	251123	English Language and Literature Teachers, Postsecondary		90400	78270	47540	59780	103730	154800			true	
https://onet.org.ai/Wage/ForeignLanguageTeachers	onet.org.ai	Wage	ForeignLanguageTeachers	251124	Foreign Language and Literature Teachers, Postsecondary		87670	77010	47090	59790	101680	134960			true	
https://onet.org.ai/Wage/HistoryTeachersPostsecondary	onet.org.ai	Wage	HistoryTeachersPostsecondary	251125	History Teachers, Postsecondary		93710	81500	47730	62370	106770	158140			true	
https://onet.org.ai/Wage/ReligionTeachersPostsecondary	onet.org.ai	Wage	ReligionTeachersPostsecondary	251126	Philosophy and Religion Teachers, Postsecondary		88210	78050	47550	60980	101680	134910			true	
https://onet.org.ai/Wage/MiscellaneousPostsecondaryTeachers	onet.org.ai	Wage	MiscellaneousPostsecondaryTeachers	251190	Miscellaneous Postsecondary Teachers		83780	68800	39260	50180	100740	150860			false	
https://onet.org.ai/Wage/ConsumerSciencesTeachersPostsecondary	onet.org.ai	Wage	ConsumerSciencesTeachersPostsecondary	251192	Family and Consumer Sciences Teachers, Postsecondary		84450	77280	47580	56870	99530	133180			true	
https://onet.org.ai/Wage/FitnessStudiesTeachersPostsecondary	onet.org.ai	Wage	FitnessStudiesTeachersPostsecondary	251193	Recreation and Fitness Studies Teachers, Postsecondary		87980	75890	44150	57290	101420	158240			true	
https://onet.org.ai/Wage/CareerTechnicalEducationTeachersPostsecondary	onet.org.ai	Wage	CareerTechnicalEducationTeachersPostsecondary	251194	Career/Technical Education Teachers, Postsecondary		68710	61490	38680	48030	80070	106580	33.03	29.56	true	
https://onet.org.ai/Wage/PostsecondaryTeachersAllOther	onet.org.ai	Wage	PostsecondaryTeachersAllOther	251199	Postsecondary Teachers, All Other		94470	78490	39720	55500	122510	172850			true	
https://onet.org.ai/Wage/PreschoolElementaryMiddleSecondaryandSpecialEducationTeachers	onet.org.ai	Wage	PreschoolElementaryMiddleSecondaryandSpecialEducationTeachers	252000	Preschool, Elementary, Middle, Secondary, and Special Education Teachers		68130	61960	39620	49540	79020	101290			false	
https://onet.org.ai/Wage/PreschoolandKindergartenTeachers	onet.org.ai	Wage	PreschoolandKindergartenTeachers	252010	Preschool and Kindergarten Teachers		46680	40090	28810	34440	55780	73380	22.44	19.27	false	
https://onet.org.ai/Wage/SpecialEducation	onet.org.ai	Wage	SpecialEducation	252011	Preschool Teachers, Except Special Education		69790	62340	46440	50680	79410	102010			true	
https://onet.org.ai/Wage/ElementaryandMiddleSchoolTeachers	onet.org.ai	Wage	ElementaryandMiddleSchoolTeachers	252020	Elementary and Middle School Teachers		69860	62500	46620	51140	79400	101670			false	
https://onet.org.ai/Wage/CareerTechnicalEducation	onet.org.ai	Wage	CareerTechnicalEducation	252022	Middle School Teachers, Except Special and Career/Technical Education		73700	64580	47330	57800	83010	104670			true	
https://onet.org.ai/Wage/CareerTechnicalEducationTeachersMiddleSchool	onet.org.ai	Wage	CareerTechnicalEducationTeachersMiddleSchool	252023	Career/Technical Education Teachers, Middle School		68690	63620	47090	55920	78270	98430			true	
https://onet.org.ai/Wage/SecondarySchoolTeachers	onet.org.ai	Wage	SecondarySchoolTeachers	252030	Secondary School Teachers		73420	64530	47460	57950	82340	103860			false	
https://onet.org.ai/Wage/CareerTechnicalEducationTeachersSecondarySchool	onet.org.ai	Wage	CareerTechnicalEducationTeachersSecondarySchool	252032	Career/Technical Education Teachers, Secondary School		70550	63910	48840	58840	78650	98720			true	
https://onet.org.ai/Wage/SpecialEducationTeachers	onet.org.ai	Wage	SpecialEducationTeachers	252050	Special Education Teachers		72230	64270	47380	57270	81510	103290			false	
https://onet.org.ai/Wage/SpecialEducationTeachersPreschool	onet.org.ai	Wage	SpecialEducationTeachersPreschool	252051	Special Education Teachers, Preschool		72610	62190	38740	49370	81330	132530			true	
https://onet.org.ai/Wage/SpecialEducationTeachersKindergartenandElementarySchool	onet.org.ai	Wage	SpecialEducationTeachersKindergartenandElementarySchool	252052	Special Education Teachers, Kindergarten and Elementary School		70150	63000	47590	57050	79320	100620			false	
https://onet.org.ai/Wage/SpecialEducationTeachersMiddleSchool	onet.org.ai	Wage	SpecialEducationTeachersMiddleSchool	252057	Special Education Teachers, Middle School		72310	64880	48070	58590	81940	102730			true	
https://onet.org.ai/Wage/SpecialEducationTeachersSecondarySchool	onet.org.ai	Wage	SpecialEducationTeachersSecondarySchool	252058	Special Education Teachers, Secondary School		74610	69590	47930	58180	87140	106050			true	
https://onet.org.ai/Wage/AdaptedPhysicalEducationSpecialists	onet.org.ai	Wage	AdaptedPhysicalEducationSpecialists	252059	Adapted Physical Education Specialists		74180	67430	43220	53470	87890	109360			true	
https://onet.org.ai/Wage/OtherTeachersandInstructors	onet.org.ai	Wage	OtherTeachersandInstructors	253000	Other Teachers and Instructors		51270	44220	28070	34010	59860	81070	24.65	21.26	false	
https://onet.org.ai/Wage/ESLInstructors	onet.org.ai	Wage	ESLInstructors	253011	Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors		64660	59950	39750	47950	76580	95750	31.09	28.82	true	
https://onet.org.ai/Wage/SelfEnrichmentTeachers	onet.org.ai	Wage	SelfEnrichmentTeachers	253021	Self-Enrichment Teachers		53330	45590	28980	35410	62180	90780	25.64	21.92	true	
https://onet.org.ai/Wage/SubstituteTeachersShortTerm	onet.org.ai	Wage	SubstituteTeachersShortTerm	253031	Substitute Teachers, Short-Term		44930	38470	26240	31310	51930	63460	21.6	18.5	true	
https://onet.org.ai/Wage/Tutors	onet.org.ai	Wage	Tutors	253041	Tutors		47780	40090	28430	33410	55380	78810	22.97	19.27	true	
https://onet.org.ai/Wage/InstructorsAllOther	onet.org.ai	Wage	InstructorsAllOther	253099	Teachers and Instructors, All Other		71610	64690	33280	46700	93180	116690			true	
https://onet.org.ai/Wage/LibrariansCuratorsandArchivists	onet.org.ai	Wage	LibrariansCuratorsandArchivists	254000	Librarians, Curators, and Archivists		60220	57100	31600	40410	74800	96030	28.95	27.45	false	
https://onet.org.ai/Wage/ArchivistsCuratorsandMuseumTechnicians	onet.org.ai	Wage	ArchivistsCuratorsandMuseumTechnicians	254010	Archivists, Curators, and Museum Technicians		62900	57100	34840	43000	76040	98490	30.24	27.45	false	
https://onet.org.ai/Wage/Archivists	onet.org.ai	Wage	Archivists	254011	Archivists		67620	61570	39330	47890	79850	104780	32.51	29.6	true	
https://onet.org.ai/Wage/Curators	onet.org.ai	Wage	Curators	254012	Curators		70060	61770	37110	47270	81350	105520	33.68	29.7	true	
https://onet.org.ai/Wage/Conservators	onet.org.ai	Wage	Conservators	254013	Museum Technicians and Conservators		53630	47460	30720	37460	62990	82790	25.78	22.82	true	
https://onet.org.ai/Wage/MediaCollectionsSpecialists	onet.org.ai	Wage	MediaCollectionsSpecialists	254022	Librarians and Media Collections Specialists		69180	64320	38920	50920	80640	100880	33.26	30.92	true	
https://onet.org.ai/Wage/LibraryTechnicians	onet.org.ai	Wage	LibraryTechnicians	254031	Library Technicians		43050	39970	27890	33510	49740	60960	20.7	19.22	true	
https://onet.org.ai/Wage/OtherEducationalInstructionandLibraryOccupations	onet.org.ai	Wage	OtherEducationalInstructionandLibraryOccupations	259000	Other Educational Instruction and Library Occupations		42980	36690	24960	30140	47800	69330			false	
https://onet.org.ai/Wage/HomeManagementEducators	onet.org.ai	Wage	HomeManagementEducators	259021	Farm and Home Management Educators		60470	58120	36780	46010	69110	85230	29.07	27.94	true	
https://onet.org.ai/Wage/InstructionalCoordinators	onet.org.ai	Wage	InstructionalCoordinators	259031	Instructional Coordinators		77600	74720	46560	59120	94780	115410	37.31	35.92	true	
https://onet.org.ai/Wage/TeachingAssistants	onet.org.ai	Wage	TeachingAssistants	259040	Teaching Assistants		37140	35550	23900	29330	43850	50180			false	
https://onet.org.ai/Wage/TeachingAssistantsPostsecondary	onet.org.ai	Wage	TeachingAssistantsPostsecondary	259044	Teaching Assistants, Postsecondary		47560	44930	28020	32640	60410	73560			true	
https://onet.org.ai/Wage/TeachingAssistantsExceptPostsecondary	onet.org.ai	Wage	TeachingAssistantsExceptPostsecondary	259045	Teaching Assistants, Except Postsecondary		35960	35240	23710	29120	40400	48140			false	
https://onet.org.ai/Wage/LibraryWorkersAllOther	onet.org.ai	Wage	LibraryWorkersAllOther	259099	Educational Instruction and Library Workers, All Other		55700	48400	24160	33280	68800	95310	26.78	23.27	true	
https://onet.org.ai/Wage/ArtsDesignEntertainmentSportsandMediaOccupations	onet.org.ai	Wage	ArtsDesignEntertainmentSportsandMediaOccupations	270000	Arts, Design, Entertainment, Sports, and Media Occupations		77040	60140	32540	41290	88370	129110	37.04	28.91	false	
https://onet.org.ai/Wage/ArtandDesignWorkers	onet.org.ai	Wage	ArtandDesignWorkers	271000	Art and Design Workers		67730	53180	32030	37950	79040	117530	32.56	25.57	false	
https://onet.org.ai/Wage/ArtistsandRelatedWorkers	onet.org.ai	Wage	ArtistsandRelatedWorkers	271010	Artists and Related Workers		110770	99060	44670	64880	139330	186820	53.25	47.63	false	
https://onet.org.ai/Wage/ArtDirectors	onet.org.ai	Wage	ArtDirectors	271011	Art Directors		128100	111040	61060	80130	160460	211410	61.59	53.38	true	
https://onet.org.ai/Wage/CraftArtists	onet.org.ai	Wage	CraftArtists	271012	Craft Artists		45340	38480	22620	31350	52070	65850	21.8	18.5	true	
https://onet.org.ai/Wage/Illustrators	onet.org.ai	Wage	Illustrators	271013	Fine Artists, Including Painters, Sculptors, and Illustrators		76450	60560	26420	39740	89630	140660	36.76	29.12	true	
https://onet.org.ai/Wage/Animators	onet.org.ai	Wage	Animators	271014	Special Effects Artists and Animators		110110	99800	57220	73030	135600	174630	52.94	47.98	true	
https://onet.org.ai/Wage/RelatedWorkersAllOther	onet.org.ai	Wage	RelatedWorkersAllOther	271019	Artists and Related Workers, All Other		57030	46370	28060	35040	66240	95850	27.42	22.29	true	
https://onet.org.ai/Wage/Designers	onet.org.ai	Wage	Designers	271020	Designers		60890	49020	31550	37110	73080	99390	29.28	23.57	false	
https://onet.org.ai/Wage/IndustrialDesigners	onet.org.ai	Wage	IndustrialDesigners	271021	Commercial and Industrial Designers		88000	79450	49390	62040	103170	134840	42.31	38.2	true	
https://onet.org.ai/Wage/FashionDesigners	onet.org.ai	Wage	FashionDesigners	271022	Fashion Designers		122430	80690	35970	53730	107990	169620	58.86	38.79	true	
https://onet.org.ai/Wage/FloralDesigners	onet.org.ai	Wage	FloralDesigners	271023	Floral Designers		37700	36120	27260	30200	43420	48690	18.13	17.37	true	
https://onet.org.ai/Wage/GraphicDesigners	onet.org.ai	Wage	GraphicDesigners	271024	Graphic Designers		68610	61300	37600	47200	79000	103030	32.98	29.47	true	
https://onet.org.ai/Wage/InteriorDesigners	onet.org.ai	Wage	InteriorDesigners	271025	Interior Designers		71430	63490	38480	49770	80830	106090	34.34	30.52	true	
https://onet.org.ai/Wage/WindowTrimmers	onet.org.ai	Wage	WindowTrimmers	271026	Merchandise Displayers and Window Trimmers		40540	37350	30050	33580	44750	53800	19.49	17.96	true	
https://onet.org.ai/Wage/ExhibitDesigners	onet.org.ai	Wage	ExhibitDesigners	271027	Set and Exhibit Designers		78450	66280	35990	48920	100020	129420	37.71	31.87	true	
https://onet.org.ai/Wage/DesignersAllOther	onet.org.ai	Wage	DesignersAllOther	271029	Designers, All Other		78000	66220	36530	46850	95330	131950	37.5	31.84	true	
https://onet.org.ai/Wage/EntertainersandPerformersSportsandRelatedWorkers	onet.org.ai	Wage	EntertainersandPerformersSportsandRelatedWorkers	272000	Entertainers and Performers, Sports and Related Workers		85710	54870	29390	37510	91210	156550	41.21	26.38	false	
https://onet.org.ai/Wage/ActorsProducersandDirectors	onet.org.ai	Wage	ActorsProducersandDirectors	272010	Actors, Producers, and Directors		109660	78000	36650	49920	128380	199460	52.72	37.5	false	
https://onet.org.ai/Wage/Actors	onet.org.ai	Wage	Actors	272011	Actors								44.4	23.33	true	
https://onet.org.ai/Wage/MediaTechnicalDirectorsManagers	onet.org.ai	Wage	MediaTechnicalDirectorsManagers	272012	Media Technical Directors/Managers		114280	83480	43060	59810	131160	198530	54.94	40.13	true	
https://onet.org.ai/Wage/AthletesCoachesUmpiresandRelatedWorkers	onet.org.ai	Wage	AthletesCoachesUmpiresandRelatedWorkers	272020	Athletes, Coaches, Umpires, and Related Workers		68880	45920	27230	33780	62490	98200			false	
https://onet.org.ai/Wage/SportsCompetitors	onet.org.ai	Wage	SportsCompetitors	272021	Athletes and Sports Competitors		259750	62360	24960	36750	130770				true	
https://onet.org.ai/Wage/Scouts	onet.org.ai	Wage	Scouts	272022	Coaches and Scouts		58910	45920	27490	33960	61930	93980			true	
https://onet.org.ai/Wage/OtherSportsOfficials	onet.org.ai	Wage	OtherSportsOfficials	272023	Umpires, Referees, and Other Sports Officials		52800	38820	25070	30920	53560	93180			true	
https://onet.org.ai/Wage/DancersandChoreographers	onet.org.ai	Wage	DancersandChoreographers	272030	Dancers and Choreographers		62740	51020	29850	35790	77700	106740	30.16	24.53	false	
https://onet.org.ai/Wage/Dancers	onet.org.ai	Wage	Dancers	272031	Dancers								30.3	23.97	true	
https://onet.org.ai/Wage/Choreographers	onet.org.ai	Wage	Choreographers	272032	Choreographers		62020	55600	33080	39600	71190	94090	29.82	26.73	true	
https://onet.org.ai/Wage/MusiciansSingersandRelatedWorkers	onet.org.ai	Wage	MusiciansSingersandRelatedWorkers	272040	Musicians, Singers, and Related Workers								51.57	38.76	false	
https://onet.org.ai/Wage/Composers	onet.org.ai	Wage	Composers	272041	Music Directors and Composers		84230	63670	34990	47330	96590	157010	40.5	30.61	true	
https://onet.org.ai/Wage/Singers	onet.org.ai	Wage	Singers	272042	Musicians and Singers								55.13	42.45	true	
https://onet.org.ai/Wage/MiscellaneousEntertainersandPerformersSportsandRelatedWorkers	onet.org.ai	Wage	MiscellaneousEntertainersandPerformersSportsandRelatedWorkers	272090	Miscellaneous Entertainers and Performers, Sports and Related Workers								30.98	20.99	false	
https://onet.org.ai/Wage/Radio	onet.org.ai	Wage	Radio	272091	Disc Jockeys, Except Radio								33.25	20.59	true	
https://onet.org.ai/Wage/MediaandCommunicationWorkers	onet.org.ai	Wage	MediaandCommunicationWorkers	273000	Media and Communication Workers		83030	70300	37830	50090	98130	130600	39.92	33.8	false	
https://onet.org.ai/Wage/RadioDiscJockeys	onet.org.ai	Wage	RadioDiscJockeys	273011	Broadcast Announcers and Radio Disc Jockeys		80110	45680	26000	33280	72080	131780	38.52	21.96	true	
https://onet.org.ai/Wage/Journalists	onet.org.ai	Wage	Journalists	273023	News Analysts, Reporters, and Journalists		106030	60280	34590	40420	97460	162430	50.98	28.98	true	
https://onet.org.ai/Wage/PublicRelationsSpecialists	onet.org.ai	Wage	PublicRelationsSpecialists	273031	Public Relations Specialists		80310	69780	40750	51970	95940	129480	38.61	33.55	true	
https://onet.org.ai/Wage/WritersandEditors	onet.org.ai	Wage	WritersandEditors	273040	Writers and Editors		87570	78100	41320	57400	101120	135160	42.1	37.55	false	
https://onet.org.ai/Wage/Editors	onet.org.ai	Wage	Editors	273041	Editors		85700	75260	36200	50210	101210	140840	41.2	36.18	true	
https://onet.org.ai/Wage/TechnicalWriters	onet.org.ai	Wage	TechnicalWriters	273042	Technical Writers		92330	91670	54400	68640	102740	130430	44.39	44.07	true	
https://onet.org.ai/Wage/CreativeWriters	onet.org.ai	Wage	CreativeWriters	273043	Poets, Lyricists and Creative Writers		85780	72270	41080	52890	98320	133680	41.24	34.75	true	
https://onet.org.ai/Wage/MiscellaneousMediaandCommunicationWorkers	onet.org.ai	Wage	MiscellaneousMediaandCommunicationWorkers	273090	Miscellaneous Media and Communication Workers		71560	62500	36610	46950	87500	114990	34.4	30.05	false	
https://onet.org.ai/Wage/Translators	onet.org.ai	Wage	Translators	273091	Interpreters and Translators		64950	59440	35630	45020	80020	99830	31.22	28.58	true	
https://onet.org.ai/Wage/SimultaneousCaptioners	onet.org.ai	Wage	SimultaneousCaptioners	273092	Court Reporters and Simultaneous Captioners		74630	67310	39100	50210	92710	127020	35.88	32.36	true	
https://onet.org.ai/Wage/CommunicationWorkersAllOther	onet.org.ai	Wage	CommunicationWorkersAllOther	273099	Media and Communication Workers, All Other		84870	71770	38530	52690	99520	148070	40.81	34.51	true	
https://onet.org.ai/Wage/MediaandCommunicationEquipmentWorkers	onet.org.ai	Wage	MediaandCommunicationEquipmentWorkers	274000	Media and Communication Equipment Workers		67410	56480	33160	40500	81380	117490	32.41	27.15	false	
https://onet.org.ai/Wage/BroadcastSoundandLightingTechnicians	onet.org.ai	Wage	BroadcastSoundandLightingTechnicians	274010	Broadcast, Sound, and Lighting Technicians		64710	56600	33980	43250	77630	104610	31.11	27.21	false	
https://onet.org.ai/Wage/VideoTechnicians	onet.org.ai	Wage	VideoTechnicians	274011	Audio and Video Technicians		61370	54830	35290	43860	73590	98190	29.51	26.36	true	
https://onet.org.ai/Wage/BroadcastTechnicians	onet.org.ai	Wage	BroadcastTechnicians	274012	Broadcast Technicians		64220	53920	29190	36900	80390	115400	30.87	25.92	true	
https://onet.org.ai/Wage/SoundEngineeringTechnicians	onet.org.ai	Wage	SoundEngineeringTechnicians	274014	Sound Engineering Technicians		79280	66430	36600	47680	99950	134980	38.12	31.94	true	
https://onet.org.ai/Wage/LightingTechnicians	onet.org.ai	Wage	LightingTechnicians	274015	Lighting Technicians		70000	60560	36340	47100	83340	117690	33.65	29.11	true	
https://onet.org.ai/Wage/Photographers	onet.org.ai	Wage	Photographers	274021	Photographers		55650	42520	29610	34790	62370	94760	26.76	20.44	true	
https://onet.org.ai/Wage/TelevisionVideoandFilmCameraOperatorsandEditors	onet.org.ai	Wage	TelevisionVideoandFilmCameraOperatorsandEditors	274030	Television, Video, and Film Camera Operators and Editors		81850	70570	37600	49420	102310	134840	39.35	33.93	false	
