url	ns	type	id	code	name	description	appCount	digital
https://searches.org.ai/Search/FindCampaignByID	searches.org.ai	Search	FindCampaignByID	find_campaign_by_id	find_campaign_by_id	Search for find_campaign_by_id	1	1.00
https://searches.org.ai/Search/Organization	searches.org.ai	Search	Organization	organization	organization	Search for organization	5	1.00
https://searches.org.ai/Search/Product	searches.org.ai	Search	Product	product	product	Search for product	8	1.00
https://searches.org.ai/Search/Deal	searches.org.ai	Search	Deal	deal	deal	Search for deal	3	1.00
https://searches.org.ai/Search/Person	searches.org.ai	Search	Person	person	person	Search for person	5	1.00
https://searches.org.ai/Search/Activity	searches.org.ai	Search	Activity	activity	activity	Search for activity	2	1.00
https://searches.org.ai/Search/Lead	searches.org.ai	Search	Lead	lead	lead	Search for lead	7	1.00
https://searches.org.ai/Search/Deals	searches.org.ai	Search	Deals	deals	deals	Search for deals	3	1.00
https://searches.org.ai/Search/DealsByPerson	searches.org.ai	Search	DealsByPerson	deals_by_person	deals_by_person	Search for deals_by_person	1	1.00
https://searches.org.ai/Search/Note	searches.org.ai	Search	Note	note	note	Search for note	3	1.00
https://searches.org.ai/Search/Notes	searches.org.ai	Search	Notes	notes	notes	Search for notes	2	1.00
https://searches.org.ai/Search/Leads	searches.org.ai	Search	Leads	leads	leads	Search for leads	2	1.00
https://searches.org.ai/Search/Projects	searches.org.ai	Search	Projects	projects	projects	Search for projects	1	1.00
https://searches.org.ai/Search/SearchTask	searches.org.ai	Search	SearchTask	search_task	search_task	Search for search_task	8	1.00
https://searches.org.ai/Search/Personv2	searches.org.ai	Search	Personv2	personv2	personV2	Search for personV2	1	1.00
https://searches.org.ai/Search/Productv2	searches.org.ai	Search	Productv2	productv2	productV2	Search for productV2	1	1.00
https://searches.org.ai/Search/Productsv2	searches.org.ai	Search	Productsv2	productsv2	productsV2	Search for productsV2	1	1.00
https://searches.org.ai/Search/DealV2	searches.org.ai	Search	DealV2	deal_v2	deal_v2	Search for deal_v2	1	1.00
https://searches.org.ai/Search/DealsV2	searches.org.ai	Search	DealsV2	deals_v2	deals_v2	Search for deals_v2	1	1.00
