ns	from	to	predicate	reverse	category	dataValue	date
onet.org.ai	https://onet.org.ai/Occupation/29-117100	https://onet.org.ai/Education/3A4a	requiresEducation	educationForOccupation	n/a	3.45	08/2021
onet.org.ai	https://onet.org.ai/Occupation/29-118100	https://onet.org.ai/Education/2D1	requiresEducation	educationForOccupation	1	0.00	08/2021
onet.org.ai	https://onet.org.ai/Occupation/29-118100	https://onet.org.ai/Education/2D4a	requiresEducation	educationForOccupation	n/a	4.41	08/2021
onet.org.ai	https://onet.org.ai/Occupation/29-118100	https://onet.org.ai/Education/3A1	requiresEducation	educationForOccupation	1	28.57	08/2021
onet.org.ai	https://onet.org.ai/Occupation/29-118100	https://onet.org.ai/Education/3A2	requiresEducation	educationForOccupation	1	31.82	08/2021
onet.org.ai	https://onet.org.ai/Occupation/29-118100	https://onet.org.ai/Education/3A3	requiresEducation	educationForOccupation	1	13.64	08/2021
onet.org.ai	https://onet.org.ai/Occupation/29-118100	https://onet.org.ai/Education/3A4a	requiresEducation	educationForOccupation	n/a	4.18	08/2021
onet.org.ai	https://onet.org.ai/Occupation/29-121100	https://onet.org.ai/Education/2D1	requiresEducation	educationForOccupation	1	0.00	07/2012
onet.org.ai	https://onet.org.ai/Occupation/29-121100	https://onet.org.ai/Education/3A1	requiresEducation	educationForOccupation	1	9.67	07/2012
onet.org.ai	https://onet.org.ai/Occupation/29-121100	https://onet.org.ai/Education/3A2	requiresEducation	educationForOccupation	1	39.34	07/2012
onet.org.ai	https://onet.org.ai/Occupation/29-121100	https://onet.org.ai/Education/3A3	requiresEducation	educationForOccupation	1	35.64	07/2012
onet.org.ai	https://onet.org.ai/Occupation/29-121300	https://onet.org.ai/Education/2D1	requiresEducation	educationForOccupation	1	0.00	08/2021
onet.org.ai	https://onet.org.ai/Occupation/29-121300	https://onet.org.ai/Education/2D4a	requiresEducation	educationForOccupation	n/a	4.48	08/2021
onet.org.ai	https://onet.org.ai/Occupation/29-121300	https://onet.org.ai/Education/3A1	requiresEducation	educationForOccupation	1	15.40	08/2021
onet.org.ai	https://onet.org.ai/Occupation/29-121300	https://onet.org.ai/Education/3A2	requiresEducation	educationForOccupation	1	27.08	08/2021
onet.org.ai	https://onet.org.ai/Occupation/29-121300	https://onet.org.ai/Education/3A3	requiresEducation	educationForOccupation	1	19.33	08/2021
onet.org.ai	https://onet.org.ai/Occupation/29-121300	https://onet.org.ai/Education/3A4a	requiresEducation	educationForOccupation	n/a	3.71	08/2021
onet.org.ai	https://onet.org.ai/Occupation/29-121400	https://onet.org.ai/Education/2D1	requiresEducation	educationForOccupation	1	0.00	08/2025
onet.org.ai	https://onet.org.ai/Occupation/29-121400	https://onet.org.ai/Education/2D4a	requiresEducation	educationForOccupation	n/a	4.97	08/2025
onet.org.ai	https://onet.org.ai/Occupation/29-121400	https://onet.org.ai/Education/3A1	requiresEducation	educationForOccupation	1	10.34	08/2025
onet.org.ai	https://onet.org.ai/Occupation/29-121400	https://onet.org.ai/Education/3A2	requiresEducation	educationForOccupation	1	10.34	08/2025
onet.org.ai	https://onet.org.ai/Occupation/29-121400	https://onet.org.ai/Education/3A3	requiresEducation	educationForOccupation	1	10.34	08/2025
onet.org.ai	https://onet.org.ai/Occupation/29-121400	https://onet.org.ai/Education/3A4a	requiresEducation	educationForOccupation	n/a	4.45	08/2025
onet.org.ai	https://onet.org.ai/Occupation/29-121500	https://onet.org.ai/Education/2D1	requiresEducation	educationForOccupation	1	0.00	08/2020
onet.org.ai	https://onet.org.ai/Occupation/29-121500	https://onet.org.ai/Education/2D4a	requiresEducation	educationForOccupation	n/a	4.98	08/2020
onet.org.ai	https://onet.org.ai/Occupation/29-121500	https://onet.org.ai/Education/3A1	requiresEducation	educationForOccupation	1	17.33	08/2020
onet.org.ai	https://onet.org.ai/Occupation/29-121500	https://onet.org.ai/Education/3A2	requiresEducation	educationForOccupation	1	17.09	08/2020
onet.org.ai	https://onet.org.ai/Occupation/29-121500	https://onet.org.ai/Education/3A3	requiresEducation	educationForOccupation	1	9.08	08/2020
onet.org.ai	https://onet.org.ai/Occupation/29-121500	https://onet.org.ai/Education/3A4a	requiresEducation	educationForOccupation	n/a	4.25	08/2020
onet.org.ai	https://onet.org.ai/Occupation/29-121600	https://onet.org.ai/Education/2D1	requiresEducation	educationForOccupation	1	0.00	08/2021
onet.org.ai	https://onet.org.ai/Occupation/29-121600	https://onet.org.ai/Education/2D4a	requiresEducation	educationForOccupation	n/a	4.69	08/2021
onet.org.ai	https://onet.org.ai/Occupation/29-121600	https://onet.org.ai/Education/3A1	requiresEducation	educationForOccupation	1	10.99	08/2021
onet.org.ai	https://onet.org.ai/Occupation/29-121600	https://onet.org.ai/Education/3A2	requiresEducation	educationForOccupation	1	16.05	08/2021
onet.org.ai	https://onet.org.ai/Occupation/29-121600	https://onet.org.ai/Education/3A3	requiresEducation	educationForOccupation	1	9.40	08/2021
onet.org.ai	https://onet.org.ai/Occupation/29-121600	https://onet.org.ai/Education/3A4a	requiresEducation	educationForOccupation	n/a	4.31	08/2021
onet.org.ai	https://onet.org.ai/Occupation/29-121700	https://onet.org.ai/Education/2D1	requiresEducation	educationForOccupation	1	0.00	07/2012
onet.org.ai	https://onet.org.ai/Occupation/29-121700	https://onet.org.ai/Education/3A1	requiresEducation	educationForOccupation	1	7.13	07/2012
onet.org.ai	https://onet.org.ai/Occupation/29-121700	https://onet.org.ai/Education/3A2	requiresEducation	educationForOccupation	1	24.88	07/2012
onet.org.ai	https://onet.org.ai/Occupation/29-121700	https://onet.org.ai/Education/3A3	requiresEducation	educationForOccupation	1	20.75	07/2012
onet.org.ai	https://onet.org.ai/Occupation/29-121800	https://onet.org.ai/Education/2D1	requiresEducation	educationForOccupation	1	0.00	08/2023
onet.org.ai	https://onet.org.ai/Occupation/29-121800	https://onet.org.ai/Education/2D4a	requiresEducation	educationForOccupation	n/a	4.96	08/2023
onet.org.ai	https://onet.org.ai/Occupation/29-121800	https://onet.org.ai/Education/3A1	requiresEducation	educationForOccupation	1	0.00	08/2023
onet.org.ai	https://onet.org.ai/Occupation/29-121800	https://onet.org.ai/Education/3A2	requiresEducation	educationForOccupation	1	32.07	08/2023
onet.org.ai	https://onet.org.ai/Occupation/29-121800	https://onet.org.ai/Education/3A3	requiresEducation	educationForOccupation	1	17.98	08/2023
onet.org.ai	https://onet.org.ai/Occupation/29-121800	https://onet.org.ai/Education/3A4a	requiresEducation	educationForOccupation	n/a	4.52	08/2023
onet.org.ai	https://onet.org.ai/Occupation/29-122100	https://onet.org.ai/Education/2D1	requiresEducation	educationForOccupation	1	0.00	08/2020
onet.org.ai	https://onet.org.ai/Occupation/29-122100	https://onet.org.ai/Education/2D4a	requiresEducation	educationForOccupation	n/a	4.73	08/2020
onet.org.ai	https://onet.org.ai/Occupation/29-122100	https://onet.org.ai/Education/3A1	requiresEducation	educationForOccupation	1	15.45	08/2020
onet.org.ai	https://onet.org.ai/Occupation/29-122100	https://onet.org.ai/Education/3A2	requiresEducation	educationForOccupation	1	11.70	08/2020
onet.org.ai	https://onet.org.ai/Occupation/29-122100	https://onet.org.ai/Education/3A3	requiresEducation	educationForOccupation	1	26.05	08/2020
onet.org.ai	https://onet.org.ai/Occupation/29-122100	https://onet.org.ai/Education/3A4a	requiresEducation	educationForOccupation	n/a	4.81	08/2020
onet.org.ai	https://onet.org.ai/Occupation/29-122200	https://onet.org.ai/Education/2D1	requiresEducation	educationForOccupation	1	0.00	08/2020
onet.org.ai	https://onet.org.ai/Occupation/29-122200	https://onet.org.ai/Education/2D4a	requiresEducation	educationForOccupation	n/a	4.96	08/2020
onet.org.ai	https://onet.org.ai/Occupation/29-122200	https://onet.org.ai/Education/3A1	requiresEducation	educationForOccupation	1	17.47	08/2020
onet.org.ai	https://onet.org.ai/Occupation/29-122200	https://onet.org.ai/Education/3A2	requiresEducation	educationForOccupation	1	19.10	08/2020
onet.org.ai	https://onet.org.ai/Occupation/29-122200	https://onet.org.ai/Education/3A3	requiresEducation	educationForOccupation	1	7.27	08/2020
onet.org.ai	https://onet.org.ai/Occupation/29-122200	https://onet.org.ai/Education/3A4a	requiresEducation	educationForOccupation	n/a	3.59	08/2020
onet.org.ai	https://onet.org.ai/Occupation/29-122300	https://onet.org.ai/Education/2D1	requiresEducation	educationForOccupation	1	0.00	07/2014
onet.org.ai	https://onet.org.ai/Occupation/29-122300	https://onet.org.ai/Education/3A1	requiresEducation	educationForOccupation	1	0.46	07/2014
onet.org.ai	https://onet.org.ai/Occupation/29-122300	https://onet.org.ai/Education/3A2	requiresEducation	educationForOccupation	1	15.63	07/2014
onet.org.ai	https://onet.org.ai/Occupation/29-122300	https://onet.org.ai/Education/3A3	requiresEducation	educationForOccupation	1	20.56	07/2014
onet.org.ai	https://onet.org.ai/Occupation/29-122400	https://onet.org.ai/Education/2D1	requiresEducation	educationForOccupation	1	0.00	08/2023
onet.org.ai	https://onet.org.ai/Occupation/29-122400	https://onet.org.ai/Education/2D4a	requiresEducation	educationForOccupation	n/a	4.88	08/2023
onet.org.ai	https://onet.org.ai/Occupation/29-122400	https://onet.org.ai/Education/3A1	requiresEducation	educationForOccupation	1	11.08	08/2023
onet.org.ai	https://onet.org.ai/Occupation/29-122400	https://onet.org.ai/Education/3A2	requiresEducation	educationForOccupation	1	20.66	08/2023
onet.org.ai	https://onet.org.ai/Occupation/29-122400	https://onet.org.ai/Education/3A3	requiresEducation	educationForOccupation	1	6.65	08/2023
onet.org.ai	https://onet.org.ai/Occupation/29-122400	https://onet.org.ai/Education/3A4a	requiresEducation	educationForOccupation	n/a	4.56	08/2023
onet.org.ai	https://onet.org.ai/Occupation/29-122901	https://onet.org.ai/Education/2D1	requiresEducation	educationForOccupation	1	0.00	08/2022
onet.org.ai	https://onet.org.ai/Occupation/29-122901	https://onet.org.ai/Education/2D4a	requiresEducation	educationForOccupation	n/a	3.81	08/2022
onet.org.ai	https://onet.org.ai/Occupation/29-122901	https://onet.org.ai/Education/3A1	requiresEducation	educationForOccupation	1	3.78	08/2022
onet.org.ai	https://onet.org.ai/Occupation/29-122901	https://onet.org.ai/Education/3A2	requiresEducation	educationForOccupation	1	34.55	08/2022
onet.org.ai	https://onet.org.ai/Occupation/29-122901	https://onet.org.ai/Education/3A3	requiresEducation	educationForOccupation	1	11.32	08/2022
onet.org.ai	https://onet.org.ai/Occupation/29-122901	https://onet.org.ai/Education/3A4a	requiresEducation	educationForOccupation	n/a	3.34	08/2022
onet.org.ai	https://onet.org.ai/Occupation/29-122902	https://onet.org.ai/Education/2D1	requiresEducation	educationForOccupation	1	0.00	08/2021
onet.org.ai	https://onet.org.ai/Occupation/29-122902	https://onet.org.ai/Education/2D4a	requiresEducation	educationForOccupation	n/a	4.00	08/2021
onet.org.ai	https://onet.org.ai/Occupation/29-122902	https://onet.org.ai/Education/3A1	requiresEducation	educationForOccupation	1	24.00	08/2021
onet.org.ai	https://onet.org.ai/Occupation/29-122902	https://onet.org.ai/Education/3A2	requiresEducation	educationForOccupation	1	28.00	08/2021
onet.org.ai	https://onet.org.ai/Occupation/29-122902	https://onet.org.ai/Education/3A3	requiresEducation	educationForOccupation	1	16.00	08/2021
onet.org.ai	https://onet.org.ai/Occupation/29-122902	https://onet.org.ai/Education/3A4a	requiresEducation	educationForOccupation	n/a	3.68	08/2021
onet.org.ai	https://onet.org.ai/Occupation/29-122903	https://onet.org.ai/Education/2D1	requiresEducation	educationForOccupation	1	0.00	08/2023
onet.org.ai	https://onet.org.ai/Occupation/29-122903	https://onet.org.ai/Education/2D4a	requiresEducation	educationForOccupation	n/a	4.87	08/2023
onet.org.ai	https://onet.org.ai/Occupation/29-122903	https://onet.org.ai/Education/3A1	requiresEducation	educationForOccupation	1	0.00	08/2023
onet.org.ai	https://onet.org.ai/Occupation/29-122903	https://onet.org.ai/Education/3A2	requiresEducation	educationForOccupation	1	16.44	08/2023
onet.org.ai	https://onet.org.ai/Occupation/29-122903	https://onet.org.ai/Education/3A3	requiresEducation	educationForOccupation	1	0.00	08/2023
onet.org.ai	https://onet.org.ai/Occupation/29-122903	https://onet.org.ai/Education/3A4a	requiresEducation	educationForOccupation	n/a	4.56	08/2023
onet.org.ai	https://onet.org.ai/Occupation/29-122904	https://onet.org.ai/Education/2D1	requiresEducation	educationForOccupation	1	0.00	07/2012
onet.org.ai	https://onet.org.ai/Occupation/29-122904	https://onet.org.ai/Education/3A1	requiresEducation	educationForOccupation	1	1.35	07/2012
onet.org.ai	https://onet.org.ai/Occupation/29-122904	https://onet.org.ai/Education/3A2	requiresEducation	educationForOccupation	1	21.16	07/2012
onet.org.ai	https://onet.org.ai/Occupation/29-122904	https://onet.org.ai/Education/3A3	requiresEducation	educationForOccupation	1	21.27	07/2012
onet.org.ai	https://onet.org.ai/Occupation/29-122905	https://onet.org.ai/Education/2D1	requiresEducation	educationForOccupation	1	0.00	08/2023
onet.org.ai	https://onet.org.ai/Occupation/29-122905	https://onet.org.ai/Education/2D4a	requiresEducation	educationForOccupation	n/a	4.95	08/2023
onet.org.ai	https://onet.org.ai/Occupation/29-122905	https://onet.org.ai/Education/3A1	requiresEducation	educationForOccupation	1	21.05	08/2023
onet.org.ai	https://onet.org.ai/Occupation/29-122905	https://onet.org.ai/Education/3A2	requiresEducation	educationForOccupation	1	10.53	08/2023
onet.org.ai	https://onet.org.ai/Occupation/29-122905	https://onet.org.ai/Education/3A3	requiresEducation	educationForOccupation	1	21.05	08/2023
onet.org.ai	https://onet.org.ai/Occupation/29-122905	https://onet.org.ai/Education/3A4a	requiresEducation	educationForOccupation	n/a	4.05	08/2023
onet.org.ai	https://onet.org.ai/Occupation/29-122906	https://onet.org.ai/Education/2D1	requiresEducation	educationForOccupation	1	0.00	07/2012
onet.org.ai	https://onet.org.ai/Occupation/29-122906	https://onet.org.ai/Education/3A1	requiresEducation	educationForOccupation	1	0.31	07/2012
onet.org.ai	https://onet.org.ai/Occupation/29-122906	https://onet.org.ai/Education/3A2	requiresEducation	educationForOccupation	1	49.08	07/2012
onet.org.ai	https://onet.org.ai/Occupation/29-122906	https://onet.org.ai/Education/3A3	requiresEducation	educationForOccupation	1	8.59	07/2012
onet.org.ai	https://onet.org.ai/Occupation/29-124100	https://onet.org.ai/Education/2D1	requiresEducation	educationForOccupation	1	0.00	08/2022
onet.org.ai	https://onet.org.ai/Occupation/29-124100	https://onet.org.ai/Education/2D4a	requiresEducation	educationForOccupation	n/a	4.67	08/2022
onet.org.ai	https://onet.org.ai/Occupation/29-124100	https://onet.org.ai/Education/3A1	requiresEducation	educationForOccupation	1	2.08	08/2022
onet.org.ai	https://onet.org.ai/Occupation/29-124100	https://onet.org.ai/Education/3A2	requiresEducation	educationForOccupation	1	15.28	08/2022
onet.org.ai	https://onet.org.ai/Occupation/29-124100	https://onet.org.ai/Education/3A3	requiresEducation	educationForOccupation	1	3.90	08/2022
onet.org.ai	https://onet.org.ai/Occupation/29-124100	https://onet.org.ai/Education/3A4a	requiresEducation	educationForOccupation	n/a	4.36	08/2022
onet.org.ai	https://onet.org.ai/Occupation/29-129100	https://onet.org.ai/Education/2D1	requiresEducation	educationForOccupation	1	0.00	08/2025
onet.org.ai	https://onet.org.ai/Occupation/29-129100	https://onet.org.ai/Education/2D4a	requiresEducation	educationForOccupation	n/a	4.48	08/2025
onet.org.ai	https://onet.org.ai/Occupation/29-129100	https://onet.org.ai/Education/3A1	requiresEducation	educationForOccupation	1	13.79	08/2025
onet.org.ai	https://onet.org.ai/Occupation/29-129100	https://onet.org.ai/Education/3A2	requiresEducation	educationForOccupation	1	20.69	08/2025
onet.org.ai	https://onet.org.ai/Occupation/29-129100	https://onet.org.ai/Education/3A3	requiresEducation	educationForOccupation	1	13.79	08/2025
onet.org.ai	https://onet.org.ai/Occupation/29-129100	https://onet.org.ai/Education/3A4a	requiresEducation	educationForOccupation	n/a	3.17	08/2025
onet.org.ai	https://onet.org.ai/Occupation/29-129200	https://onet.org.ai/Education/2D1	requiresEducation	educationForOccupation	1	0.00	08/2021
onet.org.ai	https://onet.org.ai/Occupation/29-129200	https://onet.org.ai/Education/2D4a	requiresEducation	educationForOccupation	n/a	4.78	08/2021
onet.org.ai	https://onet.org.ai/Occupation/29-129200	https://onet.org.ai/Education/3A1	requiresEducation	educationForOccupation	1	49.11	08/2021
onet.org.ai	https://onet.org.ai/Occupation/29-129200	https://onet.org.ai/Education/3A2	requiresEducation	educationForOccupation	1	56.80	08/2021
onet.org.ai	https://onet.org.ai/Occupation/29-129200	https://onet.org.ai/Education/3A3	requiresEducation	educationForOccupation	1	81.01	08/2021
onet.org.ai	https://onet.org.ai/Occupation/29-129200	https://onet.org.ai/Education/3A4a	requiresEducation	educationForOccupation	n/a	2.87	08/2021
onet.org.ai	https://onet.org.ai/Occupation/29-129901	https://onet.org.ai/Education/2D1	requiresEducation	educationForOccupation	1	0.00	08/2021
onet.org.ai	https://onet.org.ai/Occupation/29-129901	https://onet.org.ai/Education/2D4a	requiresEducation	educationForOccupation	n/a	4.48	08/2021
onet.org.ai	https://onet.org.ai/Occupation/29-129901	https://onet.org.ai/Education/3A1	requiresEducation	educationForOccupation	1	37.50	08/2021
onet.org.ai	https://onet.org.ai/Occupation/29-129901	https://onet.org.ai/Education/3A2	requiresEducation	educationForOccupation	1	56.00	08/2021
onet.org.ai	https://onet.org.ai/Occupation/29-129901	https://onet.org.ai/Education/3A3	requiresEducation	educationForOccupation	1	32.00	08/2021
onet.org.ai	https://onet.org.ai/Occupation/29-129901	https://onet.org.ai/Education/3A4a	requiresEducation	educationForOccupation	n/a	2.84	08/2021
onet.org.ai	https://onet.org.ai/Occupation/29-129902	https://onet.org.ai/Education/2D1	requiresEducation	educationForOccupation	1	0.00	08/2021
onet.org.ai	https://onet.org.ai/Occupation/29-129902	https://onet.org.ai/Education/2D4a	requiresEducation	educationForOccupation	n/a	4.75	08/2021
onet.org.ai	https://onet.org.ai/Occupation/29-129902	https://onet.org.ai/Education/3A1	requiresEducation	educationForOccupation	1	50.00	08/2021
onet.org.ai	https://onet.org.ai/Occupation/29-129902	https://onet.org.ai/Education/3A2	requiresEducation	educationForOccupation	1	46.43	08/2021
onet.org.ai	https://onet.org.ai/Occupation/29-129902	https://onet.org.ai/Education/3A3	requiresEducation	educationForOccupation	1	44.44	08/2021
onet.org.ai	https://onet.org.ai/Occupation/29-129902	https://onet.org.ai/Education/3A4a	requiresEducation	educationForOccupation	n/a	3.57	08/2021
onet.org.ai	https://onet.org.ai/Occupation/29-201100	https://onet.org.ai/Education/2D1	requiresEducation	educationForOccupation	1	0.00	08/2025
onet.org.ai	https://onet.org.ai/Occupation/29-201100	https://onet.org.ai/Education/2D4a	requiresEducation	educationForOccupation	n/a	4.17	08/2025
onet.org.ai	https://onet.org.ai/Occupation/29-201100	https://onet.org.ai/Education/3A1	requiresEducation	educationForOccupation	1	27.03	08/2025
onet.org.ai	https://onet.org.ai/Occupation/29-201100	https://onet.org.ai/Education/3A2	requiresEducation	educationForOccupation	1	8.94	08/2025
onet.org.ai	https://onet.org.ai/Occupation/29-201100	https://onet.org.ai/Education/3A3	requiresEducation	educationForOccupation	1	0.00	08/2025
onet.org.ai	https://onet.org.ai/Occupation/29-201100	https://onet.org.ai/Education/3A4a	requiresEducation	educationForOccupation	n/a	2.84	08/2025
onet.org.ai	https://onet.org.ai/Occupation/29-201101	https://onet.org.ai/Education/2D1	requiresEducation	educationForOccupation	1	0.00	08/2021
onet.org.ai	https://onet.org.ai/Occupation/29-201101	https://onet.org.ai/Education/2D4a	requiresEducation	educationForOccupation	n/a	4.14	08/2021
onet.org.ai	https://onet.org.ai/Occupation/29-201101	https://onet.org.ai/Education/3A1	requiresEducation	educationForOccupation	1	33.33	08/2021
onet.org.ai	https://onet.org.ai/Occupation/29-201101	https://onet.org.ai/Education/3A2	requiresEducation	educationForOccupation	1	19.05	08/2021
onet.org.ai	https://onet.org.ai/Occupation/29-201101	https://onet.org.ai/Education/3A3	requiresEducation	educationForOccupation	1	0.00	08/2021
onet.org.ai	https://onet.org.ai/Occupation/29-201101	https://onet.org.ai/Education/3A4a	requiresEducation	educationForOccupation	n/a	2.52	08/2021
onet.org.ai	https://onet.org.ai/Occupation/29-201102	https://onet.org.ai/Education/2D1	requiresEducation	educationForOccupation	1	0.00	08/2021
onet.org.ai	https://onet.org.ai/Occupation/29-201102	https://onet.org.ai/Education/2D4a	requiresEducation	educationForOccupation	n/a	4.95	08/2021
onet.org.ai	https://onet.org.ai/Occupation/29-201102	https://onet.org.ai/Education/3A1	requiresEducation	educationForOccupation	1	45.45	08/2021
onet.org.ai	https://onet.org.ai/Occupation/29-201102	https://onet.org.ai/Education/3A2	requiresEducation	educationForOccupation	1	31.82	08/2021
onet.org.ai	https://onet.org.ai/Occupation/29-201102	https://onet.org.ai/Education/3A3	requiresEducation	educationForOccupation	1	27.27	08/2021
onet.org.ai	https://onet.org.ai/Occupation/29-201102	https://onet.org.ai/Education/3A4a	requiresEducation	educationForOccupation	n/a	3.05	08/2021
onet.org.ai	https://onet.org.ai/Occupation/29-201104	https://onet.org.ai/Education/2D1	requiresEducation	educationForOccupation	1	0.00	08/2024
onet.org.ai	https://onet.org.ai/Occupation/29-201104	https://onet.org.ai/Education/2D4a	requiresEducation	educationForOccupation	n/a	4.14	08/2024
onet.org.ai	https://onet.org.ai/Occupation/29-201104	https://onet.org.ai/Education/3A1	requiresEducation	educationForOccupation	1	19.05	08/2024
onet.org.ai	https://onet.org.ai/Occupation/29-201104	https://onet.org.ai/Education/3A2	requiresEducation	educationForOccupation	1	4.76	08/2024
onet.org.ai	https://onet.org.ai/Occupation/29-201104	https://onet.org.ai/Education/3A3	requiresEducation	educationForOccupation	1	4.76	08/2024
onet.org.ai	https://onet.org.ai/Occupation/29-201104	https://onet.org.ai/Education/3A4a	requiresEducation	educationForOccupation	n/a	2.52	08/2024
onet.org.ai	https://onet.org.ai/Occupation/29-201200	https://onet.org.ai/Education/2D1	requiresEducation	educationForOccupation	1	0.00	07/2014
onet.org.ai	https://onet.org.ai/Occupation/29-201200	https://onet.org.ai/Education/3A1	requiresEducation	educationForOccupation	1	24.19	07/2014
onet.org.ai	https://onet.org.ai/Occupation/29-201200	https://onet.org.ai/Education/3A2	requiresEducation	educationForOccupation	1	17.33	07/2014
onet.org.ai	https://onet.org.ai/Occupation/29-201200	https://onet.org.ai/Education/3A3	requiresEducation	educationForOccupation	1	0.00	07/2014
onet.org.ai	https://onet.org.ai/Occupation/29-201201	https://onet.org.ai/Education/2D1	requiresEducation	educationForOccupation	1	0.00	08/2025
onet.org.ai	https://onet.org.ai/Occupation/29-201201	https://onet.org.ai/Education/2D4a	requiresEducation	educationForOccupation	n/a	3.68	08/2025
onet.org.ai	https://onet.org.ai/Occupation/29-201201	https://onet.org.ai/Education/3A1	requiresEducation	educationForOccupation	1	20.00	08/2025
onet.org.ai	https://onet.org.ai/Occupation/29-201201	https://onet.org.ai/Education/3A2	requiresEducation	educationForOccupation	1	16.00	08/2025
onet.org.ai	https://onet.org.ai/Occupation/29-201201	https://onet.org.ai/Education/3A3	requiresEducation	educationForOccupation	1	0.00	08/2025
onet.org.ai	https://onet.org.ai/Occupation/29-201201	https://onet.org.ai/Education/3A4a	requiresEducation	educationForOccupation	n/a	2.76	08/2025
onet.org.ai	https://onet.org.ai/Occupation/29-203100	https://onet.org.ai/Education/2D1	requiresEducation	educationForOccupation	1	0.00	07/2014
onet.org.ai	https://onet.org.ai/Occupation/29-203100	https://onet.org.ai/Education/3A1	requiresEducation	educationForOccupation	1	6.72	07/2014
onet.org.ai	https://onet.org.ai/Occupation/29-203100	https://onet.org.ai/Education/3A2	requiresEducation	educationForOccupation	1	11.08	07/2014
onet.org.ai	https://onet.org.ai/Occupation/29-203100	https://onet.org.ai/Education/3A3	requiresEducation	educationForOccupation	1	0.00	07/2014
onet.org.ai	https://onet.org.ai/Occupation/29-203200	https://onet.org.ai/Education/2D1	requiresEducation	educationForOccupation	1	0.00	07/2013
onet.org.ai	https://onet.org.ai/Occupation/29-203200	https://onet.org.ai/Education/3A1	requiresEducation	educationForOccupation	1	12.62	07/2013
onet.org.ai	https://onet.org.ai/Occupation/29-203200	https://onet.org.ai/Education/3A2	requiresEducation	educationForOccupation	1	29.81	07/2013
onet.org.ai	https://onet.org.ai/Occupation/29-203200	https://onet.org.ai/Education/3A3	requiresEducation	educationForOccupation	1	11.03	07/2013
onet.org.ai	https://onet.org.ai/Occupation/29-203300	https://onet.org.ai/Education/2D1	requiresEducation	educationForOccupation	1	0.00	07/2013
onet.org.ai	https://onet.org.ai/Occupation/29-203300	https://onet.org.ai/Education/3A1	requiresEducation	educationForOccupation	1	14.71	07/2013
onet.org.ai	https://onet.org.ai/Occupation/29-203300	https://onet.org.ai/Education/3A2	requiresEducation	educationForOccupation	1	17.47	07/2013
onet.org.ai	https://onet.org.ai/Occupation/29-203300	https://onet.org.ai/Education/3A3	requiresEducation	educationForOccupation	1	0.00	07/2013
onet.org.ai	https://onet.org.ai/Occupation/29-203400	https://onet.org.ai/Education/2D1	requiresEducation	educationForOccupation	1	0.00	08/2022
onet.org.ai	https://onet.org.ai/Occupation/29-203400	https://onet.org.ai/Education/2D4a	requiresEducation	educationForOccupation	n/a	4.62	08/2022
onet.org.ai	https://onet.org.ai/Occupation/29-203400	https://onet.org.ai/Education/3A1	requiresEducation	educationForOccupation	1	25.44	08/2022
onet.org.ai	https://onet.org.ai/Occupation/29-203400	https://onet.org.ai/Education/3A2	requiresEducation	educationForOccupation	1	5.71	08/2022
onet.org.ai	https://onet.org.ai/Occupation/29-203400	https://onet.org.ai/Education/3A3	requiresEducation	educationForOccupation	1	0.47	08/2022
onet.org.ai	https://onet.org.ai/Occupation/29-203400	https://onet.org.ai/Education/3A4a	requiresEducation	educationForOccupation	n/a	3.40	08/2022
onet.org.ai	https://onet.org.ai/Occupation/29-203500	https://onet.org.ai/Education/2D1	requiresEducation	educationForOccupation	1	0.00	08/2023
onet.org.ai	https://onet.org.ai/Occupation/29-203500	https://onet.org.ai/Education/2D4a	requiresEducation	educationForOccupation	n/a	4.55	08/2023
onet.org.ai	https://onet.org.ai/Occupation/29-203500	https://onet.org.ai/Education/3A1	requiresEducation	educationForOccupation	1	17.39	08/2023
onet.org.ai	https://onet.org.ai/Occupation/29-203500	https://onet.org.ai/Education/3A2	requiresEducation	educationForOccupation	1	13.04	08/2023
onet.org.ai	https://onet.org.ai/Occupation/29-203500	https://onet.org.ai/Education/3A3	requiresEducation	educationForOccupation	1	0.00	08/2023
onet.org.ai	https://onet.org.ai/Occupation/29-203500	https://onet.org.ai/Education/3A4a	requiresEducation	educationForOccupation	n/a	3.43	08/2023
onet.org.ai	https://onet.org.ai/Occupation/29-203600	https://onet.org.ai/Education/2D1	requiresEducation	educationForOccupation	1	0.00	08/2024
onet.org.ai	https://onet.org.ai/Occupation/29-203600	https://onet.org.ai/Education/2D4a	requiresEducation	educationForOccupation	n/a	4.60	08/2024
onet.org.ai	https://onet.org.ai/Occupation/29-203600	https://onet.org.ai/Education/3A1	requiresEducation	educationForOccupation	1	10.00	08/2024
onet.org.ai	https://onet.org.ai/Occupation/29-203600	https://onet.org.ai/Education/3A2	requiresEducation	educationForOccupation	1	10.00	08/2024
onet.org.ai	https://onet.org.ai/Occupation/29-203600	https://onet.org.ai/Education/3A3	requiresEducation	educationForOccupation	1	0.00	08/2024
onet.org.ai	https://onet.org.ai/Occupation/29-203600	https://onet.org.ai/Education/3A4a	requiresEducation	educationForOccupation	n/a	3.55	08/2024
onet.org.ai	https://onet.org.ai/Occupation/29-205100	https://onet.org.ai/Education/2D1	requiresEducation	educationForOccupation	1	9.69	08/2021
