ns	type	id	name	description	code
onet.org.ai	Interest	Realistic	Realistic	Realistic	1.B.1.a
onet.org.ai	Interest	Investigative	Investigative	Investigative	1.B.1.b
onet.org.ai	Interest	Artistic	Artistic	Artistic	1.B.1.c
onet.org.ai	Interest	Social	Social	Social	1.B.1.d
onet.org.ai	Interest	Enterprising	Enterprising	Enterprising	1.B.1.e
onet.org.ai	Interest	Conventional	Conventional	Conventional	1.B.1.f
onet.org.ai	Interest	First_Interest_High_Point	First Interest High-Point	First Interest High-Point	1.B.1.g
onet.org.ai	Interest	Second_Interest_High_Point	Second Interest High-Point	Second Interest High-Point	1.B.1.h
onet.org.ai	Interest	Third_Interest_High_Point	Third Interest High-Point	Third Interest High-Point	1.B.1.i
