child	childCode	parent	parentCode	level
PartsOfBroadcastStudioAlarmAndSignallingEquipment	371412	PartsOfElectronicEquipmentN.e.c.	37141	Subclass→Class
PartsOfNavigationalAndMeasuringInstrumentsControlSystemsAndElectromedicalEquipment	371413	PartsOfElectronicEquipmentN.e.c.	37141	Subclass→Class
ElectricLightBulbsAndTubes	381111	ElectricLightBulbsAndTubes	38111	Subclass→Class
InsulatedMetalWireAndCable	381211	CommunicationAndElectricWireAndCable	38121	Subclass→Class
FibreOpticCable	381212	CommunicationAndElectricWireAndCable	38121	Subclass→Class
PowerAndDistributionTransformers	381221	PowerDistributionAndOtherTransformersAndTransformerParts	38122	Subclass→Class
OtherTransformersAndTransformerParts	381222	PowerDistributionAndOtherTransformersAndTransformerParts	38122	Subclass→Class
IndustrialControlApparatus	381231	SwitchgearSwitchboardsRelaysAndIndustrialControlApparatus	38123	Subclass→Class
LowVoltageFusesAndPowerDistributionSwitchingAndInterruptingEquipment	381232	SwitchgearSwitchboardsRelaysAndIndustrialControlApparatus	38123	Subclass→Class
HighVoltageFusesAndPowerDistributionSwitchingAndInterruptingEquipment	381233	SwitchgearSwitchboardsRelaysAndIndustrialControlApparatus	38123	Subclass→Class
RelaysForElectronicCircuitry	381234	SwitchgearSwitchboardsRelaysAndIndustrialControlApparatus	38123	Subclass→Class
CurrentCarryingWiringDevicesIncludingParts	381241	WiringDevices	38124	Subclass→Class
NonCurrentCarryingWiringDevicesIncludingParts	381242	WiringDevices	38124	Subclass→Class
CarbonGraphiteOrCarbonFibreProducts	381251	OtherElectricalEquipmentAndComponents	38125	Subclass→Class
RectifyingApparatus	381252	OtherElectricalEquipmentAndComponents	38125	Subclass→Class
OtherElectricalEquipmentAndComponentsN.e.c.	381253	OtherElectricalEquipmentAndComponents	38125	Subclass→Class
HouseholdElectricFans	382111	SmallElectricAppliances	38211	Subclass→Class
OtherSmallElectricAppliances	382112	SmallElectricAppliances	38211	Subclass→Class
HouseholdCookingAppliances	382121	MajorAppliances	38212	Subclass→Class
HouseholdRefrigeratorsAndFreezers	382122	MajorAppliances	38212	Subclass→Class
HouseholdElectricWaterHeaters	382123	MajorAppliances	38212	Subclass→Class
HouseholdNonElectricWaterHeaters	382124	MajorAppliances	38212	Subclass→Class
OtherMajorHouseholdAppliances	382125	MajorAppliances	38212	Subclass→Class
UpholsteredHouseholdFurniture	391111	HouseholdFurniture	39111	Subclass→Class
OtherWoodHouseholdFurnitureIncludingReadyToAssembleAndUnpainted	391112	HouseholdFurniture	39111	Subclass→Class
NonWoodHouseholdFurnitureExceptUpholstered	391113	HouseholdFurniture	39111	Subclass→Class
MattressesAndFoundations	391121	MattressesAndFoundations	39112	Subclass→Class
WoodOfficeFurniture	391141	OfficeFurniture	39114	Subclass→Class
NonWoodOfficeFurniture	391142	OfficeFurniture	39114	Subclass→Class
WoodPartitionsShelvingLockersAndOtherFixtures	391151	PartitionsShelvingLockersAndOtherFixtures	39115	Subclass→Class
NonWoodPartitionsShelvingLockersAndOtherFixtures	391152	PartitionsShelvingLockersAndOtherFixtures	39115	Subclass→Class
WoodFurnitureFrames	391161	WoodFurnitureFramesAndInstitutionalAndOtherFurnitureN.e.c.	39116	Subclass→Class
InstitutionalAndOtherFurnitureN.e.c.	391162	WoodFurnitureFramesAndInstitutionalAndOtherFurnitureN.e.c.	39116	Subclass→Class
BlindsShadesAndCurtainFixtures	391211	BlindsShadesAndCurtainFixtures	39121	Subclass→Class
ResidentialElectricLampsAndLightingFixturesIncludingLampshades	391311	ElectricLampsLightingFixturesAndPartsExceptBulbsAndTubes	39131	Subclass→Class
CommercialInstitutionalAndIndustrialLampsAndLightingFixtures	391312	ElectricLampsLightingFixturesAndPartsExceptBulbsAndTubes	39131	Subclass→Class
OutdoorLightingEquipmentAndLightingEquipmentN.e.c.	391313	ElectricLampsLightingFixturesAndPartsExceptBulbsAndTubes	39131	Subclass→Class
CompactPassengerCarsAndChassis	411111	PassengerCarsAndChassisWithoutElectricMotor	41111	Subclass→Class
MidSizePassengerCarsAndChassis	411112	PassengerCarsAndChassisWithoutElectricMotor	41111	Subclass→Class
FullSizePassengerCarsAndChassis	411113	PassengerCarsAndChassisWithoutElectricMotor	41111	Subclass→Class
VansSportUtilityVehiclesSuvsAndCrossoversAndTheirChassisWithoutElectricMotor	411121	LightDutyTrucksVansAndSportUtilityVehiclesSuvsWithoutElectricMotor	41112	Subclass→Class
LightDutyTrucksAndChassisForLightDutyTrucksAndBusesWithoutElectricMotor	411122	LightDutyTrucksVansAndSportUtilityVehiclesSuvsWithoutElectricMotor	41112	Subclass→Class
FullElectricMotorPassengerCars	411131	PassengerCarsWithElectricMotorAndHybridEngine	41113	Subclass→Class
PlugInHybridPassengerCars	411132	PassengerCarsWithElectricMotorAndHybridEngine	41113	Subclass→Class
NonPlugInHybridPassengerCars	411133	PassengerCarsWithElectricMotorAndHybridEngine	41113	Subclass→Class
FullElectricMotorLightTruckVansAndSportUtilityVehiclesSuvs	411141	LightTruckVansAndSportUtilityVehiclesSuvsWithElectricMotorAndHybridEngine	41114	Subclass→Class
PlugInHybridLightTruckVansAndSportUtilityVehiclesSuvs	411142	LightTruckVansAndSportUtilityVehiclesSuvsWithElectricMotorAndHybridEngine	41114	Subclass→Class
NonPlugInHybridLightTruckVansAndSportUtilityVehiclesSuvs	411143	LightTruckVansAndSportUtilityVehiclesSuvsWithElectricMotorAndHybridEngine	41114	Subclass→Class
MediumDutyTrucksAndChassisForMediumDutyTrucksAndBuses	412111	MediumAndHeavyDutyTrucks	41211	Subclass→Class
HeavyDutyTrucksAndChassisForHeavyDutyTrucksAndBuses	412112	MediumAndHeavyDutyTrucks	41211	Subclass→Class
Buses	412121	BusesAndSpecialPurposeVehicles	41212	Subclass→Class
SpecialPurposeVehicles	412122	BusesAndSpecialPurposeVehicles	41212	Subclass→Class
TruckTrailers	412131	FreightAndUtilityTrailers	41213	Subclass→Class
OtherTrailers	412132	FreightAndUtilityTrailers	41213	Subclass→Class
MotorHomes	412211	MotorHomesTravelTrailersAndCampingTrailers	41221	Subclass→Class
TravelTrailersCampingTrailersAndTheirParts	412212	MotorHomesTravelTrailersAndCampingTrailers	41221	Subclass→Class
BusBodiesVanBodiesAndTruckCabs	412311	MotorVehicleBodies	41231	Subclass→Class
OtherAutomobileAndTruckBodies	412312	MotorVehicleBodies	41231	Subclass→Class
MotorVehicleGasolineEnginesAndEngineParts	413111	MotorVehicleGasolineEnginesAndEngineParts	41311	Subclass→Class
MotorVehicleDieselEnginesAndEngineParts	413121	MotorVehicleDieselEnginesAndEngineParts	41312	Subclass→Class
VehicularLightingEquipment	413211	MotorVehicleElectricalAndElectronicEquipment	41321	Subclass→Class
OtherMotorVehicleElectricalAndElectronicEquipment	413212	MotorVehicleElectricalAndElectronicEquipment	41321	Subclass→Class
MotorVehicleInstrumentsAndParts	413213	MotorVehicleElectricalAndElectronicEquipment	41321	Subclass→Class
MotorVehiclePlasticParts	413311	MotorVehiclePlasticParts	41331	Subclass→Class
AutomotiveGlassAndAutomotiveMirrors	413322	AutomotiveGlassAndAutomotiveMirrors	41332	Subclass→Class
MotorVehicleSeats	413411	MotorVehicleInteriorTrimSeatsAndSeatParts	41341	Subclass→Class
PartsOfMotorVehicleSeats	413412	MotorVehicleInteriorTrimSeatsAndSeatParts	41341	Subclass→Class
MotorVehicleInteriorTrim	413413	MotorVehicleInteriorTrimSeatsAndSeatParts	41341	Subclass→Class
MotorVehicleMetalStampings	413511	MotorVehicleMetalStampings	41351	Subclass→Class
MotorVehicleSteeringAndSuspensionComponents	413521	MotorVehicleSteeringAndSuspensionComponents	41352	Subclass→Class
MotorVehicleTransmissionAndDriveTrainComponents	413531	MotorVehicleTransmissionAndDriveTrainComponents	41353	Subclass→Class
MotorVehicleBrakesAndBrakeSystems	413541	MotorVehicleBrakesAndBrakeSystems	41354	Subclass→Class
MotorVehicleWheels	413551	OtherMotorVehicleParts	41355	Subclass→Class
MotorVehicleExhaustSystemParts	413552	OtherMotorVehicleParts	41355	Subclass→Class
MotorVehicleAirConditioningSystemsAndParts	413553	OtherMotorVehicleParts	41355	Subclass→Class
MotorVehicleHardware	413554	OtherMotorVehicleParts	41355	Subclass→Class
PrecisionTurnedAutomotiveProducts	413555	OtherMotorVehicleParts	41355	Subclass→Class
OtherMotorVehiclePartsN.e.c.	413556	OtherMotorVehicleParts	41355	Subclass→Class
Aircraft	421111	Aircraft	42111	Subclass→Class
AircraftEngines	431111	AircraftEngines	43111	Subclass→Class
AircraftEnginePartsAndAccessoriesIncludingPropellersAndRotors	431121	AircraftPartsAndOtherAerospaceEquipment	43112	Subclass→Class
OtherAerospacePartsGuidedMissilesAndSpaceVehicles	431122	AircraftPartsAndOtherAerospaceEquipment	43112	Subclass→Class
Ships	441111	Ships	44111	Subclass→Class
SubwayAndRapidTransitCarsAndStreetcars	441121	LocomotivesRailwayRollingStockAndRapidTransitEquipment	44112	Subclass→Class
LocomotivesAndRailwayMaintenanceOfWayEquipment	441122	LocomotivesRailwayRollingStockAndRapidTransitEquipment	44112	Subclass→Class
OtherRailwayRollingStock	441123	LocomotivesRailwayRollingStockAndRapidTransitEquipment	44112	Subclass→Class
PersonalWatercraftAndParts	442111	PersonalWatercraftMotorboatsAndOtherBoats	44211	Subclass→Class
MotorboatsAndOtherBoats	442112	PersonalWatercraftMotorboatsAndOtherBoats	44211	Subclass→Class
Bicycles	442121	OtherTransportationEquipment	44212	Subclass→Class
Snowmobiles	442122	OtherTransportationEquipment	44212	Subclass→Class
MilitaryArmouredVehicles	442123	OtherTransportationEquipment	44212	Subclass→Class
MotorcyclesGolfCartsThreeWheeledMotorVehiclesAndOtherLandVehiclesN.e.c.	442124	OtherTransportationEquipment	44212	Subclass→Class
PartsOfLocomotivesOfRailwayRollingStockAndOfRapidTransitEquipment	451111	PartsOfRailwayRollingStock	45111	Subclass→Class
BicycleParts	451121	PartsOfOtherTransportationEquipment	45112	Subclass→Class
SnowmobileParts	451122	PartsOfOtherTransportationEquipment	45112	Subclass→Class
PartsOfOtherTransportationEquipmentN.e.c.	451123	PartsOfOtherTransportationEquipment	45112	Subclass→Class
WoodDoors	462111	WoodWindowsAndDoors	46211	Subclass→Class
WoodWindowUnits	462112	WoodWindowsAndDoors	46211	Subclass→Class
WoodDoorAndWindowFramesAndSash	462113	WoodWindowsAndDoors	46211	Subclass→Class
WoodKitchenCabinetsAndOtherCabinetwork	462121	WoodCabinetsAndCounterTops	46212	Subclass→Class
WoodKitchenCabinetAndBathroomVanityTopsIncludingMadeOfPlasticLaminatedWood	462122	WoodCabinetsAndCounterTops	46212	Subclass→Class
HardwoodFlooring	462131	WoodProductsN.e.c.	46213	Subclass→Class
SoftwoodFlooring	462132	WoodProductsN.e.c.	46213	Subclass→Class
HardwoodAndSoftwoodCutStockAndDimensionIncludingFurnitureCutStock	462133	WoodProductsN.e.c.	46213	Subclass→Class
OtherWoodMillworkProducts	462134	WoodProductsN.e.c.	46213	Subclass→Class
OtherWoodProductsN.e.c.	462135	WoodProductsN.e.c.	46213	Subclass→Class
PaintsAndCoatingsForConstructionAndRenovation	463111	PaintsCoatingsAndAdhesiveProducts	46311	Subclass→Class
OtherPaintsAndCoatings	463112	PaintsCoatingsAndAdhesiveProducts	46311	Subclass→Class
PaintRemoversAndThinnersAndGlazingCompounds	463113	PaintsCoatingsAndAdhesiveProducts	46311	Subclass→Class
CaulksAndSealants	463114	PaintsCoatingsAndAdhesiveProducts	46311	Subclass→Class
GluesAndAdhesives	463115	PaintsCoatingsAndAdhesiveProducts	46311	Subclass→Class
PolyethylenePlasticPipeAndTubeExceptFlexible	464111	PlasticAndFoamBuildingAndConstructionMaterials	46411	Subclass→Class
PlasticPipeAndTubeExceptFlexibleAndPolyethylene	464112	PlasticAndFoamBuildingAndConstructionMaterials	46411	Subclass→Class
PlasticPipeFittingsAndUnions	464113	PlasticAndFoamBuildingAndConstructionMaterials	46411	Subclass→Class
PlasticPlumbingFixtures	464114	PlasticAndFoamBuildingAndConstructionMaterials	46411	Subclass→Class
ResilientFloorCoverings	464115	PlasticAndFoamBuildingAndConstructionMaterials	46411	Subclass→Class
PolystyreneFoamProductsForBuildingAndConstruction	464116	PlasticAndFoamBuildingAndConstructionMaterials	46411	Subclass→Class
PolyurethaneFoamProductsForBuildingAndConstruction	464117	PlasticAndFoamBuildingAndConstructionMaterials	46411	Subclass→Class
OtherFoamProductsForBuildingAndConstruction	464118	PlasticAndFoamBuildingAndConstructionMaterials	46411	Subclass→Class
OtherPlasticProductsForBuildingAndConstruction	464119	PlasticAndFoamBuildingAndConstructionMaterials	46411	Subclass→Class
Cement	465111	Cement	46511	Subclass→Class
ReadyMixedConcrete	465121	ReadyMixedConcrete	46512	Subclass→Class
Lime	465131	LimeAndGypsumProducts	46513	Subclass→Class
GypsumBuildingMaterialsAndOtherGypsumProducts	465132	LimeAndGypsumProducts	46513	Subclass→Class
ConcreteReinforcingBars	466111	FabricatedSteelPlateAndOtherFabricatedStructuralMetal	46611	Subclass→Class
FabricatedBarJoists	466112	FabricatedSteelPlateAndOtherFabricatedStructuralMetal	46611	Subclass→Class
FabricatedSteelPlate	466113	FabricatedSteelPlateAndOtherFabricatedStructuralMetal	46611	Subclass→Class
OtherFabricatedStructuralMetal	466114	FabricatedSteelPlateAndOtherFabricatedStructuralMetal	46611	Subclass→Class
PlumbingFixturesAndFittings	466121	MetalValvesAndPipeFittingsExceptIndustrialValvesAndEnamelledMetalSanitaryWare	46612	Subclass→Class
OtherValvesAndFittings	466122	MetalValvesAndPipeFittingsExceptIndustrialValvesAndEnamelledMetalSanitaryWare	46612	Subclass→Class
EnamelledMetalSanitaryWare	466123	MetalValvesAndPipeFittingsExceptIndustrialValvesAndEnamelledMetalSanitaryWare	46612	Subclass→Class
MetalDoorsAndFrames	466131	MetalWindowsAndDoors	46613	Subclass→Class
MetalWindowsScreensAndExteriorMouldingAndTrim	466132	MetalWindowsAndDoors	46613	Subclass→Class
MetalFlooring	466141	OtherArchitecturalMetalProducts	46614	Subclass→Class
MetalRoofing	466142	OtherArchitecturalMetalProducts	46614	Subclass→Class
MetalRoofDrainageEquipment	466143	OtherArchitecturalMetalProducts	46614	Subclass→Class
MetalSiding	466144	OtherArchitecturalMetalProducts	46614	Subclass→Class
MetalWorkForHeatingAndAirConditioningSystems	466145	OtherArchitecturalMetalProducts	46614	Subclass→Class
OtherMetalProductsForArchitectureAndConstruction	466146	OtherArchitecturalMetalProducts	46614	Subclass→Class
PrefabricatedMetalBuildingsAndComponentsThereof	471111	PrefabricatedMetalBuildingsAndOtherNonWoodBuildingsAndComponentsThereof	47111	Subclass→Class
PrefabricatedWoodBuildings	471121	PrefabricatedWoodBuildingsAndComponentsThereof	47112	Subclass→Class
ComponentsForPrefabricatedWoodBuildings	471122	PrefabricatedWoodBuildingsAndComponentsThereof	47112	Subclass→Class
ManufacturedMobileHomes	471131	ManufacturedMobileBuildings	47113	Subclass→Class
NonResidentialManufacturedMobileBuildings	471132	ManufacturedMobileBuildings	47113	Subclass→Class
GunsAmmunitionAndOtherMunitions	472111	GunsAmmunitionAndOtherMunitions	47211	Subclass→Class
Builders'Hardware	472211	Hardware	47221	Subclass→Class
OtherHardware	472212	Hardware	47221	Subclass→Class
ThreadedMetalFastenersAndMetalRivetsWashersAndCotters	472221	ThreadedMetalFastenersAndOtherTurnedMetalProducts	47222	Subclass→Class
TurnedMetalProductsExceptFastenersAndAutomotiveProducts	472222	ThreadedMetalFastenersAndOtherTurnedMetalProducts	47222	Subclass→Class
NailsStaplesTacksSpikesAndBrads	472321	SpringsAndWireProducts	47232	Subclass→Class
WireSprings	472322	SpringsAndWireProducts	47232	Subclass→Class
SteelSpringsExceptWireSprings	472323	SpringsAndWireProducts	47232	Subclass→Class
FencingAndWovenWireProducts	472324	SpringsAndWireProducts	47232	Subclass→Class
FabricatedWireProductsN.e.c.	472325	SpringsAndWireProducts	47232	Subclass→Class
ForgingsIncludingPowderMetallurgyProducts	472331	ForgedAndStampedMetalProducts	47233	Subclass→Class
MetalStampingsExceptAutomotive	472332	ForgedAndStampedMetalProducts	47233	Subclass→Class
AluminumCastings	472341	NonFerrousMetalCastings	47234	Subclass→Class
CopperCastings	472342	NonFerrousMetalCastings	47234	Subclass→Class
OtherNonFerrousMetalCastings	472343	NonFerrousMetalCastings	47234	Subclass→Class
OtherMiscellaneousFabricatedMetalProducts	472352	OtherFabricatedMetalProducts	47235	Subclass→Class
ConvertedUnmountedAluminumFoilForPackaging	472353	OtherFabricatedMetalProducts	47235	Subclass→Class
MetalEnclosures	472354	OtherFabricatedMetalProducts	47235	Subclass→Class
WoodContainersAndPallets	474111	WoodContainersAndPallets	47411	Subclass→Class
LightGaugeMetalContainers	474121	LightGaugeMetalContainersCrownsAndClosuresAndMetalStrappingAndShippingMaterials	47412	Subclass→Class
MetalCapsCrownsAndClosures	474122	LightGaugeMetalContainersCrownsAndClosuresAndMetalStrappingAndShippingMaterials	47412	Subclass→Class
MetalStrappingAndShippingMaterials	474123	LightGaugeMetalContainersCrownsAndClosuresAndMetalStrappingAndShippingMaterials	47412	Subclass→Class
PlasticBags	474141	PlasticBags	47414	Subclass→Class
PlasticBottles	474151	PlasticBottles	47415	Subclass→Class
FoamProductsForPackagingOfPolystyreneOrPolyurethane	474161	FoamProductsForPackagingOfPolystyreneOrPolyurethane	47416	Subclass→Class
PlasticFilmAndSheetsForPackagingOfPolyethylene	474171	PlasticPackagingFilmAndNonRigidSheets	47417	Subclass→Class
PlasticFilmAndSheetsForPackagingExceptPolyethylene	474172	PlasticPackagingFilmAndNonRigidSheets	47417	Subclass→Class
PlasticPackagingForFood	474181	PlasticPackagingMaterialsN.e.c.	47418	Subclass→Class
OtherPlasticPackagingMaterialsN.e.c.	474182	PlasticPackagingMaterialsN.e.c.	47418	Subclass→Class
CorrugatedAndSolidFibreBoxes	474211	PaperboardContainers	47421	Subclass→Class
FoldingAndRigidPaperboardBoxes	474212	PaperboardContainers	47421	Subclass→Class
PaperboardDrumsCanistersTubesSpoolsAndCones	474213	PaperboardContainers	47421	Subclass→Class
PaperboardFoodContainersCupsPlatesAndTrays	474214	PaperboardContainers	47421	Subclass→Class
GummedAndSelfAdhesiveProducts	474221	ConvertedPaperPackagingProducts	47422	Subclass→Class
NonTextileShippingSacksAndMultiwallBags	474222	ConvertedPaperPackagingProducts	47422	Subclass→Class
PaperBagsAndSacks	474223	ConvertedPaperPackagingProducts	47422	Subclass→Class
MouldedPulpProducts	474224	ConvertedPaperPackagingProducts	47422	Subclass→Class
OtherConvertedPaperAndLaminatedPackagingProducts	474225	ConvertedPaperPackagingProducts	47422	Subclass→Class
GlassContainers	474311	GlassContainers	47431	Subclass→Class
WheelchairsAndOrthopaedicAndProstheticAppliances	475111	MedicalDentalAndPersonalSafetySupplies	47511	Subclass→Class
MedicalAppliancesAndSuppliesN.e.c.	475112	MedicalDentalAndPersonalSafetySupplies	47511	Subclass→Class
DentalEquipmentAndSupplies	475113	MedicalDentalAndPersonalSafetySupplies	47511	Subclass→Class
OphthalmicProducts	475114	MedicalDentalAndPersonalSafetySupplies	47511	Subclass→Class
PersonalSafetyEquipmentAndClothing	475115	MedicalDentalAndPersonalSafetySupplies	47511	Subclass→Class
Signs	475121	Signs	47512	Subclass→Class
CasketsAndOtherRelatedFuneralGoods	475131	CasketsAndOtherRelatedFuneralGoods	47513	Subclass→Class
HandTools	475211	HandToolsKitchenUtensilsAndCutleryExceptPreciousMetal	47521	Subclass→Class
KitchenUtensilsAndCutleryExceptPreciousMetal	475212	HandToolsKitchenUtensilsAndCutleryExceptPreciousMetal	47521	Subclass→Class
PencilsPensAndMarkersIncludingParts	475221	OfficeSuppliesExceptPaper	47522	Subclass→Class
OfficeSchoolAndArtSuppliesN.e.c.	475222	OfficeSuppliesExceptPaper	47522	Subclass→Class
BatteriesAndBatteryChargers	475231	BatteriesAndBatteryChargers	47523	Subclass→Class
PlaygroundGymnasiumAndExerciseEquipment	475311	SportingAndAthleticGoods	47531	Subclass→Class
OtherSportingAndAthleticGoods	475312	SportingAndAthleticGoods	47531	Subclass→Class
InfantStrollersAndChildren'sVehicles	475321	ToysAndGames	47532	Subclass→Class
NonElectronicToysAndGames	475322	ToysAndGames	47532	Subclass→Class
ElectronicToysAndGamesExceptGameSoftware	475323	ToysAndGames	47532	Subclass→Class
PreciousMetalJewellery	475331	JewelleryCutGemsJewelleryFindingsHollowwareAndFlatwareAndOtherArticlesOfPreciousMetal	47533	Subclass→Class
CutDiamondsExceptIndustrial	475332	JewelleryCutGemsJewelleryFindingsHollowwareAndFlatwareAndOtherArticlesOfPreciousMetal	47533	Subclass→Class
CutGemsExceptDiamondsJewelleryFindingsAndMetalCoinsAndTokens	475333	JewelleryCutGemsJewelleryFindingsHollowwareAndFlatwareAndOtherArticlesOfPreciousMetal	47533	Subclass→Class
HollowwareFlatwareAndOtherArticlesOfPreciousMetal	475334	JewelleryCutGemsJewelleryFindingsHollowwareAndFlatwareAndOtherArticlesOfPreciousMetal	47533	Subclass→Class
CostumeJewelleryAndNovelties	475335	JewelleryCutGemsJewelleryFindingsHollowwareAndFlatwareAndOtherArticlesOfPreciousMetal	47533	Subclass→Class
MusicalInstruments	475341	MusicalInstruments	47534	Subclass→Class
ButtonsZippersAndOtherNotions	475421	OtherMiscellaneousGoods	47542	Subclass→Class
BroomsMopsDustersBrushesAndPaintingPadsRollersAndAccessories	475422	OtherMiscellaneousGoods	47542	Subclass→Class
OtherMiscellaneousGoodsN.e.c.	475423	OtherMiscellaneousGoods	47542	Subclass→Class
Children'sBooks	481111	Books	48111	Subclass→Class
Textbooks	481112	Books	48111	Subclass→Class
GeneralReferenceBooks	481113	Books	48111	Subclass→Class
ProfessionalTechnicalAndScholarlyBooks	481114	Books	48111	Subclass→Class
TradeBooks	481115	Books	48111	Subclass→Class
SheetMusicAndOtherMusicalTexts	481116	Books	48111	Subclass→Class
DailyNewspapers	481211	Newspapers	48121	Subclass→Class
CommunityNewspapers	481212	Newspapers	48121	Subclass→Class
OtherNewspapers	481213	Newspapers	48121	Subclass→Class
GeneralInterestPeriodicals	481221	Periodicals	48122	Subclass→Class
BusinessIncludingFarmingAndTradePeriodicals	481222	Periodicals	48122	Subclass→Class
OtherPeriodicals	481223	Periodicals	48122	Subclass→Class
MailingLists	481231	OtherPublishedProducts	48123	Subclass→Class
Directories	481232	OtherPublishedProducts	48123	Subclass→Class
Databases	481233	OtherPublishedProducts	48123	Subclass→Class
ConsumerPublicationsN.e.c.	481234	OtherPublishedProducts	48123	Subclass→Class
BusinessTradeAndProfessionalPublicationsN.e.c.	481235	OtherPublishedProducts	48123	Subclass→Class
MusicalRecordings	481311	RecordedMusicAndOtherSoundRecordings	48131	Subclass→Class
NonMusicalRecordings	481312	RecordedMusicAndOtherSoundRecordings	48131	Subclass→Class
RecordedMovies	481321	RecordedMoviesTelevisionProgramsAndVideos	48132	Subclass→Class
RecordedTelevisionProgramsAndVideos	481322	RecordedMoviesTelevisionProgramsAndVideos	48132	Subclass→Class
SystemAndProgrammingSoftwareExceptCommercialUseLicences	482111	SystemAndProgrammingSoftwareAndSoftwareLicensing	48211	Subclass→Class
LicensingOfRightsForCommercialUseOfSystemAndProgrammingSoftware	482112	SystemAndProgrammingSoftwareAndSoftwareLicensing	48211	Subclass→Class
GameSoftwareExceptCommercialUseLicences	482121	GameSoftwareAndSoftwareLicensing	48212	Subclass→Class
LicensingOfRightsForCommercialUseOfGameSoftware	482122	GameSoftwareAndSoftwareLicensing	48212	Subclass→Class
GeneralApplicationSoftwareExceptGameSoftwareAndCommercialUseLicences	482131	GeneralApplicationSoftwareExceptGameSoftwareAndSoftwareLicensing	48213	Subclass→Class
LicensingOfRightsForCommercialUseOfGeneralApplicationSoftwareExceptGameSoftware	482132	GeneralApplicationSoftwareExceptGameSoftwareAndSoftwareLicensing	48213	Subclass→Class
TransportationOfNaturalGasByPipeline	511111	TransportationOfNaturalGasByPipeline	51111	Subclass→Class
TransportationOfCrudeOilByPipeline	511121	TransportationOfCrudeOilAndOtherCommoditiesByPipeline	51112	Subclass→Class
TransportationOfRefinedPetroleumProductsByPipelineIncludingLiquidPetroleumGases	511122	TransportationOfCrudeOilAndOtherCommoditiesByPipeline	51112	Subclass→Class
TransportationOfOtherCommoditiesByPipeline	511123	TransportationOfCrudeOilAndOtherCommoditiesByPipeline	51112	Subclass→Class
RoadTransportationServicesForGeneralFreight	512112	RoadTransportationServicesForGeneralFreight	51211	Subclass→Class
TransportationOfBulkLiquidsAndGasesByRoad	512121	RoadTransportationServicesForSpecializedFreight	51212	Subclass→Class
TransportationOfClimateControlledBoxedPalletizedAndOtherPackedGoodsByRoadIncludingInIntermodalContainers	512122	RoadTransportationServicesForSpecializedFreight	51212	Subclass→Class
TransportationOfAutomobilesAndLightDutyTrucksByRoad	512123	RoadTransportationServicesForSpecializedFreight	51212	Subclass→Class
TransportationOfLiveAnimalsByRoad	512124	RoadTransportationServicesForSpecializedFreight	51212	Subclass→Class
TransportationOfWasteWithoutCollectionByRoad	512125	RoadTransportationServicesForSpecializedFreight	51212	Subclass→Class
TransportationOfDryBulkByRoad	512126	RoadTransportationServicesForSpecializedFreight	51212	Subclass→Class
TransportationOfOtherGoodsByRoad	512127	RoadTransportationServicesForSpecializedFreight	51212	Subclass→Class
RentalOfRoadTransportationVehiclesWithOperatorForSpecializedFreight	512128	RoadTransportationServicesForSpecializedFreight	51212	Subclass→Class
RailFreightTransportationServices	513111	RailFreightTransportationServices	51311	Subclass→Class
WaterFreightTransportationServices	513211	WaterFreightTransportationServices	51321	Subclass→Class
AirFreightTransportationServices	513311	AirFreightTransportationServices	51331	Subclass→Class
HouseholdMovingServices	513411	MovingServices	51341	Subclass→Class
CommercialMovingServices	513412	MovingServices	51341	Subclass→Class
InstitutionalAndOtherMovingServices	513413	MovingServices	51341	Subclass→Class
AirSpecialtyServices	513511	AirSpecialtyServices	51351	Subclass→Class
PostalServices	514111	PostalServices	51411	Subclass→Class
StationToStationTransportationOfSmallPackagesAndDocumentsWithoutTracking	514121	CourierParcelAndLocalMessengerAndDeliveryServices	51412	Subclass→Class
CourierAndMessengerServices	514122	CourierParcelAndLocalMessengerAndDeliveryServices	51412	Subclass→Class
NeighbourhoodDeliveryOfSmallPurchasedItems	514123	CourierParcelAndLocalMessengerAndDeliveryServices	51412	Subclass→Class
UrbanTransitServices	521111	UrbanTransitServices	52111	Subclass→Class
LocalLimousineServices	521211	TaxiAndLimousineServices	52121	Subclass→Class
LocalTaxiServicesAndTaxiDispatchServices	521212	TaxiAndLimousineServices	52121	Subclass→Class
InterurbanAndRuralBusPassengerTransportationServices	521221	InterurbanAndRuralBusPassengerTransportationServices	52122	Subclass→Class
SchoolBusServices	521231	SchoolBusServices	52123	Subclass→Class
LongDistancePassengerTransportationByCharteredBus	521241	OtherTransitAndPassengerTransportationServicesByRoad	52124	Subclass→Class
LocalPassengerTransportationByCharteredBus	521242	OtherTransitAndPassengerTransportationServicesByRoad	52124	Subclass→Class
OtherLongDistancePassengerTransportationServicesByRoadExceptFixedRoute	521243	OtherTransitAndPassengerTransportationServicesByRoad	52124	Subclass→Class
ShuttleServices	521244	OtherTransitAndPassengerTransportationServicesByRoad	52124	Subclass→Class
OtherLocalFixedRoutePassengerTransportationServicesByRoad	521245	OtherTransitAndPassengerTransportationServicesByRoad	52124	Subclass→Class
SpecialNeedsUrbanTransitServices	521246	OtherTransitAndPassengerTransportationServicesByRoad	52124	Subclass→Class
LocalSharedRidePassengerTransportationServices	521247	OtherTransitAndPassengerTransportationServicesByRoad	52124	Subclass→Class
