child	childCode	parent	parentCode	level
OtherAudioAndVideoEquipment	3622125	TelevisionsAndOtherAudioAndVideoEquipment	362212	Detail→Subclass
PartsAndAccessoriesForAudioAndVideoEquipmentExceptPrintedCircuitAssemblies	3622126	TelevisionsAndOtherAudioAndVideoEquipment	362212	Detail→Subclass
UnrecordedOpticalAndMagneticMediaAndMediaN.e.c.ExceptFlashMedia	3622131	UnrecordedOpticalAndMagneticMediaAndMediaN.e.c.ExceptFlashMedia	362213	Detail→Subclass
FractionalHorsepowerMotorsRatedAtLessThan746WattsExceptHermetic	3631111	ElectricMotorsAndGenerators	363111	Detail→Subclass
IntegralHorsepowerLandTransportationMotorsAndGeneratorsRatedAt746WattsOrMoreExceptHermetic	3631112	ElectricMotorsAndGenerators	363111	Detail→Subclass
IntegralHorsepowerMotorsAndGeneratorsRatedAt746WattsOrMoreExceptForLandTransportationAndHermetic	3631113	ElectricMotorsAndGenerators	363111	Detail→Subclass
PrimeMoverGeneratorSetsExceptSteamOrHydraulicTurbine	3631114	ElectricMotorsAndGenerators	363111	Detail→Subclass
FractionalMotorGeneratorSetsAndOtherRotatingEquipmentIncludingHermetic	3631115	ElectricMotorsAndGenerators	363111	Detail→Subclass
IntegralMotorGeneratorSetsAndOtherRotatingEquipmentIncludingHermetic	3631116	ElectricMotorsAndGenerators	363111	Detail→Subclass
WatchesExceptPartsAndComponents	3631211	WatchesAndClocksExceptPartsAndComponents	363121	Detail→Subclass
ClocksExceptPartsAndComponents	3631212	WatchesAndClocksExceptPartsAndComponents	363121	Detail→Subclass
AutomaticEnvironmentalControlsForMonitoringResidentialCommercialAndApplianceUse	3631221	AutomaticEnvironmentalControlsForMonitoringResidentialCommercialAndApplianceUse	363122	Detail→Subclass
ElectricalMotorAndCircuitTestingEquipment	3631231	InstrumentsForMeasuringElectricityAndTestingElectricalMotorsAndCircuitBoards	363123	Detail→Subclass
InstrumentsForMeasuringElectricalCurrentExceptTestEquipment	3631232	InstrumentsForMeasuringElectricityAndTestingElectricalMotorsAndCircuitBoards	363123	Detail→Subclass
IntegratingAndTotalizingMetersForGasAndLiquidsExceptParts	3631241	FlowmetersCountingDevicesExceptForMotorVehiclesAndAircraftEngineInstruments	363124	Detail→Subclass
CountingDevicesExceptPartsAndMotorVehicleInstruments	3631242	FlowmetersCountingDevicesExceptForMotorVehiclesAndAircraftEngineInstruments	363124	Detail→Subclass
AircraftEngineInstrumentsExceptNavigationalAndGuidance	3631243	FlowmetersCountingDevicesExceptForMotorVehiclesAndAircraftEngineInstruments	363124	Detail→Subclass
ProcessControlInstruments	3631251	ProcessControlInstruments	363125	Detail→Subclass
PhysicalPropertiesTestingAndInspectionEquipmentAndKinematicTestingAndMeasuringEquipment	3631261	ScientificAndTechnicalInstrumentsExceptElectromedicalAndIrradiationEquipment	363126	Detail→Subclass
LaboratoryTypeAnalyticalAndScientificInstrumentsN.e.c.	3631262	ScientificAndTechnicalInstrumentsExceptElectromedicalAndIrradiationEquipment	363126	Detail→Subclass
GeophysicalMeteorologicalSurveyDraftingAndGeneralPurposeInstrumentsAndEquipment	3631263	ScientificAndTechnicalInstrumentsExceptElectromedicalAndIrradiationEquipment	363126	Detail→Subclass
ElectronicHearingAids	3631311	ElectromedicalAndIrradiationEquipment	363131	Detail→Subclass
IrradiationEquipment	3631312	ElectromedicalAndIrradiationEquipment	363131	Detail→Subclass
ElectromedicalEquipment	3631313	ElectromedicalAndIrradiationEquipment	363131	Detail→Subclass
SurgicalAndMedicalInstruments	3631321	SurgicalAndMedicalInstrumentsAppliancesAndEquipment	363132	Detail→Subclass
SurgicalAndMedicalAppliancesAndEquipment	3631322	SurgicalAndMedicalInstrumentsAppliancesAndEquipment	363132	Detail→Subclass
HospitalBeds	3631331	MedicalFurnishingsAndLaboratoryApparatus	363133	Detail→Subclass
HospitalFurniture	3631332	MedicalFurnishingsAndLaboratoryApparatus	363133	Detail→Subclass
LaboratoryApparatusAndFurniture	3631333	MedicalFurnishingsAndLaboratoryApparatus	363133	Detail→Subclass
BarePrintedCircuitBoards	3711111	BarePrintedCircuitBoards	371111	Detail→Subclass
IntegratedCircuits	3711121	IntegratedCircuits	371112	Detail→Subclass
TransistorsDiodesRectifiersAndOtherBasicSemiconductorComponents	3711131	SemiconductorsAndRelatedComponents	371113	Detail→Subclass
CrystalsFiltersPiezoElectricAndRelatedElectronicDevicesAndComponents	3711132	SemiconductorsAndRelatedComponents	371113	Detail→Subclass
LoadedPrintedCircuitBoardsForAutomotiveUse	3711141	PrintedCircuitAssemblies	371114	Detail→Subclass
LoadedPrintedCircuitBoardsForComputersAndComputerPeripherals	3711142	PrintedCircuitAssemblies	371114	Detail→Subclass
LoadedPrintedCircuitBoardsForOtherUseExceptForComputersOrAutomotiveUse	3711143	PrintedCircuitAssemblies	371114	Detail→Subclass
ElectronicAndFibreOpticConnectors	3711211	ElectronicAndFibreOpticConnectors	371121	Detail→Subclass
ElectronicCapacitorsResistorsInducersAndTransducers	3711221	OtherMiscellaneousElectronicComponents	371122	Detail→Subclass
ElectronTubesAndParts	3711222	OtherMiscellaneousElectronicComponents	371122	Detail→Subclass
MechanicalSwitchesForElectronicCircuitry	3711223	OtherMiscellaneousElectronicComponents	371122	Detail→Subclass
ElectronicComponentsN.e.c.	3711224	OtherMiscellaneousElectronicComponents	371122	Detail→Subclass
PartsOfLightBulbsAndTubesIncludingFluorescentLampBallasts	3712111	PartsOfLightBulbsAndTubesIncludingFluorescentLampBallasts	371211	Detail→Subclass
PartsAndAttachmentsForSmallHouseholdAppliances	3712121	PartsAndAttachmentsForHouseholdAppliances	371212	Detail→Subclass
PartsAndAttachmentsForMajorHouseholdAppliances	3712122	PartsAndAttachmentsForHouseholdAppliances	371212	Detail→Subclass
PartsOfElectricMotorsGeneratorsAndGeneratorSets	3712131	PartsOfElectricMotorsGeneratorsAndGeneratorSets	371213	Detail→Subclass
PartsOfComputersAndComputerPeripherals	3713111	PartsOfComputersAndComputerPeripherals	371311	Detail→Subclass
PartsOfWiredTelephoneAndWiredDataCommunicationsEquipment	3714111	PartsOfTelephoneAndDataCommunicationsEquipment	371411	Detail→Subclass
PartsOfWirelessTelephoneAndWirelessDataCommunicationsEquipment	3714112	PartsOfTelephoneAndDataCommunicationsEquipment	371411	Detail→Subclass
PartsOfBroadcastStudioAlarmAndSignallingEquipment	3714121	PartsOfBroadcastStudioAlarmAndSignallingEquipment	371412	Detail→Subclass
PartsOfAeronauticalAndNauticalNavigationalInstrumentsAndPartsOfSearchDetectionAndGuidanceSystems	3714131	PartsOfNavigationalAndMeasuringInstrumentsControlSystemsAndElectromedicalEquipment	371413	Detail→Subclass
PartsOfMeasuringInstrumentsTestingEquipmentAndControlSystems	3714132	PartsOfNavigationalAndMeasuringInstrumentsControlSystemsAndElectromedicalEquipment	371413	Detail→Subclass
PartsOfIrradiationElectromedicalSurgicalAndMedicalEquipment	3714133	PartsOfNavigationalAndMeasuringInstrumentsControlSystemsAndElectromedicalEquipment	371413	Detail→Subclass
ElectricLightBulbsAndTubes	3811111	ElectricLightBulbsAndTubes	381111	Detail→Subclass
InsulatedMetalWireAndCable	3812111	InsulatedMetalWireAndCable	381211	Detail→Subclass
FibreOpticCable	3812121	FibreOpticCable	381212	Detail→Subclass
PowerAndDistributionTransformers	3812211	PowerAndDistributionTransformers	381221	Detail→Subclass
SpecialtyTransformersExceptFluorescentLampBallasts	3812221	OtherTransformersAndTransformerParts	381222	Detail→Subclass
OtherTransformersN.e.c.AndTransformerParts	3812222	OtherTransformersAndTransformerParts	381222	Detail→Subclass
SpecificPurposeIndustrialControls	3812311	IndustrialControlApparatus	381231	Detail→Subclass
GeneralPurposeIndustrialControls	3812312	IndustrialControlApparatus	381231	Detail→Subclass
LowVoltageMoldedCaseCircuitBreakers	3812321	LowVoltageFusesAndPowerDistributionSwitchingAndInterruptingEquipment	381232	Detail→Subclass
LowVoltageDuctsPanelboardsDistributionBoardsAndSwitchingOrInterruptingDevicesN.e.c.	3812322	LowVoltageFusesAndPowerDistributionSwitchingAndInterruptingEquipment	381232	Detail→Subclass
LowVoltageFuses	3812323	LowVoltageFusesAndPowerDistributionSwitchingAndInterruptingEquipment	381232	Detail→Subclass
HighVoltageFuses	3812331	HighVoltageFusesAndPowerDistributionSwitchingAndInterruptingEquipment	381233	Detail→Subclass
HighVoltageCircuitBreakersAndSwitchingOrInterruptingDevices	3812332	HighVoltageFusesAndPowerDistributionSwitchingAndInterruptingEquipment	381233	Detail→Subclass
RelaysForElectronicCircuitry	3812341	RelaysForElectronicCircuitry	381234	Detail→Subclass
CurrentCarryingSwitchesForElectricalCircuitry	3812411	CurrentCarryingWiringDevicesIncludingParts	381241	Detail→Subclass
CurrentCarryingWireConnectorsForElectricalCircuitry	3812412	CurrentCarryingWiringDevicesIncludingParts	381241	Detail→Subclass
CurrentCarryingWiringDevicesAndPartsExceptSwitchesAndWireConnectors	3812413	CurrentCarryingWiringDevicesIncludingParts	381241	Detail→Subclass
NonCurrentCarryingWiringDevicesIncludingParts	3812421	NonCurrentCarryingWiringDevicesIncludingParts	381242	Detail→Subclass
CarbonOrGraphiteElectrodesForElectricFurnacesAndElectrolyticCellUse	3812511	CarbonGraphiteOrCarbonFibreProducts	381251	Detail→Subclass
OtherCarbonOrGraphiteElectricalProductsExceptElectrodes	3812512	CarbonGraphiteOrCarbonFibreProducts	381251	Detail→Subclass
CarbonGraphiteOrCarbonFibreProductsForNonElectricalUse	3812513	CarbonGraphiteOrCarbonFibreProducts	381251	Detail→Subclass
RectifyingApparatus	3812521	RectifyingApparatus	381252	Detail→Subclass
LaserEquipmentAndParts	3812531	OtherElectricalEquipmentAndComponentsN.e.c.	381253	Detail→Subclass
IndustrialAndPowerDistributionCapacitors	3812532	OtherElectricalEquipmentAndComponentsN.e.c.	381253	Detail→Subclass
IndustrialElectricalEquipmentAndPartsN.e.c.	3812533	OtherElectricalEquipmentAndComponentsN.e.c.	381253	Detail→Subclass
NonIndustrialElectricalEquipmentAndPartsN.e.c.	3812535	OtherElectricalEquipmentAndComponentsN.e.c.	381253	Detail→Subclass
HouseholdElectricFans	3821111	HouseholdElectricFans	382111	Detail→Subclass
VacuumCleanersAndFloorCleaningMachines	3821121	OtherSmallElectricAppliances	382112	Detail→Subclass
SmallElectricHouseholdAppliancesN.e.c.	3821122	OtherSmallElectricAppliances	382112	Detail→Subclass
ElectricHouseholdCookingEquipment	3821211	HouseholdCookingAppliances	382121	Detail→Subclass
GasHouseholdCookingEquipment	3821212	HouseholdCookingAppliances	382121	Detail→Subclass
HouseholdRangesAndCookingEquipmentN.e.c.	3821213	HouseholdCookingAppliances	382121	Detail→Subclass
HouseholdRefrigeratorsAndFreezers	3821221	HouseholdRefrigeratorsAndFreezers	382122	Detail→Subclass
HouseholdElectricWaterHeaters	3821231	HouseholdElectricWaterHeaters	382123	Detail→Subclass
HouseholdNonElectricWaterHeaters	3821241	HouseholdNonElectricWaterHeaters	382124	Detail→Subclass
HouseholdDishwashers	3821251	OtherMajorHouseholdAppliances	382125	Detail→Subclass
HouseholdWasteDisposers	3821252	OtherMajorHouseholdAppliances	382125	Detail→Subclass
HouseholdClothesWashersAndDryers	3821253	OtherMajorHouseholdAppliances	382125	Detail→Subclass
