apiId	actionId
ZokoApi	AddDeliveryOption
OrganimiApi	AddDepartment
AdviserlogicFactFinderApi	AddDependantsDetails
VoicenterApi	AddDestination
ProdocomApi	AddDestinationExclusionList
AddigyApi	AddDevicePolicy
CumulocityApi	AddDeviceRegistration
SigninghubApi	AddDigitalSignature
RechargeApi	AddDiscountCharge
PipedriveApi	AddDiscountDeal
RechargeApi	AddDiscountsAddress
FreedcampApi	AddDiscussionComment
SmartsheetApi	AddDiscussionRow
SaayApi	AddDncEntry
TextellentApi	AddDnt
DeltanetCrmApi	AddDo
LeapCrmApi	AddDocument
SmartofficeApi	AddDocument
SimplyconvertApi	AddDocument
DashworksApi	AddDocument
SigninghubApi	AddDocument
UpperbeeApi	AddDocument
MonaxApi	AddDocumentAgreement
SigninghubApi	AddDocumentBase64Format
Flowin5Api	AddDocumentBox
ZefortApi	AddDocumentContract
UrbaniseFmApi	AddDocumentJob
TrustlayerApi	AddDocumentParty
TrustlayerApi	AddDocumentProject
UrbaniseFmApi	AddDocumentServiceRequest
BillinglogixApi	AddDocumentWaiverAccount
DocusignApi	AddDocumentWorkspaceIamPlans
SmartreachApi	AddDomain"doNotContact"List
SaleshiveApi	AddDomainBlacklist
TimetoreplyApi	AddDomainCustomerGroup
ChipbotApi	AddDomainExistingWhiteLabelUser
PersistiqApi	AddDoNotContactDomain
PersistiqDeprecatedApi	AddDoNotContactDomain
TextdripApi	AddDripCampaignContact
SalesoptimaCoreApi	AddEditContact
EngageCrmApi	AddEditContact
SlidecastApi	AddEditContact
JiraSoftwareCloudApi	AddEditFormIssue
LapostaApi	AddEditRelation
EzekiaApi	AddEducationPerson
SigninghubApi	AddElectronicSignature
ClearpointStrategyApi	AddElement
BowimiApi	AddEmail
MailflossApi	AddEmail
SmartreachApi	AddEmail"doNotContact"List
Plusvibe.aiApi	AddEmailAddressEsBlocklist
FeedblitzApi	AddEmailAddressGroup
EzekiaApi	AddEmailAddressPerson
FeedblitzApi	AddEmailAddressSuppressionList
EwebinarApi	AddEmailAllowList
LinkedinMatchedAudiencesLegacyApi	AddEmailAudience
StriveApi	AddEmailCampaign
BasixApi	AddEmailClick
RemarketyApi	AddEmailContact
AdrollApi	AddEmailCrmAudience
FacebookCustomAudiencesApi	AddEmailCustomAudience
InstagramCustomAudiencesApi	AddEmailCustomAudience
FacebookCustomAudiencesLegacyApi	AddEmailCustomAudience
TimetoreplyApi	AddEmailCustomerGroup
PoplarApi	AddEmailDoNotMailList
BuyingBuddyApi	AddEmailLeadHistory
ClickfunnelsClassicApi	AddEmailList
FunecyApi	AddEmailMailList
BasixApi	AddEmailOpen
OwlstatApi	AddEmailReport
OptipubApi	AddEmailSegment
TraciApi	AddEmailSubscriberProject
LeadlistsApi	AddEmailUnsubscribed
Snov.ioApi	AddEmailVerification
HubfloApi	AddEmbedWorkspace
AgiledApi	AddEmployee
HoorayhrApi	AddEmployee
Nps.todayApi	AddEmployee
PromotionVaultApi	AddEmployee
ReviewbuzzApi	AddEmployee
LobbytrackApi	AddEmployee
Newtral.ioApi	AddEmployee
UpbooksApi	AddEmployee
CivalgoApi	AddEmployeeDailyLog
CivalgoApi	AddEmployeeTimeBlock
CivalgoApi	AddEmployeeTimeBlockUsingNames
StorehippoApi	AddEnquiry
AdviserlogicFactFinderApi	AddEntities
SuperagiApi	AddEntitiesList
BrandliveApi	AddEntryPasscodeListS
HelloAudioApi	AddEpisodeBeta
Hiro.fmApi	AddEpisodePodcast
CivalgoApi	AddEquipmentDailyLog
CivalgoApi	AddEquipmentTimeBlock
DaftraApi	AddEstimate
IntercomApi	AddEvent
AgileCrmApi	AddEvent
SalesforceiqApi	AddEvent
DoubleloopApi	AddEvent
EngageApi	AddEvent
PleziApi	AddEventContact
ValueBuilderSystem™Api	AddEventContact
MlofloApi	AddEventGmailMloflo
GuildApi	AddEventGroup
DecileHubApi	AddEventGuest
MlofloApi	AddEventOutlookMloflo
ApsisOneApi	AddEventProfile
ImisIappconnectorApi	AddEventRegistrant
RepcardApi	AddEventTicket
HubfitApi	AddExerciseLibrary
MaintainxApi	AddExistingCategoriesWorkOrder
ActivecampaignApi	AddExistingContactAutomation
EShotApi	AddExistingContactExistingGroup
FlodeskApi	AddExistingSubscriberSegment
FlodeskApi	AddExistingSubscriberWorkflow
ProworkflowApi	AddExpense
DaftraApi	AddExpense
AdviserlogicFactFinderApi	AddExpense
InvoiceberryApi	AddExpense
InvoiceQuicklyApi	AddExpense
GracefulEffortsApi	AddExpenseDeliverable
VUniteApi	AddExperienceUser
ZyratalkApi	AddExternalContextWorkspace
JeptoApi	AddExternalIdInsight
ValuecaseApi	AddExternalIdSpace
ThoughttraceApi	AddFact
AidbaseApi	AddFaqItem
JootoApi	AddFavoriteProject
B1g1Api	AddFavouriteProjectCart
BillsbyApi	AddFeatureTags
KraftfulApi	AddFeedback
VistalyApi	AddFeedback
LoopvocApi	AddFeedback
FlashVeloraAiApi	AddFeedback
GracefulEffortsApi	AddFeedbackDeliverable
MypresencesApi	AddFeedbackRequest
GracefulEffortsApi	AddFeedbackStage
GracefulEffortsApi	AddFeedbackWorkPackage
FreshsalesSuiteApi	AddFile
Membership.ioApi	AddFile
LarkApi	AddFile
ProworkflowApi	AddFile
MapMyCustomersApi	AddFile
CalldnaApi	AddFile
UsebaseApi	AddFileCollection
SalpoCrmApi	AddFileContact
SalpoCrmApi	AddFileCustomModule
DigifyApi	AddFileDataRoom
YeeflowApi	AddFileItem
HanseiApi	AddFileKnowledgeBase
IrisCrmApi	AddFileLead
YeeflowApi	AddFileLibrary
SalpoCrmApi	AddFileOpportunity
SalesforceApi	AddFileRecord
GoogleDriveApi	AddFileSharingPreference
EdisenApi	AddFilesIntoCollection
Membership.ioApi	AddFileSPlaylist
Membership.ioApi	AddFileTag
Casting42Api	AddFileTalent
EmpiraaApi	AddFinancialObjective
HeyzineApi	AddFlipbookAccessList
GlobaleditApi	AddFolderComment
DigifyApi	AddFolderDataRoom
DropboxApi	AddFolderMember
Membership.ioApi	AddFolderSPlaylist
PipedriveApi	AddFollower
PipedriveApi	AddFollower
TeamwaveApi	AddFollower
PipelineApi	AddFollowerAsk
ToosaApi	AddFollowerGroup
TwozoCrmApi	AddFollowersCompany
TwozoCrmApi	AddFollowersContact
TwozoCrmApi	AddFollowersDeal
HelpdeskApi	AddFollowersTicket
Desku.ioApi	AddFollowersTickets
CursorApi	AddFollowupInstructionAgent
Pdf.coApi	AddFormFieldPdf
Pdf4meApi	AddFormFieldPdf
WhopApi	AddFreeDaysMembership
MemberstackApi	AddFreePlanMember
FundwaveApi	AddFund
SwagupApi	AddFundsCreditBalance
PicflowApi	AddGalleryWatermark
ContentWorkflowBynderApi	AddGeneralComment
ProworkflowApi	AddGeneralTask
MethodCrmApi	AddGenericEntry
MailsoftlyApi	AddGlobalUnsubscribe
NethuntCrmApi	AddGmailThreadRecord
SmallImprovementsApi	AddGoalComment
SalesmixApi	AddGraveyard
AbcTrainerizeApi	AddGroup
LearndashApi	AddGroup
HeartbeatApi	AddGroup
Act!Api	AddGroup
Exercise.comApi	AddGroup
TextChurchApi	AddGroup
