id	code	name	description	parent
Women'sHosieryAtRetail	5612125	Women's hosiery at retail	Retailing services for women's hosiery.	561212
Women'sHandbagsPursesAndAccessoriesAtRetail	5612126	Women's handbags, purses and accessories, at retail	Retailing services for women's handbags, purses and accessories.	561212
Women'sClothingN.e.c.AtRetail	5612127	Women's clothing n.e.c. at retail	Retailing services for women's clothing n.e.c.	561212
Boys'ClothingAndAccessoriesAtRetail	5612131	Boys' clothing and accessories, at retail	Retailing services for boys' clothing and accessories. Comprises clothing, designed for boys, of Canadian sizes 2 to 20.	561213
Girls'ClothingAndAccessoriesAtRetail	5612132	Girls' clothing and accessories, at retail	Retailing services for girls' clothing and accessories. Comprises clothing, designed for girls, of Canadian sizes 2 to 16.	561213
InfantClothingFabricExceptClothDiapersAndAccessoriesAtRetail	5612133	Infant clothing, fabric (except cloth diapers) and accessories, at retail	Retailing services for infant clothing, fabric (except cloth diapers) and accessories. Comprises clothing, designed for infants, of Canadian sizes 0 to 24 months.	561213
InfantClothDiapersAtRetail	5612134	Infant cloth diapers, at retail	Retailing services for infant cloth diapers.	561213
VestmentsCostumesAndNonBinaryAndGenderNeutralClothingForAdultsAtRetail	5612141	Vestments, costumes, and non-binary and gender-neutral clothing for adults, at retail	Retailing services for vestments, costumes, and non-binary and gender-neutral clothing for adults.	561214
VestmentsCostumesAndGenderNeutralClothingForInfantsAndChildrenAtRetail	5612142	Vestments, costumes, and gender-neutral clothing for infants and children, at retail	Retailing services for vestments, costumes, and gender-neutral clothing for infants and children. Comprises vestments, costumes, and gender-neutral clothing for infants and children, of Canadian sizes up to 20.	561214
FineJewelleryIncludingPreciousMetalDiamondsGemstonesAndPearlsAtRetail	5612311	Fine jewellery (including precious metal, diamonds, gemstones, and pearls), at retail	Retailing services for fine jewellery, including precious metals, diamonds, gemstones, and pearls.	561231
CostumeJewelleryIncludingBaseMetalGlassPlasticAndSyntheticStonesAtRetail	5612312	Costume jewellery (including base metal, glass, plastic, and synthetic stones), at retail	Retailing services for costume jewellery, including base metal, glass, plastic, and synthetic stones.	561231
WatchesAtRetail	5612313	Watches at retail	Retailing services for watches.	561231
LuggageBriefcasesKnapsacksAndDuffelBagsAtRetail	5612321	Luggage, briefcases, knapsacks, and duffel bags, at retail	Retailing services for luggage, briefcases, knapsacks, and duffel bags.	561232
Men'sAthleticFootwearAtRetail	5612411	Men's athletic footwear, at retail	Retailing services for men's athletic footwear, including men's-sized equivalent athletic footwear for non-binary persons.	561241
Women'sAthleticFootwearAtRetail	5612412	Women's athletic footwear, at retail	Retailing services for women's athletic footwear, including women's-sized equivalent athletic footwear for non-binary persons.	561241
Men'sNonAthleticFootwearAndAccessoriesAtRetail	5612421	Men's non-athletic footwear and accessories, at retail	Retailing services for men's non-athletic footwear and accessories, including men's-sized equivalent non-athletic footwear for non-binary persons.	561242
Women'sNonAthleticFootwearAndAccessoriesAtRetail	5612422	Women's non-athletic footwear and accessories, at retail	Retailing services for women's non-athletic footwear and accessories, including women's-sized equivalent non-athletic footwear for non-binary persons.	561242
InfantFootwearAndAccessoriesAtRetail	5612431	Infant footwear and accessories, at retail	Retailing services for footwear and accessories designed for infants (with an insole length of 16 cm or less).	561243
Children'sAthleticFootwearAndAccessoriesAtRetail	5612432	Children's athletic footwear and accessories, at retail	Retailing services for athletic footwear designed for children (with an insole length of less than 24.25 cm and more than 16 cm) and accessories.	561243
Children'sNonAthleticFootwearN.e.c.AtRetail	5612439	Children's non-athletic footwear n.e.c., at retail	Retailing services for non-athletic footwear designed for children (with an insole length of less than 24.25 cm and more than 16 cm) and accessories.	561243
MattressesAndFoundationsAtRetail	5613111	Mattresses and foundations, at retail	Retailing services for mattresses and foundations.	561311
InfantFurnitureAtRetail	5613112	Infant furniture at retail	Retailing services for infant furniture.	561311
IndoorHomeFurnitureN.e.c.AtRetail	5613113	Indoor home furniture n.e.c. at retail	Retailing services for new indoor home furniture n.e.c.	561311
OutdoorHomeFurnitureAtRetail	5613121	Outdoor home furniture at retail	Retailing services for outdoor home furniture.	561312
WindowTreatmentsAtRetail	5613131	Window treatments at retail	Retailing services for window treatments.	561313
HouseholdTextileProductsN.e.c.AtRetail	5613132	Household textile products n.e.c., at retail	Retailing services for household textile products n.e.c.	561313
DecorativeHomeFurnishingsExceptTextileProductsAtRetail	5613133	Decorative home furnishings (except textile products), at retail	Retailing services for decorative home furnishings, except textile products.	561313
TablewareKitchenwareCookwareAndBakewareAtRetail	5613141	Tableware, kitchenware, cookware and bakeware, at retail	Retailing services for tableware, kitchenware, cookware and bakeware.	561314
HouseholdCleaningSuppliesAtRetail	5613142	Household cleaning supplies, at retail	Retailing services for household cleaning supplies.	561314
MiscellaneousHouseholdSuppliesN.e.c.AtRetail	5613143	Miscellaneous household supplies, n.e.c., at retail	Retailing services for miscellaneous household supplies, n.e.c.	561314
SmallHomeAppliancesAtRetail	5613151	Small home appliances at retail	Retailing services for small home appliances.	561315
MajorHomeAppliancesAtRetail	5613152	Major home appliances at retail	Retailing services for major home appliances.	561315
ComputersPeripheralsAndNetworkingEquipmentAtRetail	5613161	Computers, peripherals, and networking equipment, at retail	Retailing services for computers, peripherals, and networking equipment.	561316
ComputerSoftwareExceptGameAtRetail	5613162	Computer software (except game), at retail	Retailing services for computer software, except game.	561316
TelephonesCommunicationEquipmentAndRelatedProductsAtRetail	5613163	Telephones, communication equipment and related products, at retail	Retailing services for telephones, communication equipment and related products.	561316
TelevisionsAndHomeAudiovisualEquipmentAtRetail	5613164	Televisions and home audiovisual equipment, at retail	Retailing services for televisions and home audiovisual equipment.	561316
StillCamerasAndOtherPhotographicEquipmentAndSuppliesAtRetail	5613165	Still cameras and other photographic equipment and supplies, at retail	Retailing services for still cameras and other photographic equipment and supplies.	561316
BicyclesAndBikingEquipmentAndAccessoriesAtRetail	5614111	Bicycles and biking equipment and accessories, at retail	Retailing services for bicycles and biking equipment and accessories.	561411
ExerciseEquipmentAtRetail	5614112	Exercise equipment at retail	Retailing services for exercise equipment.	561411
GolfEquipmentAtRetail	5614113	Golf equipment at retail	Retailing services for golf equipment.	561411
SkiingAndSnowboardingEquipmentAtRetail	5614114	Skiing and snowboarding equipment, at retail	Retailing services for skiing and snowboarding equipment.	561411
HuntingFishingAndCampingEquipmentAtRetail	5614115	Hunting, fishing and camping equipment, at retail	Retailing services for hunting, fishing and camping equipment.	561411
TeamSportingEquipmentAtRetail	5614116	Team sporting equipment at retail	Retailing services for team sporting equipment.	561411
SportingEquipmentN.e.c.AtRetail	5614117	Sporting equipment n.e.c., at retail	Retailing services for sporting equipment n.e.c.	561411
ElectronicGameConsolesExceptGameSoftwareAtRetail	5614121	Electronic game consoles (except game software), at retail	Retailing services for electronic game consoles, except game software.	561412
ToysAndGamesExceptGameConsolesAndSoftwareAtRetail	5614122	Toys and games (except game consoles and software), at retail	Retailing services for toys and games, except game consoles and software.	561412
Artists'EquipmentAndSuppliesAtRetail	5614151	Artists' equipment and supplies, at retail	Retailing services for artists' equipment and supplies.	561415
MusicalInstrumentsAndPrintedMusicAtRetail	5614152	Musical instruments and printed music, at retail	Retailing services for musical instruments and printed music.	561415
SewingAndKnittingSuppliesAtRetail	5614153	Sewing and knitting supplies, at retail	Retailing services for sewing and knitting supplies.	561415
CraftAndHobbyKitsAndLeisureSuppliesN.e.c.AtRetail	5614154	Craft and hobby kits, and leisure supplies n.e.c., at retail	Retailing services for craft and hobby kits, and leisure supplies n.e.c.	561415
PrintedBooksAtRetail	5614211	Printed books at retail	Retailing services for printed books.	561421
EBooksAtRetail	5614212	E-books at retail	Retailing services for e-books.	561421
NewspapersMagazinesAndOtherPeriodicalsPrintedAtRetail	5614221	Newspapers, magazines and other periodicals, printed, at retail	Retailing services for printed newspapers, magazines, and other periodicals.	561422
NewspapersMagazinesAndOtherPeriodicalsOnlineAtRetail	5614222	Newspapers, magazines and other periodicals, online, at retail	Retailing services for online newspapers, magazines, and other periodicals.	561422
OtherPublicationsN.e.c.IncludingPostersArtPrintsMapsAndGreetingCardsPrintedAtRetail	5614231	Other publications n.e.c. (including posters, art prints, maps and greeting cards), printed, at retail	Retailing services for other printed publications n.e.c., including posters, art prints, maps, and greeting cards.	561423
OtherPublicationsN.e.c.IncludingMapsAndGreetingCardsOnlineAtRetail	5614232	Other publications n.e.c. (including maps and greeting cards), online, at retail	Retailing services for other online publications n.e.c., including maps, and greeting cards.	561423
AudioRecordingsOnPhysicalMediaAtRetail	5614311	Audio recordings, on physical media, at retail	Retailing services for audio recordings on physical media.	561431
AudioRecordingsDownloadableAtRetail	5614312	Audio recordings, downloadable, at retail	Retailing services for audio recording downloads.	561431
MoviesOnPhysicalMediaAtRetail	5614321	Movies, on physical media, at retail	Retailing services for movies on physical media.	561432
MoviesDownloadableAtRetail	5614322	Movies, downloadable, at retail	Retailing services for movies downloads.	561432
TelevisionProgramsAndOtherVideoRecordingsOnPhysicalMediaAtRetail	5614323	Television programs and other video recordings, on physical media, at retail	Retailing services for television programs and other video recordings on physical media.	561432
TelevisionProgramsAndOtherVideoRecordingsDownloadableAtRetail	5614324	Television programs and other video recordings, downloadable, at retail	Retailing services for television programs and other video recordings downloads.	561432
GameSoftwareOnPhysicalMediaAtRetail	5614331	Game software on physical media, at retail	Retailing services for game software on physical media.	561433
GameSoftwareDownloadableAtRetail	5614332	Game software, downloadable, at retail	Retailing services for game software downloads.	561433
NewPassengerAutomobilesAtRetail	5615111	New passenger automobiles, at retail	Retailing services for new passenger automobiles.	561511
NewMinivansSportUtilityVehiclesAndLightTrucksAtRetail	5615112	New minivans, sport utility vehicles and light trucks, at retail	Retailing services for new minivans, sport utility vehicles and light trucks.	561511
NewMediumAndHeavyTrucksAtRetail	5615113	New medium and heavy trucks, at retail	Retailing services for new medium and heavy trucks.	561511
UsedPassengerAutomobilesAtRetail	5615121	Used passenger automobiles, at retail	Retailing services for used passenger automobiles.	561512
UsedMinivansSportUtilityVehiclesAndLightTrucksAtRetail	5615122	Used minivans, sport utility vehicles and light trucks, at retail	Retailing services for used minivans, sport utility vehicles and light trucks.	561512
UsedMediumAndHeavyTrucksAtRetail	5615123	Used medium and heavy trucks, at retail	Retailing services for used medium and heavy trucks.	561512
NewMotorcyclesAndScootersAtRetail	5615211	New motorcycles and scooters, at retail	Retailing services for new motorcycles and scooters.	561521
NewMotorHomesTravelTrailersAndTruckCampersAtRetail	5615212	New motor homes, travel trailers and truck campers, at retail	Retailing services for new motor homes, travel trailers and truck campers.	561521
NewSnowmobilesAndPersonalOffRoadVehiclesAtRetail	5615213	New snowmobiles and personal off-road vehicles, at retail	Retailing services for new snowmobiles and personal off-road vehicles.	561521
NewRecreationalBoatsAtRetail	5615214	New recreational boats at retail	Retailing services for new recreational boats.	561521
NewUnmannedAircraftAndOtherNewRecreationalVehiclesN.e.c.AtRetail	5615215	New unmanned aircraft, and other new recreational vehicles n.e.c., at retail	Retailing services for new power-driven unmanned aircraft (except toy drones), and other new recreational vehicles n.e.c.	561521
UsedMotorcyclesAndScootersAtRetail	5615221	Used motorcycles and scooters, at retail	Retailing services for used motorcycles and scooters.	561522
UsedMotorHomesTravelTrailersAndTruckCampersAtRetail	5615222	Used motor homes, travel trailers and truck campers, at retail	Retailing services for used motor homes, travel trailers and truck campers.	561522
UsedSnowmobilesAndPersonalOffRoadVehiclesAtRetail	5615223	Used snowmobiles and personal off-road vehicles, at retail	Retailing services for used snowmobiles and personal off-road vehicles.	561522
UsedRecreationalBoatsAtRetail	5615224	Used recreational boats at retail	Retailing services for used recreational boats.	561522
UsedUnmannedAircraftAndOtherUsedRecreationalVehiclesN.e.c.AtRetail	5615225	Used unmanned aircraft, and other used recreational vehicles n.e.c., at retail	Retailing services for used power driven unmanned aircraft (except toy drones), and other used recreational vehicles n.e.c.	561522
NewMotorVehicleTiresAtRetail	5615311	New motor vehicle tires at retail	Retailing services for new motor vehicle tires and tubes.	561531
MotorVehiclePartsAndAccessoriesExceptTiresNewAndUsedAtRetail	5615312	Motor vehicle parts and accessories (except tires), new and used, at retail	Retailing services for motor vehicle parts and accessories, except tires, new and used.	561531
AutomotiveChemicalsAtRetail	5615313	Automotive chemicals at retail	Retailing services for automotive chemicals.	561531
AutomotiveFuelsAtRetail	5616111	Automotive fuels, at retail	Retailing services for automotive fuels.	561611
AutomotiveAlternativeFuelsAtRetail	5616112	Automotive alternative fuels, at retail	Retailing services for automotive alternative fuels comprising electricity dispensed through EV charging station, liquid hydrogen for hydrogen fueled electric vehicles, and other fuels n.e.c.	561611
HouseholdHeatingOilsAtRetail	5616121	Household heating oils, at retail	Retailing services for household heating oils.	561612
HouseholdFuelsExceptHeatingOilsAtRetail	5616122	Household fuels (except heating oils), at retail	Retailing services for household fuels, except home heating oils.	561612
PrescriptionPharmaceuticalsAtRetail	5617111	Prescription pharmaceuticals, at retail	Retailing services for prescription pharmaceuticals.	561711
NonPrescriptionPharmaceuticalsAtRetail	5617112	Non-prescription pharmaceuticals, at retail	Retailing services for non-prescription pharmaceuticals.	561711
VitaminsMineralsAndOtherHealthSupplementsAtRetail	5617113	Vitamins, minerals, and other health supplements, at retail	Retailing services for vitamins, minerals, and other health supplements.	561711
PrescriptionEyewearAtRetail	5617121	Prescription eyewear at retail	Retailing services for prescription eyewear.	561712
NonPrescriptionEyewearAtRetail	5617122	Non-prescription eyewear at retail	Retailing services for non-prescription eyewear.	561712
HomeHealthProductsN.e.c.AtRetail	5617131	Home health products, n.e.c., at retail	Retailing services for home health products, n.e.c.	561713
InfantDisposableDiapersAtRetail	5617211	Infant disposable diapers, at retail	Retailing services for infant disposable diapers.	561721
InfantAndChildren'sCarSeatsAtRetail	5617212	Infant and children's car seats, at retail	Retailing services for infant and children's car seats.	561721
StrollersAndInfantCareProductsN.e.c.AtRetail	5617213	Strollers, and infant care products n.e.c., at retail	Retailing services for strollers, and infant care products n.e.c.	561721
CosmeticsAndFragrancesAtRetail	5617221	Cosmetics and fragrances, at retail	Retailing services for cosmetics and fragrances.	561722
ToiletriesAtRetail	5617222	Toiletries at retail	Retailing services for toiletries.	561722
FeminineHygieneProductsAtRetail	5617223	Feminine hygiene products at retail	Retailing services for feminine hygiene products.	561722
IncontinenceProductsAtRetail	5617224	Incontinence products, at retail	Retailing services for adult diapers and other adult incontinence products.	561722
PersonalCareSuppliesAndEquipmentN.e.c.AtRetail	5617225	Personal care supplies and equipment, n.e.c., at retail	Retailing services for personal care supplies and equipment, n.e.c.	561722
HardwareAtRetail	5618111	Hardware at retail	Retailing services for hardware.	561811
HandToolsAtRetail	5618112	Hand tools at retail	Retailing services for hand tools.	561811
PowerToolsAtRetail	5618113	Power tools at retail	Retailing services for power tools.	561811
AirConditioningAndHeatingEquipmentAtRetail	5618121	Air-conditioning and heating equipment, at retail	Retailing services for major air-conditioning, air or surface heating, and water heating equipment, mainly for renovation.	561812
PlumbingAndElectricalSuppliesIncludingFixturesAtRetail	5618122	Plumbing and electrical supplies (including fixtures), at retail	Retailing services for plumbing and electrical supplies, including fixtures.	561812
PaintPaintingSuppliesAndWallpaperAtRetail	5618123	Paint, painting supplies and wallpaper, at retail	Retailing services for paint, painting supplies and wallpaper.	561812
FloorCoveringsIncludingWoodFlooringAndTilesAtRetail	5618124	Floor coverings (including wood flooring) and tiles, at retail	Retailing services for floor coverings, including wood flooring, and floor and wall tiles.	561812
LumberAndOtherRenovationMaterialsAndSuppliesAtRetail	5618125	Lumber and other renovation materials and supplies, at retail	Retailing services for lumber and other renovation materials and supplies.	561812
HardwareAndRenovationRelatedProductsN.e.c.AtRetail	5618126	Hardware and renovation related products n.e.c., at retail	Retailing services for hardware and renovation related products n.e.c.	561812
LawnmowersSnowblowersAndGardeningToolsAtRetail	5618131	Lawnmowers, snowblowers and gardening tools, at retail	Retailing services for lawnmowers, snowblowers and gardening tools.	561813
LivePlantsSeedsAndOtherHomeAndGardenSuppliesExceptAgriculturalFertilizersAndPesticidesAtRetail	5618132	Live plants, seeds, and other home and garden supplies (except agricultural fertilizers and pesticides), at retail	Retailing services for live plants, seeds, and other home and garden supplies, except agricultural fertilizers and pesticides.	561813
PetsAtRetail	5619111	Pets at retail	Retailing services for pets.	561911
PetFoodSuppliesAndAccessoriesAtRetail	5619112	Pet food, supplies and accessories, at retail	Retailing services for pet food, supplies and accessories.	561911
TobaccoProductsAndAccessoriesExceptECigarettesAtRetail	5619121	Tobacco products and accessories (except e-cigarettes), at retail	Retailing services for tobacco products and accessories, except electronic cigarettes.	561912
ElectronicCigarettesELiquidRefillsVaporizersAndOtherELiquidDeliverySystemsAtRetail	5619122	Electronic cigarettes, e-liquid refills, vaporizers and other e-liquid delivery systems, at retail	Retailing services for electronic cigarettes, e-liquid refills (with or without nicotine), vaporizers and other e-liquid delivery systems, except containing cannabis.	561912
HomeOfficeEquipmentN.e.c.AtRetail	5619131	Home office equipment n.e.c., at retail	Retailing services for home office equipment n.e.c.	561913
HomeOfficeSuppliesN.e.c.AtRetail	5619132	Home office supplies n.e.c., at retail	Retailing services for home office supplies n.e.c.	561913
FarmEquipmentAtRetail	5619141	Farm equipment at retail	Retailing services for new and used farm equipment.	561914
FarmSuppliesAtRetail	5619142	Farm supplies at retail	Retailing services for farm supplies.	561914
SuppliesForBeerAndWineMakingAtRetail	5619151	Supplies for beer- and wine-making, at retail	Retailing services for supplies for beer- and wine-making.	561915
CutFlowersIndoorPottedPlantsAndFloralSuppliesAtRetail	5619152	Cut flowers, indoor potted plants and floral supplies, at retail	Retailing services for cut flowers, indoor potted plants and floral supplies.	561915
MonumentsAndTombstonesAtRetail	5619153	Monuments and tombstones, at retail	Retailing services for monuments and tombstones.	561915
ManufacturedMobileHomesAtRetail	5619154	Manufactured mobile homes, at retail	Retailing services for new and used manufactured mobile homes.	561915
ProfessionalAndScientificInstrumentsAtRetail	5619155	Professional and scientific instruments, at retail	Retailing services for professional and scientific instruments.	561915
EquipmentAndSuppliesForNonFarmActivitiesN.e.c.AtRetail	5619156	Equipment and supplies for non-farm activities, n.e.c., at retail	Retailing services for equipment and supplies for non-farm activities, n.e.c.	561915
OtherMiscellaneousEquipmentAndSuppliesN.e.c.AtRetail	5619157	Other miscellaneous equipment and supplies, n.e.c., at retail	Retailing services for other miscellaneous equipment and supplies, n.e.c.	561915
ArtworkAtRetail	5619161	Artwork at retail	Retailing services for artwork.	561916
Collectors'ItemsAtRetail	5619162	Collectors' items at retail	Retailing services for collectors' items.	561916
AntiquesAndUsedOrSecondHandMerchandiseExceptMotorVehiclesAndMobileHomesAtRetail	5619163	Antiques, and used or second-hand merchandise (except motor vehicles and mobile homes), at retail	Retailing services for antiques, and used or second-hand merchandise, except motor vehicles and mobile homes.	561916
RetailTradeCommissionsForCannabisProducts	5621112	Retail trade commissions, for cannabis products	Service of selling and renting cannabis products containing THC (more than 0.3% w/w), CBD, and other cannabinoids for others, on a commission basis at the final step in the distribution process.	562111
RetailCommissionsBasedOnSellingRepairAndMaintenanceServices	5621113	Retail commissions based on selling repair and maintenance services	Retail commissions based on selling repair and maintenance services.	562111
RetailCommissionsBasedOnRentalAndLeasingServices	5621114	Retail commissions based on rental and leasing services	Retail commissions based on rental and leasing services.	562111
RetailCommissionsBasedOnNonMedicalCareServicesForPets	5621115	Retail commissions based on non medical care services for pets	Retail commissions based on non medical care services for pets.	562111
RetailCommissionsBasedOnPostalCourierParcelAndDeliveryServices	5621116	Retail commissions based on postal, courier, parcel and delivery services	Retail commissions based on postal, courier, parcel and delivery services.	562111
RetailCommissionsBasedOnRestaurantsAndPreparedMealsAndBeverages	5621117	Retail commissions based on restaurants and prepared meals and beverages	Retail commissions based on restaurants and prepared meals and beverages.	562111
RetailCommissionsBasedOnSellingLotteryTicketsGiftCertificatesAndCards	5621118	Retail commissions based on selling lottery tickets, gift certificates and cards	Retail commissions based on selling lottery tickets, gift certificates and cards.	562111
OtherRetailTradeCommissionsN.e.c.	5621119	Other retail trade commissions, n.e.c.	Other retail trade commissions, n.e.c.	562111
MaintenanceAndRepairServicesExceptCleaningForAgriculturalConstructionMiningAndForestryMachineryAndEquipment	5711111	Maintenance and repair services (except cleaning) for agricultural, construction, mining and forestry machinery and equipment	Maintenance and repair services, except cleaning, for agricultural, construction, mining and forestry machinery and equipment.	571111
MaintenanceAndRepairServicesExceptCleaningForCommercialRefrigerationEquipment	5711112	Maintenance and repair services (except cleaning) for commercial refrigeration equipment	Maintenance and repair services, except cleaning, for commercial refrigeration equipment.	571111
MaintenanceAndRepairServicesExceptCleaningForServiceIndustryAndOtherCommercialMachineryAndEquipment	5711113	Maintenance and repair services (except cleaning) for service industry and other commercial machinery and equipment	Maintenance and repair services, except cleaning, for machinery and equipment designed for use in service industry and other commercial operations.	571111
MaintenanceAndRepairServicesExceptCleaningForIndustrialMachineryAndEquipment	5711114	Maintenance and repair services (except cleaning) for industrial machinery and equipment	Maintenance and repair services, except cleaning, for machinery and equipment designed for use in industries.	571111
IndustrialAndCommercialMachineryAndEquipmentCleaningServices	5711115	Industrial and commercial machinery and equipment cleaning services	Cleaning industrial and commercial machinery and equipment using methods such as high-pressure water, chemicals, or vacuuming. May include removal of waste water, cleaning chemicals, or other materials from the site.	571111
MaintenanceAndRepairServicesForComputerHardwareAndSoftware	5711121	Maintenance and repair services for computer hardware and software	Maintenance and repair services for computers, computer peripherals and other data processing equipment, and technical support services for hardware and software problems.	571112
MaintenanceAndRepairServicesForCommunicationAndNavigationEquipment	5711122	Maintenance and repair services for communication and navigation equipment	Maintenance and repair services for communication and navigation equipment.	571112
MaintenanceAndRepairServicesForOfficeEquipmentExceptComputerHardwareAndPeripherals	5711123	Maintenance and repair services for office equipment (except computer hardware and peripherals)	Maintenance and repair services for office equipment, except computer hardware and peripherals.	571112
MaintenanceAndRepairServicesForConsumerElectronics	5711124	Maintenance and repair services for consumer electronics	Maintenance and repair services for consumer electronics.	571112
MaintenanceAndRepairServicesForElectronicMedicalEquipment	5711125	Maintenance and repair services for electronic medical equipment	Maintenance and repair services for electronic medical equipment.	571112
MaintenanceAndRepairServicesForOtherElectronicAndPrecisionEquipment	5711126	Maintenance and repair services for other electronic and precision equipment	Maintenance and repair services for other electronic and precision equipment.	571112
MaintenanceAndRepairServicesForHouseholdTypeAppliancesAndEquipment	5711131	Maintenance and repair services for household-type appliances and equipment	Maintenance and repair services for household-type appliances and equipment.	571113
MaintenanceAndRepairServicesIncludingReupholsteryForHomeFurniture	5711132	Maintenance and repair services (including reupholstery) for home furniture	Maintenance and repair services, including reupholstery, for home furniture.	571113
MaintenanceRepairAndAlterationServicesForApparelFootwearWatchesAndJewellery	5711133	Maintenance, repair and alteration services for apparel, footwear, watches and jewellery	Maintenance, repair and alteration services for apparel, footwear, watches and jewellery.	571113
MaintenanceAndRepairServicesForSportingFitnessAndRecreationalVehiclesAndEquipment	5711134	Maintenance and repair services for sporting, fitness and recreational vehicles and equipment	Maintenance and repair services for sporting, fitness and recreational vehicles and equipment.	571113
MaintenanceAndRepairServicesForOtherPersonalAndHouseholdGoods	5711135	Maintenance and repair services for other personal and household goods	Maintenance and repair services for other personal and household goods.	571113
RentalServicesOfAutomobilesAndLightTrucks	5811111	Rental services of automobiles and light trucks	Rentals of automobiles and light trucks, without operator, for specific periods of time. Maintenance and repair, insurance, and damage waivers may be included.	581111
OperatingLeasingServicesOfAutomobilesAndLightTrucks	5811112	Operating leasing services of automobiles and light trucks	Operating leases of automobiles and light trucks, without operator or driver, for specific periods of time. Maintenance and repair, insurance, and damage waivers may be included.	581111
RentalAndOperatingLeasingServicesOfMotorHomesTravelTrailersAndCampers	5811121	Rental and operating leasing services of motor homes, travel trailers and campers	Rentals and operating leases of road recreational vehicles containing sleeping space, without operator or driver.	581112
RentalAndOperatingLeasingServicesOfBusesWithoutOperatorOrDriver	5811131	Rental and operating leasing services of buses, without operator or driver	Rentals and operating leases of buses, without operator or driver.	581113
RentalAndOperatingLeasingServicesOfHeavyTrucksAndTruckTrailersWithoutOperatorOrDriver	5811132	Rental and operating leasing services of heavy trucks and truck trailers, without operator or driver	Rentals and operating leases of heavy trucks, truck trailers and similar motor vehicles, without operator or driver, principally designed for the transport of goods.	581113
RentalAndOperatingLeasingServicesOfComputerEquipment	5812111	Rental and operating leasing services of computer equipment	Rentals and operating leases of computers and peripheral equipment. May include the licensing of software as part of the rental agreement.	581211
RentalAndOperatingLeasingServicesOfOfficeFurniture	5812211	Rental and operating leasing services of office furniture	Rentals and operating leases of office furniture.	581221
RentalAndOperatingLeasingServicesOfOtherOfficeEquipment	5812212	Rental and operating leasing services of other office equipment	Rentals and operating leases of office equipment, except computer equipment and furniture.	581221
RentalAndOperatingLeasingServicesOfAirTransportationEquipmentWithoutOperator	5813111	Rental and operating leasing services of air transportation equipment, without operator	Rentals and operating leases of air transportation equipment, without operator or crew (''dry lease''). Generally, rental and lease terms are short compared to the economic life of the aircraft being rented or leased. A rental is commonly used to acquire aircraft for a term of a year or less. An operating lease is commonly used to acquire aircraft for a term of 2 to 7 years. With an operating lease, the aircraft does not appear on the lessee's balance sheet.	581311
RentalAndOperatingLeasingServicesOfRailTransportationEquipmentWithoutOperator	5813112	Rental and operating leasing services of rail transportation equipment, without operator	Rentals and operating leases of commercial rail transportation equipment, without operator. May include maintenance and repair services, insurance, damage waivers, and warranties.	581311
RentalAndOperatingLeasingServicesOfWaterTransportationEquipmentWithoutOperator	5813113	Rental and operating leasing services of water transportation equipment, without operator	Rentals and operating leases of commercial water transportation equipment, without operator. May include maintenance and repair services, insurance, damage waivers, and warranties.	581311
RentalAndOperatingLeasingServicesOfHeavyMachineryAndEquipmentWithoutOperator	5813121	Rental and operating leasing services of heavy machinery and equipment, without operator	Rentals and operating leases of heavy machinery and equipment, without operator.	581312
RentalAndOperatingLeasingServicesOfCommunicationEquipmentWithoutOperator	5813122	Rental and operating leasing services of communication equipment, without operator	Rental and operating leases of communication equipment, without operator.	581312
RentalAndOperatingLeasingServicesOfOtherCommercialAndIndustrialMachineryAndEquipmentN.e.c.WithoutOperator	5813123	Rental and operating leasing services of other commercial and industrial machinery and equipment n.e.c., without operator	Rentals and operating leases of other commercial and industrial machinery and equipment, n.e.c., without operator.	581312
RentalServicesOfHomeAudiovisualEquipmentComponentsAndAccessories	5814111	Rental services of home audiovisual equipment, components and accessories	Rentals and operating leases of home audiovisual equipment and related components and accessories.	581411
RentalServicesOfHouseholdAppliances	5814112	Rental services of household appliances	Rentals and operating leases of household appliances.	581411
RentalServicesOfHomeImprovementAndDoItYourselfToolsAndEquipment	5814121	Rental services of home improvement and do-it-yourself tools and equipment	Rentals of home improvement, do-it-yourself, and garden tools and equipment.	581412
RentalServicesOfFormalWearCostumesAndAccessories	5814131	Rental services of formal wear, costumes and accessories	Rentals of formal wear, costumes, other clothing, and related accessories. May include alterations.	581413
RentalServicesOfMoviesAndGamesOnDigitalVideodiscDvdMagneticTapeAndCassette	5814141	Rental services of movies and games on digital videodisc (DVD), magnetic tape and cassette	Rentals of movies, games, and other recorded entertainment on digital videodisc (DVD), magnetic tape and cassette.	581414
RentalServicesOfHomeHealthCareEquipment	5814151	Rental services of home health care equipment	Rentals and operating leases of home health care equipment.	581415
RentalServicesOfRecreationalGoodsAndEquipment	5814161	Rental services of recreational goods and equipment	Rentals and operating leases of recreational goods and equipment.	581416
RentalServicesOfEquipmentForPartiesAndOtherSocialEvents	5814171	Rental services of equipment for parties and other social events	Rentals of equipment for parties and other social events, such as weddings.	581417
RentalAndOperatingLeasingServicesOfHouseholdFurnitureAndFurnishings	5814181	Rental and operating leasing services of household furniture and furnishings	Rentals and operating leases of household furniture and furnishings.	581418
RentalAndOperatingLeasingServicesOfConsumerGoodsN.e.c.	5814191	Rental and operating leasing services of consumer goods n.e.c.	Rentals and operating leases of consumer goods, n.e.c.	581419
