id	code	name	description	parent
PlasticFilmAndSheetsNotForPackagingUseOfPolyethyleneOnly	2823111	Plastic film and sheets not for packaging use, of polyethylene only	Polyethylene plastic film and sheets only, not for packaging use.	282311
PlasticFilmAndSheetsNotForPackagingUseExceptPolyethylene	2823121	Plastic film and sheets not for packaging use (except polyethylene)	Plastic film and sheets, not for packaging use, except polyethylene film and sheets.	282312
LaminatedPlasticProfileShapes	2823211	Laminated plastic profile shapes	Laminated plastic profile shapes.	282321
UnlaminatedPlasticProfileShapes	2823221	Unlaminated plastic profile shapes	Unlaminated plastic profile shapes.	282322
PneumaticTiresForPassengerCarsAndSimilarVehicles	2831111	Pneumatic tires for passenger cars and similar vehicles	Pneumatic tires for passenger cars and similar vehicles.	283111
PneumaticTiresForBusesAndTrucks	2831121	Pneumatic tires for buses and trucks	Pneumatic tires for buses and, heavy and light trucks.	283112
PneumaticSemiPneumaticAndSolidRubberTiresN.e.c.	2831131	Pneumatic, semi-pneumatic and solid rubber tires, n.e.c.	Pneumatic, semi-pneumatic and solid rubber tires, n.e.c.	283113
InnerTubesTreadRubberTireSundriesAndRepairMaterials	2831132	Inner tubes, tread rubber, tire sundries and repair materials	Inner tubes, tread rubber, tire sundries and repair materials.	283113
RebuiltOrRetreadedTires	2831133	Rebuilt or retreaded tires	Rebuilt or retreaded tires.	283113
RubberAndPlasticTransmissionBeltsAndBelting	2841111	Rubber and plastic transmission belts and belting	Rubber and plastic transmission belts and belting.	284111
HosesTubesAndPipesOfRubberPlasticNylonAndOtherMaterialsForUseInOnAndOffHighwayMotorVehicles	2841121	Hoses, tubes and pipes of rubber, plastic, nylon and other materials, for use in on- and off-highway motor vehicles	Hoses, tubes and pipes of rubber, plastic, nylon and other materials, for use in on- and off-highway motor vehicles.	284112
HosesTubesAndPipesOfRubberPlasticNylonAndOtherMaterialsForOtherUses	2841122	Hoses, tubes and pipes of rubber, plastic, nylon and other materials, for other uses	Hoses, tubes and pipes of rubber, plastic, nylon and other materials, for other uses.	284112
PlasticDinnerwareTablewareKitchenwareAndOvenwareIncludingMicrowaveWare	2841211	Plastic dinnerware, tableware, kitchenware and ovenware (including microwave-ware)	Plastic dinnerware, tableware, kitchenware and ovenware, including microwave-ware.	284121
OtherConsumerInstitutionalAndCommercialPlasticProducts	2841221	Other consumer, institutional and commercial plastic products	Other consumer, institutional and commercial plastic products.	284122
ReinforcedPlasticAndFibreglassPartsAndComponentsExceptForMotorVehicles	2841231	Reinforced plastic and fibreglass parts and components (except for motor vehicles)	Reinforced plastic and fibreglass parts and components, except for motor vehicles.	284123
FabricatedPlasticPartsForOtherTransportationEquipmentN.e.c.	2841232	Fabricated plastic parts for other transportation equipment, n.e.c.	Fabricated plastic parts for other transportation equipment, n.e.c.	284123
PlasticShapesForFurnitureAndFurnishingsExceptFoamAndReinforcedPlastics	2841233	Plastic shapes for furniture and furnishings (except foam and reinforced plastics)	Plastic shapes for furniture and furnishings, except foam and reinforced plastics.	284123
FabricatedPlasticProductsForElectricalElectronicOrIndustrialMachineryUseExceptFoamAndReinforcedPlastics	2841234	Fabricated plastic products for electrical, electronic or industrial machinery use (except foam and reinforced plastics)	Fabricated plastic products for electrical, electronic or industrial machinery use, except foam and reinforced plastics.	284123
RubberSpongeExpandedRubberAndFoamRubberProducts	2841311	Rubber sponge, expanded rubber and foam rubber products	Rubber sponge, expanded rubber and foam rubber products.	284131
RubberMechanicalGoods	2841321	Rubber mechanical goods	Rubber mechanical goods.	284132
RubberProductsForIndustrialUseN.e.c.	2841331	Rubber products for industrial use, n.e.c.	Rubber products for industrial use, n.e.c.	284133
RubberMembraneRoofing	2841332	Rubber membrane roofing	Rubber membrane roofing.	284133
CondomsAndRubberHealthProductsN.e.c.	2841333	Condoms and rubber health products, n.e.c.	Condoms and rubber health products, n.e.c.	284133
OtherMiscellaneousRubberProductsExceptRubberBoatsN.e.c.	2841334	Other miscellaneous rubber products (except rubber boats), n.e.c.	Other miscellaneous rubber products, except rubber boats, n.e.c.	284133
PlasticFoamShapesOfPolystyreneOrPolyurethaneForMotorVehicles	2841411	Plastic foam shapes of polystyrene or polyurethane, for motor vehicles	Plastic foam shapes of polystyrene or polyurethane, for motor vehicles.	284141
PlasticFoamShapesOfPolystyreneOrPolyurethaneForOtherTransportationEquipment	2841412	Plastic foam shapes of polystyrene or polyurethane, for other transportation equipment	Plastic foam shapes of polystyrene or polyurethane, for other transportation equipment.	284141
PlasticFoamShapesOfPolystyreneOrPolyurethaneForFurniture	2841421	Plastic foam shapes of polystyrene or polyurethane, for furniture	Plastic foam shapes of polystyrene or polyurethane, for furniture.	284142
PlasticFoamShapesOfPolystyreneOrPolyurethaneForOtherProductsN.e.c.	2841422	Plastic foam shapes of polystyrene or polyurethane, for other products n.e.c.	Plastic foam shapes of polystyrene or polyurethane, for other products n.e.c.	284142
ConsumerAndCommercialFoamProductsOfPolystyreneOrPolyurethaneIncludingDinnerwareAndTableware	2841431	Consumer and commercial foam products of polystyrene or polyurethane (including dinnerware and tableware)	Consumer and commercial foam products of polystyrene or polyurethane, including dinnerware and tableware.	284143
PlasticFoamShapesForMotorVehiclesExceptPolystyreneOrPolyurethane	2841441	Plastic foam shapes for motor vehicles (except polystyrene or polyurethane)	Plastic foam shapes for motor vehicles, except polystyrene or polyurethane.	284144
PlasticFoamShapesForOtherTransportationEquipmentN.e.c.ExceptPolystyreneOrPolyurethane	2841442	Plastic foam shapes for other transportation equipment, n.e.c. (except polystyrene or polyurethane)	Plastic foam shapes for other transportation equipment, n.e.c., except polystyrene or polyurethane.	284144
PlasticFoamShapesForFurnitureAndFurnishingsExceptPolystyreneOrPolyurethane	2841443	Plastic foam shapes for furniture and furnishings (except polystyrene or polyurethane)	Plastic foam shapes for furniture and furnishings, except polystyrene or polyurethane.	284144
ConsumerAndCommercialFoamProductsIncludingDinnerwareAndTablewareExceptPolystyreneOrPolyurethane	2841444	Consumer and commercial foam products including dinnerware and tableware (except polystyrene or polyurethane)	Consumer and commercial foam products including dinnerware and tableware, except polystyrene or polyurethane.	284144
PlasticFoamShapesForOtherProductsN.e.c.ExceptPolystyreneOrPolyurethane	2841445	Plastic foam shapes for other products, n.e.c. (except polystyrene or polyurethane)	Plastic foam shapes for other products, n.e.c., except polystyrene or polyurethane.	284144
ClayRefractories	2911111	Clay refractories	Clay refractories.	291111
NonClayRefractories	2911112	Non-clay refractories	Non-clay refractories.	291111
CeramicFloorAndWallTileIncludingQuarryTile	2911121	Ceramic floor and wall tile (including quarry tile)	Ceramic floor and wall tiles, including quarry tile.	291112
BuildingBricksClayRoofingTilesClaySewerPipesAndOtherStructuralAndArchitecturalCeramicProducts	2911122	Building bricks, clay roofing tiles, clay sewer pipes and other structural and architectural ceramic products	Building bricks, clay roofing tiles, clay sewer pipes and other structural and architectural ceramic products.	291112
VitreousPlumbingFixtures	2911131	Vitreous plumbing fixtures	Plumbing fixtures made of vitreous china.	291113
VitreousAndSemiVitreousTableAndKitchenwareProducts	2911132	Vitreous and semi-vitreous table and kitchenware products	Vitreous and semi-vitreous ceramic tableware and kitchenware products.	291113
VitreousChinaAndFineEarthenwareProducts	2911133	Vitreous china and fine earthenware products	Vitreous china and fine earthenware products.	291113
CeramicDecorativeArticles	2911134	Ceramic decorative articles	Ceramic decorative articles.	291113
ElectricalLaboratoryAndIndustrialProductsOfPorcelainSteatiteAndOtherCeramics	2911135	Electrical, laboratory and industrial products of porcelain, steatite and other ceramics	Electrical, laboratory and industrial products of ceramics.	291113
ConcreteDecorativeBlocksAndBricks	2911211	Concrete decorative blocks and bricks	Concrete decorative blocks and bricks.	291121
ConcreteStructuralBlocksAndBricks	2911212	Concrete structural blocks and bricks	Concrete structural blocks and bricks.	291121
ConcretePipesAndFittings	2911221	Concrete pipes and fittings	Concrete pipes and fittings.	291122
PrecastConcreteProductsN.e.c.	2911231	Precast concrete products, n.e.c.	Precast concrete products, n.e.c.	291123
PrestressedConcreteProductsN.e.c.	2911232	Prestressed concrete products, n.e.c.	Prestressed concrete products, n.e.c.	291123
FlatGlassExceptAutomotive	2911311	Flat glass (except automotive)	Flat glass, except automotive.	291131
LaminatedGlassExceptAutomotive	2911321	Laminated glass (except automotive)	Laminated glass, except automotive.	291132
TemperedGlassExceptAutomotive	2911322	Tempered glass (except automotive)	Tempered glass, except automotive.	291132
TextileTypeGlassFibre	2911331	Textile-type glass fibre	Textile-type glass fibre.	291133
MultipleWalledInsulatingUnitsOfGlass	2911341	Multiple-walled insulating units of glass	Multiple-walled insulating units of glass.	291134
MachineMadePressedAndBlownTableKitchenAndDecorativeGlassware	2911351	Machine-made pressed and blown table, kitchen, and decorative glassware	Machine-made pressed and blown table, kitchen, and decorative glassware.	291135
MachineMadePressedAndBlownGlasswareForLightingLaboratoryAndIndustrialApplications	2911352	Machine-made pressed and blown glassware for lighting, laboratory, and industrial applications	Machine-made pressed and blown glassware for lighting, laboratory, and industrial applications.	291135
HandMadePressedAndBlownGlassware	2911353	Hand-made pressed and blown glassware	Hand-made pressed and blown glassware.	291135
GlassMirrorsExceptAutomotive	2911354	Glass mirrors (except automotive)	Glass mirrors, except automotive.	291135
OtherGlassProductsN.e.c.	2911355	Other glass products, n.e.c.	Other glass products, n.e.c.	291135
DressedDimensionGranite	2911411	Dressed dimension granite	Dressed dimension granite.	291141
DressedDimensionLimestone	2911412	Dressed dimension limestone	Dressed dimension limestone.	291141
DressedDimensionMarbleSlateSandstoneAndOtherStoneN.e.c.	2911413	Dressed dimension marble, slate, sandstone, and other stone n.e.c.	Dressed dimension marble, slate, sandstone, and other stone n.e.c.	291141
MineralWoolForThermalAndAcousticalEnvelopeInsulationForBuildings	2911421	Mineral wool for thermal and acoustical envelope insulation, for buildings	Mineral wool for thermal and acoustical envelope insulation, for buildings.	291142
MineralWoolForIndustrialEquipmentAndApplianceInsulation	2911422	Mineral wool for industrial, equipment and appliance insulation	Mineral wool for industrial, equipment and appliance insulation.	291142
AbrasiveGrainPowderAndFlour	2911431	Abrasive grain, powder and flour	Abrasive grain, powder and flour.	291143
AbrasiveProducts	2911432	Abrasive products	Abrasive products.	291143
TreatedMineralsAndEarths	2911441	Treated minerals and earths	Treated minerals and earths.	291144
OtherNonMetallicMineralProductsN.e.c.	2911442	Other non-metallic mineral products, n.e.c.	Other non-metallic mineral products, n.e.c.	291144
PigIronIronOreSinterAndPellets	3111111	Pig iron, iron ore sinter and pellets	Pig iron, iron ore sinter and pellets.	311111
IronOrSteelIngotsAndPrimaryForms	3111112	Iron or steel ingots and primary forms	Iron or steel ingots and primary forms.	311111
UnwroughtFerroAlloys	3111121	Unwrought ferro-alloys	Unwrought ferro-alloys.	311112
HotRolledSheetsAndStripsOfIronOrNonAlloySteel	3121111	Hot-rolled sheets and strips, of iron or non-alloy steel	Hot-rolled iron or non-alloy steel sheets and strips that are generally flat rather than long.	312111
HotRolledSheetsAndStripsOfAlloySteel	3121121	Hot-rolled sheets and strips, of alloy steel	Hot-rolled alloy steel sheets and strips that are generally flat rather than long.	312112
HotRolledBarsAndBarShapesOfIronOrNonAlloySteelExceptConcreteReinforcingBars	3121131	Hot-rolled bars and bar shapes, of iron or non-alloy steel (except concrete reinforcing bars)	Hot-rolled iron or non-alloy steel bars and bar shapes, except concrete reinforcing bars, that are generally long rather than flat.	312113
HotRolledBarsAndBarShapesOfAlloySteelExceptConcreteReinforcingBars	3121141	Hot-rolled bars and bar shapes, of alloy steel (except concrete reinforcing bars)	Hot-rolled alloy steel bars and bar shapes, except concrete reinforcing bars, that are generally long rather than flat.	312114
OtherHotRolledIronSteelOrAlloySteelStructuralShapes	3121151	Other hot-rolled iron, steel or alloy steel structural shapes	Other hot-rolled iron, steel or alloy steel structural shapes.	312115
IronSteelOrAlloySteelRailsAndRailwayTrackMaterial	3121161	Iron, steel or alloy steel rails and railway track material	Iron, steel or alloy steel rails and railway track material.	312116
ColdRolledSheetsAndStripsOfIronOrNonAlloySteel	3121211	Cold-rolled sheets and strips, of iron or non-alloy steel	Cold-rolled iron or non-alloy steel sheets and strips that are generally flat rather than long.	312121
ColdRolledSheetsAndStripsOfAlloySteel	3121221	Cold-rolled sheets and strips, of alloy steel	Cold-rolled alloy steel sheets and strips that are generally flat rather than long.	312122
ColdFinishedBarsAndBarShapesOfIronOrNonAlloySteelExceptConcreteReinforcingBars	3121231	Cold-finished bars and bar shapes, of iron or non-alloy steel (except concrete reinforcing bars)	Cold-finished iron or non-alloy steel bars and bar shapes, except concrete reinforcing bars, that are generally long rather than flat.	312123
ColdFinishedBarsAndBarShapesOfAlloySteelExceptConcreteReinforcingBars	3121241	Cold-finished bars and bar shapes, of alloy steel (except concrete reinforcing bars)	Cold-finished alloy steel bars and bar shapes, except concrete reinforcing bars, that are generally long rather than flat.	312124
IronOrSteelWire	3121251	Iron or steel wire	Thread or slender rods made of iron or steel. They may be uncoated or coated, but not insulated.	312125
IronOrSteelPowderPasteAndFlakes	3121261	Iron or steel powder, paste and flakes	Iron or steel powder, paste and flakes used as an input to powder metallurgy.	312126
PipesAndFittingsOfDuctileIronOrCastIron	3121311	Pipes and fittings of ductile iron or cast iron	Pipes and fittings of ductile iron or cast iron.	312131
GreyIronProductsExceptPipesAndFittings	3121321	Grey iron products (except pipes and fittings)	Grey iron products, except pipes and fittings.	312132
OtherIronCastings	3121331	Other iron castings	Other iron castings.	312133
SteelInvestmentCastings	3121341	Steel investment castings	Steel parts formed by investment castings.	312134
CarbonSteelCastingsExceptInvestment	3121342	Carbon steel castings (except investment)	Parts of cast carbon steel, not formed by investment castings.	312134
AlloySteelCastingsExceptInvestment	3121343	Alloy steel castings (except investment)	Parts of cast alloy steel, not formed by investment castings.	312134
IronOrSteelPipesAndTubesForOilAndGasExceptCastings	3121411	Iron or steel pipes and tubes for oil and gas (except castings)	Iron or steel pipes and tubes for oil and gas (except castings).	312141
IronOrSteelPipesAndTubesExceptCastingsAndOilAndGasPipesAndTubes	3121421	Iron or steel pipes and tubes (except castings and oil and gas pipes and tubes)	Iron or steel pipes and tubes, except castings and oil and gas pipes and tubes.	312142
AluminumIngotsAndBilletsExceptAlloys	3211111	Aluminum ingots and billets (except alloys)	Ingots and billets of aluminum, except alloys.	321111
AluminumAlloyIngotsAndBillets	3211121	Aluminum alloy ingots and billets	Ingots and billets of aluminum alloys.	321112
UnwroughtCopperAndCopperAlloys	3221111	Unwrought copper and copper alloys	Unwrought copper and copper alloys.	322111
UnwroughtNickelAndNickelAlloys	3231111	Unwrought nickel and nickel alloys	Unwrought nickel and nickel alloys.	323111
UnwroughtGoldAndGoldAlloys	3241211	Unwrought gold and gold alloys	Unwrought gold and gold alloys.	324121
UnwroughtSilverAndSilverAlloys	3241221	Unwrought silver and silver alloys	Unwrought silver and silver alloys.	324122
UnwroughtPlatinumGroupMetalsAndTheirAlloys	3241231	Unwrought platinum group metals, and their alloys	Unwrought platinum group metals, and their alloys.	324123
UnwroughtZincAndZincAlloys	3251111	Unwrought zinc and zinc alloys	Unwrought zinc and zinc alloys.	325111
UnwroughtLeadAndLeadAlloys	3251121	Unwrought lead and lead alloys	Unwrought lead and lead alloys.	325112
UnwroughtTinAndTinAlloys	3251131	Unwrought tin and tin alloys	Unwrought tin and tin alloys.	325113
UnwroughtCobaltAndCobaltAlloys	3251141	Unwrought cobalt and cobalt alloys	Unwrought cobalt and cobalt alloys.	325114
UnwroughtMagnesiumAndMagnesiumAlloys	3251151	Unwrought magnesium and magnesium alloys	Unwrought magnesium and magnesium alloys.	325115
OtherUnwroughtNonFerrousMetalsAndNonFerrousMetalAlloysN.e.c.	3251161	Other unwrought non-ferrous metals and non-ferrous metal alloys, n.e.c.	Other unwrought non-ferrous metals and non-ferrous metal alloys, n.e.c.	325116
CopperAndCopperAlloyBarsRodsSheetsStripsAndPlates	3261111	Copper and copper-alloy bars, rods, sheets, strips and plates	Bars, rods, sheets, strips and plates of copper and copper alloys.	326111
CopperAndCopperAlloyPipesAndTubesForPlumbing	3261121	Copper and copper-alloy pipes and tubes for plumbing	Copper and copper-alloy pipes and tubes for plumbing.	326112
CopperAndCopperAlloyPipesAndTubesExceptForPlumbing	3261122	Copper and copper-alloy pipes and tubes (except for plumbing)	Copper and copper-alloy pipes and tubes, except for plumbing.	326112
BareElectricalWireAndCableOfCopperAndCopperAlloys	3261131	Bare electrical wire and cable of copper and copper alloys	Bare electrical wire and cable of copper and copper alloys.	326113
BareNonElectricalWireAndCableOfCopperAndCopperAlloys	3261132	Bare non-electrical wire and cable of copper and copper alloys	Bare non-electrical wire and cable of copper and copper alloys.	326113
PowderPasteAndFlakesOfCopperAndCopperAlloys	3261133	Powder, paste and flakes of copper and copper alloys	Powder, paste and flakes of copper and copper alloys.	326113
BareWireAndCableOfNickelAndNickelAlloys	3261141	Bare wire and cable of nickel and nickel alloys	Bare wire and cable of nickel and nickel alloys.	326114
PowderPasteAndFlakesOfNickelAndNickelAlloys	3261142	Powder, paste and flakes of nickel and nickel alloys	Powder, paste and flakes of nickel and nickel alloys.	326114
OtherBasicAndSemiFinishedProductsOfNickelAndNickelAlloys	3261143	Other basic and semi-finished products of nickel and nickel alloys	Other basic and semi-finished products of nickel and nickel alloys.	326114
BareWireAndCableOfOtherNonFerrousMetalsAndOtherNonFerrousMetalAlloys	3261151	Bare wire and cable of other non-ferrous metals and other non-ferrous metal alloys	Bare wire and cable of other non-ferrous metals and other non-ferrous metal alloys.	326115
PowderPasteAndFlakesOfOtherNonFerrousMetalsAndOtherNonFerrousMetalAlloysN.e.c.	3261152	Powder, paste and flakes of other non-ferrous metals and other non-ferrous metal alloys, n.e.c.	Powder, paste and flakes of other non-ferrous metals and other non-ferrous metal alloys, n.e.c.	326115
OtherBasicAndSemiFinishedProductsOfTitaniumAndTitaniumAlloys	3261153	Other basic and semi-finished products of titanium and titanium alloys	Other basic and semi-finished products of titanium and titanium alloys.	326115
OtherBasicAndSemiFinishedProductsOfTinAndTinAlloys	3261154	Other basic and semi-finished products of tin and tin alloys	Other basic and semi-finished products of tin and tin alloys.	326115
OtherBasicAndSemiFinishedProductsOfLeadAndLeadAlloys	3261155	Other basic and semi-finished products of lead and lead alloys	Other basic and semi-finished products of lead and lead alloys.	326115
OtherBasicAndSemiFinishedProductsOfZincAndZincAlloys	3261156	Other basic and semi-finished products of zinc and zinc alloys	Other basic and semi-finished products of zinc and zinc alloys.	326115
OtherBasicAndSemiFinishedProductsOfMagnesiumAndMagnesiumAlloys	3261157	Other basic and semi-finished products of magnesium and magnesium alloys	Other basic and semi-finished products of magnesium and magnesium alloys.	326115
OtherBasicAndSemiFinishedProductsOfCobaltAndCobaltAlloys	3261158	Other basic and semi-finished products of cobalt and cobalt alloys	Other basic and semi-finished products of cobalt and cobalt alloys.	326115
OtherBasicAndSemiFinishedProductsOfOtherNonFerrousMetalsAndOtherNonFerrousMetalAlloys	3261159	Other basic and semi-finished products of other non-ferrous metals and other non-ferrous metal alloys	Other basic and semi-finished products of other non-ferrous metals and other non-ferrous metal alloys.	326115
BasicAndSemiFinishedProductsOfGoldSilverAndPlatinumGroupMetalsAndTheirAlloys	3261211	Basic and semi-finished products of gold, silver, and platinum group metals, and their alloys	Basic and semi-finished products of gold, silver, and platinum group metals, and their alloys.	326121
PlainFoilOfAluminumAndAluminumAlloys	3271111	Plain foil of aluminum and aluminum alloys	Plain foil of aluminum and aluminum alloys.	327111
AluminumAndAluminumAlloySheetsAndStrips	3271112	Aluminum and aluminum-alloy sheets and strips	Sheets and strips of aluminum and aluminum alloys.	327111
AluminumAndAluminumAlloyPlates	3271113	Aluminum and aluminum-alloy plates	Plates of aluminum and aluminum alloys.	327111
AluminumAndAluminumAlloyRodsAndBars	3271121	Aluminum and aluminum-alloy rods and bars	Rods and bars of aluminum and aluminum alloys.	327112
AluminumAndAluminumAlloyPipesAndTubes	3271131	Aluminum and aluminum-alloy pipes and tubes	Pipes and tubes of aluminum and aluminum alloys.	327113
BareWireAndCableOfAluminumAndAluminumAlloys	3271141	Bare wire and cable of aluminum and aluminum alloys	Bare wire and cable of aluminum and aluminum alloys.	327114
AluminumAndAluminumAlloyPowderPasteAndFlakes	3271142	Aluminum and aluminum-alloy powder, paste and flakes	Powder, paste and flakes of aluminum and aluminum alloys.	327114
FarmTractors	3311111	Farm tractors	Self-propelled tractors designed primarily for, and used primarily in agriculture.	331111
SoilPreparationPlantingFertilizingAndCultivationMachinery	3311121	Soil preparation, planting, fertilizing, and cultivation machinery	Agricultural machinery used for soil preparation, planting, fertilizing, and cultivation.	331112
HarvestingAndHayingMachinery	3311131	Harvesting and haying machinery	Agricultural machinery used for harvesting crops and haying.	331113
OtherFarmMachineryAndEquipment	3311141	Other farm machinery and equipment	Other farm machinery and equipment.	331114
CommercialTurfGroundsCareAndSnowRemovalEquipment	3311151	Commercial turf, grounds-care and snow removal equipment	Commercial equipment used primarily for the care and maintenance of turf and grounds, and for snow removal.	331115
ConsumerRidingLawnGardenAndSnowRemovalEquipment	3311152	Consumer riding lawn, garden, and snow removal equipment	Consumer riding equipment used primarily for the care and maintenance of lawns and gardens, and for snow removal.	331115
ConsumerNonRidingLawnGardenAndSnowRemovalEquipment	3311153	Consumer non-riding lawn, garden, and snow removal equipment	Consumer non-riding equipment used primarily for the care and maintenance of lawns and gardens, and for snow removal.	331115
LoggingMachineryAndEquipment	3321111	Logging machinery and equipment	Machinery and equipment used for logging.	332111
LightConstructionMachineryAndEquipment	3321121	Light construction machinery and equipment	Light construction machinery and equipment.	332112
HeavyConstructionAndForestryMachineryAndEquipmentSelfPropelled	3321131	Heavy construction and forestry machinery and equipment, self-propelled	Self-propelled heavy machinery and equipment used for construction and forestry.	332113
HeavyConstructionAndForestryMachineryAndEquipmentNotSelfPropelled	3321132	Heavy construction and forestry machinery and equipment, not self-propelled	Not self-propelled heavy machinery and equipment used for construction and forestry.	332113
RockDrillingMachineryAndEquipment	3321141	Rock drilling machinery and equipment	Machinery and equipment primarily used for rock drilling.	332114
OtherMiningAndQuarryingMachineryAndEquipmentN.e.c.	3321142	Other mining and quarrying machinery and equipment, n.e.c.	Other mining and quarrying machinery and equipment, n.e.c.	332114
MineralBeneficiationMachineryAndEquipment	3321151	Mineral beneficiation machinery and equipment	Machinery and equipment used for mineral beneficiation such as crushing, screening and processing.	332115
RotaryOilAndGasFieldDrillingMachineryAndEquipment	3321161	Rotary oil and gas field drilling machinery and equipment	Machinery and equipment used primarily for rotary oil and gas field drilling.	332116
OilAndGasFieldDrillingMachineryAndEquipmentExceptRotary	3321162	Oil and gas field drilling machinery and equipment (except rotary)	Machinery and equipment used primarily for oil and gas field drilling operations, except rotary.	332116
PortableOilAndGasFieldDrillingRigs	3321163	Portable oil and gas field drilling rigs	Portable oil and gas field drilling rigs.	332116
OilAndGasFieldDerricksAndWellSurveyingMachineryAndEquipment	3321164	Oil and gas field derricks and well surveying machinery and equipment	Oil and gas field derricks and well surveying machinery and equipment.	332116
OilAndGasFieldProductionMachineryAndEquipment	3321165	Oil and gas field production machinery and equipment	Machinery and equipment used primarily for oil and gas field production.	332116
OffHighwayDumpTrucksForLoggingConstructionMiningAndOilAndGasField	3321171	Off-highway dump trucks for logging, construction, mining, and oil and gas field	Off-highway dump trucks used as machinery and equipment for logging, construction, mining, and oil and gas field.	332117
NonIndustrialMachineToolsForCuttingAndPolishingMetal	3411111	Non-industrial machine tools for cutting and polishing metal	Machine tools and machinery used for cutting and polishing metal for non-industrial use.	341111
MetalworkingLathes	3411112	Metalworking lathes	Machinery used for cutting, shaping, boring and forming metal by turning or spinning.	341111
MetalMillingMachinesMachiningCentresAndStationTypeMachines	3411113	Metal milling machines, machining centres and station-type machines	Metal milling machines, machining centres and station-type machines.	341111
IndustrialMachineToolsForCuttingAndPolishingMetal	3411114	Industrial machine tools for cutting and polishing metal	Industrial machine tools used for cutting and polishing metal.	341111
MetalFormingMachineTools	3411115	Metal forming machine tools	Machine tools used for metal forming.	341111
RebuiltMachineToolsForFormingCuttingAndPolishingMetal	3411116	Rebuilt machine tools for forming, cutting and polishing metal	Rebuilt machine tools used for forming, cutting and polishing metal.	341111
RollingMillMachinery	3411121	Rolling mill machinery	Rolling mill machinery.	341112
AssemblyMachinery	3411122	Assembly machinery	Automated machines used for the assembling metalworking parts.	341112
MetalworkingMachineryN.e.c.	3411123	Metalworking machinery, n.e.c.	Metalworking machinery, n.e.c.	341112
LensesForCameras	3421111	Lenses for cameras	Lenses for digital and film cameras.	342111
DigitalAndFilmStillCamerasAndPhotographicEquipment	3421112	Digital and film still cameras, and photographic equipment	Digital and film still cameras, and photographic equipment.	342111
MotionPictureCamerasAndOpticalAndProjectionEquipmentN.e.c.	3421113	Motion picture cameras, and optical and projection equipment n.e.c.	Motion picture cameras, and optical and projection equipment n.e.c.	342111
PhotocopyingEquipment	3421114	Photocopying equipment	Photocopying equipment.	342111
OfficeMachinesN.e.c.	3421115	Office machines, n.e.c.	Office machines, n.e.c.	342111
CommercialCookingAndFoodWarmingEquipment	3421121	Commercial cooking and food-warming equipment	Commercial cooking and food-warming equipment.	342112
BankingAndVendingMachinesIncludingLotteryTerminals	3421131	Banking and vending machines (including lottery terminals)	Banking and vending machines, including lottery terminals.	342113
CoinOperatedAmusementMachinesExceptLotteryTerminals	3421132	Coin-operated amusement machines (except lottery terminals)	Coin-operated amusement machines, except lottery terminals.	342113
CommercialLaundryDryCleaningAndPressingMachines	3421133	Commercial laundry, dry-cleaning and pressing machines	Commercial laundry, dry-cleaning and pressing machines.	342113
AutomotiveMaintenanceEquipment	3421134	Automotive maintenance equipment	Automotive maintenance equipment.	342113
ElectronicTeachingMachinesTeachingAidsTrainersAndSimulators	3421135	Electronic teaching machines, teaching aids, trainers and simulators	Electronic teaching machines, teaching aids, trainers and simulators.	342113
OtherCommercialAndServiceIndustryMachineryAndEquipmentN.e.c.	3421136	Other commercial and service industry machinery and equipment, n.e.c.	Other commercial and service industry machinery and equipment, n.e.c.	342113
SawmillAndWoodworkingMachinery	3431111	Sawmill and woodworking machinery	Sawmill and woodworking machinery.	343111
PlasticsAndRubberWorkingMachinery	3431121	Plastics- and rubber-working machinery	Machinery used primarily for the manufacture of plastics and rubber products.	343112
CommercialFoodProcessingMachinery	3431131	Commercial food processing machinery	Commercial food processing machinery.	343113
IndustrialBakeryMachinery	3431132	Industrial bakery machinery	Industrial bakery machinery.	343113
IndustrialFoodBeverageDairyAndFeedProcessingMachineryAndEquipment	3431133	Industrial food-, beverage-, dairy- and feed-processing machinery and equipment	Machinery and equipment used primarily for the manufacture or processing of food, beverage, diary and feed products.	343113
PulpAndPaperIndustryMachinery	3431141	Pulp and paper industry machinery	Machinery used primarily for the manufacture of pulp and paper products.	343114
PrintingPresses	3431151	Printing presses	Printing presses.	343115
PrintingIndustryMachineryN.e.c.	3431152	Printing industry machinery, n.e.c.	Printing industry machinery, n.e.c.	343115
ChemicalIndustryMachineryAndEquipment	3431153	Chemical industry machinery and equipment	Machinery and equipment used primarily for the manufacture of chemical products.	343115
GlassCeramicsAndNonMetallicMineralIndustryMachinery	3431154	Glass, ceramics, and non-metallic mineral industry machinery	Glass, ceramics, and non-metallic mineral industry machinery.	343115
SemiconductorManufacturingMachinery	3431155	Semiconductor manufacturing machinery	Machinery used primarily for the manufacture of semiconductors.	343115
SpecializedManufacturingMachineryAndEquipmentN.e.c.	3431156	Specialized manufacturing machinery and equipment, n.e.c.	Specialized machinery and equipment used primarily in manufacturing, n.e.c.	343115
WarmAirFurnacesAndElectricHeatingEquipmentExceptPortableHeaters	3441111	Warm-air furnaces, and electric heating equipment (except portable heaters)	Warm-air furnaces, and electric heating equipment, except portable heaters.	344111
HeatingBoilersRadiatorsAndConvectors	3441121	Heating boilers, radiators, and convectors	Heating boilers, radiators, and convectors.	344112
