url	ns	type	id	code	name	description	soc_code	education_program_id	cip_code	career_cluster_id
	graph.org.ai	SOC_EducationProgram_Mapping					21-1021	social-work-other	44.0799	education
	graph.org.ai	SOC_EducationProgram_Mapping					21-1021	infanttoddler-mental-health-services	51.1510	education
	graph.org.ai	SOC_EducationProgram_Mapping					21-1099	early-childhood-and-family-studies	19.0711	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-1199	culinary-scienceculinology	12.0509	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-1199	online-educatoronline-teaching	13.1211	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-1199	linguistics-of-asl-and-other-sign-languages	16.1602	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-1199	writing-general	23.1301	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-1199	creative-writing	23.1302	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-1199	professional-technical-business-and-scientific-writing	23.1303	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-1199	rhetoric-and-composition	23.1304	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-1199	liberal-arts-and-sciencesliberal-studies	24.0101	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-1199	general-studies	24.0102	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-1199	humanitieshumanistic-studies	24.0103	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-1199	biological-and-physical-sciences	30.0101	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-1199	peace-studies-and-conflict-resolution	30.0501	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-1199	systems-science-and-theory	30.0601	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-1199	historic-preservation-and-conservation-general	30.1201	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-1199	historic-preservation-and-conservation-other	30.1299	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-1199	museologymuseum-studies	30.1401	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-1199	science-technology-and-society	30.1501	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-1199	natural-sciences	30.1801	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-1199	cognitive-science-general	30.2501	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-1199	contemplative-studiesinquiry	30.2502	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-1199	cognitive-science-other	30.2599	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-1199	cultural-studiescritical-theory-and-analysis	30.2601	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-1199	maritime-studies	30.2901	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-1199	computational-science	30.3001	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-1199	marine-sciences	30.3201	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-1199	sustainability-studies	30.3301	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-1199	anthrozoology	30.3401	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-1199	digital-humanities-and-textual-studies-general	30.5201	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-1199	digital-humanities	30.5202	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-1199	textual-studies	30.5203	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-1199	thanatology	30.5301	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-1199	data-science-general	30.7001	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-1199	data-science-other	30.7099	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-1199	data-analytics-general	30.7101	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-1199	data-visualization	30.7103	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-1199	data-analytics-other	30.7199	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-1199	materials-sciences-other	40.1099	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-1199	physical-sciences-other	40.9999	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-1199	terrorism-and-counterterrorism-operations	43.0304	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-1199	game-and-interactive-media-design	50.0411	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-1199	medical-informatics	51.2706	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-1199	medicalhealth-humanities	51.3204	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-1199	health-professions-education-ethics-and-humanities-other	51.3299	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2011	bilingual-and-multilingual-education	13.0201	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2011	teacher-education-multiple-levels	13.1206	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2011	montessori-teacher-education	13.1207	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2011	waldorfsteiner-teacher-education	13.1208	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2011	kindergartenpreschool-education-and-teaching	13.1209	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2011	early-childhood-education-and-teaching	13.1210	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2011	international-teaching-and-learning	13.1212	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2011	teaching-english-as-a-second-or-foreign-languageesl-language-instructor	13.1401	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2011	teaching-french-as-a-second-or-foreign-language	13.1402	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2011	teaching-english-or-french-as-a-second-or-foreign-language-other	13.1499	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2011	child-development	19.0706	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2011	child-care-and-support-services-management	19.0708	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2012	bilingual-and-multilingual-education	13.0201	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2012	teacher-education-multiple-levels	13.1206	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2012	montessori-teacher-education	13.1207	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2012	waldorfsteiner-teacher-education	13.1208	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2012	kindergartenpreschool-education-and-teaching	13.1209	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2012	early-childhood-education-and-teaching	13.1210	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2012	international-teaching-and-learning	13.1212	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2012	teaching-english-as-a-second-or-foreign-languageesl-language-instructor	13.1401	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2012	teaching-french-as-a-second-or-foreign-language	13.1402	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2012	teaching-english-or-french-as-a-second-or-foreign-language-other	13.1499	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2021	bilingual-and-multilingual-education	13.0201	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2021	elementary-education-and-teaching	13.1202	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2021	teacher-education-multiple-levels	13.1206	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2021	montessori-teacher-education	13.1207	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2021	waldorfsteiner-teacher-education	13.1208	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2021	early-childhood-education-and-teaching	13.1210	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2021	online-educatoronline-teaching	13.1211	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2021	international-teaching-and-learning	13.1212	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2021	science-technology-engineering-and-mathematics-stem-educational-methods	13.1213	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2021	environmental-education	13.1338	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2021	communication-arts-and-literature-teacher-education	13.1339	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2021	teaching-english-as-a-second-or-foreign-languageesl-language-instructor	13.1401	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2021	teaching-french-as-a-second-or-foreign-language	13.1402	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2021	teaching-english-or-french-as-a-second-or-foreign-language-other	13.1499	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2021	social-sciences-other	45.0199	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2022	bilingual-and-multilingual-education	13.0201	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2022	junior-highintermediatemiddle-school-education-and-teaching	13.1203	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2022	teacher-education-multiple-levels	13.1206	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2022	montessori-teacher-education	13.1207	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2022	waldorfsteiner-teacher-education	13.1208	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2022	online-educatoronline-teaching	13.1211	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2022	international-teaching-and-learning	13.1212	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2022	science-technology-engineering-and-mathematics-stem-educational-methods	13.1213	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2022	art-teacher-education	13.1302	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2022	englishlanguage-arts-teacher-education	13.1305	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2022	foreign-language-teacher-education	13.1306	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2022	health-teacher-education	13.1307	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2022	family-and-consumer-scienceshome-economics-teacher-education	13.1308	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2022	technology-teacher-educationindustrial-arts-teacher-education	13.1309	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2022	mathematics-teacher-education	13.1311	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2022	music-teacher-education	13.1312	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2022	physical-education-teaching-and-coaching	13.1314	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2022	reading-teacher-education	13.1315	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2022	science-teacher-educationgeneral-science-teacher-education	13.1316	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2022	social-science-teacher-education	13.1317	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2022	social-studies-teacher-education	13.1318	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2022	computer-teacher-education	13.1321	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2022	biology-teacher-education	13.1322	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2022	chemistry-teacher-education	13.1323	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2022	drama-and-dance-teacher-education	13.1324	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2022	french-language-teacher-education	13.1325	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2022	german-language-teacher-education	13.1326	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2022	health-occupations-teacher-education	13.1327	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2022	history-teacher-education	13.1328	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2022	spanish-language-teacher-education	13.1330	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2022	speech-teacher-education	13.1331	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2022	geography-teacher-education	13.1332	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2022	latin-teacher-education	13.1333	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2022	earth-science-teacher-education	13.1337	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2022	environmental-education	13.1338	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2022	communication-arts-and-literature-teacher-education	13.1339	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2022	teaching-english-as-a-second-or-foreign-languageesl-language-instructor	13.1401	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2022	teaching-french-as-a-second-or-foreign-language	13.1402	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2022	teaching-english-or-french-as-a-second-or-foreign-language-other	13.1499	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2022	social-sciences-other	45.0199	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2023	agricultural-teacher-education	13.1301	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2023	business-and-innovationentrepreneurship-teacher-education	13.1303	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2023	family-and-consumer-scienceshome-economics-teacher-education	13.1308	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2023	technology-teacher-educationindustrial-arts-teacher-education	13.1309	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2023	sales-and-marketing-operationsmarketing-and-distribution-teacher-education	13.1310	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2023	technical-teacher-education	13.1319	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2023	trade-and-industrial-teacher-education	13.1320	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2023	health-occupations-teacher-education	13.1327	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	bilingual-and-multilingual-education	13.0201	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	junior-highintermediatemiddle-school-education-and-teaching	13.1203	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	secondary-education-and-teaching	13.1205	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	teacher-education-multiple-levels	13.1206	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	montessori-teacher-education	13.1207	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	waldorfsteiner-teacher-education	13.1208	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	online-educatoronline-teaching	13.1211	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	international-teaching-and-learning	13.1212	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	science-technology-engineering-and-mathematics-stem-educational-methods	13.1213	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	art-teacher-education	13.1302	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	driver-and-safety-teacher-education	13.1304	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	englishlanguage-arts-teacher-education	13.1305	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	foreign-language-teacher-education	13.1306	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	health-teacher-education	13.1307	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	family-and-consumer-scienceshome-economics-teacher-education	13.1308	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	technology-teacher-educationindustrial-arts-teacher-education	13.1309	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	mathematics-teacher-education	13.1311	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	music-teacher-education	13.1312	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	physical-education-teaching-and-coaching	13.1314	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	reading-teacher-education	13.1315	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	science-teacher-educationgeneral-science-teacher-education	13.1316	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	social-science-teacher-education	13.1317	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	social-studies-teacher-education	13.1318	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	computer-teacher-education	13.1321	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	biology-teacher-education	13.1322	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	chemistry-teacher-education	13.1323	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	drama-and-dance-teacher-education	13.1324	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	french-language-teacher-education	13.1325	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	german-language-teacher-education	13.1326	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	history-teacher-education	13.1328	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	physics-teacher-education	13.1329	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	spanish-language-teacher-education	13.1330	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	speech-teacher-education	13.1331	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	geography-teacher-education	13.1332	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	latin-teacher-education	13.1333	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	psychology-teacher-education	13.1335	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	earth-science-teacher-education	13.1337	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	environmental-education	13.1338	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	communication-arts-and-literature-teacher-education	13.1339	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	teaching-english-as-a-second-or-foreign-languageesl-language-instructor	13.1401	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	teaching-french-as-a-second-or-foreign-language	13.1402	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	teaching-english-or-french-as-a-second-or-foreign-language-other	13.1499	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	foreign-languages-and-literatures-general	16.0101	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	east-asian-languages-literatures-and-linguistics-general	16.0300	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	chinese-language-and-literature	16.0301	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	japanese-language-and-literature	16.0302	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	korean-language-and-literature	16.0303	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	east-asian-languages-literatures-and-linguistics-other	16.0399	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	russian-language-and-literature	16.0402	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	germanic-languages-literatures-and-linguistics-general	16.0500	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	german-language-and-literature	16.0501	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	germanic-languages-literatures-and-linguistics-other	16.0599	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	romance-languages-literatures-and-linguistics-general	16.0900	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	french-language-and-literature	16.0901	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	italian-language-and-literature	16.0902	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	spanish-language-and-literature	16.0905	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	romance-languages-literatures-and-linguistics-other	16.0999	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	american-indiannative-american-languages-literatures-and-linguistics	16.1001	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	arabic-language-and-literature	16.1101	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	hebrew-language-and-literature	16.1102	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	classics-and-classical-languages-literatures-and-linguistics-general	16.1200	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	ancientclassical-greek-language-and-literature	16.1202	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	latin-language-and-literature	16.1203	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	classics-and-classical-languages-literatures-and-linguistics-other	16.1299	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	hawaiian-language-and-literature	16.1409	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	southeast-asian-and-australasianpacific-languages-literatures-and-linguistics-other	16.1499	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	american-sign-language-asl	16.1601	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	linguistics-of-asl-and-other-sign-languages	16.1602	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	foreign-languages-literatures-and-linguistics-other	16.9999	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	family-and-consumer-scienceshuman-sciences-general	19.0101	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	english-language-and-literature-general	23.0101	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	biologybiological-sciences-general	26.0101	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	mathematics-general	27.0101	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	biological-and-physical-sciences	30.0101	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	cultural-studies-and-comparative-literature	30.3601	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	earth-systems-science	30.3801	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	environmental-geosciences	30.4101	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	history-and-languageliterature	30.4501	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	physical-sciences-general	40.0101	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	chemistry-general	40.0501	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	physics-general	40.0801	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	social-sciences-general	45.0101	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	social-sciences-other	45.0199	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	economics-general	45.0601	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	political-science-and-government-general	45.1001	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	american-government-and-politics-united-states	45.1002	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	canadian-government-and-politics	45.1003	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	political-science-and-government-other	45.1099	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	artart-studies-general	50.0701	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	music-general	50.0901	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	history-general	54.0101	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2031	american-history-united-states	54.0102	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2032	agricultural-teacher-education	13.1301	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2032	business-and-innovationentrepreneurship-teacher-education	13.1303	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2032	family-and-consumer-scienceshome-economics-teacher-education	13.1308	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2032	technology-teacher-educationindustrial-arts-teacher-education	13.1309	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2032	sales-and-marketing-operationsmarketing-and-distribution-teacher-education	13.1310	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2032	technical-teacher-education	13.1319	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2032	trade-and-industrial-teacher-education	13.1320	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2032	health-occupations-teacher-education	13.1327	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2051	special-education-and-teaching-general	13.1001	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2051	educationteaching-of-individuals-with-hearing-impairments-including-deafness	13.1003	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2051	educationteaching-of-individuals-with-emotional-disturbances	13.1005	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2051	educationteaching-of-individuals-with-intellectual-disabilities	13.1006	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2051	educationteaching-of-individuals-with-multiple-disabilities	13.1007	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2051	educationteaching-of-individuals-with-orthopedic-and-other-physical-health-impairments	13.1008	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2051	educationteaching-of-individuals-with-vision-impairments-including-blindness	13.1009	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2051	educationteaching-of-individuals-with-specific-learning-disabilities	13.1011	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2051	educationteaching-of-individuals-with-speech-or-language-impairments	13.1012	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2051	educationteaching-of-individuals-with-autism	13.1013	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2051	educationteaching-of-individuals-who-are-developmentally-delayed	13.1014	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2051	educationteaching-of-individuals-in-early-childhood-special-education-programs	13.1015	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2051	educationteaching-of-individuals-with-traumatic-brain-injuries	13.1016	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2052	special-education-and-teaching-general	13.1001	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2052	educationteaching-of-individuals-with-hearing-impairments-including-deafness	13.1003	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2052	educationteaching-of-individuals-with-emotional-disturbances	13.1005	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2052	educationteaching-of-individuals-with-intellectual-disabilities	13.1006	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2052	educationteaching-of-individuals-with-multiple-disabilities	13.1007	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2052	educationteaching-of-individuals-with-orthopedic-and-other-physical-health-impairments	13.1008	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2052	educationteaching-of-individuals-with-vision-impairments-including-blindness	13.1009	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2052	educationteaching-of-individuals-with-specific-learning-disabilities	13.1011	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2052	educationteaching-of-individuals-with-speech-or-language-impairments	13.1012	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2052	educationteaching-of-individuals-with-autism	13.1013	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2052	educationteaching-of-individuals-who-are-developmentally-delayed	13.1014	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2052	educationteaching-of-individuals-with-traumatic-brain-injuries	13.1016	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2052	educationteaching-of-individuals-in-elementary-special-education-programs	13.1017	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2057	special-education-and-teaching-general	13.1001	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2057	educationteaching-of-individuals-with-hearing-impairments-including-deafness	13.1003	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2057	educationteaching-of-individuals-with-emotional-disturbances	13.1005	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2057	educationteaching-of-individuals-with-intellectual-disabilities	13.1006	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2057	educationteaching-of-individuals-with-multiple-disabilities	13.1007	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2057	educationteaching-of-individuals-with-orthopedic-and-other-physical-health-impairments	13.1008	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2057	educationteaching-of-individuals-with-vision-impairments-including-blindness	13.1009	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2057	educationteaching-of-individuals-with-specific-learning-disabilities	13.1011	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2057	educationteaching-of-individuals-with-speech-or-language-impairments	13.1012	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2057	educationteaching-of-individuals-with-autism	13.1013	education
	graph.org.ai	SOC_EducationProgram_Mapping					25-2057	educationteaching-of-individuals-who-are-developmentally-delayed	13.1014	education
