roleId	occupationId
LossPreventionManagers	Loss_Prevention_Managers
Machinists	Machinists
Magistrates	Judges,_Magistrate_Judges,_and_Magistrates
MagneticResonanceImagingTechnologists	Magnetic_Resonance_Imaging_Technologists
MailSuperintendents	Postmasters_and_Mail_Superintendents
Maintenance	Painters,_Construction_and_Maintenance
MaintenanceEquipmentOperators	Rail-Track_Laying_and_Maintenance_Equipment_Operators
MaintenanceWorkersMachinery	Maintenance_Workers,_Machinery
ManagementAnalysts	Management_Analysts
ManagersAllOther	Managers,_All_Other
ManufacturingEngineers	Manufacturing_Engineers
MappingTechnicians	Surveying_and_Mapping_Technicians
MarbleSetters	Helpers--Brickmasons,_Blockmasons,_Stonemasons,_and_Tile_and_Marble_Setters
MarineOilers	Sailors_and_Marine_Oilers
MarketingManagers	Marketing_Managers
MarketingSpecialists	Market_Research_Analysts_and_Marketing_Specialists
MassageTherapists	Massage_Therapists
MaterialMoversHand	First-Line_Supervisors_of_Helpers,_Laborers,_and_Material_Movers,_Hand
MaterialMoversHand	Laborers_and_Freight,_Stock,_and_Material_Movers,_Hand
MaterialMovingWorkersAllOther	Material_Moving_Workers,_All_Other
MaterialsEngineers	Materials_Engineers
MaterialsScientists	Materials_Scientists
MathematicalScienceOccupationsAllOther	Mathematical_Science_Occupations,_All_Other
MathematicalScienceTeachersPostsecondary	Mathematical_Science_Teachers,_Postsecondary
Mathematicians	Mathematicians
MaxillofacialSurgeons	Oral_and_Maxillofacial_Surgeons
MeatCutters	Butchers_and_Meat_Cutters
MeatPackers	Slaughterers_and_Meat_Packers
MechanicalDoor	Control_and_Valve_Installers_and_Repairers,_Except_Mechanical_Door
MechanicalDoorRepairers	Mechanical_Door_Repairers
MechanicalDrafters	Mechanical_Drafters
MechanicalEngineers	Mechanical_Engineers
Mechanics	Automotive_Service_Technicians_and_Mechanics
MechatronicsEngineers	Mechatronics_Engineers
MediaCollectionsSpecialists	Librarians_and_Media_Collections_Specialists
MediaProgrammingDirectors	Media_Programming_Directors
MediaTechnicalDirectorsManagers	Media_Technical_Directors_Managers
MedicalApplianceTechnicians	Medical_Appliance_Technicians
MedicalAssistants	Medical_Assistants
MedicalDosimetrists	Medical_Dosimetrists
MedicalEquipmentPreparers	Medical_Equipment_Preparers
MedicalEquipmentRepairers	Medical_Equipment_Repairers
MedicalRecordsSpecialists	Medical_Records_Specialists
MedicalRegistrars	Health_Information_Technologists_and_Medical_Registrars
MedicalTranscriptionists	Medical_Transcriptionists
MentalHealthCounselors	Mental_Health_Counselors
Messengers	Couriers_and_Messengers
MetalWorkers	Jewelers_and_Precious_Stone_and_Metal_Workers
MeterReadersUtilities	Meter_Readers,_Utilities
Microbiologists	Microbiologists
MicrosystemsEngineers	Microsystems_Engineers
Midwives	Midwives
Millwrights	Millwrights
MiningSafetyEngineers	Mining_and_Geological_Engineers,_Including_Mining_Safety_Engineers
MissileCrewMembers	Artillery_and_Missile_Crew_Members
MissileOfficers	Artillery_and_Missile_Officers
MobileHomeInstallers	Manufactured_Building_and_Mobile_Home_Installers
ModelMakersWood	Model_Makers,_Wood
Models	Models
MotionPictureProjectionists	Motion_Picture_Projectionists
MotorboatOperators	Motorboat_Operators
MotorcycleMechanics	Motorcycle_Mechanics
MotorVehicleOperatorsAllOther	Motor_Vehicle_Operators,_All_Other
MovingMachineOperatorsUndergroundMining	Loading_and_Moving_Machine_Operators,_Underground_Mining
MusicTeachersPostsecondary	Art,_Drama,_and_Music_Teachers,_Postsecondary
MusicTherapists	Music_Therapists
Nannies	Nannies
NanosystemsEngineers	Nanosystems_Engineers
NaturalSciencesManagers	Natural_Sciences_Managers
NaturopathicPhysicians	Naturopathic_Physicians
Naval	Architects,_Except_Landscape_and_Naval
NavalArchitects	Marine_Engineers_and_Naval_Architects
NeurodiagnosticTechnologists	Neurodiagnostic_Technologists
Neurologists	Neurologists
Neuropsychologists	Neuropsychologists
NewAccountsClerks	New_Accounts_Clerks
NonDestructiveTestingSpecialists	Non-Destructive_Testing_Specialists
NuclearEngineers	Nuclear_Engineers
NuclearMedicineTechnologists	Nuclear_Medicine_Technologists
NuclearMonitoringTechnicians	Nuclear_Monitoring_Technicians
NuclearPowerReactorOperators	Nuclear_Power_Reactor_Operators
NuclearTechnicians	Nuclear_Technicians
NurseAnesthetists	Nurse_Anesthetists
NurseMidwives	Nurse_Midwives
NursePractitioners	Nurse_Practitioners
NursingAssistants	Nursing_Assistants
Nutritionists	Dietitians_and_Nutritionists
OccupationalTherapists	Occupational_Therapists
OccupationalTherapyAides	Occupational_Therapy_Aides
OccupationalTherapyAssistants	Occupational_Therapy_Assistants
Offbearers	Machine_Feeders_and_Offbearers
OfficeClerksGeneral	Office_Clerks,_General
OfficeMachineRepairers	Computer,_Automated_Teller,_and_Office_Machine_Repairers
Officers	Equal_Opportunity_Representatives_and_Officers
OnlineMerchants	Online_Merchants
OperatingWorkers	First-Line_Supervisors_of_Production_and_Operating_Workers
OperationsManagers	General_and_Operations_Managers
OperationsResearchAnalysts	Operations_Research_Analysts
OphthalmicLaboratoryTechnicians	Ophthalmic_Laboratory_Technicians
OphthalmicMedicalTechnicians	Ophthalmic_Medical_Technicians
OphthalmicMedicalTechnologists	Ophthalmic_Medical_Technologists
OpticiansDispensing	Opticians,_Dispensing
Optometrists	Optometrists
OrderClerks	Order_Clerks
OrderFillers	Stockers_and_Order_Fillers
Orderlies	Orderlies
Orthodontists	Orthodontists
Orthoptists	Orthoptists
OtherAgriculturalManagers	Farmers,_Ranchers,_and_Other_Agricultural_Managers
OtherConstructionEquipmentOperators	Operating_Engineers_and_Other_Construction_Equipment_Operators
OtherMachineAssemblers	Engine_and_Other_Machine_Assemblers
OtherRecreationalProtectiveServiceWorkers	Lifeguards,_Ski_Patrol,_and_Other_Recreational_Protective_Service_Workers
OtherSmallEngineMechanics	Outdoor_Power_Equipment_and_Other_Small_Engine_Mechanics
OtherSportsOfficials	Umpires,_Referees,_and_Other_Sports_Officials
PackagersHand	Packers_and_Packagers,_Hand
Paperhangers	Paperhangers
Paramedics	Paramedics
ParkingAttendants	Parking_Attendants
ParkingEnforcementWorkers	Parking_Enforcement_Workers
ParkNaturalists	Park_Naturalists
PartsSalespersons	Parts_Salespersons
PassengerAttendants	Passenger_Attendants
PatientRepresentatives	Patient_Representatives
PatternmakersWood	Patternmakers,_Wood
Pediatric	Ophthalmologists,_Except_Pediatric
Pediatric	Orthopedic_Surgeons,_Except_Pediatric
PediatriciansGeneral	Pediatricians,_General
PediatricSurgeons	Pediatric_Surgeons
Pedicurists	Manicurists_and_Pedicurists
PenetrationTesters	Penetration_Testers
Performance	Makeup_Artists,_Theatrical_and_Performance
PersonalCareAides	Personal_Care_Aides
PersonalFinancialAdvisors	Personal_Financial_Advisors
PersonalServiceManagersAllOther	Personal_Service_Managers,_All_Other
PestControlWorkers	Pest_Control_Workers
PetroleumEngineers	Petroleum_Engineers
Pharmacists	Pharmacists
PharmacyAides	Pharmacy_Aides
PharmacyTechnicians	Pharmacy_Technicians
Phlebotomists	Phlebotomists
Photogrammetrists	Cartographers_and_Photogrammetrists
Photographers	Photographers
PhotographicEquipmentRepairers	Camera_and_Photographic_Equipment_Repairers
PhotonicsEngineers	Photonics_Engineers
PhotonicsTechnicians	Photonics_Technicians
PhysicalScientistsAllOther	Physical_Scientists,_All_Other
PhysicalTherapistAides	Physical_Therapist_Aides
PhysicalTherapistAssistants	Physical_Therapist_Assistants
PhysicalTherapists	Physical_Therapists
PhysicianAssistants	Physician_Assistants
PhysiciansAllOther	Physicians,_All_Other
PhysiciansPathologists	Physicians,_Pathologists
Physicists	Physicists
PhysicsTeachersPostsecondary	Physics_Teachers,_Postsecondary
PileDriverOperators	Pile_Driver_Operators
PilotsOfWaterVessels	Captains,_Mates,_and_Pilots_of_Water_Vessels
Pipelayers	Pipelayers
PlantScientists	Soil_and_Plant_Scientists
Plastic	Cutting,_Punching,_and_Press_Machine_Setters,_Operators,_and_Tenders,_Metal_and_Plastic
Plastic	Drilling_and_Boring_Machine_Tool_Setters,_Operators,_and_Tenders,_Metal_and_Plastic
Plastic	Extruding_and_Drawing_Machine_Setters,_Operators,_and_Tenders,_Metal_and_Plastic
Plastic	Forging_Machine_Setters,_Operators,_and_Tenders,_Metal_and_Plastic
Plastic	Grinding,_Lapping,_Polishing,_and_Buffing_Machine_Tool_Setters,_Operators,_and_Tenders,_Metal_and_Plastic
Plastic	Heat_Treating_Equipment_Setters,_Operators,_and_Tenders,_Metal_and_Plastic
Plastic	Lathe_and_Turning_Machine_Tool_Setters,_Operators,_and_Tenders,_Metal_and_Plastic
Plastic	Layout_Workers,_Metal_and_Plastic
Plastic	Milling_and_Planing_Machine_Setters,_Operators,_and_Tenders,_Metal_and_Plastic
Plastic	Model_Makers,_Metal_and_Plastic
Plastic	Molders,_Shapers,_and_Casters,_Except_Metal_and_Plastic
Plastic	Molding,_Coremaking,_and_Casting_Machine_Setters,_Operators,_and_Tenders,_Metal_and_Plastic
Plastic	Multiple_Machine_Tool_Setters,_Operators,_and_Tenders,_Metal_and_Plastic
Plastic	Patternmakers,_Metal_and_Plastic
Plastic	Plating_Machine_Setters,_Operators,_and_Tenders,_Metal_and_Plastic
Plastic	Rolling_Machine_Setters,_Operators,_and_Tenders,_Metal_and_Plastic
PlasticWorkersAllOther	Metal_Workers_and_Plastic_Workers,_All_Other
Podiatrists	Podiatrists
PolicyProcessingClerks	Insurance_Claims_and_Policy_Processing_Clerks
PolishingWorkersHand	Grinding_and_Polishing_Workers,_Hand
PoliticalScienceTeachersPostsecondary	Political_Science_Teachers,_Postsecondary
PoliticalScientists	Political_Scientists
PostalService	Mail_Clerks_and_Mail_Machine_Operators,_Except_Postal_Service
PostalServiceClerks	Postal_Service_Clerks
PostalServiceMailCarriers	Postal_Service_Mail_Carriers
PostingClerks	Billing_and_Posting_Clerks
PostsecondaryTeachersAllOther	Postsecondary_Teachers,_All_Other
PottersManufacturing	Potters,_Manufacturing
PowerPlantOperators	Power_Plant_Operators
PrecisionAgricultureTechnicians	Precision_Agriculture_Technicians
PreventionSpecialists	Forest_Fire_Inspectors_and_Prevention_Specialists
PreventionWorkers	First-Line_Supervisors_of_Firefighting_and_Prevention_Workers
PreventiveMedicinePhysicians	Preventive_Medicine_Physicians
PrintingPressOperators	Printing_Press_Operators
ProcessingMachineOperators	Photographic_Process_Workers_and_Processing_Machine_Operators
ProcessingMachineOperators	Postal_Service_Mail_Sorters,_Processors,_and_Processing_Machine_Operators
ProcurementClerks	Procurement_Clerks
ProductDevelopmentManagers	Biofuels_Biodiesel_Technology_and_Product_Development_Managers
ProductionWorkersAllOther	Production_Workers,_All_Other
ProductPromoters	Demonstrators_and_Product_Promoters
ProjectManagementSpecialists	Project_Management_Specialists
PromotionsManagers	Advertising_and_Promotions_Managers
Prosthetists	Orthotists_and_Prosthetists
Prosthodontists	Prosthodontists
ProtectionEngineers	Fire-Prevention_and_Protection_Engineers
ProtectiveServiceWorkersAllOther	Protective_Service_Workers,_All_Other
Pruners	Tree_Trimmers_and_Pruners
PsychiatricAides	Psychiatric_Aides
PsychiatricTechnicians	Psychiatric_Technicians
Psychiatrists	Psychiatrists
PsychologistsAllOther	Psychologists,_All_Other
PsychologyTeachersPostsecondary	Psychology_Teachers,_Postsecondary
PublicRelationsManagers	Public_Relations_Managers
PublicRelationsSpecialists	Public_Relations_Specialists
PublicSafetyTelecommunicators	Public_Safety_Telecommunicators
PurchasingAgentsFarmProducts	Buyers_and_Purchasing_Agents,_Farm_Products
PurchasingManagers	Purchasing_Managers
QualityControlAnalysts	Quality_Control_Analysts
QualityControlSystemsManagers	Quality_Control_Systems_Managers
RadiationTherapists	Radiation_Therapists
Radio	Disc_Jockeys,_Except_Radio
RadioDiscJockeys	Broadcast_Announcers_and_Radio_Disc_Jockeys
RadioFrequencyIdentificationDeviceSpecialists	Radio_Frequency_Identification_Device_Specialists
Radiologists	Radiologists
RailCarRepairers	Rail_Car_Repairers
RailroadPolice	Transit_and_Railroad_Police
RailTransportationWorkersAllOther	Rail_Transportation_Workers,_All_Other
RangeManagers	Range_Managers
RealEstateBrokers	Real_Estate_Brokers
RealEstateSalesAgents	Real_Estate_Sales_Agents
RebarWorkers	Reinforcing_Iron_and_Rebar_Workers
ReclamationWorkers	Recycling_and_Reclamation_Workers
RecordClerksAllOther	Information_and_Record_Clerks,_All_Other
RecordsOfficers	Police_Identification_and_Records_Officers
RecoveryOfficers	Aircraft_Launch_and_Recovery_Officers
RecoverySpecialists	Aircraft_Launch_and_Recovery_Specialists
RecreationalTherapists	Recreational_Therapists
RecreationalVehicleServiceTechnicians	Recreational_Vehicle_Service_Technicians
RecreationAttendants	Amusement_and_Recreation_Attendants
RecreationWorkers	Recreation_Workers
RecyclableMaterialCollectors	Refuse_and_Recyclable_Material_Collectors
RecyclingCoordinators	Recycling_Coordinators
RegionalPlanners	Urban_and_Regional_Planners
RegisteredNurses	Registered_Nurses
RegulatoryAffairsManagers	Regulatory_Affairs_Managers
RegulatoryAffairsSpecialists	Regulatory_Affairs_Specialists
RehabilitationCounselors	Rehabilitation_Counselors
RehabilitationPhysicians	Physical_Medicine_and_Rehabilitation_Physicians
RelatedMaterials	Pressers,_Textile,_Garment,_and_Related_Materials
RelatedRepairers	Automotive_Body_and_Related_Repairers
RelatedRepairers	Electric_Motor,_Power_Tool,_and_Related_Repairers
RelatedWorkers	Door-to-Door_Sales_Workers,_News_and_Street_Vendors,_and_Related_Workers
RelatedWorkersAllOther	Artists_and_Related_Workers,_All_Other
RelatedWorkersAllOther	Construction_and_Related_Workers,_All_Other
RelatedWorkersAllOther	Entertainers_and_Performers,_Sports_and_Related_Workers,_All_Other
RelatedWorkersAllOther	Entertainment_Attendants_and_Related_Workers,_All_Other
RelatedWorkersAllOther	Sales_and_Related_Workers,_All_Other
RelatedWorkersAllOther	Social_Scientists_and_Related_Workers,_All_Other
Relay	Electrical_and_Electronics_Repairers,_Powerhouse,_Substation,_and_Relay
ReligionTeachersPostsecondary	Philosophy_and_Religion_Teachers,_Postsecondary
ReligiousWorkersAllOther	Religious_Workers,_All_Other
RemoteSensingTechnicians	Remote_Sensing_Technicians
RentalClerks	Counter_and_Rental_Clerks
Repairers	Audiovisual_Equipment_Installers_and_Repairers
Repairers	Automotive_Glass_Installers_and_Repairers
Repairers	Coin,_Vending,_and_Amusement_Machine_Servicers_and_Repairers
Repairers	Electrical_Power-Line_Installers_and_Repairers
Repairers	Elevator_and_Escalator_Installers_and_Repairers
Repairers	First-Line_Supervisors_of_Mechanics,_Installers,_and_Repairers
Repairers	Radio,_Cellular,_and_Tower_Equipment_Installers_and_Repairers
Repairers	Shoe_and_Leather_Workers_and_Repairers
Repairers	Telecommunications_Line_Installers_and_Repairers
RepairersMotorVehicles	Electronic_Equipment_Installers_and_Repairers,_Motor_Vehicles
RepairersTransportationEquipment	Electrical_and_Electronics_Installers_and_Repairers,_Transportation_Equipment
RepairWorkers	Helpers--Installation,_Maintenance,_and_Repair_Workers
RepairWorkersAllOther	Installation,_Maintenance,_and_Repair_Workers,_All_Other
RepairWorkersGeneral	Maintenance_and_Repair_Workers,_General
ResidentialAdvisors	Residential_Advisors
ResortDeskClerks	Hotel,_Motel,_and_Resort_Desk_Clerks
RespiratoryTherapists	Respiratory_Therapists
RetailLossPreventionSpecialists	Retail_Loss_Prevention_Specialists
RetailSalespersons	Retail_Salespersons
RevenueAgents	Tax_Examiners_and_Collectors,_and_Revenue_Agents
Riggers	Riggers
RoboticsEngineers	Robotics_Engineers
RoboticsTechnicians	Robotics_Technicians
RockSplittersQuarry	Rock_Splitters,_Quarry
RoofBoltersMining	Roof_Bolters,_Mining
Roofers	Roofers
Runners	Gambling_and_Sports_Book_Writers_and_Runners
SafeRepairers	Locksmiths_and_Safe_Repairers
SafetySpecialists	Occupational_Health_and_Safety_Specialists
SafetyTechnicians	Occupational_Health_and_Safety_Technicians
SalesEngineers	Sales_Engineers
SalesManagers	Sales_Managers
SamplersRecordkeeping	Weighers,_Measurers,_Checkers,_and_Samplers,_Recordkeeping
Sawing	Woodworking_Machine_Setters,_Operators,_and_Tenders,_Except_Sawing
Scalers	Log_Graders_and_Scalers
SchoolBusMonitors	School_Bus_Monitors
SchoolPsychologists	School_Psychologists
SchoolSocialWorkers	Child,_Family,_and_School_Social_Workers
ScientificProducts	Sales_Representatives,_Wholesale_and_Manufacturing,_Except_Technical_and_Scientific_Products
ScientificProducts	Sales_Representatives,_Wholesale_and_Manufacturing,_Technical_and_Scientific_Products
Scouts	Coaches_and_Scouts
Searchers	Title_Examiners,_Abstractors,_and_Searchers
SearchMarketingStrategists	Search_Marketing_Strategists
SecurityGuards	Security_Guards
SecurityManagementSpecialists	Security_Management_Specialists
SecurityManagers	Security_Managers
SegmentalPavers	Segmental_Pavers
SelfEnrichmentTeachers	Self-Enrichment_Teachers
SemiconductorProcessingTechnicians	Semiconductor_Processing_Technicians
ServiceTechnicians	Aircraft_Mechanics_and_Service_Technicians
ServiceTechnicians	Farm_Equipment_Mechanics_and_Service_Technicians
ServiceTechnicians	Motorboat_Mechanics_and_Service_Technicians
ServiceWorkersAllOther	Personal_Care_and_Service_Workers,_All_Other
ServingRelatedWorkersAllOther	Food_Preparation_and_Serving_Related_Workers,_All_Other
ServingWorkers	First-Line_Supervisors_of_Food_Preparation_and_Serving_Workers
SewerPipeCleaners	Septic_Tank_Servicers_and_Sewer_Pipe_Cleaners
SewersHand	Sewers,_Hand
SewingMachineOperators	Sewing_Machine_Operators
Shampooers	Shampooers
Sharpeners	Tool_Grinders,_Filers,_and_Sharpeners
SheetMetalWorkers	Sheet_Metal_Workers
Sheriff'sPatrolOfficers	Police_and_Sheriffs_Patrol_Officers
ShipEngineers	Ship_Engineers
ShipLoaders	Tank_Car,_Truck,_and_Ship_Loaders
SimultaneousCaptioners	Court_Reporters_and_Simultaneous_Captioners
Singers	Musicians_and_Singers
SiteManagers	Brownfield_Redevelopment_Specialists_and_Site_Managers
SkincareSpecialists	Skincare_Specialists
SocialScienceResearchAssistants	Social_Science_Research_Assistants
SocialSciencesTeachersPostsecondaryAllOther	Social_Sciences_Teachers,_Postsecondary,_All_Other
SocialScienceTechniciansAllOther	Life,_Physical,_and_Social_Science_Technicians,_All_Other
SocialServiceSpecialistsAllOther	Community_and_Social_Service_Specialists,_All_Other
SocialWorkersAllOther	Social_Workers,_All_Other
SocialWorkTeachersPostsecondary	Social_Work_Teachers,_Postsecondary
Sociologists	Sociologists
SociologyTeachersPostsecondary	Sociology_Teachers,_Postsecondary
SoftwareDevelopers	Software_Developers
Solar	Energy_Engineers,_Except_Wind_and_Solar
SolarEnergyInstallationManagers	Solar_Energy_Installation_Managers
SolarEnergySystemsEngineers	Solar_Energy_Systems_Engineers
SolarPhotovoltaicInstallers	Solar_Photovoltaic_Installers
SortersAgriculturalProducts	Graders_and_Sorters,_Agricultural_Products
SoundEngineeringTechnicians	Sound_Engineering_Technicians
SpaceSciencesTeachersPostsecondary	Atmospheric,_Earth,_Marine,_and_Space_Sciences_Teachers,_Postsecondary
SpaceScientists	Atmospheric_and_Space_Scientists
SpaManagers	Spa_Managers
SpecialEducation	Elementary_School_Teachers,_Except_Special_Education
SpecialEducation	Kindergarten_Teachers,_Except_Special_Education
SpecialEducation	Preschool_Teachers,_Except_Special_Education
SpecialEducationTeachersAllOther	Special_Education_Teachers,_All_Other
SpecialEducationTeachersElementarySchool	Special_Education_Teachers,_Elementary_School
SpecialEducationTeachersKindergarten	Special_Education_Teachers,_Kindergarten
SpecialEducationTeachersMiddleSchool	Special_Education_Teachers,_Middle_School
SpecialEducationTeachersPreschool	Special_Education_Teachers,_Preschool
SpecialEducationTeachersSecondarySchool	Special_Education_Teachers,_Secondary_School
SpecialForces	Special_Forces
SpecialForcesOfficers	Special_Forces_Officers
SpeechLanguagePathologists	Speech-Language_Pathologists
SpeechLanguagePathologyAssistants	Speech-Language_Pathology_Assistants
SportsCompetitors	Athletes_and_Sports_Competitors
SportsMedicinePhysicians	Sports_Medicine_Physicians
StatisticalAssistants	Statistical_Assistants
Statisticians	Statisticians
Steamfitters	Helpers--Pipelayers,_Plumbers,_Pipefitters,_and_Steamfitters
Steamfitters	Plumbers,_Pipefitters,_and_Steamfitters
SteelWorkers	Structural_Iron_and_Steel_Workers
Stonemasons	Stonemasons
StoneSetters	Tile_and_Stone_Setters
StreetcarOperators	Subway_and_Streetcar_Operators
StuccoMasons	Helpers--Painters,_Paperhangers,_Plasterers,_and_Stucco_Masons
StuccoMasons	Plasterers_and_Stucco_Masons
SubstanceAbuseSocialWorkers	Mental_Health_and_Substance_Abuse_Social_Workers
SubstituteTeachersShortTerm	Substitute_Teachers,_Short-Term
SupplyChainManagers	Supply_Chain_Managers
SurgeonsAllOther	Surgeons,_All_Other
SurgicalAssistants	Surgical_Assistants
SurgicalTechnologists	Surgical_Technologists
Surveyors	Surveyors
SurveyResearchers	Survey_Researchers
SustainabilitySpecialists	Sustainability_Specialists
SystemOperators	Chemical_Plant_and_System_Operators
SystemOperators	Water_and_Wastewater_Treatment_Plant_and_System_Operators
SystemOperatorsAllOther	Plant_and_System_Operators,_All_Other
SystemsAssemblers	Aircraft_Structure,_Surfaces,_Rigging,_and_Systems_Assemblers
TacticalOperationsLeadersAllOther	Military_Officer_Special_and_Tactical_Operations_Leaders,_All_Other
TalentDirectors	Talent_Directors
TampingEquipmentOperators	Paving,_Surfacing,_and_Tamping_Equipment_Operators
Tapers	Tapers
TaxiDrivers	Taxi_Drivers
TaxPreparers	Tax_Preparers
TeachersPostsecondary	Nursing_Instructors_and_Teachers,_Postsecondary
TeachingAssistants	Teaching_Assistants,_Preschool,_Elementary,_Middle,_and_Secondary_School,_Except_Special_Education
TeachingAssistantsAllOther	Teaching_Assistants,_All_Other
TeachingAssistantsPostsecondary	Teaching_Assistants,_Postsecondary
TeachingAssistantsSpecialEducation	Teaching_Assistants,_Special_Education
TeamAssemblers	Team_Assemblers
TechnicalWorkersAllOther	Healthcare_Practitioners_and_Technical_Workers,_All_Other
TechnicalWriters	Technical_Writers
Technicians	Aerospace_Engineering_and_Operations_Technologists_and_Technicians
Technicians	Calibration_Technologists_and_Technicians
Technicians	Cardiovascular_Technologists_and_Technicians
Technicians	Civil_Engineering_Technologists_and_Technicians
Technicians	Electrical_and_Electronic_Engineering_Technologists_and_Technicians
Technicians	Electro-Mechanical_and_Mechatronics_Technologists_and_Technicians
Technicians	Environmental_Engineering_Technologists_and_Technicians
Technicians	Geographic_Information_Systems_Technologists_and_Technicians
Technicians	Industrial_Engineering_Technologists_and_Technicians
Technicians	Mechanical_Engineering_Technologists_and_Technicians
Technicians	Nanotechnology_Engineering_Technologists_and_Technicians
Technicians	Radiologic_Technologists_and_Technicians
Technicians	Solar_Thermal_Installers_and_Technicians
Technicians	Veterinary_Technologists_and_Technicians
Technicians	Weatherization_Installers_and_Technicians
TechniciansAllOther	Health_Technologists_and_Technicians,_All_Other
Technologists	Food_Scientists_and_Technologists
Technologists	Remote_Sensing_Scientists_and_Technologists
TelecommunicationsEngineeringSpecialists	Telecommunications_Engineering_Specialists
Telemarketers	Telemarketers
TelephoneOperators	Telephone_Operators
Tellers	Tellers
Tenders	Adhesive_Bonding_Machine_Operators_and_Tenders
Tenders	Chemical_Equipment_Operators_and_Tenders
Tenders	Cleaning,_Washing,_and_Metal_Pickling_Equipment_Operators_and_Tenders
Tenders	Coating,_Painting,_and_Spraying_Machine_Setters,_Operators,_and_Tenders
Tenders	Conveyor_Operators_and_Tenders
Tenders	Cooling_and_Freezing_Equipment_Operators_and_Tenders
Tenders	Crushing,_Grinding,_and_Polishing_Machine_Setters,_Operators,_and_Tenders
Tenders	Cutting_and_Slicing_Machine_Setters,_Operators,_and_Tenders
Tenders	Extruding,_Forming,_Pressing,_and_Compacting_Machine_Setters,_Operators,_and_Tenders
Tenders	Food_and_Tobacco_Roasting,_Baking,_and_Drying_Machine_Operators_and_Tenders
Tenders	Food_Cooking_Machine_Operators_and_Tenders
Tenders	Furnace,_Kiln,_Oven,_Drier,_and_Kettle_Operators_and_Tenders
Tenders	Metal-Refining_Furnace_Operators_and_Tenders
Tenders	Mixing_and_Blending_Machine_Setters,_Operators,_and_Tenders
Tenders	Packaging_and_Filling_Machine_Operators_and_Tenders
Tenders	Paper_Goods_Machine_Setters,_Operators,_and_Tenders
Tenders	Separating,_Filtering,_Clarifying,_Precipitating,_and_Still_Machine_Setters,_Operators,_and_Tenders
Tenders	Shoe_Machine_Operators_and_Tenders
Tenders	Textile_Bleaching_and_Dyeing_Machine_Operators_and_Tenders
Tenders	Textile_Cutting_Machine_Setters,_Operators,_and_Tenders
Tenders	Textile_Knitting_and_Weaving_Machine_Setters,_Operators,_and_Tenders
Tenders	Textile_Winding,_Twisting,_and_Drawing_Out_Machine_Setters,_Operators,_and_Tenders
Tenders	Welding,_Soldering,_and_Brazing_Machine_Setters,_Operators,_and_Tenders
TendersWood	Sawing_Machine_Setters,_Operators,_and_Tenders,_Wood
Testers	Software_Quality_Assurance_Analysts_and_Testers
TherapistsAllOther	Therapists,_All_Other
TicketTakers	Ushers,_Lobby_Attendants,_and_Ticket_Takers
Timekeeping	Human_Resources_Assistants,_Except_Payroll_and_Timekeeping
TimekeepingClerks	Payroll_and_Timekeeping_Clerks
TireBuilders	Tire_Builders
TowerOperators	Crane_and_Tower_Operators
TrackSwitchRepairers	Signal_and_Track_Switch_Repairers
TractorOperators	Industrial_Truck_and_Tractor_Operators
TractorTrailerTruckDrivers	Heavy_and_Tractor-Trailer_Truck_Drivers
TrafficTechnicians	Traffic_Technicians
Translators	Interpreters_and_Translators
TransportationEngineers	Transportation_Engineers
TransportationInspectors	Transportation_Inspectors
TransportationPlanners	Transportation_Planners
TransportationSecurityScreeners	Transportation_Security_Screeners
TransportationWorkersAllOther	Transportation_Workers,_All_Other
Travel	Sales_Representatives_of_Services,_Except_Advertising,_Insurance,_Financial_Services,_and_Travel
TravelAgents	Travel_Agents
TravelClerks	Reservation_and_Transportation_Ticket_Agents_and_Travel_Clerks
TravelGuides	Travel_Guides
TreatingPractitionersAllOther	Healthcare_Diagnosing_or_Treating_Practitioners,_All_Other
Trimmers	Meat,_Poultry,_and_Fish_Cutters_and_Trimmers
TrimmersHand	Cutters_and_Trimmers,_Hand
Tuners	Musical_Instrument_Repairers_and_Tuners
Tutors	Tutors
Typists	Word_Processors_and_Typists
UndergroundMiningMachineOperatorsAllOther	Underground_Mining_Machine_Operators,_All_Other
Upholsterers	Upholsterers
Urologists	Urologists
ValidationEngineers	Validation_Engineers
VehicleOperators	First-Line_Supervisors_of_Material-Moving_Machine_and_Vehicle_Operators
Veterinarians	Veterinarians
VideoEditors	Film_and_Video_Editors
VideoGameDesigners	Video_Game_Designers
VideoTechnicians	Audio_and_Video_Technicians
VisionRehabilitationTherapists	Low_Vision_Therapists,_Orientation_and_Mobility_Specialists,_and_Vision_Rehabilitation_Therapists
Waitresses	Waiters_and_Waitresses
Wall	Insulation_Workers,_Floor,_Ceiling,_and_Wall
WatercraftServiceAttendants	Automotive_and_Watercraft_Service_Attendants
WaterResourceSpecialists	Water_Resource_Specialists
WaterWastewaterEngineers	Water_Wastewater_Engineers
WebAdministrators	Web_Administrators
WebDevelopers	Web_Developers
Weighers	Inspectors,_Testers,_Sorters,_Samplers,_and_Weighers
WellheadPumpers	Pump_Operators,_Except_Wellhead_Pumpers
WellheadPumpers	Wellhead_Pumpers
WellnessCoordinators	Fitness_and_Wellness_Coordinators
WildlifeBiologists	Zoologists_and_Wildlife_Biologists
WinchOperators	Hoist_and_Winch_Operators
WindEnergyDevelopmentManagers	Wind_Energy_Development_Managers
WindEnergyEngineers	Wind_Energy_Engineers
