url	ns	type	id	name	description	code	level	parent	sourceUrl
https://napcs.org.ai/Product/11514	napcs.org.ai	Product	11514	Class	Class	11514	2	115	
https://napcs.org.ai/Product/115141	napcs.org.ai	Product	115141	Subclass	Subclass	115141	3	11514	
https://napcs.org.ai/Product/1151411	napcs.org.ai	Product	1151411	Detail	Detail	1151411	4	115141	
https://napcs.org.ai/Product/1151412	napcs.org.ai	Product	1151412	Detail	Detail	1151412	4	115141	
https://napcs.org.ai/Product/1151413	napcs.org.ai	Product	1151413	Detail	Detail	1151413	4	115141	
https://napcs.org.ai/Product/115142	napcs.org.ai	Product	115142	Subclass	Subclass	115142	3	11514	
https://napcs.org.ai/Product/1151421	napcs.org.ai	Product	1151421	Detail	Detail	1151421	4	115142	
https://napcs.org.ai/Product/115143	napcs.org.ai	Product	115143	Subclass	Subclass	115143	3	11514	
https://napcs.org.ai/Product/1151431	napcs.org.ai	Product	1151431	Detail	Detail	1151431	4	115143	
https://napcs.org.ai/Product/1151432	napcs.org.ai	Product	1151432	Detail	Detail	1151432	4	115143	
https://napcs.org.ai/Product/1151433	napcs.org.ai	Product	1151433	Detail	Detail	1151433	4	115143	
https://napcs.org.ai/Product/1151434	napcs.org.ai	Product	1151434	Detail	Detail	1151434	4	115143	
https://napcs.org.ai/Product/1151435	napcs.org.ai	Product	1151435	Detail	Detail	1151435	4	115143	
https://napcs.org.ai/Product/115144	napcs.org.ai	Product	115144	Subclass	Subclass	115144	3	11514	
https://napcs.org.ai/Product/1151441	napcs.org.ai	Product	1151441	Detail	Detail	1151441	4	115144	
https://napcs.org.ai/Product/1151442	napcs.org.ai	Product	1151442	Detail	Detail	1151442	4	115144	
https://napcs.org.ai/Product/1151443	napcs.org.ai	Product	1151443	Detail	Detail	1151443	4	115144	
https://napcs.org.ai/Product/1151444	napcs.org.ai	Product	1151444	Detail	Detail	1151444	4	115144	
https://napcs.org.ai/Product/1151445	napcs.org.ai	Product	1151445	Detail	Detail	1151445	4	115144	
https://napcs.org.ai/Product/1151446	napcs.org.ai	Product	1151446	Detail	Detail	1151446	4	115144	
https://napcs.org.ai/Product/115145	napcs.org.ai	Product	115145	Subclass	Subclass	115145	3	11514	
https://napcs.org.ai/Product/1151451	napcs.org.ai	Product	1151451	Detail	Detail	1151451	4	115145	
https://napcs.org.ai/Product/116	napcs.org.ai	Product	116	Group	Group	116	1		
https://napcs.org.ai/Product/11611	napcs.org.ai	Product	11611	Class	Class	11611	2	116	
https://napcs.org.ai/Product/116111	napcs.org.ai	Product	116111	Subclass	Subclass	116111	3	11611	
https://napcs.org.ai/Product/1161111	napcs.org.ai	Product	1161111	Detail	Detail	1161111	4	116111	
https://napcs.org.ai/Product/1161112	napcs.org.ai	Product	1161112	Detail	Detail	1161112	4	116111	
https://napcs.org.ai/Product/1161113	napcs.org.ai	Product	1161113	Detail	Detail	1161113	4	116111	
https://napcs.org.ai/Product/11612	napcs.org.ai	Product	11612	Class	Class	11612	2	116	
https://napcs.org.ai/Product/116121	napcs.org.ai	Product	116121	Subclass	Subclass	116121	3	11612	
https://napcs.org.ai/Product/1161211	napcs.org.ai	Product	1161211	Detail	Detail	1161211	4	116121	
https://napcs.org.ai/Product/11613	napcs.org.ai	Product	11613	Class	Class	11613	2	116	
https://napcs.org.ai/Product/116131	napcs.org.ai	Product	116131	Subclass	Subclass	116131	3	11613	
https://napcs.org.ai/Product/1161311	napcs.org.ai	Product	1161311	Detail	Detail	1161311	4	116131	
https://napcs.org.ai/Product/116132	napcs.org.ai	Product	116132	Subclass	Subclass	116132	3	11613	
https://napcs.org.ai/Product/1161321	napcs.org.ai	Product	1161321	Detail	Detail	1161321	4	116132	
https://napcs.org.ai/Product/1161322	napcs.org.ai	Product	1161322	Detail	Detail	1161322	4	116132	
https://napcs.org.ai/Product/116133	napcs.org.ai	Product	116133	Subclass	Subclass	116133	3	11613	
https://napcs.org.ai/Product/1161331	napcs.org.ai	Product	1161331	Detail	Detail	1161331	4	116133	
https://napcs.org.ai/Product/116134	napcs.org.ai	Product	116134	Subclass	Subclass	116134	3	11613	
https://napcs.org.ai/Product/1161341	napcs.org.ai	Product	1161341	Detail	Detail	1161341	4	116134	
https://napcs.org.ai/Product/121	napcs.org.ai	Product	121	Group	Group	121	1		
https://napcs.org.ai/Product/12111	napcs.org.ai	Product	12111	Class	Class	12111	2	121	
https://napcs.org.ai/Product/121111	napcs.org.ai	Product	121111	Subclass	Subclass	121111	3	12111	
https://napcs.org.ai/Product/1211111	napcs.org.ai	Product	1211111	Detail	Detail	1211111	4	121111	
https://napcs.org.ai/Product/1211112	napcs.org.ai	Product	1211112	Detail	Detail	1211112	4	121111	
https://napcs.org.ai/Product/1211113	napcs.org.ai	Product	1211113	Detail	Detail	1211113	4	121111	
https://napcs.org.ai/Product/1211114	napcs.org.ai	Product	1211114	Detail	Detail	1211114	4	121111	
https://napcs.org.ai/Product/121112	napcs.org.ai	Product	121112	Subclass	Subclass	121112	3	12111	
https://napcs.org.ai/Product/1211121	napcs.org.ai	Product	1211121	Detail	Detail	1211121	4	121112	
https://napcs.org.ai/Product/121113	napcs.org.ai	Product	121113	Subclass	Subclass	121113	3	12111	
https://napcs.org.ai/Product/1211131	napcs.org.ai	Product	1211131	Detail	Detail	1211131	4	121113	
https://napcs.org.ai/Product/1211132	napcs.org.ai	Product	1211132	Detail	Detail	1211132	4	121113	
https://napcs.org.ai/Product/121114	napcs.org.ai	Product	121114	Subclass	Subclass	121114	3	12111	
https://napcs.org.ai/Product/1211141	napcs.org.ai	Product	1211141	Detail	Detail	1211141	4	121114	
https://napcs.org.ai/Product/1211142	napcs.org.ai	Product	1211142	Detail	Detail	1211142	4	121114	
https://napcs.org.ai/Product/1211143	napcs.org.ai	Product	1211143	Detail	Detail	1211143	4	121114	
https://napcs.org.ai/Product/131	napcs.org.ai	Product	131	Group	Group	131	1		
https://napcs.org.ai/Product/13111	napcs.org.ai	Product	13111	Class	Class	13111	2	131	
https://napcs.org.ai/Product/131111	napcs.org.ai	Product	131111	Subclass	Subclass	131111	3	13111	
