id	code	name	description	parent
PetFoodAtWholesale	551195	Pet food at wholesale	This subclass comprises wholesaling services for pet food.	55119
MiscellaneousPersonalAndHouseholdGoodsAtWholesale	551196	Miscellaneous personal and household goods, at wholesale	This subclass comprises wholesaling services for pet supplies; home lawn and garden supplies; household batteries; ice; manufactured mobile homes; and other miscellaneous personal and household goods.	55119
UsedProductsN.e.c.AtWholesale	551197	Used products n.e.c., at wholesale	This subclass comprises wholesaling services for used products n.e.c.	55119
CannabisSeedsAndVegetativePlantsAtWholesale	551211	Cannabis seeds and vegetative plants, at wholesale	This subclass comprises wholesaling services for cannabis viable seeds and vegetative or live plants, mainly used for planting or sowing, cultivation and propagation of cannabis bred to contain cannabinoids, in particular THC (more than 0.3% w/w) and CBD, for non-medical and medical uses.	55121
FreshAndDriedCannabisFloweringTopsIncludingLeavesAtWholesale	551212	Fresh and dried cannabis flowering tops (including leaves), at wholesale	This subclass comprises wholesaling services for freshly harvested and dried cannabis flowering tops, including leaves, for non-medical and medical uses. Fresh and dried cannabis contain cannabinoids such as THC (more than 0.3% w/w) and CBD. Fresh cannabis refers to the fresh or water-rich flowering tops (buds) and leaves, of female plants, that have not been subjected to any drying process. Dried cannabis (also called marijuana, pot or weed) refers to harvested cannabis fresh flowering tops and leaves that have been subjected to drying and irradiation processes, but not further processed.	55121
CannabisExtractsAndConcentratesAtWholesale	551213	Cannabis extracts and concentrates, at wholesale	This subclass comprises wholesaling services for cannabis extracts and concentrates. Cannabis extracts refers to cannabis substances produced using extraction processing methods or by synthesizing phytocannabinoids. Cannabis concentrates refer to derived extracts containing concentrated amounts of the psychoactive compound tetrahydrocannabinol (THC), cannabidiol (CBD), and a multiplicity of other cannabinoids and terpenes.	55121
CannabisPureIntermediatesAtWholesale	551214	Cannabis pure intermediates, at wholesale	This subclass comprises wholesaling services for cannabis pure intermediates, intended for further processing or for production of another cannabis product.	55121
CannabisInfusedEdibleProductsAtWholesale	551215	Cannabis-infused edible products, at wholesale	This subclass comprises wholesaling services for cannabis-infused edible products (beverages, food, etc.), containing more than 0.3% w/w of the psychoactive compound tetrahydrocannabinol (THC), cannabidiol (CBD), and other cannabinoids and terpenes. Their use can be non-medical or medical. Generally, there is a limit on the level of THC a product available for sale could contain.	55121
OtherCannabisProductsN.e.c.AtWholesale	551219	Other cannabis products, n.e.c. at wholesale	This subclass comprises wholesaling services for other cannabis products, n.e.c., containing more than 0.3% w/w of the psychoactive compound tetrahydrocannabinol (THC), cannabidiol (CBD), and other cannabinoids and terpenes, for non-medical and medical uses.	55121
WholesaleTradeCommissions	552111	Wholesale trade commissions	This subclass comprises the services of arranging the buying or selling of merchandise for others on a commission basis at an intermediate step in the distribution chain.	55211
FreshFoodAtRetail	561111	Fresh food at retail	This subclass comprises retailing services for fresh meat and poultry; fresh fish and other fresh seafood; fresh fruit and vegetables; eggs and dairy products and dairy product substitutes, except frozen desserts; baked goods, except frozen products, cookies and crackers; and perishable prepared foods, including fresh sliced deli meats, prepared entrees and fresh pasta.	56111
FrozenFoodPackagedFoodDryGoodsAndOtherFoodsN.e.c.AtRetail	561112	Frozen food, packaged food dry goods, and other foods n.e.c. at retail	This subclass comprises retailing services for frozen food, packaged food dry goods, and other foods n.e.c.	56111
SoftDrinksOtherBeveragesAndIceAtRetail	561114	Soft drinks, other beverages, and ice, at retail	This subclass comprises soft drinks, other beverages, and ice, at retail.	56111
CannabisSeedsAndVegetativePlantsAtRetail	561131	Cannabis seeds and vegetative plants, at retail	This subclass comprises retailing services for cannabis viable seeds and vegetative or live plants, mainly used for planting or sowing, cultivation and propagation of cannabis bred to contain cannabinoids, in particular THC (more than 0.3% w/w) and CBD, non-medical and medical uses.	56113
FreshCannabisFloweringTopsIncludingLeavesAtRetail	561132	Fresh cannabis flowering tops (including leaves), at retail	This subclass comprises retailing services for freshly harvested cannabis flowering tops, including leaves, containing THC (more than 0.3% w/w), CBD and other cannabinoids, for non-medical and medical uses. Fresh cannabis refers to fresh or water-rich flowering tops (buds) and leaves, of female plants, that have not been subjected to any drying process.	56113
DriedCannabisFloweringTopsIncludingLeavesAtRetail	561133	Dried cannabis flowering tops (including leaves), at retail	This subclass comprises retailing services for dried cannabis flowering tops, including leaves, containing THC (more than 0.3% w/w), CBD and other cannabinoids, for non-medical and medical uses. Dried cannabis (also called marijuana, pot or weed) refers to harvested cannabis fresh flowering tops (buds) and leaves that have been subjected to drying and irradiation processes, but not further processed.	56113
CannabisExtractsAndConcentratesAtRetail	561134	Cannabis extracts and concentrates, at retail	This subclass comprises retailing services for cannabis extracts and concentrates. Cannabis extracts refers to cannabis substances produced using extraction processing methods or by synthesizing phytocannabinoids. Cannabis concentrates refer to derived extracts containing concentrated amounts of the psychoactive compound tetrahydrocannabinol (THC), cannabidiol (CBD), and a multiplicity of other cannabinoids and terpenes.	56113
CannabisInfusedEdibleProductsAtRetail	561136	Cannabis-infused edible products, at retail	This subclass comprises retailing services for cannabis-infused edible products (beverages, food, etc.) containing more than 0.3% w/w of the psychoactive compound tetrahydrocannabinol (THC), cannabidiol (CBD), and other cannabinoids and terpenes. Their use can be non-medical or medical. Generally, there is a limit on the level of THC a product available for sale could contain.	56113
OtherCannabisProductsN.e.c.AtRetail	561139	Other cannabis products, n.e.c., at retail	This subclass comprises retailing services for other cannabis products, n.e.c., containing more than 0.3% w/w of the psychoactive compound tetrahydrocannabinol (THC), cannabidiol (CBD), and other cannabinoids and terpenes, for non-medical and medical uses.	56113
Men'sClothingAtRetail	561211	Men's clothing at retail	This subclass comprises retailing services for men's outerwear coats and jackets; men's suits, sport jackets and blazers; men's pants, shirts, sweaters and other bottoms and tops; men's sleepwear, underwear and hosiery; men's hats, gloves, belts, and other accessories; and men's clothing n.e.c.	56121
Women'sClothingAtRetail	561212	Women's clothing at retail	This subclass comprises retailing services for women's outerwear coats and jackets; women's dresses and suits; women's skirts, pants, blouses, sweaters and other bottoms and tops; women's lingerie, sleepwear and underwear; women's hosiery; women's handbags, purses and accessories; and women's clothing n.e.c.	56121
Children'sAndInfantClothingAtRetail	561213	Children's and infant clothing, at retail	This subclass comprises retailing services for boys' clothing and accessories; girls' clothing and accessories; and infant clothing and fabric accessories.	56121
VestmentsCostumesAndNonBinaryAndGenderNeutralClothingAtRetail	561214	Vestments, costumes, and non-binary and gender-neutral clothing, at retail	This subclass comprises retailing services for vestments, costumes, and non-binary and gender-neutral clothing.	56121
JewelleryAndWatchesAtRetail	561231	Jewellery and watches, at retail	This subclass comprises retailing services for fine jewellery, including precious metal, diamonds, gemstones, and pearls; costume jewellery, including base metal, glass, plastic, and synthetic stones; and watches.	56123
LuggageBriefcasesKnapsacksAndDuffelBagsAtRetail	561232	Luggage, briefcases, knapsacks, and duffel bags, at retail	This subclass comprises retailing services for luggage, briefcases, knapsacks, and duffel bags.	56123
AthleticFootwearExceptForChildrenAtRetail	561241	Athletic footwear (except for children), at retail	This subclass comprises retailing services for athletic footwear for all genders, except for children.	56124
NonAthleticFootwearAndAccessoriesExceptForInfantsAndChildrenAtRetail	561242	Non-athletic footwear and accessories (except for infants and children), at retail	This subclass comprises retailing services for non-athletic footwear and accessories, for all genders, except for infants and children.	56124
FootwearAndAccessoriesForInfantsAndChildrenAtRetail	561243	Footwear and accessories for infants and children, at retail	This subclass comprises retailing services for infant and children's footwear (other than athletic) and accessories.	56124
IndoorHomeFurnitureAtRetail	561311	Indoor home furniture at retail	This subclass comprises retailing services for mattresses and foundations; infant furniture; and indoor home furniture n.e.c.	56131
OutdoorHomeFurnitureAtRetail	561312	Outdoor home furniture at retail	This subclass comprises retailing services for outdoor home furniture.	56131
HomeFurnishingsAtRetail	561313	Home furnishings at retail	This subclass comprises retailing services for window treatments; household textile products n.e.c.; and decorative home furnishings.	56131
HousewaresAtRetail	561314	Housewares at retail	This subclass comprises retailing services for tableware, kitchenware, cookware and bakeware; household cleaning supplies; and miscellaneous household supplies, n.e.c.	56131
HomeAppliancesAtRetail	561315	Home appliances at retail	This subclass comprises retailing services for small home appliances; and major home appliances.	56131
HomeElectronicsAtRetail	561316	Home electronics at retail	This subclass comprises retailing services for computers, peripherals, and networking equipment; computer software, except game; telephones and related products; televisions and home audiovisual equipment; and still cameras and other photographic equipment and supplies.	56131
SportingEquipmentIncludingBicyclesAtRetail	561411	Sporting equipment (including bicycles) at retail	This subclass comprises retailing services for bicycles and biking equipment and accessories; exercise equipment; golf equipment; skiing and snowboarding equipment; hunting, fishing and camping equipment; team sporting equipment; and sporting equipment n.e.c.	56141
ToysAndGamesExceptGameSoftwareAtRetail	561412	Toys and games (except game software), at retail	This subclass comprises retailing services for electronic game consoles (except game software), toys and other games.	56141
ArtsAndLeisureEquipmentAndSuppliesN.e.c.AtRetail	561415	Arts and leisure equipment and supplies, n.e.c., at retail	This subclass comprises retailing services for artists' equipment and supplies; musical instruments and printed music; sewing and knitting supplies; and craft and hobby kits, and leisure supplies n.e.c.	56141
BooksAtRetail	561421	Books at retail	This subclass comprises retailing services for printed books and e-books.	56142
NewspapersMagazinesAndOtherPeriodicalsAtRetail	561422	Newspapers, magazines, and other periodicals, at retail	This subclass comprises retailing services for printed and online newspapers, magazines, and other periodicals.	56142
OtherPublicationsN.e.c.IncludingPostersArtPrintsMapsAndGreetingCardsAtRetail	561423	Other publications n.e.c. (including posters, art prints, maps and greeting cards), at retail	This subclass comprises retailing services for other printed and online publications n.e.c., including posters, art prints, maps, and greeting cards.	56142
AudioRecordingsAtRetail	561431	Audio recordings at retail	This subclass comprises retailing services for audio recordings on physical media and downloads.	56143
MoviesTelevisionProgramsAndOtherVideoRecordingsAtRetail	561432	Movies, television programs and other video recordings, at retail	This subclass comprises retailing services for movies, television programs and other video recordings on physical media and downloads.	56143
GameSoftwareAtRetail	561433	Game software at retail	This subclass comprises retailing services for game software on physical media and downloads.	56143
NewMotorVehiclesAtRetail	561511	New motor vehicles at retail	This subclass comprises retailing services for new passenger automobiles; new minivans, sport utility vehicles and light trucks; and new medium and heavy trucks.	56151
UsedMotorVehiclesAtRetail	561512	Used motor vehicles at retail	This subclass comprises retailing services for used passenger automobiles; used minivans, sport utility vehicles and light trucks; and used medium and heavy trucks.	56151
NewRecreationalVehiclesAtRetail	561521	New recreational vehicles at retail	This subclass comprises retailing services for new motorcycles and scooters; new motor homes, travel trailers and truck campers; new snowmobiles and personal off-road vehicles; new recreational boats, and other new recreational vehicles n.e.c.	56152
UsedRecreationalVehiclesAtRetail	561522	Used recreational vehicles at retail	This subclass comprises retailing services for used motorcycles and scooters; used motor homes, travel trailers and truck campers; used snowmobiles and personal off-road vehicles; used recreational boats, and other used recreational vehicles n.e.c.	56152
MotorVehiclePartsAccessoriesAndSuppliesAtRetail	561531	Motor vehicle parts, accessories and supplies, at retail	This subclass comprises retailing services for new motor vehicle tires; new and used motor vehicle parts and accessories; and automotive chemicals.	56153
AutomotiveFuelsAtRetail	561611	Automotive fuels, at retail	This subclass comprises retailing services for automotive fuels.	56161
HouseholdFuelsAtRetail	561612	Household fuels, at retail	This subclass comprises retailing services for household fuels.	56161
PharmaceuticalsAtRetail	561711	Pharmaceuticals at retail	This subclass comprises retailing services for prescription pharmaceuticals; non-prescription pharmaceuticals; and vitamin, mineral, and other health supplements. Retailing services for cannabis products are excluded from this subclass.	56171
EyewearAtRetail	561712	Eyewear at retail	This subclass comprises retailing services for prescription eyewear; and non-prescription eyewear.	56171
HomeHealthProductsN.e.c.AtRetail	561713	Home health products, n.e.c., at retail	This subclass comprises retailing services for home health products, n.e.c.	56171
InfantCareProductsAtRetail	561721	Infant care products at retail	This subclass comprises retailing services for disposable diapers; infant and children's car seats; strollers, and infant care products n.e.c.	56172
PersonalAndBeautyProductsAtRetail	561722	Personal and beauty products, at retail	This subclass comprises retailing services for cosmetics and fragrances; toiletries; feminine hygiene products; and personal care supplies and equipment n.e.c.	56172
HardwareAndToolsAtRetail	561811	Hardware and tools, at retail	This subclass comprises retailing services for hardware; hand tools; and power tools.	56181
RenovationMaterialsAndSuppliesAtRetail	561812	Renovation materials and supplies, at retail	This subclass comprises retailing services for major air-conditioning, air or surface heating, and water heating equipment; plumbing and electrical supplies, including fixtures; paint, painting supplies and wallpaper; floor coverings, including wood flooring, and tiles; lumber and other renovation materials and supplies; and hardware and renovation related products n.e.c.	56181
HomeLawnAndGardenEquipmentAndSuppliesAtRetail	561813	Home lawn and garden equipment and supplies, at retail	This subclass comprises retailing services for lawnmowers, snowblowers and gardening tools; and live plants, seeds, and other home and garden supplies, except agricultural fertilizers and pesticides.	56181
PetsPetFoodAndPetSuppliesAtRetail	561911	Pets, pet food and pet supplies, at retail	This subclass comprises retailing services for pets; pet food, supplies and accessories.	56191
TobaccoProductsAndAccessoriesAndElectronicCigarettesAtRetail	561912	Tobacco products and accessories, and electronic cigarettes, at retail	This subclass comprises retailing services for tobacco products and accessories, and electronic cigarettes.	56191
HomeOfficeEquipmentAndSuppliesN.e.c.AtRetail	561913	Home office equipment and supplies, n.e.c., at retail	This subclass comprises retailing services for home office equipment n.e.c.; and home office supplies n.e.c.	56191
FarmEquipmentAndSuppliesAtRetail	561914	Farm equipment and supplies, at retail	This subclass comprises retailing services for farm equipment; and farm supplies.	56191
EquipmentAndSuppliesN.e.c.AtRetail	561915	Equipment and supplies, n.e.c., at retail	This subclass comprises retailing services for supplies for beer- and wine-making; cut flowers, indoor potted plants and floral supplies; monuments and tombstones; manufactured mobile homes; professional and scientific instruments; equipment and supplies for non-farm activities, n.e.c.; and other miscellaneous equipment and supplies, n.e.c.	56191
ArtworkCollectiblesAntiquesAndUsedOrSecondHandMerchandiseExceptMotorVehiclesAndMobileHomesAtRetail	561916	Artwork, collectibles, antiques, and used or second-hand merchandise (except motor vehicles and mobile homes), at retail	This subclass comprises retailing services for artwork; collectors' items; and antiques, and used or second-hand merchandise, except motor vehicles and mobile homes.	56191
RetailTradeCommissions	562111	Retail trade commissions	This subclass comprises the service of selling and renting merchandise for others on a commission basis at the final step in the distribution process.	56211
MaintenanceAndRepairServicesForCommercialAndIndustrialMachineryAndEquipment	571111	Maintenance and repair services for commercial and industrial machinery and equipment	This subclass comprises maintenance and repair services, except cleaning, for agricultural, construction, mining and forestry machinery and equipment; maintenance and repair services, except cleaning, for commercial refrigeration equipment; maintenance and repair services, except cleaning, for service industry and other commercial machinery and equipment; maintenance and repair services, except cleaning, for industrial machinery and equipment; and industrial and commercial machinery and equipment cleaning services.	57111
MaintenanceAndRepairServicesForElectronicAndPrecisionEquipment	571112	Maintenance and repair services for electronic and precision equipment	This subclass comprises maintenance and repair services for computer hardware and software; maintenance and repair services for communication and navigation equipment; maintenance and repair services for other office equipment; maintenance and repair services for consumer electronics; maintenance and repair services for electronic medical equipment; and maintenance and repair services for other electronic and precision equipment.	57111
MaintenanceAndRepairServicesForPersonalAndHouseholdGoods	571113	Maintenance and repair services for personal and household goods	This subclass comprises maintenance and repair services for household-type appliances and equipment; maintenance and repair services, including reupholstery, for home furniture; maintenance, repair and alteration services for apparel, footwear, watches and jewellery; maintenance and repair services for sporting, fitness and recreational vehicles and equipment; and maintenance and repair services for other personal and household goods.	57111
RentalAndOperatingLeasingServicesOfAutomobilesAndLightTrucksWithoutOperator	581111	Rental and operating leasing services of automobiles and light trucks, without operator	This subclass comprises rentals and operating leases of automobiles and light trucks, without operator or driver.	58111
RentalAndOperatingLeasingServicesOfMotorHomesTravelTrailersAndCampers	581112	Rental and operating leasing services of motor homes, travel trailers and campers	This subclass comprises rentals and operating leases of road recreational vehicles containing sleeping space, without operator or driver.	58111
RentalAndOperatingLeasingServicesOfHeavyTrucksTruckTrailersAndBusesWithoutOperator	581113	Rental and operating leasing services of heavy trucks, truck trailers and buses, without operator	This subclass comprises rentals and operating leases of heavy trucks, truck trailers and buses, without operator or driver.	58111
RentalAndOperatingLeasingServicesOfComputerEquipment	581211	Rental and operating leasing services of computer equipment	This subclass comprises rentals and operating leases of computers and peripheral equipment. May include the licensing of software as part of the rental agreement.	58121
RentalAndOperatingLeasingServicesOfOfficeFurnitureAndEquipmentExceptComputerEquipment	581221	Rental and operating leasing services of office furniture and equipment (except computer equipment)	This subclass comprises rentals and operating leases of office furniture and equipment, except computer equipment.	58122
RentalAndOperatingLeasingServicesOfAirRailAndWaterTransportationEquipmentWithoutOperator	581311	Rental and operating leasing services of air, rail, and water transportation equipment, without operator	This subclass comprises rentals and operating leases of air, rail, and water transportation equipment, without operator or crew.	58131
RentalAndOperatingLeasingServicesOfOtherCommercialAndIndustrialMachineryAndEquipmentWithoutOperator	581312	Rental and operating leasing services of other commercial and industrial machinery and equipment, without operator	This subclass comprises rentals and operating leases of other commercial and industrial machinery and equipment, without operator.	58131
RentalServicesOfHomeAudiovisualEquipmentAndAppliances	581411	Rental services of home audiovisual equipment and appliances	This subclass comprises rentals and operating leases of home audiovisual equipment and appliances.	58141
RentalServicesOfHomeImprovementAndDoItYourselfToolsAndEquipment	581412	Rental services of home improvement and do-it-yourself tools and equipment	This subclass comprises rentals of home improvement, do-it-yourself, and garden tools and equipment.	58141
RentalServicesOfFormalWearCostumesAndAccessories	581413	Rental services of formal wear, costumes and accessories	This subclass comprises rentals of formal wear, costumes, other clothing, and related accessories. May include alterations.	58141
RentalServicesOfMoviesAndGamesOnDigitalVideodiscDvdMagneticTapeAndCassette	581414	Rental services of movies and games on digital videodisc (DVD), magnetic tape and cassette	This subclass comprises rentals of movies, games, and other recorded entertainment on digital videodisc (DVD), magnetic tape and cassette.	58141
RentalServicesOfHomeHealthCareEquipment	581415	Rental services of home health care equipment	This subclass comprises rentals and operating leases of home health care equipment.	58141
RentalServicesOfRecreationalGoodsAndEquipment	581416	Rental services of recreational goods and equipment	This subclass comprises rentals and operating leases of recreational goods and equipment.	58141
RentalServicesOfEquipmentForPartiesAndOtherSocialEvents	581417	Rental services of equipment for parties and other social events	This subclass comprises rentals of equipment for parties and other social events, such as weddings.	58141
RentalAndOperatingLeasingServicesOfHouseholdFurnitureAndFurnishings	581418	Rental and operating leasing services of household furniture and furnishings	This subclass comprises rentals and operating leases of household furniture and furnishings.	58141
RentalAndOperatingLeasingServicesOfConsumerGoodsN.e.c.	581419	Rental and operating leasing services of consumer goods, n.e.c.	This subclass comprises rentals and operating leases of consumer goods, n.e.c.	58141
ResidentialBuildingsOfFiveOrMoreStoreys	621111	Residential buildings of five or more storeys	This subclass comprises residential buildings of five or more storeys. A residential building of five or more storeys refers to such a building of which at least half of the overall useful floor area is used or intended for residential or dwelling purposes. A residential building also generally provides accommodation units with self-contained and exclusive use of bathroom and kitchen facilities to the occupants of the apartments, condominiums or other types of dwellings in the building. These types of buildings do not provide care or other assisted daily living services; they provide private dwellings for at least half of the overall useful floor area of the building.	62111
ResidentialBuildingsOfFewerThanFiveStoreys	621112	Residential buildings of fewer than five storeys	This subclass comprises residential buildings of fewer than five storeys. A residential building of five or more storeys refers to such a building of which at least half of the overall useful floor area is used or intended for residential or dwelling purposes. A residential building also generally provides accommodation units with self-contained and exclusive use of bathroom and kitchen facilities to the occupants of the apartments, condominiums or other types of dwellings in the building. These types of buildings do not provide care or other assisted daily living services; they provide private dwellings for at least half of the overall useful floor area of the building.	62111
FarmBuildings	622111	Farm buildings	This subclass comprises farm buildings.	62211
ManufacturingPlants	622112	Manufacturing plants	This subclass comprises manufacturing plants.	62211
IndustrialDepotsAndServiceBuildings	622113	Industrial depots and service buildings	This subclass comprises industrial depots and service buildings.	62211
MiningBuildings	622114	Mining buildings	This subclass comprises mine buildings.	62211
OtherIndustrialSitesAndBuildingsN.e.c.	622115	Other industrial sites and buildings, n.e.c.	This subclass comprises other industrial sites and buildings, n.e.c.	62211
OfficeBuildings	622121	Office buildings	This subclass comprises office buildings.	62212
ShoppingCentresPlazasMallsAndStores	622122	Shopping centres, plazas, malls and stores	This subclass comprises shopping centres, plazas, malls and stores.	62212
Warehouses	622123	Warehouses	This subclass comprises warehouses.	62212
Restaurants	622124	Restaurants	This subclass comprises restaurants.	62212
HotelsAndMotels	622125	Hotels and motels	This subclass comprises hotels and motels.	62212
AirportsAndOtherPassengerTerminals	622126	Airports and other passenger terminals	This subclass comprises airports and other passenger terminals.	62212
TheatresAndSportsAndRecreationalFacilities	622127	Theatres, and sports and recreational facilities	This subclass comprises theatres and halls; sports facilities with spectator capacity; and indoor recreational facilities.	62212
StudentResidencesAndOtherCollectiveDwellingsN.e.c.	622128	Student residences and other collective dwellings n.e.c.	This subclass comprises student residences and other collective dwellings n.e.c. A collective dwelling-type building refers to a building for which the majority of the overall useful floor area is used or intended for commercial communal dwelling units offered to students and other types of persons, while this building has shared or communal bathrooms and kitchens.	62212
OtherCommercialBuildings	622129	Other commercial buildings	This subclass comprises other commercial buildings.	62212
SchoolsCollegesUniversitiesAndOtherEducationalBuildings	622131	Schools, colleges, universities and other educational buildings	This subclass comprises schools, colleges, universities and other educational buildings.	62213
HospitalsExceptVeterinaryHospitals	622132	Hospitals (except veterinary hospitals)	This subclass comprises hospitals, except veterinary hospitals.	62213
HealthCentresClinicsAndOtherHealthCareBuildingsN.e.c.	622133	Health centres, clinics and other health care buildings n.e.c.	This subclass comprises health centres, clinics and other health care buildings n.e.c.	62213
NursingHomesAssistedDailyCareAndAdultCareFacilities	622134	Nursing homes, assisted daily care, and adult care facilities	This subclass comprises nursing homes, assisted daily care, and adult care facilities.	62213
MuseumsAndLibraries	622135	Museums and libraries	This subclass comprises museums and libraries.	62213
PublicSafetyFacilities	622136	Public safety facilities	This subclass comprises public safety facilities.	62213
ReligiousCentresAndMemorialSitesExceptResidences	622137	Religious centres and memorial sites (except residences)	This subclass comprises religious centres and memorial sites (except residences).	62213
ChildcareCentres	622138	Childcare centres	This subclass comprises childcare centres.	62213
OtherInstitutionalBuildingsN.e.c.	622139	Other institutional buildings, n.e.c.	This subclass comprises other institutional buildings, n.e.c.	62213
HighwaysRoadsAndStreets	623111	Highways, roads and streets	This subclass comprises highways, roads and streets.	62311
Bridges	623112	Bridges	This subclass comprises bridges.	62311
Tunnels	623113	Tunnels	This subclass comprises tunnels.	62311
ParkingLotsAndGarages	623121	Parking lots and garages	This subclass comprises parking lots and garages.	62312
RailwayTracks	623122	Railway tracks	This subclass comprises railway tracks.	62312
Runways	623123	Runways	This subclass comprises runways.	62312
OtherLandTransportationCivilEngineeringWorksN.e.c.	623124	Other land transportation civil engineering works, n.e.c.	This subclass comprises other land transportation civil engineering works, n.e.c.	62312
SeaportsAndHarbours	623131	Seaports and harbours	This subclass comprises seaports and harbours.	62313
Marinas	623132	Marinas	This subclass comprises marinas.	62313
CanalsAndWaterways	623133	Canals and waterways	This subclass comprises canals and waterways.	62313
OtherMarineEngineeringWorks	623134	Other marine engineering works	This subclass comprises other marine engineering works.	62313
ProductionFacilitiesInOilAndGasExtraction	623211	Production facilities in oil and gas extraction	This subclass comprises production facilities in oil and gas extraction.	62321
OilRefineriesAndNaturalGasProcessingPlants	623212	Oil refineries and natural gas processing plants	This subclass comprises oil refineries and natural gas processing plants.	62321
Pipelines	623221	Pipelines	This subclass comprises pipelines.	62322
OtherOilAndGasEngineeringWorks	623231	Other oil and gas engineering works	This subclass comprises other oil and gas engineering works.	62323
ElectricPowerGeneratingPlants	623311	Electric power generating plants	This subclass comprises steam power plants, nuclear power plants, hydro-electric power plants and other electric power generating plants.	62331
PowerTransmissionNetworks	623312	Power transmission networks	This subclass comprises power transmission networks.	62331
PowerDistributionNetworks	623313	Power distribution networks	This subclass comprises power distribution networks.	62331
EnergyStorageSystems	623314	Energy storage systems	This subclass comprises energy storage systems, which refer to storage systems for storing energy resulted from electricity generated or produced at one time for use at a later time.	62331
CommunicationsNetworks	623411	Communications networks	This subclass comprises cables, lines and support structures for telecommunications transmission, as well as other communications networks.	62341
WaterFiltrationPlantsAndPumpingStations	623511	Water filtration plants and pumping stations	This subclass comprises water filtration plants and pumping stations.	62351
WaterSupplyEngineeringWorks	623512	Water supply engineering works	This subclass comprises water supply engineering works.	62351
SewageTreatmentPlants	623521	Sewage treatment plants	This subclass comprises sewage treatment plants.	62352
SewageCollectionAndDisposalEngineeringWorks	623522	Sewage collection and disposal engineering works	This subclass comprises sewage collection and disposal engineering works.	62352
MiningEngineeringWorks	623611	Mining engineering works	This subclass comprises mine engineering works such as structures (except buildings), tailing disposal systems and settling ponds.	62361
ReclaimedLand	623621	Reclaimed land	This subclass comprises reclaimed land.	62362
FloodProtectionEngineeringWorks	623622	Flood protection engineering works	This subclass comprises flood protection engineering works.	62362
WasteDisposalFacilities	623623	Waste disposal facilities	This subclass comprises waste disposal facilities.	62362
IrrigationNetworks	623624	Irrigation networks	This subclass comprises irrigation networks.	62362
OutdoorRecreationalFacilities	623625	Outdoor recreational facilities	This subclass comprises outdoor recreational facilities.	62362
OtherCivilEngineeringWorksN.e.c.	623626	Other civil engineering works, n.e.c.	This subclass comprises pollution abatement and control engineering works, and all other civil engineering works n.e.c.	62362
Patents	631111	Patents	This subclass comprises patented inventions produced on own account for sale with all-attendant rights.	63111
IndustrialDesigns	631112	Industrial designs	This subclass comprises industrial designs produced on own account for sale with all-attendant rights.	63111
IntegratedCircuitTopographies	631113	Integrated circuit topographies	This subclass comprises integrated circuit topographies produced on own account for sale with all-attendant rights.	63111
Trademarks	631114	Trademarks	This subclass comprises trademarks produced on own account for sale with all-attendant rights.	63111
OtherIndustrialIntellectualProperty	631115	Other industrial intellectual property	This subclass comprises other industrial intellectual property produced on own account for sale with all-attendant rights.	63111
SoftwareOriginals	632111	Software originals	This subclass comprises software originals produced on own account for sale with all-attendant rights.	63211
LiteraryWorksOriginalsExceptSoftware	632211	Literary works originals (except software)	This subclass comprises literary works originals, except software, produced on own account for sale with all-attendant rights.	63221
ArtisticWorksOriginals	632212	Artistic works originals	This subclass comprises artistic works originals produced on own account for sale with all-attendant rights.	63221
DramaticWorksOriginals	632213	Dramatic works originals	This subclass comprises dramatic works originals produced on own account for sale with all-attendant rights.	63221
MusicalWorksOriginals	632214	Musical works originals	This subclass comprises musical works originals produced on own account for sale with all-attendant rights.	63221
OilAndGasExploration	641111	Oil and gas exploration	This subclass comprises certain services used in the search for, discovery and initial delimitation of previously unknown pools of oil or gas, or of unproven areas or deeper zones of known pools.	64111
MineralExploration	641211	Mineral exploration	This subclass comprises certain services used in the search for, discovery and initial delimitation of previously unknown mineral deposits or the re-evaluation of sub-marginal or neglected mineral deposits.	64121
ResearchAndExperimentalDevelopmentalServicesInMathematicalSciences	642311	Research and experimental developmental services in mathematical sciences	This subclass comprises research and experimental development services in disciplines concerned with understanding, exploring or developing the natural world such as mathematical sciences, including statistics. Research services consist of systematic investigation carried by means of experiment or analysis to achieve a scientific or technological advance such as acquiring new knowledge of the underlying foundation of phenomena and observable facts. Experimental development services consist of new or substantially improved goods, services, systems, methods or processes.	64231
ResearchAndExperimentalDevelopmentalServicesInComputerAndInformationSciences	642312	Research and experimental developmental services in computer and information sciences	This subclass comprises research and experimental development services in disciplines concerned with understanding, exploring or developing the natural world such as computer and information sciences. Research services consist of systematic investigation carried by means of experiment or analysis to achieve a scientific or technological advance such as acquiring new knowledge of the underlying foundation of phenomena and observable facts. Experimental development services consist of new or substantially improved goods, services, systems, methods or processes.	64231
ResearchAndExperimentalDevelopmentalServicesInPhysicalSciences	642313	Research and experimental developmental services in physical sciences	This subclass comprises research and experimental development in disciplines concerned with understanding, exploring or developing the natural world such as physical sciences. Research services consist of systematic investigation carried by means of experiment or analysis to achieve a scientific or technological advance such as acquiring new knowledge of the underlying foundation of phenomena and observable facts. Experimental development services consist of new or substantially improved goods, services, systems, methods or processes.	64231
